Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Marlon Mack,IND,12,89,0,6,24,2.0,65,5.4,1,12.0
Robert Turbin,IND,4,10,0,,10,2.5,0,0.0,0,
Nyheim Hines,IND,3,14,0,0,11,3.7,3,1.0,0,
Andrew Luck,IND,2,7,0,1,7,3.5,0,0.0,0,
Eric Ebron,IND,1,-1,0,0,-1,-1.0,0,0.0,0,
Zach Pascal,IND,1,8,0,0,8,8.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Bilal Powell,NYJ,16,59,0,4,17,1.1,42,2.6,1,16.0
Isaiah Crowell,NYJ,13,40,0,1,26,2.0,14,1.1,0,
Sam Darnold,NYJ,6,8,0,0,8,1.3,0,0.0,0,
Quincy Enunwa,NYJ,1,0,0,,-3,-3.0,3,3.0,0,
