Quarter,Time,Down,ToGo,Location,IND,NYJ,Detail,EPB,EPA
2,2:35,,,IND 15,13,17,Jason Myers kicks extra point good,0.000,0.000
2,2:35,,,NYJ 35,13,17,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
2,2:35,1,10,IND 25,13,17,Andrew Luck pass complete short right to Ryan Grant for 12 yards,0.610,1.400
2,2:09,1,10,IND 37,13,17,Andrew Luck pass deep middle (defended by Morris Claiborne) intended for Ryan Grant is intercepted by Avery Williamson at NYJ-42 and returned for 36 yards,1.400,-4.110
2,1:54,1,10,IND 22,13,17,Sam Darnold pass incomplete deep left intended for Robby Anderson,4.110,3.560
2,1:49,2,10,IND 22,13,17,Sam Darnold pass incomplete short left intended for Jermaine Kearse,3.560,2.870
2,1:43,3,10,IND 22,13,17,"Sam Darnold pass complete short right to Bilal Powell for 12 yards (tackle by Jabaal Sheard). Penalty on Spencer Long: Ineligible Downfield Pass, 5 yards (no play)",2.870,2.210
2,1:36,,,,,,Timeout #1 by New York Jets,,
2,1:36,3,15,IND 27,13,17,Sam Darnold sacked by Jihad Ward for -3 yards,2.210,1.410
2,1:29,,,,,,Timeout #1 by Indianapolis Colts,,
2,1:29,4,18,IND 30,13,20,Jason Myers 48 yard field goal good,1.410,3.000
2,1:25,,,NYJ 35,13,20,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
2,1:25,1,10,IND 25,13,20,Andrew Luck pass complete short right to Zach Pascal for 2 yards (tackle by Parry Nickerson),0.610,0.330
2,0:59,2,8,IND 27,13,20,Andrew Luck pass incomplete deep middle intended for Marcus Johnson,0.330,-0.360
2,0:54,3,8,IND 27,13,20,Andrew Luck pass incomplete short middle intended for Chester Rogers,-0.360,-1.570
2,0:50,4,8,IND 27,13,20,"Rigoberto Sanchez punts 45 yards, fair catch by Andre Roberts at NYJ-28",-1.570,-0.810
2,0:42,1,10,NYJ 28,13,20,Sam Darnold pass complete short right to Terrelle Pryor for 5 yards (tackle by Kenny Moore),0.810,0.940
2,0:29,,,,,,Timeout #2 by New York Jets,,
2,0:28,2,5,NYJ 33,13,20,Sam Darnold pass complete deep left to Terrelle Pryor for 22 yards (tackle by Pierre Desir),0.940,2.590
2,0:22,,,,,,Timeout #3 by New York Jets,,
2,0:22,1,10,IND 45,13,20,Sam Darnold pass complete short left to Robby Anderson for 9 yards,2.590,3.260
2,0:18,2,1,IND 36,13,20,Sam Darnold pass complete deep middle to Jermaine Kearse for 22 yards (tackle by Anthony Walker),3.260,4.650
2,0:03,1,10,IND 14,13,20,Sam Darnold spiked the ball,4.650,4.000
2,0:03,2,10,IND 14,13,23,Jason Myers 32 yard field goal good,4.000,-3.000
Quarter,Time,Down,ToGo,Location,IND,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 35,13,23,"Rigoberto Sanchez kicks off 65 yards, returned by Andre Roberts for no gain (tackle by Matthew Adams)",0.000,0.810
3,14:55,1,10,NYJ 28,13,23,Bilal Powell up the middle for 5 yards (tackle by Al Woods and Hassan Ridgeway),0.810,0.940
3,14:14,2,5,NYJ 33,13,23,Sam Darnold pass complete short left to Jermaine Kearse for no gain (tackle by Mike Mitchell and Pierre Desir),0.940,0.230
3,13:32,3,5,NYJ 33,13,23,Sam Darnold pass complete short middle to Terrelle Pryor for 19 yards (tackle by Pierre Desir),0.230,2.390
3,12:51,1,10,IND 48,13,23,Bilal Powell up the middle for 16 yards (tackle by Nate Hairston),2.390,3.450
3,12:10,1,10,IND 32,13,29,"Sam Darnold pass complete deep left to Chris Herndon for 32 yards, touchdown",3.450,7.000
3,12:03,,,IND 15,13,30,Jason Myers kicks extra point good,0.000,0.000
3,12:03,,,NYJ 35,13,30,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
3,12:03,1,10,IND 25,13,30,Marlon Mack left tackle for 14 yards (tackle by Marcus Maye),0.610,1.530
3,11:30,1,10,IND 39,13,30,Andrew Luck pass complete short left to Nyheim Hines for 11 yards (tackle by Darron Lee and Jamal Adams),1.530,2.260
3,10:55,1,10,IND 50,13,30,Zach Pascal right end for 8 yards (tackle by Marcus Maye),2.260,2.790
3,10:20,2,2,NYJ 42,13,30,"Andrew Luck pass complete short right to Marlon Mack for 5 yards (tackle by Darryl Roberts). Penalty on Zach Pascal: Illegal Motion, 5 yards (no play)",2.790,2.120
3,9:52,2,7,NYJ 47,13,30,Marlon Mack up the middle for 25 yards (tackle by Marcus Maye),2.120,4.110
3,9:25,1,10,NYJ 22,13,30,Nyheim Hines up the middle for 4 yards (tackle by Avery Williamson),4.110,4.130
3,8:50,2,6,NYJ 18,19,30,"Andrew Luck pass complete short middle to Eric Ebron for 18 yards, touchdown",4.130,7.000
3,8:44,,,NYJ 15,20,30,Adam Vinatieri kicks extra point good,0.000,0.000
3,8:44,,,IND 35,20,30,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
3,8:44,1,10,NYJ 25,20,30,Isaiah Crowell left tackle for 3 yards (tackle by Grover Stewart),0.610,0.470
3,8:06,2,7,NYJ 28,20,30,Isaiah Crowell up the middle for 2 yards (tackle by Darius Leonard and Grover Stewart),0.470,0.040
3,7:24,3,5,NYJ 30,20,30,Sam Darnold pass complete short middle to Jermaine Kearse for 19 yards (tackle by Kenny Moore),0.040,2.190
3,6:42,1,10,NYJ 49,20,30,Sam Darnold right end for 6 yards,2.190,2.460
3,6:04,2,4,IND 45,20,30,Isaiah Crowell up the middle for 21 yards (tackle by Corey Moore),2.460,3.970
3,5:19,1,10,IND 24,20,30,Isaiah Crowell right guard for no gain (tackle by Jihad Ward),3.970,3.430
3,4:38,2,10,IND 24,20,30,Sam Darnold pass incomplete short right intended for Terrelle Pryor,3.430,2.740
3,4:33,3,10,IND 24,20,30,Sam Darnold pass complete short middle to Isaiah Crowell for 5 yards (tackle by Quincy Wilson),2.740,2.240
3,3:57,4,5,IND 19,20,33,Jason Myers 37 yard field goal good,2.240,3.000
3,3:53,,,NYJ 35,20,33,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
3,3:53,1,10,IND 25,20,33,Marlon Mack left guard for 11 yards (tackle by Darron Lee),0.610,1.330
3,3:32,1,10,IND 36,20,33,"Andrew Luck pass complete short right to Chester Rogers for 1 yard (tackle by Avery Williamson). Penalty on Zach Pascal: Offensive Holding, 10 yards",1.330,0.740
3,3:11,1,19,IND 27,20,33,Andrew Luck pass complete deep right to Chester Rogers for 21 yards (tackle by Marcus Maye),0.740,2.130
3,2:43,1,10,IND 48,20,33,Nyheim Hines left guard for 8 yards (tackle by Darron Lee),2.130,2.660
3,2:22,2,2,NYJ 44,20,33,Andrew Luck up the middle for 4 yards (tackle by Frankie Luvu),2.660,2.920
3,1:47,1,10,NYJ 40,20,33,Andrew Luck pass incomplete short left intended for Zach Pascal (defended by Jamal Adams),2.920,2.370
3,1:44,2,10,NYJ 40,20,33,Andrew Luck pass complete short left to Ryan Grant for 12 yards (tackle by Morris Claiborne),2.370,3.710
3,1:12,1,10,NYJ 28,20,33,Marlon Mack up the middle for 4 yards (tackle by Parry Nickerson),3.710,3.710
3,0:53,2,6,NYJ 24,20,33,Marlon Mack up the middle for 9 yards (tackle by Terrence Brooks),3.710,4.580
3,0:29,1,10,NYJ 15,20,33,"Marlon Mack left guard for 3 yards (tackle by Darron Lee). Penalty on Terrence Brooks: Face Mask (15 Yards), 6 yards",4.580,5.830
3,0:04,1,6,NYJ 6,20,33,"Andrew Luck pass incomplete short left intended for Chester Rogers. Penalty on Parry Nickerson: Defensive Pass Interference, 5 yards (no play)",5.830,6.970
3,0:00,,,,,,Timeout #1 by New York Jets,,
3,0:00,1,1,NYJ 1,20,33,"Penalty on Braden Smith: False Start, 5 yards (no play)",6.970,5.830
3,0:00,1,6,NYJ 6,20,33,Andrew Luck pass complete short right to Marlon Mack for 4 yards (tackle by Brandon Copeland),5.830,5.720
Quarter,Time,Down,ToGo,Location,IND,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,2,NYJ 2,20,33,Andrew Luck pass incomplete short middle intended for Mo Alie-Cox (defended by Avery Williamson),5.720,4.950
4,14:54,3,2,NYJ 2,26,33,"Andrew Luck pass complete short left to Erik Swoope for 2 yards, touchdown",4.950,7.000
4,14:52,,,NYJ 15,27,33,Adam Vinatieri kicks extra point good,0.000,0.000
4,14:52,,,IND 35,27,33,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
4,14:52,1,10,NYJ 25,27,33,Sam Darnold sacked by Jabaal Sheard for -10 yards,0.610,-1.430
4,14:08,2,20,NYJ 15,27,33,Sam Darnold pass complete short middle to Jermaine Kearse for 21 yards (tackle by Pierre Desir),-1.430,1.330
4,13:32,1,10,NYJ 36,27,33,Bilal Powell left guard for no gain (tackle by Anthony Walker),1.330,0.790
4,12:50,2,10,NYJ 36,27,33,Sam Darnold up the middle for 5 yards (tackle by Zaire Franklin),0.790,0.760
4,12:02,3,5,NYJ 41,27,33,Sam Darnold pass complete short middle to Jermaine Kearse for 6 yards (tackle by Mike Mitchell),0.760,2.060
4,11:28,1,10,NYJ 47,27,33,"Bilal Powell left end for 3 yards (tackle by Pierre Desir). Bilal Powell fumbles, ball out of bounds at 50 (forced by Pierre Desir). Penalty on Kemoko Turay: Face Mask (15 Yards), 15 yards",2.060,3.250
4,11:01,1,10,IND 35,27,33,Sam Darnold pass complete short left to Jermaine Kearse for 6 yards (tackle by Pierre Desir),3.250,3.510
4,10:29,2,4,IND 29,27,33,Bilal Powell up the middle for 2 yards (tackle by Kenny Moore),3.510,3.070
4,9:52,3,2,IND 27,27,33,Sam Darnold pass incomplete short right intended for Bilal Powell (defended by Anthony Walker),3.070,1.800
4,9:44,4,2,IND 27,27,36,Jason Myers 45 yard field goal good,1.800,3.000
4,9:40,,,NYJ 35,27,36,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
4,9:40,1,10,IND 25,27,36,Marlon Mack up the middle for 9 yards (tackle by Darron Lee),0.610,1.280
4,9:17,2,1,IND 34,27,36,Marlon Mack up the middle for 6 yards (tackle by Steve McLendon),1.280,1.600
4,8:41,1,10,IND 40,27,36,"Andrew Luck pass incomplete short left. Penalty on Andrew Luck: Intentional Grounding, 11 yards",1.600,-0.430
4,8:36,2,21,IND 29,27,36,Andrew Luck pass complete short left to Chester Rogers for 16 yards (tackle by Terrence Brooks),-0.430,1.030
4,8:11,3,5,IND 45,27,36,Andrew Luck pass short middle intended for Chester Rogers is intercepted by Darron Lee at IND-45 and returned for 25 yards,1.030,-3.910
4,7:59,1,10,IND 25,27,36,Sam Darnold pass complete short right to Terrelle Pryor for 4 yards (tackle by Anthony Walker),3.910,3.900
4,7:22,2,6,IND 21,27,36,Isaiah Crowell up the middle for 4 yards (tackle by Grover Stewart),3.900,3.850
4,6:37,,,,,,Timeout #2 by New York Jets,,
4,6:37,3,2,IND 17,27,36,"Spencer Long aborted snap, recovered by Isaiah Crowell at IND-19 (tackle by Al Woods)",3.850,2.260
4,5:58,4,4,IND 19,27,39,Jason Myers 37 yard field goal good,2.260,3.000
4,5:55,,,NYJ 35,27,39,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
4,5:55,1,10,IND 25,27,39,Andrew Luck pass complete short middle to Zach Pascal for 6 yards (tackle by Parry Nickerson),0.610,0.870
4,5:34,2,4,IND 31,27,39,Andrew Luck pass incomplete deep right intended for Eric Ebron,0.870,0.170
4,5:30,3,4,IND 31,27,39,Andrew Luck pass incomplete short right intended for Chester Rogers,0.170,-1.310
4,5:25,4,4,IND 31,27,39,Andrew Luck pass incomplete deep middle intended for Zach Pascal,-1.310,-3.510
4,5:17,1,10,IND 31,27,39,"Penalty on Jabaal Sheard: Encroachment, 5 yards (no play)",3.510,4.240
4,5:17,1,5,IND 26,27,39,Bilal Powell right guard for 2 yards (tackle by Mike Mitchell),4.240,3.910
4,4:32,2,3,IND 24,27,39,Bilal Powell up the middle for 7 yards (tackle by Grover Stewart and Nate Hairston),3.910,4.440
4,3:48,1,10,IND 17,27,39,Bilal Powell right end for -2 yards (tackle by Al-Quadin Muhammad),4.440,3.600
4,3:42,,,,,,Timeout #1 by Indianapolis Colts,,
4,3:42,2,12,IND 19,27,39,Bilal Powell up the middle for 2 yards (tackle by Nate Hairston),3.600,3.070
4,3:36,,,,,,Timeout #2 by Indianapolis Colts,,
4,3:35,3,10,IND 17,27,39,"Bilal Powell left guard for no gain (tackle by Matthew Adams). Penalty on Spencer Long: Offensive Holding, 10 yards (no play)",3.070,1.880
4,3:28,3,20,IND 27,27,39,Bilal Powell left guard for no gain (tackle by Anthony Walker and Al-Quadin Muhammad),1.880,1.670
4,3:22,,,,,,Timeout #3 by Indianapolis Colts,,
4,3:22,4,20,IND 27,27,42,Jason Myers 45 yard field goal good,1.670,3.000
4,3:19,,,NYJ 35,27,42,"Jason Myers kicks off 51 yards, returned by Marcus Johnson for no gain",0.000,1.400
4,3:10,1,10,IND 37,27,42,Nyheim Hines right guard for 2 yards (tackle by Darron Lee),1.400,1.130
4,2:49,2,8,IND 39,27,42,Andrew Luck pass incomplete deep middle intended for Erik Swoope (defended by Jamal Adams),1.130,0.430
4,2:44,3,8,IND 39,27,42,Andrew Luck pass complete short left to Zach Pascal for 15 yards,0.430,2.520
4,2:39,1,10,NYJ 46,27,42,Andrew Luck pass incomplete deep middle intended for Eric Ebron,2.520,1.980
4,2:35,2,10,NYJ 46,27,42,Andrew Luck pass incomplete short right intended for Chester Rogers (defended by Darryl Roberts),1.980,1.290
4,2:30,3,10,NYJ 46,27,42,Andrew Luck pass complete deep middle to Eric Ebron for 19 yards (tackle by Jamal Adams),1.290,3.780
4,2:09,1,10,NYJ 27,27,42,Andrew Luck pass complete short middle to Nyheim Hines for 10 yards (tackle by Avery Williamson),3.780,4.440
4,2:00,1,10,NYJ 17,33,42,"Andrew Luck pass complete short middle to Chester Rogers for 17 yards, touchdown",4.440,7.000
4,1:51,,,NYJ 15,34,42,Adam Vinatieri kicks extra point good,0.000,0.000
4,1:51,,,IND 35,34,42,"Rigoberto Sanchez kicks onside 8 yards, returned by Neal Sterling for no gain (tackle by George Odum)",0.000,-2.720
4,1:50,1,10,IND 43,34,42,Sam Darnold kneels for -1 yards,2.720,2.040
4,1:11,2,11,IND 44,34,42,Sam Darnold kneels for -1 yards,2.040,1.220
4,0:32,3,12,IND 45,34,42,Sam Darnold kneels for -1 yards,1.220,0.200
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
