Quarter,Time,Down,ToGo,Location,NOR,TAM,Detail,EPB,EPA
1,8:24,4,4,TAM 36,3,0,Michael Koenen punts 41 yards,-0.980,-0.480
1,8:11,1,10,NOR 23,3,0,Drew Brees pass incomplete short left intended for Lance Moore is intercepted by Dekoda Watson at NOR-35,0.480,-3.250
1,8:03,1,10,NOR 35,3,0,Doug Martin right tackle for no gain (tackle by Akiem Hicks),3.250,2.700
1,7:27,2,10,NOR 35,3,0,Doug Martin up the middle for 12 yards (tackle by Roman Harper),2.700,4.040
1,7:08,1,10,NOR 23,3,0,"Penalty on Mike Williams: False Start, 5 yards (no play)",4.040,3.710
1,6:46,1,15,NOR 28,3,0,Doug Martin right guard for 5 yards (tackle by Junior Galette and David Hawthorne),3.710,3.500
1,6:11,2,10,NOR 23,3,0,Josh Freeman pass incomplete short left intended for Vincent Jackson,3.500,2.810
1,6:05,3,10,NOR 23,3,0,Josh Freeman up the middle for 13 yards (tackle by Jabari Greer),2.810,4.910
1,5:32,1,10,NOR 10,3,0,"Josh Freeman pass incomplete short right intended for Erik Lorig. Penalty on Will Herring: Defensive Holding, 5 yards (no play)",4.910,6.060
1,5:26,1,5,NOR 5,3,0,Josh Freeman pass incomplete short left intended for Mike Williams (defended by Jabari Greer),6.060,5.150
1,5:20,2,5,NOR 5,3,6,"Josh Freeman pass complete short middle to Kevin Ogletree for 5 yards, touchdown",5.150,7.000
1,5:20,,,NOR 2,3,7,Rian Lindell kicks extra point good,0.000,0.000
1,5:20,,,TAM 35,3,7,"Michael Koenen kicks off 71 yards, touchback",0.000,-0.280
1,5:15,1,10,NOR 20,3,7,Drew Brees pass complete short right to Darren Sproles for 6 yards (tackle by Mark Barron),0.280,0.540
1,4:42,2,4,NOR 26,3,7,Darren Sproles right end for 5 yards (tackle by Trevor Scott),0.540,1.000
1,4:13,1,10,NOR 31,3,7,Drew Brees pass incomplete deep middle intended for Robert Meachem,1.000,0.460
1,4:05,2,10,NOR 31,3,7,Drew Brees pass complete short right to Jimmy Graham for 7 yards (tackle by Mark Barron),0.460,0.700
1,3:25,3,3,NOR 38,3,7,Drew Brees pass complete short right to Jimmy Graham for 6 yards (tackle by Darrelle Revis),0.700,1.860
1,2:46,1,10,NOR 44,9,7,"Drew Brees pass complete deep left to Jimmy Graham for 56 yards, touchdown",1.860,7.000
1,2:46,,,TAM 2,10,7,Garrett Hartley kicks extra point good,0.000,0.000
1,2:46,,,NOR 35,10,7,"Thomas Morstead kicks off 65 yards, touchback",0.000,-0.280
1,2:36,1,10,TAM 20,10,7,Doug Martin right guard for 7 yards (tackle by Cameron Jordan),0.280,0.680
1,2:00,2,3,TAM 27,10,7,Josh Freeman pass incomplete deep left intended for Mike Williams,0.680,-0.030
1,1:50,3,3,TAM 27,10,7,Doug Martin left end for 11 yards (tackle by Kenny Vaccaro),-0.030,1.470
1,1:27,1,10,TAM 38,10,7,Josh Freeman pass incomplete short middle intended for Doug Martin,1.470,0.920
1,1:20,2,10,TAM 38,10,7,Brian Leonard left end for no gain (tackle by Curtis Lofton),0.920,0.230
1,0:37,3,10,TAM 38,10,7,Josh Freeman pass complete short middle to Mike Williams for 6 yards (tackle by Keenan Lewis),0.230,-0.460
Quarter,Time,Down,ToGo,Location,NOR,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,4,TAM 44,10,7,"Michael Koenen punts 31 yards, out of bounds",-0.460,-0.610
2,14:53,1,10,NOR 25,10,7,"Drew Brees sacked by Adrian Clayborn for -5 yards. Drew Brees fumbles (forced by Adrian Clayborn), recovered by Gerald McCoy at NOR-20 (tackle by Jahri Evans). Penalty on Adrian Clayborn: Unnecessary Roughness, 15 yards",0.610,1.270
2,14:33,1,10,NOR 35,10,7,Darren Sproles left guard for 1 yard (tackle by Akeem Spence and Adrian Clayborn),1.270,0.860
2,14:02,2,9,NOR 36,10,7,"Drew Brees pass incomplete short middle intended for Darren Sproles. Penalty on Dashon Goldson: Unnecessary Roughness, 15 yards",0.860,2.320
2,13:57,1,10,TAM 49,10,7,Drew Brees pass incomplete deep left intended for Marques Colston (defended by Darrelle Revis),2.320,1.780
2,13:48,2,10,TAM 49,10,7,Drew Brees pass complete short left to Darren Sproles for 4 yards (tackle by Mark Barron),1.780,1.620
2,13:05,3,6,TAM 45,10,7,Drew Brees pass complete short middle to Jimmy Graham for 18 yards (tackle by Leonard Johnson),1.620,3.780
2,13:05,1,10,TAM 27,10,7,"Penalty on Mark Ingram: False Start, 5 yards (no play)",3.780,3.450
2,12:00,1,15,TAM 32,10,7,Mark Ingram left end for 1 yard (tackle by Mason Foster),3.450,2.690
2,11:28,2,14,TAM 31,10,7,Drew Brees pass complete short left to Darren Sproles for 6 yards (tackle by Darrelle Revis),2.690,2.810
2,10:51,3,8,TAM 25,10,7,Drew Brees pass incomplete deep left intended for Lance Moore,2.810,1.800
2,10:43,4,8,TAM 25,10,7,Garrett Hartley 43 yard field goal no good,1.800,-1.140
2,10:38,1,10,TAM 33,10,7,"Penalty on TAM: Delay of Game, 5 yards (no play)",1.140,0.810
2,10:38,1,15,TAM 28,10,7,Doug Martin right guard for 2 yards (tackle by John Jenkins and Cameron Jordan),0.810,0.190
2,10:02,2,13,TAM 30,10,7,Josh Freeman pass complete short left to Vincent Jackson for 7 yards (tackle by Jabari Greer),0.190,0.430
2,9:38,3,6,TAM 37,10,7,Josh Freeman pass incomplete short right intended for Vincent Jackson,0.430,-0.910
2,9:31,4,6,TAM 37,10,7,"Michael Koenen punts 46 yards, fair catch by Darren Sproles",-0.910,0.060
2,9:22,1,10,NOR 17,10,7,Darren Sproles left guard for 6 yards (tackle by Adrian Clayborn),-0.060,0.350
2,8:46,2,4,NOR 23,10,7,Mark Ingram right guard for 8 yards (tackle by Dashon Goldson and Mark Barron),0.350,1.000
,,,,,,,"TAM challenged the fumble ruling, and the play was upheld.",,
2,8:13,1,10,NOR 31,10,7,Drew Brees pass complete short left to Pierre Thomas for 4 yards (tackle by Mark Barron),1.000,1.000
2,7:33,2,6,NOR 35,10,7,Drew Brees pass complete short middle to Pierre Thomas for 8 yards (tackle by Mason Foster and Dekoda Watson),1.000,1.800
2,6:56,1,10,NOR 43,10,7,"Darren Sproles right end for 1 yard (tackle by Mark Barron). Penalty on Zach Strief: Offensive Holding, 10 yards (no play)",1.800,1.140
2,6:26,1,20,NOR 33,10,7,Drew Brees pass incomplete short middle intended for Lance Moore,1.140,-0.100
2,6:19,2,20,NOR 33,10,7,Darren Sproles up the middle for 3 yards (tackle by Mark Barron and Keith Tandy),-0.100,-0.360
2,5:40,3,17,NOR 36,10,7,Drew Brees pass complete short right to Jimmy Graham for 11 yards (tackle by Johnthan Banks and Mason Foster),-0.360,-0.360
2,4:51,3,17,NOR 36,10,7,Timeout #1 by New Orleans Saints,-0.360,-0.260
2,4:51,4,6,NOR 47,10,7,Thomas Morstead punts 47 yards,-0.260,0.380
2,4:39,1,10,TAM 6,10,7,Doug Martin left tackle for 8 yards (tackle by Martez Wilson and Curtis Lofton),-0.380,-0.170
2,4:03,2,2,TAM 14,10,7,Doug Martin right end for -1 yards (tackle by Curtis Lofton and David Hawthorne),-0.170,-0.600
2,3:19,3,3,TAM 13,10,7,"Josh Freeman pass complete short right to Doug Martin for 4 yards (tackle by Keenan Lewis). Penalty on TAM: Illegal Formation, 5 yards (no play)",-0.600,-1.190
2,2:55,3,8,TAM 8,10,7,Josh Freeman pass incomplete deep left intended for Vincent Jackson,-1.190,-2.490
2,2:46,4,8,TAM 8,10,7,"Michael Koenen punts 47 yards, returned by Darren Sproles for -2 yards (tackle by Jonathan Casillas)",-2.490,-1.800
2,2:32,1,10,NOR 43,10,7,Drew Brees pass complete short middle to Jimmy Graham for 8 yards (tackle by Dashon Goldson and Mark Barron),1.800,2.330
2,2:09,2,2,TAM 49,10,7,"Drew Brees pass incomplete deep middle intended for Jimmy Graham (defended by Lavonte David). Penalty on Ahmad Black: Unnecessary Roughness, 15 yards",2.330,3.310
2,2:02,1,10,TAM 34,10,7,Drew Brees pass complete short left to Darren Sproles for 4 yards (tackle by Dashon Goldson),3.310,3.310
2,1:56,2,6,TAM 30,10,7,Drew Brees pass complete deep middle to Jimmy Graham for 29 yards (tackle by Dashon Goldson),3.310,3.310
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned.",,
2,1:23,2,6,TAM 30,10,7,Timeout #2 by New Orleans Saints,3.310,6.970
2,1:23,1,1,TAM 1,10,7,Drew Brees pass incomplete,6.970,6.970
2,1:17,1,1,TAM 1,10,7,Timeout #2 by Tampa Bay Buccaneers,6.970,5.910
2,1:17,2,1,TAM 1,10,7,Mark Ingram left end for -1 yards (tackle by Dashon Goldson and Mason Foster),5.910,5.910
2,1:12,2,1,TAM 1,10,7,Timeout #3 by Tampa Bay Buccaneers,5.910,4.950
2,1:12,3,2,TAM 2,10,7,Pierre Thomas left tackle for no gain (tackle by Darrelle Revis and Ahmad Black),4.950,4.950
2,0:22,3,2,TAM 2,10,7,Timeout #3 by New Orleans Saints,4.950,3.250
2,0:22,4,2,TAM 2,10,7,"Garrett Hartley 20 yard field goal good. Penalty on Leonard Johnson: Defensive Offside, 1 yards (no play)",3.250,3.550
2,0:20,4,1,TAM 1,10,7,Mark Ingram left end for no gain (tackle by Lavonte David and Mason Foster),3.550,0.380
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
2,0:14,1,10,TAM 1,10,7,Josh Freeman up the middle for 1 yard (tackle by Will Herring),-0.380,-0.710
Quarter,Time,Down,ToGo,Location,NOR,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,10,7,"Thomas Morstead kicks off no gain, touchback",0.000,0.280
3,15:00,1,10,TAM 20,10,7,Doug Martin up the middle for 7 yards (tackle by Curtis Lofton),0.280,0.680
3,14:21,2,3,TAM 27,10,7,Doug Martin up the middle for 16 yards (tackle by Roman Harper),0.680,1.800
3,14:09,1,10,TAM 43,10,7,Josh Freeman pass incomplete deep left intended for Kevin Ogletree,1.800,1.250
3,13:59,2,10,TAM 43,10,7,Doug Martin up the middle for -3 yards (tackle by Parys Haralson),1.250,0.170
3,13:22,3,13,TAM 40,10,7,Josh Freeman pass complete deep middle to Vincent Jackson for 22 yards (tackle by Kenny Vaccaro and Rafael Bush),0.170,3.050
3,12:41,1,10,NOR 38,10,7,Doug Martin left guard for no gain (tackle by David Hawthorne),3.050,2.510
3,12:04,2,10,NOR 38,10,7,Josh Freeman pass incomplete short left intended for Mike Williams,2.510,1.820
3,11:59,3,10,NOR 38,10,7,"Josh Freeman sacked by Cameron Jordan for -8 yards. Josh Freeman fumbles (forced by Cameron Jordan), recovered by Junior Galette at 50 and returned for 10 yards (tackle by Brian Leonard)",1.820,-2.920
3,11:49,1,10,TAM 40,10,7,Pierre Thomas left tackle for 11 yards (tackle by Mark Barron),2.920,3.640
3,11:10,1,10,TAM 29,10,7,Drew Brees pass incomplete short right intended for Jimmy Graham,3.640,3.100
3,11:04,2,10,TAM 29,10,7,Drew Brees pass incomplete short left intended for Pierre Thomas,3.100,2.410
3,11:00,3,10,TAM 29,10,7,Drew Brees pass complete short left to Lance Moore for 15 yards (tackle by Ahmad Black),2.410,4.650
3,10:16,1,10,TAM 14,10,7,Drew Brees pass complete short left to Pierre Thomas for 6 yards (tackle by Johnthan Banks),4.650,5.090
3,9:36,2,4,TAM 8,10,7,"Drew Brees pass incomplete. Penalty on Jahri Evans: Offensive Holding, 10 yards (no play)",5.090,3.480
3,9:27,2,14,TAM 18,10,7,Drew Brees pass complete short left to Pierre Thomas for 1 yard (tackle by Mark Barron and Adrian Clayborn),3.480,2.930
3,8:44,3,13,TAM 17,10,7,Drew Brees sacked by Lavonte David for -6 yards,2.930,1.930
3,8:09,4,19,TAM 23,13,7,Garrett Hartley 41 yard field goal good,1.930,3.000
3,8:09,,,NOR 35,13,7,"Thomas Morstead kicks off 72 yards, returned by Eric Page for 33 yards (tackle by Rod Sweeting)",0.000,-0.670
3,7:57,1,10,TAM 26,13,7,Doug Martin left guard for 1 yard (tackle by David Hawthorne),0.670,0.270
3,7:13,2,9,TAM 27,13,7,"Josh Freeman pass complete deep right to Vincent Jackson for 73 yards. Penalty on TAM: Illegal Formation, 5 yards (no play)",0.270,0.270
3,6:58,2,9,TAM 27,13,7,Timeout #1 by Tampa Bay Buccaneers,0.270,-0.410
3,6:58,2,14,TAM 22,13,7,Doug Martin up the middle for 28 yards (tackle by Roman Harper),-0.410,2.260
3,6:15,1,10,,13,7,Doug Martin up the middle for 5 yards (tackle by Martez Wilson and David Hawthorne),2.260,2.390
3,5:38,2,5,NOR 45,13,7,Josh Freeman pass incomplete short left intended for Vincent Jackson is intercepted by Malcolm Jenkins at NOR-30 and returned for 31 yards (tackle by Nate Byham),2.390,-2.980
3,5:22,1,10,TAM 39,13,7,Mark Ingram left guard for 5 yards (tackle by Gerald McCoy and Jonathan Casillas),2.980,3.120
3,4:43,2,5,TAM 34,13,7,Mark Ingram right tackle for no gain (tackle by Lavonte David and Jonathan Casillas),3.120,2.410
3,4:02,3,5,TAM 34,13,7,Drew Brees pass incomplete short left intended for Jimmy Graham (defended by Mason Foster),2.410,1.070
3,3:56,4,5,TAM 34,13,7,"Penalty on Ben Grubbs: False Start, 5 yards (no play)",1.070,1.070
3,3:56,4,5,TAM 34,13,7,Timeout #2 by Tampa Bay Buccaneers,1.070,0.660
3,3:55,4,10,TAM 39,13,7,Thomas Morstead punts 35 yards,0.660,0.380
3,3:48,1,10,TAM 4,13,7,Doug Martin up the middle for 6 yards (tackle by Jabari Greer),-0.380,-0.340
3,3:12,2,4,TAM 10,13,7,Josh Freeman pass complete deep right to Nate Byham for 34 yards (tackle by Jabari Greer),-0.340,1.860
3,2:51,1,10,TAM 44,13,7,Josh Freeman up the middle for 2 yards (tackle by Junior Galette),1.860,1.590
3,2:14,2,8,TAM 46,13,7,Doug Martin up the middle for 1 yard (tackle by Roman Harper and David Hawthorne),1.590,1.030
3,1:31,3,7,TAM 47,13,7,Josh Freeman pass incomplete short right intended for Vincent Jackson,1.030,-0.260
3,1:24,4,7,TAM 47,13,7,"Michael Koenen punts 42 yards, fair catch by Darren Sproles",-0.260,0.370
3,1:16,1,10,NOR 11,13,7,Drew Brees pass complete short right to Marques Colston for 4 yards (tackle by Dashon Goldson),-0.370,-0.430
3,0:34,2,6,NOR 15,13,7,Drew Brees pass complete short middle to Jimmy Graham for 8 yards (tackle by Ahmad Black),-0.430,0.480
Quarter,Time,Down,ToGo,Location,NOR,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NOR 23,13,7,Pierre Thomas left tackle for 9 yards (tackle by Mark Barron),0.480,1.150
4,14:31,2,1,NOR 32,13,7,Pierre Thomas up the middle for 6 yards (tackle by Mason Foster),1.150,1.470
4,13:56,1,10,NOR 38,13,7,"Drew Brees pass incomplete deep left intended for Kenny Stills. Penalty on Mark Barron: Defensive Pass Interference, 37 yards (no play)",1.470,3.910
4,13:47,1,10,TAM 25,13,7,Pierre Thomas left tackle for 3 yards (tackle by Lavonte David),3.910,3.770
4,13:06,2,7,TAM 22,13,7,Drew Brees pass incomplete short left intended for Jed Collins (defended by Adrian Clayborn),3.770,3.770
4,13:01,2,7,TAM 22,13,7,Timeout #1 by New Orleans Saints,3.770,3.070
4,13:01,3,7,TAM 22,13,13,"Drew Brees pass incomplete short left intended for Jimmy Graham is intercepted by Mason Foster at TAM-15 and returned for 85 yards, touchdown. Penalty on Gerald McCoy: Unsportsmanlike Conduct, 15 yards, Penalty on Jonathan Casillas: Unsportsmanlike Conduct (Declined)",3.070,-7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
4,12:40,,,NOR 2,13,14,Rian Lindell kicks extra point good,0.000,0.000
4,12:40,,,TAM 20,13,14,"Michael Koenen kicks off 73 yards, returned by Darren Sproles for 23 yards (tackle by Brian Leonard)",0.000,-0.940
4,12:33,1,10,NOR 30,13,14,Drew Brees pass incomplete short left intended for Mark Ingram (defended by Leonard Johnson),0.940,0.390
4,12:25,2,10,NOR 30,13,14,Drew Brees pass complete short right to Darren Sproles for 8 yards (tackle by Darrelle Revis),0.390,0.760
4,11:40,3,2,NOR 38,13,14,Drew Brees pass incomplete short right intended for Jimmy Graham (defended by Mark Barron),0.760,-0.850
4,11:33,4,2,NOR 38,13,14,Thomas Morstead punts 47 yards,-0.850,0.060
4,11:24,1,10,TAM 17,13,14,Doug Martin right end for 18 yards (tackle by Kenny Vaccaro),-0.060,1.270
4,10:39,1,10,TAM 35,13,14,Doug Martin right end for -1 yards (tackle by Curtis Lofton and Cameron Jordan),1.270,0.590
4,10:01,2,11,TAM 34,13,14,Josh Freeman pass incomplete short left intended for Vincent Jackson,0.590,-0.100
4,9:55,3,11,TAM 34,13,14,Josh Freeman pass incomplete short right intended for Mike Williams (defended by Jabari Greer),-0.100,-1.110
4,9:49,4,11,TAM 34,13,14,"Michael Koenen punts 36 yards, out of bounds",-1.110,-0.940
4,9:42,1,10,NOR 30,13,14,Darren Sproles left end for 6 yards (tackle by Ahmad Black),0.940,1.200
4,9:14,2,4,NOR 36,13,14,Drew Brees pass complete short left to Kenny Stills for 10 yards (tackle by Dashon Goldson),1.200,1.990
4,8:32,1,10,NOR 46,13,14,Drew Brees sacked by Mark Barron and Lavonte David for -8 yards,1.990,0.370
4,7:54,2,18,NOR 38,13,14,Darren Sproles left guard for no gain (tackle by Trevor Scott and Lavonte David),0.370,-0.300
4,7:17,3,18,NOR 38,13,14,Drew Brees pass incomplete short right intended for Marques Colston,-0.300,-0.850
4,7:09,4,18,NOR 38,13,14,"Thomas Morstead punts 46 yards, returned by Eric Page for -2 yards (tackle by Kevin Reddick)",-0.850,0.280
4,6:56,1,10,TAM 14,13,14,Doug Martin left tackle for 1 yard (tackle by Curtis Lofton),-0.280,-0.640
4,6:22,2,9,TAM 15,13,14,Josh Freeman pass incomplete short right intended for Kevin Ogletree,-0.640,-1.280
4,6:17,3,9,TAM 15,13,14,Josh Freeman pass complete deep right to Vincent Jackson for 20 yards (tackle by Kenny Vaccaro),-1.280,1.270
4,5:32,1,10,TAM 35,13,14,Doug Martin right guard for 1 yard (tackle by Roman Harper),1.270,0.860
4,4:55,2,9,TAM 36,13,14,Josh Freeman pass complete short middle to Vincent Jackson for 18 yards (tackle by Malcolm Jenkins),0.860,2.520
4,4:08,1,10,NOR 46,13,14,Doug Martin left guard for 4 yards (tackle by Junior Galette),2.520,2.520
4,3:23,2,6,NOR 42,13,14,Doug Martin left end for 4 yards (tackle by Roman Harper),2.520,2.350
4,2:36,3,2,NOR 38,13,14,Doug Martin right guard for 2 yards (tackle by John Jenkins),2.350,2.350
4,2:24,3,2,NOR 38,13,14,Timeout #2 by New Orleans Saints,2.350,3.180
4,2:24,1,10,NOR 36,13,14,Doug Martin up the middle for 4 yards (tackle by Cameron Jordan),3.180,3.180
4,2:00,2,6,NOR 32,13,14,Doug Martin right guard for no gain (tackle by Curtis Lofton and David Hawthorne),3.180,3.180
4,1:56,2,6,NOR 32,13,14,Timeout #3 by New Orleans Saints,3.180,2.480
4,1:56,3,6,NOR 32,13,14,Doug Martin right tackle for 3 yards (tackle by John Jenkins),2.480,2.480
4,1:10,3,6,NOR 32,13,14,Timeout #3 by Tampa Bay Buccaneers,2.480,1.580
4,1:10,4,3,NOR 29,13,14,Rian Lindell 47 yard field goal no good,1.580,-1.400
4,1:06,1,10,NOR 37,13,14,Drew Brees pass complete short middle to Jimmy Graham for 15 yards (tackle by Dashon Goldson),1.400,2.390
4,0:47,1,10,TAM 48,13,14,Drew Brees pass complete short left to Darren Sproles for 8 yards (tackle by Johnthan Banks),2.390,2.930
4,0:24,2,2,TAM 40,13,14,Drew Brees pass complete deep middle to Marques Colston for 31 yards (tackle by Leonard Johnson),2.930,5.140
4,0:06,1,9,TAM 9,13,14,Drew Brees spiked the ball,5.140,4.380
4,0:05,2,9,TAM 9,16,14,Garrett Hartley 27 yard field goal good,4.380,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
