Quarter,Time,Down,ToGo,Location,JAX,WAS,Detail,EPB,EPA
1,1:39,3,5,WAS 45,3,7,Carson Wentz pass complete to Curtis Samuel for 12 yards (tackle by Andre Cisco),1.030,2.720
1,0:58,1,10,JAX 43,3,7,Curtis Samuel left end for 1 yard (tackle by Devin Lloyd),2.720,2.310
1,0:16,2,9,JAX 42,3,7,J.D. McKissic left end for 1 yard (tackle by K'Lavon Chaisson),2.310,1.750
Quarter,Time,Down,ToGo,Location,JAX,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,8,JAX 41,3,7,Carson Wentz pass complete short middle to Terry McLaurin for 9 yards (tackle by Andre Cisco),1.750,3.450
2,14:20,1,10,JAX 32,3,7,Antonio Gibson left tackle for 4 yards (tackle by Foyesade Oluokun and Josh Allen),3.450,3.440
2,13:35,2,6,JAX 28,3,7,Carson Wentz pass complete short left to Antonio Gibson for 6 yards (tackle by Travon Walker),3.440,4.110
2,12:52,1,10,JAX 22,3,7,Carson Wentz pass incomplete deep right intended for Logan Thomas (defended by Rayshawn Jenkins),4.110,3.560
2,12:46,,,,,,Timeout #1 by Washington Commanders,,
2,12:46,2,10,JAX 22,3,7,Carson Wentz pass incomplete deep left intended for Terry McLaurin,3.560,2.870
2,12:41,3,10,JAX 22,3,7,"Carson Wentz pass incomplete short middle intended for J.D. McKissic. Penalty on Dawuane Smoot: Roughing the Passer, 11 yards (accepted) (no play)",2.870,4.840
2,12:39,1,10,JAX 11,3,7,Carson Wentz pass complete short middle to Logan Thomas for 4 yards (tackle by Foyesade Oluokun),4.840,4.890
2,11:52,2,6,JAX 7,3,13,"Carson Wentz pass complete short middle to Jahan Dotson for 7 yards, touchdown",4.890,7.000
2,11:47,,,JAX 15,3,14,Joey Slye kicks extra point good,0.000,0.000
2,11:47,,,WAS 35,3,14,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
2,11:47,1,10,JAX 25,3,14,Trevor Lawrence pass incomplete short left intended for James Robinson,0.610,0.060
2,11:41,2,10,JAX 25,3,14,Travis Etienne left end for 5 yards (tackle by Jamin Davis and Kendall Fuller),0.060,0.040
2,10:59,3,5,JAX 30,3,14,Trevor Lawrence pass incomplete deep right intended for Marvin Jones,0.040,-1.370
2,10:53,4,5,JAX 30,3,14,"Logan Cooke punts 51 yards, returned by Dax Milne for 9 yards (tackle by K'Lavon Chaisson)",-1.370,-0.810
2,10:42,1,10,WAS 28,3,14,Antonio Gibson right end for -1 yards (tackle by DaVon Hamilton),0.810,0.130
2,10:01,2,11,WAS 27,3,14,Carson Wentz pass incomplete short middle intended for Curtis Samuel (defended by Roy Robertson-Harris),0.130,-0.560
2,9:56,3,11,WAS 27,3,14,Carson Wentz pass complete short right to J.D. McKissic for 4 yards (tackle by Shaquill Griffin),-0.560,-1.310
2,9:16,4,7,WAS 31,3,14,"Tress Way punts 42 yards, returned by Jamal Agnew for 2 yards (tackle by Jonathan Williams)",-1.310,-0.870
2,9:07,1,10,JAX 29,3,14,Travis Etienne right end for no gain (tackle by Jamin Davis and William Jackson) (no play),0.870,0.540
2,8:38,1,15,JAX 24,3,14,Trevor Lawrence pass incomplete short left,0.540,-0.350
2,8:30,2,15,JAX 24,3,14,"Trevor Lawrence sacked by Jamin Davis for no gain. Penalty on Kendall Fuller: Illegal Contact, 5 yards (accepted) (no play)",-0.350,0.870
2,7:59,1,10,JAX 29,3,14,"Trevor Lawrence pass incomplete deep left intended for Marvin Jones. Penalty on Kendall Fuller: Defensive Pass Interference, 21 yards (accepted) (no play)",0.870,2.260
2,7:54,1,10,JAX 50,3,14,Trevor Lawrence pass complete short right to Jamal Agnew for 6 yards (tackle by Montez Sweat),2.260,2.520
2,7:16,2,4,WAS 44,3,14,Travis Etienne left end for 12 yards (tackle by Darrick Forrest),2.520,3.450
2,6:34,1,10,WAS 32,3,14,Trevor Lawrence pass complete deep left to Travis Etienne for 23 yards (tackle by Bobby McCain),3.450,5.140
2,5:50,1,9,WAS 9,3,14,Trevor Lawrence scrambles left end for 6 yards (tackle by Cole Holcomb),5.140,5.530
2,5:09,2,3,WAS 3,3,14,Trevor Lawrence pass incomplete short middle intended for Christian Kirk (defended by Montez Sweat),5.530,4.720
2,5:07,3,3,WAS 3,3,14,Trevor Lawrence pass incomplete short left intended for Zay Jones,4.720,3.040
2,5:03,4,3,WAS 3,3,14,Trevor Lawrence pass incomplete short right intended for Travis Etienne,3.040,0.380
2,4:59,1,10,WAS 3,3,14,Antonio Gibson left guard for 13 yards (tackle by Rayshawn Jenkins),-0.380,-0.140
2,4:19,1,10,WAS 16,3,14,Carson Wentz pass complete short middle to Curtis Samuel for 1 yard (tackle by Travon Walker),-0.140,-0.510
2,3:35,2,9,WAS 17,3,14,Carson Wentz pass complete short middle to J.D. McKissic for 10 yards (tackle by Darious Williams),-0.510,0.740
2,2:50,1,10,WAS 27,3,14,Carson Wentz pass complete short left to Antonio Gibson for 8 yards (tackle by Tyson Campbell and Devin Lloyd),0.740,1.280
2,2:11,2,2,WAS 35,3,14,Antonio Gibson left end for 1 yard (tackle by Adam Gotsis),1.280,0.700
2,2:00,3,1,WAS 36,3,14,Carson Wentz pass complete short left to Antonio Gibson for 25 yards (tackle by Foyesade Oluokun),0.700,2.980
2,1:32,1,10,JAX 39,3,14,Carson Wentz pass incomplete short right intended for Logan Thomas (defended by Folorunso Fatukasi),2.980,2.440
2,1:30,2,10,JAX 39,3,14,"Curtis Samuel left tackle for no gain. Curtis Samuel fumbles (forced by Josh Allen), recovered by Foyesade Oluokun at JAC-34 (tackle by Josh Allen)",2.440,-1.270
2,1:22,1,10,JAX 35,3,14,Trevor Lawrence pass incomplete deep right intended for Christian Kirk,1.270,0.660
2,1:18,2,10,JAX 34,3,14,Trevor Lawrence pass complete short right to Christian Kirk for 9 yards (tackle by Jamin Davis),0.660,1.160
2,1:14,3,1,JAX 43,3,14,Trevor Lawrence pass complete short right to Zay Jones for 18 yards (tackle by Benjamin St-Juste),1.160,2.980
2,1:08,1,10,WAS 39,3,14,Trevor Lawrence pass complete short middle to Evan Engram for 7 yards (tackle by Cole Holcomb),2.980,3.390
2,0:46,2,3,WAS 32,3,14,Trevor Lawrence pass complete short right to Marvin Jones for 8 yards (tackle by William Jackson),3.390,3.970
2,0:42,1,10,WAS 24,3,14,Trevor Lawrence pass complete short middle to Zay Jones for 15 yards (tackle by William Jackson),3.970,5.140
2,0:37,,,,,,Timeout #1 by Jacksonville Jaguars,,
2,0:37,1,9,WAS 9,3,14,"Penalty on Cam Robinson: False Start, 5 yards (accepted) (no play)",5.140,4.440
2,0:37,1,14,WAS 14,3,14,Trevor Lawrence pass incomplete short middle intended for Christian Kirk,4.440,3.580
2,0:32,2,14,WAS 14,3,14,"Trevor Lawrence pass complete short right to Travis Etienne for -5 yards. Travis Etienne fumbles (forced by Darrick Forrest) Replay Assistant challenged the pass completion ruling, and the play was upheld.",3.580,2.490
2,0:27,,,,,,Timeout #2 by Jacksonville Jaguars,,
2,0:27,3,19,WAS 19,3,14,Trevor Lawrence pass incomplete deep right intended for Zay Jones (defended by Darrick Forrest),2.490,2.180
2,0:20,4,19,WAS 19,3,14,Riley Patterson 37 yard field goal no good,2.180,-0.740
2,0:16,1,10,WAS 27,3,14,Carson Wentz kneels for -1 yards,0.740,0.060
Quarter,Time,Down,ToGo,Location,JAX,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 35,3,14,"Riley Patterson kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,WAS 25,3,14,Carson Wentz pass incomplete short right intended for Terry McLaurin (defended by Shaquill Griffin),0.610,0.060
3,14:55,2,10,WAS 25,3,14,Antonio Gibson left tackle for 11 yards (tackle by Foyesade Oluokun),0.060,1.330
3,14:17,1,10,WAS 36,3,14,Carson Wentz pass complete short left to Antonio Gibson for -2 yards (tackle by Josh Allen and Foyesade Oluokun),1.330,0.520
3,13:32,2,12,WAS 34,3,14,Carson Wentz sacked by Travon Walker for -8 yards,0.520,-1.220
3,12:47,3,20,WAS 26,3,14,Carson Wentz pass complete short middle to J.D. McKissic for 6 yards (tackle by Andre Cisco),-1.220,-1.240
3,12:06,4,14,WAS 32,3,14,"Tress Way punts 48 yards, fair catch by Jamal Agnew at JAC-20",-1.240,-0.280
3,11:58,1,10,JAX 20,3,14,James Robinson right tackle for 8 yards (tackle by Bobby McCain and Cole Holcomb),0.280,0.810
3,11:30,2,2,JAX 28,3,14,James Robinson right end for 7 yards (tackle by William Jackson),0.810,1.270
3,10:56,1,10,JAX 35,3,14,Trevor Lawrence pass complete deep middle to Christian Kirk for 49 yards (tackle by Kendall Fuller),1.270,4.510
3,10:13,1,10,WAS 16,3,14,Trevor Lawrence pass complete short left to Christian Kirk for 13 yards (tackle by Jamin Davis),4.510,6.510
3,9:39,1,3,WAS 3,3,14,James Robinson left tackle for no gain (tackle by Jonathan Allen),6.510,5.530
3,8:54,2,3,WAS 3,9,14,"Trevor Lawrence pass complete short right to James Robinson for 3 yards, touchdown",5.530,7.000
3,8:50,,,WAS 2,9,14,Two Point Attempt: Trevor Lawrence pass incomplete,1.000,-1.000
3,8:50,,,JAX 35,9,14,"Riley Patterson kicks off 65 yards, touchback.",0.000,0.610
3,8:50,1,10,WAS 25,9,14,Antonio Gibson left end for 1 yard (tackle by Roy Robertson-Harris),0.610,0.200
3,8:30,2,9,WAS 26,9,14,Carson Wentz pass complete short middle to Curtis Samuel for no gain (tackle by Shaquill Griffin) (no play),0.200,1.010
3,8:04,2,3,WAS 32,9,14,Antonio Gibson left guard for 3 yards (tackle by Tyson Campbell and Roy Robertson-Harris),1.010,1.270
3,7:37,1,10,WAS 35,9,14,Carson Wentz scrambles for 8 yards (tackle by Dawuane Smoot),1.270,1.800
3,7:04,2,2,WAS 43,9,14,Carson Wentz pass incomplete short middle intended for Curtis Samuel,1.800,1.090
3,6:59,3,2,WAS 43,9,14,Carson Wentz pass incomplete short middle intended for John Bates,1.090,-0.520
3,6:54,4,2,WAS 43,9,14,"Tress Way punts 57 yards, touchback.",-0.520,-0.280
3,6:45,1,10,JAX 20,9,14,James Robinson left tackle for 1 yard (tackle by Montez Sweat),0.280,-0.130
3,6:07,2,9,JAX 21,9,14,Trevor Lawrence pass complete short right to Evan Engram for 11 yards (tackle by Darrick Forrest),-0.130,1.070
3,5:36,1,10,JAX 32,9,14,Trevor Lawrence pass incomplete deep left intended for Marvin Jones,1.070,0.530
3,5:30,2,10,JAX 32,9,14,James Robinson right end for 1 yard (tackle by James Smith-Williams),0.530,-0.030
3,4:48,3,9,JAX 33,9,14,Trevor Lawrence pass complete short left to Marvin Jones for 10 yards (tackle by Kendall Fuller),-0.030,1.800
3,4:11,1,10,JAX 43,9,14,Trevor Lawrence pass complete short right to Zay Jones for 7 yards (tackle by William Jackson),1.800,2.200
3,3:35,2,3,JAX 50,9,14,"Jamal Agnew right end for 6 yards (tackle by Casey Toohill and Darrick Forrest). Penalty on Darrick Forrest: Unnecessary Roughness / Defense, 15 yards (accepted)",2.200,3.640
3,3:05,1,10,WAS 29,9,14,"Travis Etienne left end for no gain (tackle by Jamin Davis and Daniel Wise). Penalty on Luke Fortner: Offensive Holding, 10 yards (accepted) (no play)",3.640,2.980
3,2:36,1,20,WAS 39,9,14,James Robinson left tackle for 7 yards (tackle by Cole Holcomb and Jeremy Reaves),2.980,2.700
3,1:58,2,13,WAS 32,9,14,Trevor Lawrence pass complete short right to Evan Engram for 7 yards (tackle by Jeremy Reaves),2.700,2.940
3,1:24,3,6,WAS 25,9,14,Trevor Lawrence pass incomplete short middle intended for Christian Kirk (defended by Daron Payne),2.940,1.830
3,1:20,4,6,WAS 25,12,14,Riley Patterson 43 yard field goal good,1.830,3.000
3,1:16,,,JAX 35,12,14,"Riley Patterson kicks off 65 yards, touchback.",0.000,0.610
3,1:16,1,10,WAS 25,12,14,"Carson Wentz pass deep middle is intercepted by Darious Williams at JAC-27 and returned for no gain. Penalty on Roy Robertson-Harris: Defensive Offside, 5 yards (accepted) (no play)",0.610,1.340
3,1:07,1,5,WAS 30,12,14,Carson Wentz pass complete short right to Antonio Gibson for 4 yards (tackle by Devin Lloyd),1.340,1.280
3,0:42,2,1,WAS 34,12,14,Antonio Gibson up the middle for 3 yards (tackle by Foyesade Oluokun and Travon Walker),1.280,1.400
Quarter,Time,Down,ToGo,Location,JAX,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,WAS 37,12,14,J.D. McKissic right tackle for 2 yards (tackle by Foyesade Oluokun and Devin Lloyd),1.400,1.130
4,14:24,2,8,WAS 39,12,14,Carson Wentz pass short left intended for Jahan Dotson is intercepted by Tyson Campbell at WAS-48 and returned for 3 yards (tackle by Jahan Dotson),1.130,-2.590
4,14:19,1,10,WAS 45,12,14,James Robinson right tackle for 2 yards (tackle by Daron Payne and Cole Holcomb),2.590,2.310
4,13:40,2,8,WAS 43,12,14,Trevor Lawrence pass complete short right to Marvin Jones for 12 yards (tackle by William Jackson),2.310,3.510
4,13:00,1,10,WAS 31,12,14,"Trevor Lawrence pass incomplete short middle. Penalty on Trevor Lawrence: Intentional Grounding, 12 yards (accepted) WAS challenged the fumble ruling, and the play was upheld.",3.510,1.350
4,12:55,2,22,WAS 43,12,14,Trevor Lawrence pass complete short middle to Christian Kirk for 17 yards (tackle by Benjamin St-Juste),1.350,2.940
4,12:13,3,5,WAS 26,12,14,Trevor Lawrence pass incomplete short middle intended for Christian Kirk (defended by Daron Payne),2.940,1.790
4,12:07,4,5,WAS 26,15,14,Riley Patterson 45 yard field goal good,1.790,3.000
4,12:04,,,JAX 35,15,14,"Riley Patterson kicks off 65 yards, touchback.",0.000,0.610
4,12:04,1,10,WAS 25,15,14,Carson Wentz pass short middle intended for Antonio Gibson is intercepted by Travon Walker at WAS-20 and returned for 9 yards (tackle by Carson Wentz),0.610,-4.840
4,11:52,1,10,WAS 11,21,14,"James Robinson right end for 11 yards, touchdown",4.840,7.000
4,11:45,,,WAS 15,22,14,Riley Patterson kicks extra point good,0.000,0.000
4,11:45,,,JAX 35,22,14,"Riley Patterson kicks off 63 yards, returned by Dax Milne for 20 yards (tackle by Caleb Johnson)",0.000,0.410
4,11:38,1,10,WAS 22,22,14,Carson Wentz scrambles left end for 3 yards (tackle by Devin Lloyd),0.410,0.270
4,11:04,2,7,WAS 25,22,14,Carson Wentz pass complete short middle to Curtis Samuel for -1 yards (tackle by Darious Williams),0.270,-0.560
4,10:18,3,8,WAS 24,22,14,Carson Wentz pass complete short left to Logan Thomas for 27 yards (tackle by Tyson Campbell),-0.560,2.320
4,9:43,1,10,JAX 49,22,20,"Carson Wentz pass complete deep right to Terry McLaurin for 49 yards, touchdown",2.320,7.000
4,9:36,,,JAX 2,22,20,"Two Point Attempt: Carson Wentz pass complete to . Penalty on Andrew Norwell: Illegal Use of Hands / Offense, 5 yards (declined) (no play)",1.000,0.000
4,9:36,,,WAS 35,22,20,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
4,9:36,1,10,JAX 25,22,20,Travis Etienne left end for 27 yards (tackle by Benjamin St-Juste),0.610,2.390
4,8:57,1,10,WAS 48,22,20,Travis Etienne left tackle for 3 yards (tackle by Daron Payne),2.390,2.250
4,8:14,2,7,WAS 45,22,20,Trevor Lawrence pass complete short middle to Evan Engram for 3 yards (tackle by William Jackson and Percy Butler),2.250,1.950
4,7:32,3,4,WAS 42,22,20,Trevor Lawrence sacked by Daron Payne for -6 yards,1.950,0.070
4,6:51,4,10,WAS 48,22,20,"Logan Cooke punts 38 yards, fair catch by Dax Milne at WAS-10",0.070,0.380
4,6:48,1,10,WAS 10,22,20,"Carson Wentz pass complete to Curtis Samuel for no gain. Penalty on Andrew Norwell: Illegal Use of Hands / Offense, 5 yards (accepted) (no play)",-0.380,-0.570
4,6:20,1,15,WAS 5,22,20,"Carson Wentz pass incomplete short middle intended for Curtis Samuel. Penalty on Foyesade Oluokun: Defensive Holding, 5 yards (accepted) (no play)",-0.570,-0.380
4,6:17,1,10,WAS 10,22,20,Carson Wentz pass complete short right to Antonio Gibson for 5 yards (tackle by Shaquill Griffin),-0.380,-0.350
4,5:51,2,5,WAS 15,22,20,Carson Wentz pass complete short middle to Curtis Samuel for 7 yards (tackle by Rayshawn Jenkins and Shaquill Griffin),-0.350,0.410
4,5:22,1,10,WAS 22,22,20,Carson Wentz pass complete short right to Jahan Dotson for 9 yards (tackle by Shaquill Griffin),0.410,1.080
4,5:01,2,1,WAS 31,22,20,J.D. McKissic left guard for 5 yards (tackle by Foyesade Oluokun),1.080,1.330
4,4:30,1,10,WAS 36,22,20,Carson Wentz pass incomplete deep left intended for Cam Sims,1.330,0.790
4,4:25,2,10,WAS 36,22,20,Carson Wentz pass incomplete short left intended for Dax Milne,0.790,0.100
4,4:21,3,10,WAS 36,22,20,Carson Wentz pass complete short middle to Logan Thomas for 14 yards (tackle by Devin Lloyd),0.100,2.260
4,3:39,1,10,WAS 50,22,20,Curtis Samuel left guard for 11 yards (tackle by Devin Lloyd),2.260,2.980
4,2:56,1,10,JAX 39,22,20,Antonio Gibson left tackle for 7 yards (tackle by Folorunso Fatukasi),2.980,3.390
4,2:17,2,3,JAX 32,22,20,Antonio Gibson left tackle for 6 yards (tackle by Devin Lloyd),3.390,3.840
4,2:00,1,10,JAX 26,22,20,Antonio Gibson left guard for 2 yards (tackle by Folorunso Fatukasi),3.840,3.570
4,1:56,2,8,JAX 24,22,20,Carson Wentz pass incomplete short right intended for Curtis Samuel,3.570,2.870
4,1:52,3,8,JAX 24,22,26,"Carson Wentz pass complete deep left to Jahan Dotson for 24 yards, touchdown",2.870,7.000
4,1:46,,,JAX 2,22,28,Two Point Attempt: Carson Wentz pass complete to to J.D. McKissic for no gain,1.000,1.000
4,1:46,,,WAS 35,22,28,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
4,1:46,1,10,JAX 25,22,28,Trevor Lawrence pass complete short right to Marvin Jones for 8 yards (tackle by William Jackson),0.610,1.140
4,1:34,,,,,,Timeout #3 by Washington Commanders,,
4,1:34,2,2,JAX 33,22,28,"Trevor Lawrence pass incomplete short middle intended for Evan Engram. Penalty on Bobby McCain: Defensive Pass Interference, 12 yards (accepted) (no play)",1.140,1.930
4,1:30,1,10,JAX 45,22,28,"Penalty on Walker Little: False Start, 5 yards (accepted) (no play)",1.930,1.600
4,1:30,1,15,JAX 40,22,28,Trevor Lawrence pass incomplete short left,1.600,0.710
4,1:25,2,15,JAX 40,22,28,Trevor Lawrence pass complete short left to Christian Kirk for 4 yards (tackle by Benjamin St-Juste),0.710,0.560
4,1:19,3,11,JAX 44,22,28,Trevor Lawrence pass deep left intended for Christian Kirk is intercepted by Darrick Forrest at WAS-25 and returned for 1 yard (tackle by Evan Engram),0.560,-0.670
4,1:10,1,10,WAS 26,22,28,Antonio Gibson right tackle for 5 yards (tackle by Foyesade Oluokun),0.670,0.810
4,1:06,,,,,,Timeout #2 by Jacksonville Jaguars,,
4,1:06,2,5,WAS 31,22,28,Antonio Gibson right tackle for 2 yards (tackle by DaVon Hamilton and Roy Robertson-Harris),0.810,0.370
4,1:00,,,,,,Timeout #3 by Jacksonville Jaguars,,
4,1:00,3,3,WAS 33,22,28,"Penalty on Folorunso Fatukasi: Neutral Zone Infraction, 5 yards (accepted) (no play)",0.370,1.470
4,1:00,1,10,WAS 38,22,28,Carson Wentz kneels for no gain,1.470,0.920
4,0:37,2,10,WAS 38,22,28,Carson Wentz kneels for -1 yards,0.920,0.100
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
