Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
James Robinson,JAX,11,66,1,3,46,4.2,20,1.8,0,
Travis Etienne,JAX,4,47,0,2,18,4.5,29,7.3,0,
Trevor Lawrence,JAX,2,4,0,0,3,1.5,1,0.5,0,
Jamal Agnew,JAX,1,6,0,1,5,5.0,1,1.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Antonio Gibson,WAS,14,58,0,5,45,3.2,13,0.9,1,14.0
Carson Wentz,WAS,6,12,0,0,11,1.8,1,0.2,0,
Curtis Samuel,WAS,4,17,0,1,13,3.3,4,1.0,0,
J.D. McKissic,WAS,3,8,0,1,6,2.0,2,0.7,0,
Jahan Dotson,WAS,1,-10,0,0,-10,-10.0,0,0.0,0,
