Quarter,Time,Tm,Detail,NYJ,BUF
2.0,2:55,Jets,Nick Folk 49 yard field goal,3,0
3.0,10:16,Jets,Nick Folk 50 yard field goal,6,0
,8:34,Jets,LaDainian Tomlinson 1 yard rush (Nick Folk kick),13,0
,4:47,Bills,Rian Lindell 24 yard field goal,13,3
,3:27,Jets,Santonio Holmes 8 yard pass from Mark Sanchez (Nick Folk kick),20,3
4.0,6:27,Jets,John Conner 1 yard rush (Nick Folk kick),27,3
,3:14,Bills,David Nelson 7 yard pass from Ryan Fitzpatrick (Ryan Fitzpatrick run),27,11
