Quarter,Time,Down,ToGo,Location,MIA,BAL,Detail,EPB,EPA
1,9:37,3,5,BAL 31,7,7,Kyle Boller pass complete to Daniel Wilcox for 9 yards (tackle by Will Poole),0.100,1.600
1,8:57,1,10,BAL 40,7,7,Jamal Lewis right tackle for 5 yards (tackle by Dario Romero and Sammy Knight),1.600,1.730
1,8:20,2,5,BAL 45,7,7,Jamal Lewis up the middle for no gain (tackle by Zach Thomas),1.730,1.030
1,7:44,3,5,BAL 45,7,7,Kyle Boller pass incomplete intended for Kevin Johnson (defended by Jeff Zgonina),1.030,-0.390
1,7:41,4,5,BAL 45,7,7,"Dave Zastudil punts 46 yards, fair catch by Wes Welker",-0.390,0.380
1,7:33,1,10,MIA 9,7,7,Sammy Morris up the middle for 6 yards (tackle by Ed Hartwell and Ed Reed),-0.380,-0.280
1,6:58,2,4,MIA 15,7,7,Sage Rosenfels pass complete to Donald Lee for 14 yards (tackle by Gary Baxter),-0.280,0.870
1,6:16,1,10,MIA 29,7,7,Sage Rosenfels pass incomplete intended for Bryan Gilmore,0.870,0.330
1,6:11,2,10,MIA 29,7,7,Sage Rosenfels pass incomplete intended for Donald Lee (defended by Will Demps),0.330,-0.360
1,6:03,3,10,MIA 29,7,7,"Sage Rosenfels pass complete to Bryan Gilmore for 8 yards. Penalty on Corey Fuller: Defensive Holding, 5 yards (no play)",-0.360,1.200
1,5:38,1,10,MIA 34,7,7,Sage Rosenfels pass complete to Sammy Morris for 13 yards (tackle by Ed Hartwell),1.200,2.060
1,5:01,1,10,MIA 47,7,7,Sammy Morris up the middle for 8 yards (tackle by Ed Hartwell and Ed Reed),2.060,2.600
1,4:28,2,2,BAL 45,7,7,Sammy Morris up the middle for 5 yards (tackle by Ed Hartwell and Terrell Suggs),2.600,2.920
1,3:55,1,10,BAL 40,7,7,Sage Rosenfels pass incomplete intended for Chris Chambers (defended by Gary Baxter),2.920,2.370
1,3:49,2,10,BAL 40,7,7,Sage Rosenfels pass complete to Bryan Gilmore for 6 yards (tackle by Will Demps),2.370,2.480
1,3:12,3,4,BAL 34,7,7,Travis Minor up the middle for -2 yards (tackle by Ed Reed),2.480,0.880
1,2:26,4,6,BAL 36,7,7,Penalty on Matt Turk: Delay of Game (Declined),0.880,0.880
1,2:19,4,6,BAL 36,7,7,"Matt Turk punts 24 yards, fair catch by B.J. Sams",0.880,0.350
1,2:12,1,10,BAL 12,7,7,Jamal Lewis left tackle for 2 yards (tackle by Zach Thomas and Jason Taylor),-0.350,-0.610
1,1:35,2,8,BAL 14,7,7,Kyle Boller pass complete to Darnell Dinkins for 7 yards (tackle by Zach Thomas),-0.610,-0.370
1,0:52,3,1,BAL 21,7,7,Kyle Boller pass complete to Randy Hymes for 3 yards (tackle by Patrick Surtain),-0.370,0.540
1,0:14,1,10,BAL 24,7,7,Jamal Lewis left tackle for 2 yards (tackle by Morlon Greenwood and Jeff Zgonina),0.540,0.270
Quarter,Time,Down,ToGo,Location,MIA,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,BAL 26,7,7,"Jamal Lewis up the middle for 1 yard. Penalty on Ethan Brooks: Offensive Holding, 10 yards (no play)",0.270,-1.220
2,14:36,2,18,BAL 16,7,7,Kyle Boller pass incomplete intended for Chester Taylor (defended by Bryan Robinson),-1.220,-2.050
2,14:32,3,18,BAL 16,7,7,Kyle Boller pass incomplete intended for Randy Hymes,-2.050,-2.390
2,14:28,4,18,BAL 16,7,7,"Dave Zastudil punts 42 yards, returned by Wes Welker for 8 yards (tackle by Darnell Dinkins)",-2.390,-2.260
2,14:16,1,10,BAL 50,7,7,"Penalty on Rex Hadnot: False Start, 5 yards (no play)",2.260,1.930
2,14:16,1,15,MIA 45,7,7,Sage Rosenfels pass complete to Donald Lee for 9 yards (tackle by Adalius Thomas),1.930,2.250
2,13:41,2,6,BAL 46,7,7,Sammy Morris up the middle for 8 yards (tackle by Marques Douglas),2.250,3.050
2,13:01,1,10,BAL 38,7,7,"Sage Rosenfels sacked by Adalius Thomas for -4 yards. Sage Rosenfels fumbles (forced by Adalius Thomas), recovered by Donald Lee at BAL-39 and returned for 9 yards",3.050,3.590
2,12:16,2,2,BAL 30,7,7,Sage Rosenfels pass incomplete intended for Chris Chambers,3.590,2.870
2,12:11,3,2,BAL 30,7,7,"Penalty on John St. Clair: False Start, 5 yards (no play)",2.870,2.210
2,11:56,3,7,BAL 35,7,7,Sage Rosenfels pass incomplete,2.210,0.970
2,11:51,4,7,BAL 35,7,7,Olindo Mare 53 yard field goal no good,0.970,-1.800
2,11:46,1,10,BAL 43,7,7,Kyle Boller pass incomplete intended for Daniel Wilcox (defended by Jason Taylor),1.800,1.250
2,11:43,2,10,BAL 43,7,7,Kyle Boller pass complete to Daniel Wilcox for 13 yards (tackle by Morlon Greenwood). Penalty on Morlon Greenwood: Illegal Contact (Declined),1.250,2.650
2,11:12,,,,7,7,Timeout #1 by Baltimore Ravens,0.000,2.650
2,11:12,1,10,MIA 44,7,7,Jamal Lewis up the middle for 20 yards (tackle by Sammy Knight),2.650,3.970
2,10:35,1,10,MIA 24,7,7,Jamal Lewis left end for 4 yards (tackle by Zach Thomas and Sammy Knight),3.970,3.970
2,9:59,2,6,MIA 20,7,7,Kyle Boller up the middle for 11 yards (tackle by Zach Thomas),3.970,5.140
2,9:23,1,9,MIA 9,7,7,Jamal Lewis left guard for 3 yards (tackle by Jason Taylor and Jeff Zgonina),5.140,4.950
2,8:46,2,6,MIA 6,7,7,Jamal Lewis up the middle for 4 yards (tackle by Brendon Ayanbadejo),4.950,4.950
2,8:04,3,2,MIA 2,7,7,Kyle Boller pass incomplete intended for Randy Hymes,4.950,3.250
,,,,,,,"BAL challenged the ruling, and the play was upheld.",,
2,8:04,4,2,MIA 2,7,7,"Penalty on Kyle Boller: Delay of Game, 5 yards (no play)",3.250,2.970
2,7:59,4,7,MIA 7,7,10,Matt Stover 25 yard field goal good,2.970,3.000
2,,,,BAL 30,7,10,"Wade Richey kicks off 70 yards, returned by Wes Welker for 20 yards (tackle by Adalius Thomas)",0.000,0.280
2,7:51,1,10,MIA 20,7,10,Travis Minor left tackle for -4 yards (tackle by Terrell Suggs),0.280,-0.940
2,7:14,2,14,MIA 16,7,10,Sage Rosenfels pass incomplete intended for Chris Chambers,-0.940,-1.690
2,7:13,3,14,MIA 16,7,16,"Sage Rosenfels pass incomplete intended for Travis Minor is intercepted by Jarret Johnson at MIA-6 and returned for 6 yards, touchdown",-1.690,-7.000
2,,,,MIA 2,7,17,Matt Stover kicks extra point good,0.000,0.000
2,,,,BAL 30,7,17,"Wade Richey kicks off 67 yards, returned by Wes Welker for 22 yards (tackle by Corey Fuller)",0.000,0.610
2,7:02,1,10,MIA 25,7,17,Travis Minor right guard for 1 yard (tackle by Kelly Gregg and T.J. Slaughter),0.610,0.200
2,6:28,2,9,MIA 26,7,17,Travis Minor right tackle for -1 yards (tackle by Chris McAlister),0.200,-0.620
2,5:50,3,10,MIA 25,7,17,Sage Rosenfels pass incomplete intended for Bryan Gilmore,-0.620,-1.700
2,5:47,4,10,MIA 25,7,17,"Matt Turk punts 33 yards, returned by B.J. Sams for 9 yards (tackle by Ronald Bellamy)",-1.700,-2.320
2,5:38,1,10,MIA 49,7,17,Kyle Boller pass incomplete intended for Randy Hymes (defended by Bryan Robinson),2.320,1.780
2,5:35,2,10,MIA 49,7,17,Jamal Lewis left guard for 9 yards (tackle by Sammy Knight and Zach Thomas),1.780,2.280
2,5:02,3,1,MIA 40,7,17,Jamal Lewis left guard for 4 yards (tackle by Jason Taylor),2.280,3.180
2,4:24,1,10,MIA 36,7,17,"Kyle Boller for no gain. Kyle Boller fumbles, recovered by Jamal Lewis at MIA-36",3.180,2.370
2,3:48,2,12,MIA 38,7,17,Kyle Boller pass complete to Kevin Johnson for 4 yards (tackle by Patrick Surtain),2.370,2.210
2,3:12,3,8,MIA 34,7,17,Kyle Boller pass complete to Clarence Moore for 14 yards (tackle by Reggie Howard),2.210,4.240
2,2:37,1,10,MIA 20,7,17,Kyle Boller pass complete to Daniel Wilcox for 7 yards (tackle by Zach Thomas),4.240,4.830
2,2:00,2,3,MIA 13,7,17,Jamal Lewis left tackle for 11 yards (tackle by Arturo Freeman),4.830,6.740
2,1:18,1,2,MIA 2,7,17,Chester Taylor right tackle for no gain (tackle by Bryan Robinson),6.740,5.720
2,0:42,2,2,MIA 2,7,17,Chester Taylor right tackle for 1 yard (tackle by Derrick Pope),5.720,5.170
2,0:15,,,,7,17,Timeout #3 by Baltimore Ravens,0.000,5.170
2,0:15,3,1,MIA 1,7,17,Kyle Boller pass incomplete intended for Clarence Moore,5.170,3.550
2,0:11,4,1,MIA 1,7,20,Matt Stover 19 yard field goal good,3.550,3.000
2,,,,BAL 30,7,20,"Wade Richey kicks off 58 yards, returned by Sammy Morris for 27 yards (tackle by Chad Williams)",0.000,1.530
2,0:01,1,10,MIA 39,7,20,Sage Rosenfels pass incomplete intended for Chris Chambers (defended by Ed Reed),1.530,0.990
Quarter,Time,Down,ToGo,Location,MIA,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 30,7,20,"Olindo Mare kicks off 54 yards, returned by B.J. Sams for 15 yards (tackle by Bryan Gilmore)",0.000,1.000
3,14:53,1,10,BAL 31,7,20,Jamal Lewis left tackle for 4 yards (tackle by Jason Taylor),1.000,1.000
3,14:14,2,6,BAL 35,7,20,Jamal Lewis left tackle for 12 yards (tackle by Sam Madison),1.000,2.060
3,13:49,1,10,BAL 47,7,20,Jamal Lewis left end for 9 yards (tackle by Zach Thomas),2.060,2.730
3,13:29,2,1,MIA 44,7,20,"Jamal Lewis left end for 2 yards. Penalty on Brian Rimpf: Offensive Holding, 10 yards (no play)",2.730,1.380
3,13:07,2,11,BAL 46,7,20,Kyle Boller pass complete to Kevin Johnson for 7 yards (tackle by Patrick Surtain),1.380,1.620
3,12:22,3,4,MIA 47,7,20,Kyle Boller pass incomplete intended for Kevin Johnson (defended by Reggie Howard),1.620,0.130
3,12:15,4,4,MIA 47,7,20,"Dave Zastudil punts 31 yards, fair catch by Wes Welker",0.130,0.140
3,12:07,1,10,MIA 16,7,20,"Sammy Morris left tackle for 2 yards. Penalty on Kelly Gregg: Defensive Holding, 5 yards",-0.140,0.480
3,11:45,1,10,MIA 23,7,20,Sage Rosenfels pass incomplete intended for Bryan Gilmore is intercepted by Ed Reed at MIA-43 and returned for 41 yards (tackle by Donald Lee),0.480,-6.740
3,11:28,1,2,MIA 2,7,26,"Jamal Lewis up the middle for 2 yards, touchdown",6.740,7.000
3,,,,MIA 2,7,27,Matt Stover kicks extra point good,0.000,0.000
3,,,,BAL 30,13,27,"Wade Richey kicks off 65 yards, returned by Wes Welker for 95 yards, touchdown",0.000,7.000
3,,,,BAL 2,14,27,Olindo Mare kicks extra point good,0.000,0.000
3,,,,MIA 30,14,27,"Olindo Mare kicks off 53 yards, returned by B.J. Sams for 24 yards (tackle by Bryan Gilmore)",0.000,1.660
3,11:05,1,10,BAL 41,14,27,Kyle Boller pass complete to Randy Hymes for 16 yards (tackle by Brendon Ayanbadejo),1.660,2.720
3,10:26,1,10,MIA 43,14,27,Jamal Lewis right guard for 4 yards (tackle by Morlon Greenwood and Bryan Robinson),2.720,2.720
3,9:49,2,6,MIA 39,14,27,Jamal Lewis left guard for 2 yards (tackle by Bryan Robinson),2.720,2.280
3,9:08,3,4,MIA 37,14,27,Kyle Boller pass incomplete intended for Daniel Wilcox,2.280,0.790
3,9:00,4,4,MIA 37,14,27,"Dave Zastudil punts 37 yards, touchback. Penalty on Jimmy Wyrick: Offensive Holding, 10 yards",0.790,0.380
3,8:52,1,10,MIA 10,14,27,Sammy Morris left end for 12 yards (tackle by Gary Baxter),-0.380,0.410
3,8:22,1,10,MIA 22,14,27,Sammy Morris left tackle for 2 yards (tackle by Kelly Gregg),0.410,0.140
3,7:46,2,8,MIA 24,14,27,Sage Rosenfels pass complete to Randy McMichael for 2 yards (tackle by Gary Baxter),0.140,-0.290
3,7:09,3,6,MIA 26,14,27,Sage Rosenfels pass complete to Derrius Thompson for 13 yards (tackle by Gary Baxter). Penalty on Gary Baxter: Defensive Holding (Declined),-0.290,1.530
3,6:45,1,10,MIA 39,14,27,Sage Rosenfels pass incomplete intended for Chris Chambers,1.530,0.990
3,6:39,2,10,MIA 39,14,27,Sage Rosenfels pass complete to Chris Chambers for 18 yards (tackle by T.J. Slaughter),0.990,2.720
3,6:04,1,10,BAL 43,14,27,Sage Rosenfels pass incomplete intended for Ronald Bellamy,2.720,2.180
3,5:57,2,10,BAL 43,14,27,Sammy Morris up the middle for 8 yards (tackle by Jarret Johnson),2.180,2.540
3,5:19,3,2,BAL 35,20,27,"Sammy Morris left end for 35 yards, touchdown",2.540,7.000
3,,,,BAL 2,21,27,Olindo Mare kicks extra point good,0.000,0.000
3,,,,MIA 30,21,27,"Olindo Mare kicks off 53 yards, returned by B.J. Sams for 18 yards (tackle by Arturo Freeman)",0.000,1.270
3,5:05,1,10,BAL 35,21,27,Kyle Boller pass complete to Daniel Wilcox for 12 yards (tackle by Morlon Greenwood),1.270,2.060
3,4:26,1,10,BAL 47,21,27,Kyle Boller pass complete to Darnell Dinkins for 18 yards (tackle by Patrick Surtain),2.060,3.250
3,3:57,1,10,MIA 35,21,27,Jamal Lewis left guard for 2 yards (tackle by David Bowens and Zach Thomas),3.250,2.970
3,3:24,2,8,MIA 33,21,27,Jamal Lewis up the middle for 2 yards (tackle by Zach Thomas),2.970,2.540
3,2:47,3,6,MIA 31,21,27,Kyle Boller right tackle for 7 yards (tackle by Patrick Surtain),2.540,3.970
3,2:04,1,10,MIA 24,21,27,Jamal Lewis up the middle for 7 yards (tackle by Sammy Knight and David Bowens),3.970,4.460
3,1:27,2,3,MIA 17,21,27,Jamal Lewis left tackle for 2 yards (tackle by Mario Monds),4.460,4.170
3,0:46,3,1,MIA 15,21,27,Jamel White left guard for no gain (tackle by Bryan Robinson),4.170,2.590
3,0:06,4,1,MIA 15,21,30,Matt Stover 33 yard field goal good,2.590,3.000
3,,,,BAL 30,21,30,"Matt Stover kicks off 57 yards, returned by Wes Welker for 17 yards (tackle by Cornell Brown)",0.000,0.940
Quarter,Time,Down,ToGo,Location,MIA,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,MIA 30,21,30,Sage Rosenfels pass complete to Donald Lee for 2 yards (tackle by Gary Baxter),0.940,0.660
4,14:29,2,8,MIA 32,21,30,Sammy Morris left guard for -1 yards (tackle by Kelly Gregg),0.660,-0.160
4,13:56,3,9,MIA 31,21,30,Sage Rosenfels pass complete to Chris Chambers for 20 yards,-0.160,2.320
4,13:21,1,10,BAL 49,21,30,Sage Rosenfels pass complete to Travis Minor for 7 yards,2.320,2.730
4,12:36,2,3,BAL 42,21,30,Travis Minor up the middle for 4 yards (tackle by Kelly Gregg),2.730,3.050
4,11:57,1,10,BAL 38,21,30,Sage Rosenfels pass complete to Bryan Gilmore for 37 yards (tackle by Chris McAlister),3.050,6.970
4,11:29,1,1,BAL 1,21,30,Travis Minor right guard for no gain (tackle by Anthony Weaver),6.970,5.910
4,11:15,2,1,BAL 1,21,30,Travis Minor up the middle for no gain (tackle by T.J. Slaughter and Ma'ake Kemoeatu),5.910,5.170
4,10:28,3,1,BAL 1,21,30,Sage Rosenfels pass incomplete intended for Jamar Martin is intercepted by Anthony Weaver at BAL-2 and returned for 1 yard (tackle by John St. Clair),5.170,0.380
4,10:24,1,10,BAL 3,23,30,"Jamal Lewis left guard for 2 yards (tackle by David Bowens). Jamal Lewis fumbles (forced by David Bowens), safety",-0.380,-2.000
4,,,,BAL 20,23,30,"Dave Zastudil kicks off 54 yards, returned by Wes Welker for 16 yards (tackle by Cornell Brown)",0.000,1.730
4,10:08,1,10,MIA 42,23,30,Travis Minor up the middle for 10 yards (tackle by Ed Hartwell),1.730,2.390
4,9:29,1,10,BAL 48,23,30,Sage Rosenfels pass incomplete intended for Chris Chambers,2.390,1.850
4,9:24,2,10,BAL 48,23,30,Sage Rosenfels pass complete to Randy McMichael for 3 yards (tackle by Adalius Thomas),1.850,1.550
4,8:42,3,7,BAL 45,23,30,Sage Rosenfels pass incomplete intended for Bryan Gilmore,1.550,0.270
4,8:37,4,7,BAL 45,23,30,"Matt Turk punts 43 yards. Penalty on Randy McMichael: Illegal Motion, 5 yards (no play)",0.270,-0.060
4,8:24,4,12,BAL 50,23,30,"Matt Turk punts 39 yards, returned by B.J. Sams for 23 yards (tackle by Morlon Greenwood)",-0.060,-1.200
4,8:12,1,10,BAL 34,23,30,Jamal Lewis left end for 18 yards (tackle by Sam Madison),1.200,2.390
4,7:48,1,10,MIA 48,23,30,Jamal Lewis right tackle for 3 yards (tackle by Jeff Zgonina and Sam Madison),2.390,2.250
4,7:09,2,7,MIA 45,23,30,Kyle Boller pass incomplete intended for Clarence Moore (defended by Sam Madison),2.250,1.550
4,7:01,,,,23,30,Timeout #1 by Baltimore Ravens,0.000,1.550
4,7:01,3,7,MIA 45,23,30,Kyle Boller pass incomplete (defended by Jay Williams),1.550,0.270
4,6:57,4,7,MIA 45,23,30,Penalty on Dave Zastudil: Delay of Game (Declined),0.270,0.270
4,6:56,4,7,MIA 45,23,30,"Dave Zastudil punts 32 yards, returned by Wes Welker for 16 yards (tackle by Joe Maese)",0.270,-0.870
4,6:46,1,10,MIA 29,23,30,Sage Rosenfels pass incomplete intended for Donald Lee,0.870,0.330
4,6:41,2,10,MIA 29,23,30,Sage Rosenfels pass incomplete intended for Chris Chambers,0.330,-0.360
4,6:37,3,10,MIA 29,23,30,Sage Rosenfels pass incomplete intended for Chris Chambers,-0.360,-1.440
4,6:29,4,10,MIA 29,23,30,"Matt Turk punts 44 yards. Penalty on Ed Reed: Roughing the Kicker, 15 yards (no play)",-1.440,1.860
4,6:18,1,10,MIA 44,23,30,Sammy Morris right guard for 2 yards (tackle by Kelly Gregg),1.860,1.590
4,5:40,2,8,MIA 46,23,30,Sage Rosenfels pass complete to Chris Chambers for 18 yards (tackle by Ed Reed),1.590,3.180
4,4:59,1,10,BAL 36,23,30,Sage Rosenfels pass incomplete intended for Chris Chambers (defended by Chris McAlister),3.180,2.640
4,4:51,2,10,BAL 36,23,30,Sage Rosenfels pass complete to Ronald Bellamy for 8 yards (tackle by Gary Baxter),2.640,3.010
4,4:09,3,2,BAL 28,23,30,Sage Rosenfels sacked by Terrell Suggs for -14 yards,3.010,0.460
4,3:38,4,16,BAL 42,23,30,Matt Turk punts 41 yards,0.460,0.380
4,3:29,1,10,BAL 1,23,30,Jamal Lewis left guard for 13 yards (tackle by David Bowens),-0.380,-0.280
4,2:57,1,10,BAL 14,23,30,Jamal Lewis left end for 3 yards (tackle by Morlon Greenwood),-0.280,-0.370
4,2:16,2,7,BAL 17,23,30,Jamal Lewis left tackle for 6 yards (tackle by Jeff Zgonina),-0.370,-0.320
4,2:00,3,1,BAL 23,23,30,Kyle Boller right end for 4 yards (tackle by Derrick Pope),-0.320,0.740
4,1:50,,,,23,30,Timeout #1 by Miami Dolphins,0.000,0.740
4,1:45,1,10,BAL 27,23,30,Jamal Lewis left tackle for 5 yards (tackle by Sammy Knight),0.740,0.870
4,1:45,,,,23,30,Timeout #2 by Miami Dolphins,0.000,0.870
4,1:45,2,5,BAL 32,23,30,Jamal Lewis left tackle for 3 yards (tackle by Brendon Ayanbadejo and Mario Monds),0.870,0.560
4,1:39,,,,23,30,Timeout #3 by Miami Dolphins,0.000,0.560
4,1:37,3,2,BAL 35,23,30,Jamal Lewis right end for -3 yards (tackle by Zach Thomas),0.560,-1.240
4,0:56,4,5,BAL 32,23,30,"Dave Zastudil punts 44 yards, returned by Wes Welker for 4 yards (tackle by Harold Morrow)",-1.240,-0.810
4,0:42,1,10,MIA 28,23,30,"Sage Rosenfels sacked by Adalius Thomas for -2 yards. Sage Rosenfels fumbles (forced by Adalius Thomas), recovered by John St. Clair at MIA-26",0.810,-0.010
4,0:19,2,12,MIA 26,23,30,Sage Rosenfels pass incomplete intended for Derrius Thompson,-0.010,-0.690
4,0:13,3,12,MIA 26,23,30,"Sage Rosenfels pass complete to Bryan Gilmore for 4 yards, lateral to Chris Chambers for 14 yards (tackle by Chris McAlister)",-0.690,-1.370
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
