Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Rashaad Penny,SEA,10,30,0,2,20,2.0,10,1.0,1,10.0
Chris Carson,SEA,6,24,0,1,8,1.3,16,2.7,2,3.0
Mike Davis,SEA,3,3,0,1,3,1.0,0,0.0,0,
Russell Wilson,SEA,3,17,0,2,9,3.0,8,2.7,1,3.0
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Jordan Howard,CHI,14,35,0,4,26,1.9,9,0.6,1,14.0
Mitchell Trubisky,CHI,5,24,0,1,24,4.8,0,0.0,0,
Tarik Cohen,CHI,4,8,0,0,1,0.3,7,1.8,1,4.0
Taylor Gabriel,CHI,3,17,0,1,13,4.3,4,1.3,0,
Trey Burton,CHI,1,2,0,1,0,0.0,2,2.0,0,
