Quarter,Time,Down,ToGo,Location,CIN,HOU,Detail,EPB,EPA
2,,,,HOU 2,7,6,Josh Brown kicks extra point good,0.000,0.000
2,9:30,,,CIN 35,7,6,"Josh Brown kicks off 71 yards, returned by Danieal Manning for 26 yards (tackle by Ryan Whalen)",0.000,0.280
2,9:24,1,10,HOU 20,7,6,Matt Schaub pass complete short right to Arian Foster for -4 yards (tackle by Reggie Nelson),0.280,-0.940
2,8:52,2,14,HOU 16,7,6,Arian Foster up the middle for 13 yards (tackle by Nate Clements),-0.940,0.230
2,8:16,3,1,HOU 29,7,6,Arian Foster left tackle for 11 yards (tackle by Reggie Nelson),0.230,1.600
2,7:42,1,10,HOU 40,7,6,Ben Tate left end for 1 yard (tackle by Pat Sims),1.600,1.190
2,6:58,2,9,HOU 41,7,6,Matt Schaub pass complete short left to Garrett Graham for 20 yards (tackle by Nate Clements). Penalty on Geno Atkins: Defensive Offside (Declined),1.190,2.980
2,6:35,1,10,CIN 39,7,6,Arian Foster right guard for 15 yards (tackle by Nate Clements),2.980,3.970
2,5:56,1,10,CIN 24,7,6,Arian Foster left tackle for 2 yards (tackle by Dan Skuta),3.970,3.700
2,5:15,2,8,CIN 22,7,6,Matt Schaub pass complete short middle to Owen Daniels for 7 yards (tackle by Vontaze Burfict),3.700,4.170
2,4:37,3,1,CIN 15,7,6,Arian Foster left guard for 4 yards (tackle by Nate Clements),4.170,4.840
2,3:57,1,10,CIN 11,7,6,Arian Foster left guard for 1 yard (tackle by Geno Atkins and Robert Geathers),4.840,4.320
2,3:15,2,9,CIN 10,7,6,Matt Schaub pass complete short middle to Owen Daniels for 6 yards (tackle by Reggie Nelson),4.320,0.000
2,2:27,,,,7,6,Timeout #1 by Houston Texans,0.000,4.670
2,2:27,3,3,CIN 4,7,6,Matt Schaub pass incomplete short left intended for Andre Johnson,4.670,3.030
2,2:23,4,3,CIN 4,7,9,Shayne Graham 22 yard field goal good,3.030,3.000
2,2:19,,,HOU 35,7,9,"Shayne Graham kicks off 65 yards, returned by Pacman Jones for 28 yards (tackle by Shayne Graham)",0.000,0.810
2,2:13,1,10,CIN 28,7,9,Andy Dalton up the middle for 12 yards (tackle by Bradie James),0.810,1.600
2,2:00,1,10,CIN 40,7,9,Andy Dalton pass incomplete short middle intended for Jermaine Gresham (defended by Glover Quin),1.600,1.050
2,1:57,2,10,CIN 40,7,9,Andy Dalton pass complete short left to Marvin Jones for 11 yards (tackle by Kareem Jackson),1.050,2.320
2,1:51,1,10,HOU 49,7,9,Brian Leonard up the middle for 2 yards (tackle by J.J. Watt),2.320,2.050
2,1:27,2,8,HOU 47,7,9,Andy Dalton pass incomplete short left intended for Marvin Jones (defended by Kareem Jackson),2.050,1.360
2,1:22,3,8,HOU 47,7,9,Andy Dalton pass incomplete deep middle intended for Jermaine Gresham,1.360,0.130
2,1:17,4,8,HOU 47,7,9,"Kevin Huber punts 36 yards, fair catch by Keshawn Martin",0.130,0.370
2,1:10,1,10,HOU 11,7,9,Arian Foster up the middle for 2 yards (tackle by Domata Peko and Michael Johnson),-0.370,0.000
2,1:06,,,,7,9,Timeout #1 by Cincinnati Bengals,0.000,-0.630
2,1:06,2,8,HOU 13,7,9,Matt Schaub pass complete short right to Owen Daniels for 9 yards (tackle by Terence Newman),-0.630,0.410
2,0:59,1,10,HOU 22,7,9,Matt Schaub pass complete short right to Andre Johnson for 11 yards (tackle by Terence Newman),0.410,0.000
2,0:54,,,,7,9,Timeout #2 by Houston Texans,0.000,1.140
2,0:54,1,10,HOU 33,7,9,Matt Schaub pass incomplete short right intended for Andre Johnson,1.140,0.590
2,0:48,2,10,HOU 33,7,9,Matt Schaub pass complete short right to Arian Foster for 1 yard (tackle by Vontaze Burfict),0.590,0.000
2,0:40,,,,7,9,Timeout #3 by Houston Texans,0.000,0.040
2,0:40,3,9,HOU 34,7,9,Matt Schaub pass complete deep right to Owen Daniels for 19 yards (tackle by Terence Newman),0.040,2.460
2,0:25,1,10,CIN 47,7,9,Matt Schaub spiked the ball,2.460,1.910
2,0:24,2,10,CIN 47,7,9,Matt Schaub pass complete short right to Kevin Walter for 6 yards (tackle by Terence Newman),1.910,2.010
2,0:10,3,4,CIN 41,7,9,Matt Schaub spiked the ball,2.010,0.530
2,0:09,4,4,CIN 41,7,9,Matt Schaub pass incomplete short left intended for Owen Daniels (defended by Pacman Jones),0.530,-1.660
2,0:04,1,10,CIN 41,7,9,Andy Dalton kneels for -1 yards,1.660,0.990
Quarter,Time,Down,ToGo,Location,CIN,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,7,9,"Shayne Graham kicks off 69 yards, touchback. Penalty on HOU: Offside on Free Kick, 5 yards (no play)",0.000,0.000
3,15:00,,,HOU 30,7,9,"Shayne Graham kicks off 70 yards, returned by Pacman Jones for 20 yards (tackle by Bryan Braman)",0.000,0.280
3,14:55,1,10,CIN 20,7,9,BenJarvus Green-Ellis left guard for -1 yards (tackle by J.J. Watt),0.280,-0.460
3,14:16,2,11,CIN 19,7,9,Andy Dalton pass incomplete short left intended for Andrew Hawkins,-0.460,-1.140
3,14:09,3,11,CIN 19,7,9,Andy Dalton pass incomplete deep middle intended for Andrew Hawkins (defended by Brandon Harris),-1.140,-2.140
3,14:00,4,11,CIN 19,7,9,"Kevin Huber punts 47 yards, fair catch by Keshawn Martin. Penalty on Chris Lewis-Harris: Fair Catch Interference, 15 yards",-2.140,-2.190
3,13:51,1,10,HOU 49,7,9,Arian Foster left guard for 5 yards (tackle by Rey Maualuga and Geno Atkins),2.190,2.320
3,13:15,2,5,CIN 46,7,9,Arian Foster right guard for 3 yards (tackle by Michael Johnson),2.320,2.010
3,12:33,3,2,CIN 43,7,9,"Matt Schaub pass incomplete deep right intended for Andre Johnson. Penalty on Manny Lawson: Defensive Holding, 5 yards (no play)",2.010,3.050
3,12:27,1,10,CIN 38,7,9,Matt Schaub pass complete short right to Arian Foster for 11 yards (tackle by Reggie Nelson),3.050,3.780
3,11:47,1,10,CIN 27,7,9,Matt Schaub pass complete deep middle to Andre Johnson for 22 yards (tackle by Pacman Jones),3.780,6.060
3,11:05,1,5,CIN 5,7,9,Arian Foster up the middle for 4 yards (tackle by Pat Sims),6.060,5.910
3,10:35,2,1,CIN 1,7,15,"Arian Foster left guard for 1 yard, touchdown",5.910,7.000
3,10:35,,,CIN 2,7,16,Shayne Graham kicks extra point good,0.000,0.000
3,10:31,,,HOU 35,7,16,"Shayne Graham kicks off 55 yards, returned by Cedric Peerman for 10 yards (tackle by Alan Ball)",0.000,0.280
3,10:27,1,10,CIN 20,7,16,Andy Dalton pass complete short right to A.J. Green for 5 yards (tackle by Johnathan Joseph),0.280,0.410
3,9:54,2,5,CIN 25,7,16,Andy Dalton pass complete short left to Andrew Hawkins for 7 yards (tackle by Shiloh Keo),0.410,1.070
3,9:20,1,10,CIN 32,7,16,Andy Dalton pass complete deep right to A.J. Green for 45 yards (tackle by Johnathan Joseph),1.070,4.040
3,8:44,1,10,HOU 23,7,16,Andy Dalton pass complete short right to A.J. Green for 7 yards (tackle by Johnathan Joseph),4.040,4.560
3,8:03,2,3,HOU 16,7,16,Andy Dalton pass incomplete deep left intended for A.J. Green,4.560,3.850
3,7:58,3,3,HOU 16,7,16,Andy Dalton pass incomplete (defended by Connor Barwin),3.850,2.480
,,,,,,,"HOU challenged the incomplete pass ruling, and the play was upheld.",,
3,7:53,4,3,HOU 16,10,16,Josh Brown 34 yard field goal good,2.480,3.000
3,7:48,,,CIN 35,10,16,"Josh Brown kicks off 65 yards, touchback",0.000,0.280
3,7:48,1,10,HOU 20,10,16,Arian Foster up the middle for 4 yards (tackle by Pat Sims),0.280,0.270
3,7:09,2,6,HOU 24,10,16,Arian Foster right guard for 4 yards (tackle by Nate Clements),0.270,0.100
3,6:31,3,2,HOU 28,10,16,Matt Schaub pass complete short left to Arian Foster for 13 yards (tackle by Rey Maualuga),0.100,1.660
3,6:03,1,10,HOU 41,10,16,Matt Schaub pass incomplete short right intended for James Casey,1.660,1.120
3,5:56,2,10,HOU 41,10,16,Matt Schaub pass complete short left to Owen Daniels for 7 yards (tackle by Leon Hall),1.120,1.360
3,5:26,3,3,HOU 48,10,16,Arian Foster right tackle for 2 yards (tackle by Nate Clements),1.360,-0.060
3,4:43,4,1,,10,16,"Donnie Jones punts 37 yards, muffed catch by Brandon Tate, recovered by Brandon Tate and returned for no gain",-0.060,0.370
3,4:33,1,10,CIN 11,10,16,BenJarvus Green-Ellis up the middle for 5 yards (tackle by Antonio Smith),-0.370,-0.300
3,3:57,2,5,CIN 16,10,16,Andy Dalton pass incomplete short middle intended for A.J. Green (defended by J.J. Watt),-0.300,-0.840
3,3:53,3,5,CIN 16,10,16,"Andy Dalton pass incomplete short middle intended for A.J. Green. Penalty on Danieal Manning: Neutral Zone Infraction, 5 yards (no play)",-0.840,0.340
3,3:49,1,10,CIN 21,10,16,BenJarvus Green-Ellis left guard for 3 yards (tackle by J.J. Watt),0.340,0.210
3,3:13,2,7,CIN 24,10,16,Andy Dalton pass incomplete deep middle intended for A.J. Green is intercepted by Johnathan Joseph at CIN-40 and returned for 14 yards (tackle by Clint Boling),0.210,-3.840
3,3:06,1,10,CIN 26,10,16,Arian Foster left guard for -4 yards (tackle by Vontaze Burfict and Wallace Gilberry),3.840,2.760
3,2:24,2,14,CIN 30,10,16,Matt Schaub pass complete short right to Andre Johnson for 10 yards (tackle by Terence Newman),2.760,3.400
3,1:45,3,4,CIN 20,10,16,Matt Schaub pass complete short middle to Owen Daniels for 11 yards (tackle by Nate Clements and Reggie Nelson),3.400,5.140
3,1:11,1,9,CIN 9,10,16,"Arian Foster left tackle for 1 yard (tackle by Domata Peko). Penalty on Brandon Brooks: Offensive Holding, 10 yards",5.140,4.240
3,0:45,1,18,CIN 18,10,16,Matt Schaub pass incomplete short middle intended for Kevin Walter (defended by Terence Newman),4.240,3.150
3,0:40,2,18,CIN 18,10,16,Arian Foster left tackle for 7 yards (tackle by Rey Maualuga),3.150,3.120
Quarter,Time,Down,ToGo,Location,CIN,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,11,CIN 11,10,16,Matt Schaub pass complete short left to Arian Foster for 5 yards (tackle by Reggie Nelson),3.120,2.990
4,14:21,4,6,CIN 6,10,19,Shayne Graham 24 yard field goal good,2.990,3.000
4,14:17,,,HOU 35,10,19,"Shayne Graham kicks off 69 yards, returned by Brandon Tate for 43 yards (tackle by Shayne Graham)",0.000,1.530
4,14:09,1,10,CIN 39,10,19,Andy Dalton pass complete short middle to Jermaine Gresham for 6 yards (tackle by Glover Quin and Shiloh Keo),1.530,1.800
4,13:31,2,4,CIN 45,10,19,BenJarvus Green-Ellis left guard for 7 yards (tackle by Barrett Ruud),1.800,2.390
4,12:51,1,10,HOU 48,10,19,Andy Dalton pass incomplete short right intended for A.J. Green (defended by J.J. Watt),2.390,1.850
4,12:48,2,10,HOU 48,10,19,Andy Dalton pass complete short left to Andrew Hawkins for 8 yards (tackle by Connor Barwin),1.850,2.210
4,11:56,3,2,HOU 40,10,19,BenJarvus Green-Ellis left end for 1 yard (tackle by Bradie James),2.210,0.660
4,11:21,4,1,HOU 39,10,19,BenJarvus Green-Ellis up the middle for 2 yards (tackle by Bradie James),0.660,3.120
4,10:36,1,10,HOU 37,10,19,Andy Dalton pass incomplete deep middle intended for A.J. Green (defended by Johnathan Joseph),3.120,2.570
4,10:28,2,10,HOU 37,10,19,Andy Dalton up the middle for 1 yard (tackle by Brooks Reed),2.570,2.010
4,9:52,3,9,HOU 36,10,19,Andy Dalton pass complete short right to A.J. Green for 7 yards (tackle by Johnathan Joseph),2.010,1.600
4,9:08,4,2,HOU 29,13,19,Josh Brown 47 yard field goal good,1.600,3.000
4,9:03,,,CIN 35,13,19,"Josh Brown kicks off 72 yards, touchback",0.000,0.280
4,9:03,1,10,HOU 20,13,19,Matt Schaub pass complete short right to James Casey for 20 yards (tackle by Rey Maualuga),0.280,1.600
4,8:23,1,10,HOU 40,13,19,Arian Foster left tackle for 5 yards (tackle by Carlos Dunlap and Emmanuel Lamur),1.600,1.730
4,7:42,2,5,HOU 45,13,19,Arian Foster right end for 2 yards (tackle by Rey Maualuga),1.730,1.290
4,7:09,3,3,HOU 47,13,19,"Matt Schaub pass complete short left to DeVier Posey for 19 yards (tackle by Terence Newman). Penalty on DeVier Posey: Offensive Pass Interference, 10 yards (no play)",1.290,-0.030
4,6:37,3,13,HOU 37,13,19,Matt Schaub pass complete short left to Kevin Walter for 12 yards (tackle by Nate Clements),-0.030,-0.130
4,6:30,4,1,HOU 49,13,19,"Penalty on Donnie Jones: Delay of Game, 5 yards (no play)",-0.130,-0.460
4,6:26,4,6,HOU 44,13,19,"Donnie Jones punts 48 yards, returned by Brandon Tate for 12 yards (tackle by DeVier Posey)",-0.460,-0.280
4,6:15,1,10,CIN 20,13,19,Andy Dalton pass complete short right to A.J. Green for 16 yards (tackle by Brandon Harris),0.280,1.330
4,5:39,1,10,CIN 36,13,19,BenJarvus Green-Ellis right guard for 4 yards (tackle by Antonio Smith),1.330,1.330
4,5:03,2,6,CIN 40,13,19,Andy Dalton sacked by Brooks Reed for 0 yards,1.330,0.000
4,4:17,,,,13,19,Timeout #1 by Cincinnati Bengals,0.000,0.630
4,4:17,3,6,CIN 40,13,19,"Penalty on Kevin Zeitler: False Start, 5 yards (no play)",0.630,-0.030
4,4:17,3,11,CIN 35,13,19,"Andy Dalton pass incomplete short middle intended for Marvin Jones. Penalty on Shiloh Keo: Defensive Pass Interference, 15 yards (no play)",-0.030,2.260
4,4:12,1,10,,13,19,Andy Dalton pass complete short left to Marvin Jones for 15 yards (tackle by Kareem Jackson),2.260,3.250
4,3:40,1,10,HOU 35,13,19,BenJarvus Green-Ellis right tackle for -1 yards (tackle by Earl Mitchell),3.250,2.570
4,3:01,2,11,HOU 36,13,19,Andy Dalton pass incomplete short middle intended for Jermaine Gresham (defended by Glover Quin),2.570,1.880
4,2:57,3,11,HOU 36,13,19,Andy Dalton pass incomplete deep right intended for A.J. Green,1.880,0.880
4,2:51,4,11,HOU 36,13,19,Andy Dalton pass complete short left to Marvin Jones for 8 yards (tackle by Johnathan Joseph and Shiloh Keo),0.880,-0.810
4,2:44,1,10,HOU 28,13,19,Arian Foster left tackle for 4 yards (tackle by Domata Peko),0.810,0.000
4,2:39,,,,13,19,Timeout #2 by Cincinnati Bengals,0.000,0.800
4,2:39,2,6,HOU 32,13,19,Arian Foster left tackle for 4 yards (tackle by Robert Geathers),0.800,0.000
4,2:33,,,,13,19,Timeout #3 by Cincinnati Bengals,0.000,0.630
4,2:33,3,2,HOU 36,13,19,"Matt Schaub pass complete short middle to Garrett Graham for 7 yards (tackle by Manny Lawson). Penalty on Vontaze Burfict: Unnecessary Roughness, 15 yards",0.630,2.790
4,2:23,1,10,CIN 42,13,19,Arian Foster right guard for 2 yards (tackle by Vontaze Burfict),2.790,2.510
4,2:00,2,8,CIN 40,13,19,Arian Foster right guard for 10 yards (tackle by Rey Maualuga),2.510,3.580
4,1:15,1,10,CIN 30,13,19,Matt Schaub kneels for -1 yards,3.580,2.900
4,0:36,2,11,CIN 31,13,19,Matt Schaub kneels for -1 yards,2.900,2.080
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
