Quarter,Time,Down,ToGo,Location,NWE,LVR,Detail,EPB,EPA
1,8:26,1,10,NWE 25,0,3,Mac Jones pass complete short right to Jonnu Smith for 11 yards (tackle by Tyler Hall and Nate Hobbs),0.610,1.330
1,7:51,1,10,NWE 36,0,3,Kevin Harris left guard for 2 yards (tackle by Denzel Perryman),1.330,1.060
1,7:19,2,8,NWE 38,0,3,Mac Jones pass incomplete short right intended for Tyquan Thornton,1.060,0.370
1,7:15,3,8,NWE 38,0,3,Mac Jones pass incomplete short right intended for Jakobi Meyers,0.370,-0.850
1,7:12,4,8,NWE 38,0,3,"Michael Palardy punts 44 yards, returned by Hunter Renfrow for 12 yards (tackle by Raekwon McMillan)",-0.850,-0.940
1,7:01,1,10,LVR 30,0,3,Derek Carr pass complete short right to Foster Moreau for 8 yards (tackle by Jahlani Tavai and Adrian Phillips),0.940,1.470
1,6:15,2,2,LVR 38,0,3,Josh Jacobs left guard for 4 yards (tackle by Jahlani Tavai),1.470,1.730
1,5:27,1,10,LVR 42,0,3,"Penalty on Foster Moreau: False Start, 5 yards (accepted) (no play)",1.730,1.400
1,5:09,1,15,LVR 37,0,3,Josh Jacobs right tackle for 9 yards (tackle by Jonathan Jones),1.400,1.730
1,4:30,2,6,LVR 46,0,3,Derek Carr pass incomplete short right,1.730,1.030
1,4:26,3,6,LVR 46,0,3,Derek Carr pass incomplete short right intended for Hunter Renfrow,1.030,-0.320
1,4:18,4,6,LVR 46,0,3,AJ Cole punts 42 yards out of bounds,-0.320,0.350
1,4:10,1,10,NWE 12,0,3,Rhamondre Stevenson up the middle for 9 yards (tackle by Denzel Perryman),-0.350,0.420
1,3:27,2,1,NWE 21,0,3,Mac Jones pass complete short left to Pierre Strong for 3 yards (tackle by Sidney Jones and Duron Harmon),0.420,0.540
1,2:51,1,10,NWE 24,0,3,Mac Jones pass complete short left to Pierre Strong for -2 yards (tackle by Luke Masterson),0.540,-0.270
1,2:11,2,12,NWE 22,0,3,Mac Jones pass complete short left to Rhamondre Stevenson for 1 yard (tackle by Luke Masterson),-0.270,-0.820
1,1:29,3,11,NWE 23,0,3,Mac Jones pass complete deep middle to Tyquan Thornton for 21 yards (tackle by Duron Harmon),-0.820,1.860
1,0:48,1,10,NWE 44,0,3,Pierre Strong right tackle for 14 yards (tackle by Duron Harmon),1.860,2.790
1,0:08,1,10,LVR 42,0,3,Mac Jones pass complete short middle to Jonnu Smith for 13 yards (tackle by Duron Harmon),2.790,3.640
Quarter,Time,Down,ToGo,Location,NWE,LVR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,LVR 29,0,3,Rhamondre Stevenson right guard for 6 yards (tackle by Luke Masterson and Nate Hobbs),3.640,3.910
2,14:17,2,4,LVR 23,0,3,Rhamondre Stevenson left guard for 4 yards (tackle by Nate Hobbs),3.910,4.310
2,13:31,1,10,LVR 19,0,3,Pierre Strong right guard for 2 yards (tackle by Maxx Crosby),4.310,4.030
2,12:53,2,8,LVR 17,0,3,"Mac Jones pass incomplete intended for Jakobi Meyers. Penalty on Amik Robertson: Defensive Pass Interference, 15 yards (accepted) (no play)",4.030,6.740
2,12:47,1,2,LVR 2,0,3,Rhamondre Stevenson up the middle for 1 yard (tackle by Kyle Peko and Luke Masterson),6.740,5.910
2,12:03,2,1,LVR 1,0,3,Mac Jones pass incomplete short right intended for Jonnu Smith,5.910,5.170
2,11:58,,,,,,Timeout #1 by New England Patriots,,
2,11:58,3,1,LVR 1,0,3,Mac Jones pass incomplete short right intended for Nelson Agholor (defended by Amik Robertson),5.170,3.550
2,11:53,,,,,,Timeout #2 by New England Patriots,,
2,11:53,4,1,LVR 1,0,3,"Penalty on Jonnu Smith: False Start, 5 yards (accepted) (no play)",3.550,2.990
2,11:55,4,6,LVR 6,3,3,Nick Folk 24 yard field goal good,2.990,3.000
2,11:51,,,NWE 35,3,3,"Nick Folk kicks off 59 yards, returned by Ameer Abdullah for 18 yards (tackle by Mack Wilson and Kyle Dugger)",0.000,0.540
2,11:44,1,10,LVR 24,3,3,Derek Carr pass complete short left to Davante Adams for 9 yards (tackle by Marcus Jones),0.540,1.210
2,11:05,2,1,LVR 33,3,3,Josh Jacobs up the middle for 4 yards (tackle by Lawrence Guy),1.210,1.400
2,10:25,1,10,LVR 37,3,3,Josh Jacobs left guard for 1 yard (tackle by Ja'Whaun Bentley and Davon Godchaux),1.400,0.990
2,9:46,2,9,LVR 38,3,3,Derek Carr pass incomplete deep left intended for Mack Hollins,0.990,0.300
2,9:37,3,9,LVR 38,3,3,Derek Carr pass complete deep middle to Keelan Cole for 20 yards (tackle by Myles Bryant),0.300,2.790
2,8:51,1,10,NWE 42,3,3,Josh Jacobs up the middle for 6 yards (tackle by Adrian Phillips),2.790,3.050
2,8:11,2,4,NWE 36,3,3,Derek Carr pass complete short right to Josh Jacobs for 11 yards (tackle by Jonathan Jones and Ja'Whaun Bentley),3.050,3.910
2,7:26,1,10,NWE 25,3,3,Josh Jacobs up the middle for 5 yards (tackle by Lawrence Guy and Carl Davis),3.910,4.040
2,6:43,2,5,NWE 20,3,3,Josh Jacobs left guard for 5 yards (tackle by Raekwon McMillan),4.040,4.580
2,5:53,1,10,NWE 15,3,3,"Zamir White for no gain. Penalty on Hroniss Grasu: Offensive Holding, 10 yards (accepted) (no play)",4.580,3.910
2,5:29,1,20,NWE 25,3,3,Derek Carr pass incomplete short right,3.910,2.670
2,5:22,2,20,NWE 25,3,9,"Derek Carr pass complete deep middle to Darren Waller for 25 yards, touchdown",2.670,7.000
2,5:18,,,NWE 15,3,10,Daniel Carlson kicks extra point good,0.000,0.000
2,5:18,,,LVR 35,3,10,"Daniel Carlson kicks off 65 yards, touchback.",0.000,0.610
2,5:18,1,10,NWE 25,3,10,Kevin Harris right guard for 1 yard (tackle by Trevon Moehrig and Luke Masterson),0.610,0.200
2,4:29,2,9,NWE 26,3,10,"Penalty on NWE: Delay of Game, 5 yards (accepted) (no play)",0.200,-0.480
2,4:09,2,14,NWE 21,3,10,Mac Jones pass incomplete deep middle intended for Jakobi Meyers,-0.480,-1.150
2,4:03,3,14,NWE 21,3,10,Mac Jones pass incomplete short middle intended for Kendrick Bourne,-1.150,-1.960
2,4:00,4,14,NWE 21,3,10,"Michael Palardy punts 47 yards, returned by Hunter Renfrow for 7 yards (tackle by Jamie Collins)",-1.960,-1.530
2,3:49,1,10,LVR 39,3,10,Josh Jacobs left tackle for 1 yard (tackle by Lawrence Guy and Jabrill Peppers),1.530,1.120
2,3:09,2,9,LVR 40,3,10,Josh Jacobs left guard for 1 yard (tackle by Christian Barmore and Kyle Dugger),1.120,0.560
2,2:27,3,8,LVR 41,3,10,Derek Carr pass incomplete short right,0.560,-0.650
2,2:19,4,8,LVR 41,3,10,"AJ Cole punts 50 yards, returned by Marcus Jones for 17 yards (tackle by Luke Masterson)",-0.650,-0.670
2,2:07,1,10,NWE 26,3,10,Rhamondre Stevenson right guard for 17 yards (tackle by Trevon Moehrig),0.670,1.800
2,2:00,1,10,NWE 43,3,10,Mac Jones pass complete short left to Hunter Henry for 4 yards (tackle by Tyler Hall),1.800,1.790
2,1:30,2,6,NWE 47,3,10,Mac Jones pass incomplete deep left intended for Tyquan Thornton,1.790,1.090
2,1:22,3,6,NWE 47,3,10,"Penalty on Cole Strange: False Start, 5 yards (accepted) (no play)",1.090,0.430
2,1:22,3,11,NWE 42,3,10,Mac Jones pass complete short right to Hunter Henry for 5 yards (tackle by Roderic Teamer and Tyler Hall),0.430,-0.260
2,0:36,4,6,NWE 47,3,10,Michael Palardy punts blocked by Malcolm Koonce (tackle by Brandon Bolden and Maxx Crosby),-0.260,-4.240
2,0:27,1,10,NWE 20,3,10,"Penalty on Hroniss Grasu: False Start, 5 yards (accepted) (no play)",4.240,3.910
2,0:27,1,15,NWE 25,3,10,Derek Carr pass complete short right to Mack Hollins for 10 yards (tackle by Jonathan Jones),3.910,4.450
2,0:19,,,,,,Timeout #1 by Las Vegas Raiders,,
2,0:19,2,5,NWE 15,3,10,"Derek Carr pass incomplete short middle intended for Mack Hollins. Penalty on Jonathan Jones: Illegal Contact, 5 yards (accepted) (no play)",4.450,4.910
2,0:15,1,10,NWE 10,3,10,"Derek Carr pass complete to Josh Jacobs for no gain (tackle by Jonathan Jones). Penalty on Jabrill Peppers: Defensive Holding, 5 yards (accepted) (no play)",4.910,6.060
2,0:09,1,5,NWE 5,3,16,"Derek Carr pass complete short middle to Mack Hollins for 5 yards, touchdown",6.060,7.000
2,0:04,,,NWE 15,3,17,Daniel Carlson kicks extra point good,0.000,0.000
2,0:04,,,LVR 35,3,17,"Daniel Carlson kicks off 65 yards, touchback.",0.000,0.610
2,0:04,1,10,NWE 25,3,17,Mac Jones kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,NWE,LVR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LVR 35,3,17,"Daniel Carlson kicks off 65 yards, touchback.",0.000,0.610
3,14:38,1,10,NWE 25,3,17,"Rhamondre Stevenson up the middle for 6 yards (tackle by Amik Robertson). Penalty on Bilal Nichols: Illegal Use of Hands / Defense, 5 yards (accepted)",0.610,1.330
3,14:52,1,10,NWE 36,3,17,Rhamondre Stevenson up the middle for 6 yards (tackle by Jerry Tillery),1.330,1.600
3,14:20,2,4,NWE 42,3,17,Mac Jones scrambles right guard for 5 yards (tackle by Roderic Teamer),1.600,2.060
3,13:41,1,10,NWE 47,3,17,Rhamondre Stevenson up the middle for 4 yards (tackle by Denzel Perryman),2.060,2.060
3,13:10,2,6,LVR 49,3,17,Mac Jones pass incomplete short left intended for Nelson Agholor (defended by Chandler Jones),2.060,1.360
3,13:03,3,6,LVR 49,3,17,Mac Jones pass incomplete deep left intended for Jakobi Meyers (defended by Tyler Hall),1.360,0.000
3,12:57,4,6,LVR 49,3,17,Michael Palardy punts 36 yards out of bounds,0.000,0.320
3,12:50,1,10,LVR 13,3,17,Josh Jacobs left tackle for 4 yards (tackle by Ja'Whaun Bentley and Lawrence Guy),-0.320,-0.300
3,12:11,2,6,LVR 17,9,17,"Derek Carr pass short left intended for Davante Adams is intercepted by Kyle Dugger at LV-16 and returned for 16 yards, touchdown",-0.300,-7.000
3,12:07,,,LVR 15,10,17,Nick Folk kicks extra point good,0.000,0.000
3,12:07,,,NWE 35,10,17,"Nick Folk kicks off 62 yards, returned by Ameer Abdullah for 30 yards (tackle by Jahlani Tavai and Marcus Jones)",0.000,1.140
3,11:59,1,10,LVR 33,10,17,Derek Carr pass incomplete short middle intended for Josh Jacobs,1.140,0.590
3,11:52,2,10,LVR 33,10,17,"Josh Jacobs left tackle for 2 yards. Josh Jacobs fumbles, recovered by Josh Jacobs at LV-35 (tackle by Ja'Whaun Bentley)",0.590,0.170
3,11:08,3,8,LVR 35,10,17,"Penalty on Jermaine Eluemunor: False Start, 5 yards (accepted) (no play)",0.170,-0.490
3,10:52,3,13,LVR 30,10,17,Derek Carr pass complete short middle to Hunter Renfrow for 14 yards (tackle by Kyle Dugger),-0.490,1.860
3,10:11,1,10,LVR 44,10,17,Josh Jacobs up the middle for 2 yards (tackle by Kyle Dugger),1.860,1.590
3,9:30,2,8,LVR 46,10,17,Derek Carr sacked by and Davon Godchaux for -7 yards and Lawrence Guy for -7 yards,1.590,-0.030
3,8:45,3,15,LVR 39,10,17,Derek Carr pass complete short middle to Foster Moreau for 12 yards (tackle by Devin McCourty),-0.030,0.000
3,8:04,4,3,NWE 49,10,17,AJ Cole punts 47 yards downed by Mack Hollins,0.000,0.380
3,7:54,1,10,NWE 2,10,17,Rhamondre Stevenson up the middle for 26 yards (tackle by Jerry Tillery),-0.380,0.810
3,7:13,1,10,NWE 28,10,17,Rhamondre Stevenson left guard for 7 yards (tackle by Luke Masterson),0.810,1.210
3,6:38,2,3,NWE 35,10,17,Rhamondre Stevenson up the middle for 4 yards (tackle by Kyle Peko),1.210,1.530
3,5:55,1,10,NWE 39,10,17,"Mac Jones pass complete to Nelson Agholor for 32 yards LVR challenged the pass completion ruling, and the original play was overturned. Mac Jones pass incomplete deep left intended for Nelson Agholor",1.530,0.990
3,5:55,2,10,NWE 39,10,17,Kevin Harris up the middle for 11 yards (tackle by Luke Masterson and Trevon Moehrig),0.990,2.260
3,5:30,1,10,NWE 50,10,17,Kevin Harris left guard for 5 yards (tackle by Luke Masterson and Bilal Nichols),2.260,2.390
3,4:58,2,5,LVR 45,10,17,Pierre Strong left tackle for 5 yards (tackle by Matthew Butler and Denzel Perryman),2.390,2.920
3,4:18,1,10,LVR 40,10,17,Mac Jones pass complete short middle to Pierre Strong for 11 yards (tackle by Chandler Jones),2.920,3.640
3,3:42,1,10,LVR 29,10,17,Rhamondre Stevenson up the middle for 1 yard (tackle by Maxx Crosby and Roderic Teamer),3.640,3.240
3,3:00,2,9,LVR 28,10,17,Mac Jones pass complete short right to Rhamondre Stevenson for -5 yards (tackle by Denzel Perryman),3.240,1.880
3,2:06,3,14,LVR 33,10,17,Rhamondre Stevenson right guard for 4 yards (tackle by Denzel Perryman),1.880,1.500
3,1:26,4,10,LVR 29,13,17,Nick Folk 47 yard field goal good,1.500,3.000
3,1:21,,,NWE 35,13,17,"Nick Folk kicks off 65 yards, returned by Ameer Abdullah for 18 yards (tackle by Kyle Dugger and Mack Wilson). Penalty on Jakob Johnson: Offensive Illegal Block Above the Waist, 9 yards (accepted)",0.000,-0.380
3,1:14,1,10,LVR 9,13,17,Josh Jacobs right guard for 3 yards (tackle by Davon Godchaux and Anfernee Jennings),-0.380,-0.560
3,0:33,2,7,LVR 12,13,17,Derek Carr pass incomplete short left intended for Davante Adams,-0.560,-1.070
3,0:29,3,7,LVR 12,13,17,Derek Carr sacked by Ja'Whaun Bentley for -8 yards,-1.070,-2.490
Quarter,Time,Down,ToGo,Location,NWE,LVR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,15,LVR 4,13,17,"AJ Cole punts 47 yards, returned by Marcus Jones for 1 yard (tackle by Luke Masterson and Matthias Farley)",-2.490,-2.260
4,14:49,1,10,NWE 50,13,17,Kevin Harris right guard for no gain (tackle by Kyle Peko),2.260,1.710
4,14:12,2,10,NWE 50,13,17,Mac Jones pass complete short left to Nelson Agholor for 3 yards (tackle by Isaiah Pola-Mao and Nate Hobbs),1.710,1.420
4,13:31,3,7,LVR 47,13,17,Mac Jones scrambles up the middle for 6 yards (tackle by Denzel Perryman),1.420,0.530
4,13:31,4,1,LVR 41,13,17,"Penalty on LVR: Illegal Contact, 6 yards (accepted) (no play)",0.530,3.250
4,13:12,1,10,LVR 35,13,17,Mac Jones pass incomplete deep left intended for Tyquan Thornton,3.250,2.700
4,13:08,2,10,LVR 35,13,17,Mac Jones pass incomplete short left intended for Rhamondre Stevenson,2.700,2.010
4,13:03,3,10,LVR 35,13,17,Mac Jones pass incomplete short right intended for Hunter Henry (defended by Chandler Jones),2.010,0.970
4,12:57,4,10,LVR 35,16,17,Nick Folk 54 yard field goal good,0.970,3.000
4,12:52,,,NWE 35,16,17,"Nick Folk kicks off 60 yards, returned by Ameer Abdullah for 21 yards (tackle by DaMarcus Mitchell and Raleigh Webb)",0.000,0.670
4,12:46,1,10,LVR 26,16,17,Josh Jacobs up the middle for 7 yards (tackle by Jonathan Jones and Jabrill Peppers),0.670,1.070
4,12:05,2,3,LVR 33,16,17,Josh Jacobs left guard for 2 yards (tackle by Deatrich Wise),1.070,0.630
4,11:27,3,1,LVR 35,16,17,Josh Jacobs for 2 yards (tackle by Davon Godchaux),0.630,1.400
4,10:38,1,10,LVR 37,16,17,"Penalty on LVR: Delay of Game, 5 yards (accepted) (no play)",1.400,1.070
4,10:37,1,15,LVR 32,16,17,Derek Carr pass complete short left to Darren Waller for 3 yards (tackle by Jabrill Peppers),1.070,0.590
4,9:58,2,12,LVR 35,16,17,"Derek Carr sacked by and Josh Uche for -5 yards and Christian Barmore for -5 yards. Derek Carr fumbles (forced by Josh Uche), recovered by Jordan Meredith at LV-30",0.590,-0.760
4,9:14,3,17,LVR 30,16,17,Derek Carr pass complete short left to Ameer Abdullah for 6 yards (tackle by Ja'Whaun Bentley),-0.760,-0.980
4,8:32,4,11,LVR 36,16,17,"AJ Cole punts 49 yards, returned by Marcus Jones for 7 yards (tackle by Ameer Abdullah and Curtis Bolton)",-0.980,-0.410
4,8:22,1,10,NWE 22,16,17,Pierre Strong right tackle for 4 yards (tackle by Kyle Peko),0.410,0.410
4,7:40,2,6,NWE 26,16,17,Mac Jones pass incomplete deep left intended for Nelson Agholor (defended by Amik Robertson),0.410,-0.290
4,7:32,3,6,NWE 26,16,17,Mac Jones pass incomplete short left intended for Hunter Henry,-0.290,-1.630
4,7:27,4,6,NWE 26,16,17,"Michael Palardy punts 46 yards, returned by Hunter Renfrow for 1 yard (tackle by Jahlani Tavai). Penalty on Roderic Teamer: Offensive Holding, 10 yards (accepted)",-1.630,-0.150
4,7:15,1,10,LVR 19,16,17,"Penalty on Kolton Miller: False Start, 5 yards (accepted) (no play)",0.150,-0.390
4,7:15,1,15,LVR 14,16,17,Josh Jacobs left end for 1 yard (tackle by Deatrich Wise and Ja'Whaun Bentley),-0.390,-1.000
4,6:37,2,14,LVR 15,16,17,Derek Carr pass complete short left to Davante Adams for 5 yards (tackle by Marcus Jones),-1.000,-0.940
4,6:00,,,,,,Timeout #1 by Las Vegas Raiders,,
4,6:00,3,9,LVR 20,16,17,Derek Carr pass complete short middle to Ameer Abdullah for 8 yards (tackle by Ja'Whaun Bentley),-0.940,-1.500
4,5:17,4,1,LVR 28,16,17,"AJ Cole punts 48 yards, fair catch by Marcus Jones at NE-24",-1.500,-0.540
4,5:10,1,10,NWE 24,16,17,Rhamondre Stevenson left guard for 3 yards (tackle by Bilal Nichols),0.540,0.400
4,4:33,2,7,NWE 27,16,17,Mac Jones pass complete deep middle to Jakobi Meyers for 39 yards (tackle by Denzel Perryman),0.400,3.310
4,3:51,1,10,LVR 34,22,17,"Rhamondre Stevenson right guard for 34 yards, touchdown",3.310,7.000
4,3:43,,,LVR 2,24,17,Two Point Attempt: Mac Jones pass complete to to Jakobi Meyers for no gain,1.000,1.000
4,3:43,,,NWE 35,24,17,"Nick Folk kicks off 49 yards, returned by Jakob Johnson for 15 yards (tackle by Jahlani Tavai)",0.000,1.000
4,3:39,1,10,LVR 31,24,17,Derek Carr pass incomplete short right,1.000,0.460
4,3:33,2,10,LVR 31,24,17,Derek Carr pass incomplete deep middle intended for Mack Hollins,0.460,-0.230
4,3:26,,,,,,Timeout #1 by New England Patriots,,
4,3:26,3,10,LVR 31,24,17,Derek Carr pass incomplete deep middle intended for Davante Adams,-0.230,-1.310
4,3:20,4,10,LVR 31,24,17,AJ Cole punts 41 yards out of bounds,-1.310,-0.810
4,3:12,1,10,NWE 28,24,17,Rhamondre Stevenson up the middle for 3 yards (tackle by Chandler Jones),0.810,0.670
4,3:09,,,,,,Timeout #2 by Las Vegas Raiders,,
4,3:09,2,7,NWE 31,24,17,"Penalty on Conor McDermott: False Start, 5 yards (accepted) (no play)",0.670,-0.010
4,3:09,2,12,NWE 26,24,17,Rhamondre Stevenson left tackle for 2 yards (tackle by Luke Masterson and Trevon Moehrig),-0.010,-0.430
4,3:04,,,,,,Timeout #3 by Las Vegas Raiders,,
4,3:04,3,10,NWE 28,24,17,Mac Jones right end for no gain (tackle by Maxx Crosby),-0.430,-1.500
4,2:22,4,10,NWE 28,24,17,Michael Palardy punts 53 yards out of bounds,-1.500,-0.150
4,2:11,1,10,LVR 19,24,17,Derek Carr pass incomplete deep middle intended for Hunter Renfrow,0.150,-0.390
4,2:06,2,10,LVR 19,24,17,Derek Carr pass incomplete deep middle intended for Mack Hollins (defended by Jonathan Jones),-0.390,-1.070
4,2:01,3,10,LVR 19,24,17,Derek Carr pass incomplete deep middle intended for Mack Hollins,-1.070,-2.140
4,1:54,4,10,LVR 19,24,17,Derek Carr pass complete short left to Mack Hollins for 12 yards (tackle by Marcus Jones),-2.140,1.000
4,1:28,1,10,LVR 31,24,17,Derek Carr pass complete short left to Mack Hollins for 13 yards (tackle by Marcus Jones),1.000,1.860
4,1:25,1,10,LVR 44,24,17,Derek Carr pass complete short right to Josh Jacobs for 6 yards (tackle by Myles Bryant),1.860,2.130
4,1:05,2,4,LVR 50,24,17,Derek Carr pass complete deep middle to Darren Waller for 20 yards (tackle by Devin McCourty),2.130,3.580
4,0:46,1,10,NWE 30,24,17,Derek Carr pass incomplete short right,3.580,3.030
4,0:37,2,10,NWE 30,24,23,"Derek Carr pass complete deep left to Keelan Cole for 30 yards, touchdown Replay Assistant challenged the pass completion ruling, and the play was upheld.",3.030,7.000
4,0:32,,,NWE 15,24,24,Daniel Carlson kicks extra point good,0.000,0.000
4,0:32,,,LVR 35,24,24,"Daniel Carlson kicks off 65 yards, touchback.",0.000,0.610
4,0:32,1,10,NWE 25,24,24,Mac Jones pass complete short right to Jakobi Meyers for 8 yards (tackle by Denzel Perryman),0.610,1.140
4,0:25,,,,,,Timeout #2 by New England Patriots,,
4,0:25,2,2,NWE 33,24,24,Mac Jones pass incomplete short left intended for Nelson Agholor,1.140,0.430
4,0:20,3,2,NWE 33,24,24,Rhamondre Stevenson for 12 yards (tackle by Maxx Crosby and Duron Harmon),0.430,1.930
4,0:14,,,,,,Timeout #3 by New England Patriots,,
4,0:14,1,10,NWE 45,24,24,Mac Jones pass incomplete short right,1.930,1.380
4,0:10,2,10,NWE 45,24,24,Mac Jones pass incomplete short right intended for Jakobi Meyers (defended by Amik Robertson),1.380,0.700
4,0:03,3,10,NWE 45,24,30,"Rhamondre Stevenson for 23 yards, lateral to Jakobi Meyers for no gain. Jakobi Meyers fumbles, recovered by Chandler Jones at NE-48 and returned for 48 yards, touchdown",0.700,-7.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
