Quarter,Time,Down,ToGo,Location,DEN,SFO,Detail,EPB,EPA
3,11:40,2,5,DEN 49,0,3,Frank Gore left guard for -2 yards (tackle by D.J. Williams),2.130,1.160
3,11:01,,,,0,3,Timeout #2 by San Francisco 49ers,0.000,1.160
3,11:00,3,7,SFO 49,0,3,Frank Gore middle for 2 yards (tackle by D.J. Williams),1.160,0.000
3,10:31,4,5,DEN 49,0,3,"Andy Lee punts 38 yards, fair catch by Eddie Royal",0.000,0.370
3,10:23,1,10,DEN 11,0,3,Knowshon Moreno right guard for 1 yard (tackle by Takeo Spikes),-0.370,-0.710
3,9:49,2,9,DEN 12,0,3,Kyle Orton pass complete short right to Jabar Gaffney for 3 yards (tackle by Nate Clements),-0.710,-0.950
3,9:21,3,6,DEN 15,0,3,"Kyle Orton for 8 yards (tackle by Taylor Mays). Penalty on Nate Clements: Illegal Contact, 5 yards",-0.950,0.810
3,9:08,1,10,DEN 28,0,3,Kyle Orton pass complete deep right to Brandon Lloyd for 71 yards (tackle by Taylor Mays),0.810,6.970
3,8:11,1,1,SFO 1,6,3,"Tim Tebow left guard for 1 yard, touchdown",6.970,7.000
3,,,,SFO 2,7,3,Matt Prater kicks extra point good,0.000,0.000
3,,,,DEN 30,7,3,"Matt Prater kicks off 67 yards, returned by Ted Ginn for 20 yards (tackle by Joe Mays)",0.000,0.480
3,8:02,1,10,SFO 23,7,3,Troy Smith pass complete short left to Frank Gore for 7 yards (tackle by D.J. Williams),0.480,0.880
3,7:32,2,3,SFO 30,7,3,Brian Westbrook left guard for 2 yards (tackle by Mario Haggan),0.880,0.430
3,6:46,3,1,SFO 32,7,3,Troy Smith pass complete short right to Josh Morgan for 30 yards (tackle by Andre' Goodman),0.430,3.050
3,6:10,1,10,DEN 38,7,3,Frank Gore left tackle for 1 yard (tackle by Marcus Thomas),3.050,2.640
3,5:20,2,9,DEN 37,7,3,"Troy Smith left tackle for 3 yards. Troy Smith fumbles, recovered by Troy Smith at DEN-41",2.640,2.340
3,4:29,3,6,DEN 34,7,3,Troy Smith pass incomplete short left intended for Delanie Walker,2.340,1.070
3,4:20,4,6,DEN 34,7,3,Joe Nedney 52 yard field goal no good,1.070,-1.730
3,4:20,1,10,DEN 42,7,3,Knowshon Moreno right tackle for 2 yards (tackle by Taylor Mays),1.730,1.460
3,3:44,2,8,DEN 44,7,3,Kyle Orton pass incomplete short right intended for Brandon Lloyd,1.460,0.760
3,3:38,3,8,DEN 44,7,3,Kyle Orton pass incomplete short right intended for Eddie Royal,0.760,-0.460
3,3:24,4,8,DEN 44,7,3,"Britton Colquitt punts 43 yards, fair catch by Ted Ginn. Penalty on Reggie Smith: Offensive Holding, 6 yards",-0.460,0.380
3,3:21,1,10,SFO 7,7,3,Frank Gore left guard for 1 yard (tackle by Ronald Fields),-0.380,-0.710
3,2:50,2,9,SFO 8,7,3,Frank Gore right guard for 7 yards (tackle by Ryan McBean),-0.710,-0.480
3,2:13,3,2,SFO 15,7,3,Frank Gore right guard for no gain (tackle by D.J. Williams),-0.480,-2.440
3,1:36,4,2,SFO 15,7,3,"Andy Lee punts 57 yards, returned by Eddie Royal for 14 yards (tackle by Anthony Dixon)",-2.440,-1.730
3,1:24,1,10,DEN 42,7,3,"Penalty on Daniel Graham: False Start, 5 yards (no play)",1.730,1.400
3,1:24,1,15,DEN 37,7,3,Kyle Orton pass complete deep right to Brandon Lloyd for 25 yards (tackle by Taylor Mays),1.400,3.050
3,0:42,1,10,SFO 38,7,3,"Kyle Orton pass complete deep right to Jabar Gaffney for 38 yards. Penalty on Knowshon Moreno: Chop Block, 15 yards (no play)",3.050,2.060
3,0:35,1,25,DEN 47,7,3,Kyle Orton pass complete short right to Correll Buckhalter for 8 yards (tackle by Takeo Spikes),2.060,1.560
Quarter,Time,Down,ToGo,Location,DEN,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,17,SFO 45,7,3,Kyle Orton pass complete short left to Demaryius Thomas for 31 yards (tackle by Justin Smith),1.560,4.650
4,14:28,1,10,SFO 14,7,3,Kyle Orton pass incomplete short left intended for Daniel Graham,4.650,4.000
4,14:25,2,10,SFO 14,7,3,Kyle Orton pass incomplete short right intended for Eddie Royal (defended by Isaac Sopoaga),4.000,3.110
4,14:21,3,10,SFO 14,7,3,Kyle Orton pass incomplete short left intended for Brandon Lloyd,3.110,2.510
4,14:17,4,10,SFO 14,10,3,Matt Prater 32 yard field goal good,2.510,3.000
4,,,,DEN 30,,,"Matt Prater kicks off 62 yards, returned by Ted Ginn for 36 yards (tackle by Nate Jones)",,
4,14:06,1,10,SFO 44,10,3,"Troy Smith pass incomplete short right intended for Frank Gore. Penalty on Delanie Walker: Offensive Holding, 10 yards (no play)",1.860,1.200
4,14:00,1,20,SFO 34,10,3,Troy Smith pass incomplete short left intended for Delanie Walker,1.200,-0.030
4,13:56,2,20,SFO 34,10,3,Troy Smith pass complete deep left to Delanie Walker for 27 yards (tackle by Nate Jones). Penalty on DEN: Defensive 12 On-field (Declined),-0.030,2.980
4,13:30,1,10,DEN 39,10,3,Troy Smith pass complete deep right to Delanie Walker for 38 yards (tackle by Champ Bailey),2.980,6.970
4,12:35,1,1,DEN 1,10,3,Frank Gore right end for no gain (tackle by Jason Hunter),6.970,5.910
4,11:57,2,1,DEN 1,10,9,"Troy Smith right end for 1 yard, touchdown",5.910,7.000
4,,,,DEN 2,10,10,Joe Nedney kicks extra point good,0.000,0.000
4,,,,SFO 30,10,10,"Joe Nedney kicks off 71 yards, returned by Demaryius Thomas for 21 yards (tackle by NaVorro Bowman)",0.000,0.280
4,11:45,1,10,DEN 20,10,10,"Penalty on Chris Kuper: False Start, 5 yards (no play)",0.280,-0.310
4,11:45,1,15,DEN 15,10,10,Kyle Orton pass complete short right to Eddie Royal for 10 yards (tackle by Patrick Willis),-0.310,0.410
4,11:07,2,5,DEN 25,10,10,Tim Tebow right tackle for no gain (tackle by Patrick Willis),0.410,-0.300
4,10:24,3,5,DEN 25,10,10,Kyle Orton pass complete short right to Knowshon Moreno for 2 yards (tackle by Patrick Willis),-0.300,-1.570
4,9:45,4,3,DEN 27,10,10,Britton Colquitt punts 21 yards,-1.570,-2.390
4,9:34,1,10,DEN 48,10,10,Frank Gore right guard for 2 yards (tackle by Mario Haggan),2.390,2.120
4,8:16,2,8,DEN 46,10,10,Troy Smith pass complete short right to Michael Crabtree for 13 yards (tackle by Champ Bailey),2.120,3.380
4,8:11,1,10,DEN 33,10,10,Frank Gore left guard for 5 yards (tackle by Justin Bannan),3.380,3.510
4,7:29,2,5,DEN 28,10,16,"Troy Smith pass complete deep left to Michael Crabtree for 28 yards, touchdown",3.510,7.000
4,,,,DEN 2,10,17,Joe Nedney kicks extra point good,0.000,0.000
4,,,,SFO 30,10,17,"Joe Nedney kicks off 69 yards, returned by Demaryius Thomas for 17 yards (tackle by Reggie Smith)",0.000,0.040
4,7:18,1,10,DEN 18,10,17,"Kyle Orton left tackle for 4 yards (tackle by Manny Lawson). Kyle Orton fumbles (forced by Manny Lawson), recovered by Takeo Spikes at DEN-26 and returned for 8 yards (tackle by Brandon Lloyd)",0.040,-4.370
4,7:07,1,10,DEN 18,10,17,Troy Smith pass complete short right to Delanie Walker for 4 yards (tackle by Champ Bailey),4.370,4.430
4,6:25,2,6,DEN 14,10,17,Frank Gore right guard for 5 yards (tackle by Mario Haggan),4.430,4.740
4,5:38,3,1,DEN 9,10,17,Frank Gore right guard for 4 yards (tackle by Mario Haggan),4.740,6.060
4,4:56,1,5,DEN 5,10,17,Frank Gore left guard for 3 yards (tackle by Ronald Fields),6.060,5.720
4,4:16,2,2,DEN 2,10,17,Moran Norris left guard for -1 yards (tackle by Jason Hunter),5.720,4.720
4,3:53,,,,10,17,Timeout #1 by Denver Broncos,0.000,4.720
4,3:52,3,3,DEN 3,10,23,"Frank Gore right guard for 3 yards, touchdown",4.720,7.000
4,,,,DEN 2,10,24,Joe Nedney kicks extra point good,0.000,0.000
4,,,,SFO 30,10,24,"Joe Nedney kicks off 67 yards, returned by Demaryius Thomas for 19 yards (tackle by Anthony Dixon)",0.000,0.410
4,3:41,1,10,DEN 22,10,24,Kyle Orton pass complete short left to Eddie Royal for 10 yards (tackle by Manny Lawson),0.410,1.070
4,3:15,1,10,DEN 32,10,24,Kyle Orton pass complete short right to Dan Gronkowski for 13 yards (tackle by Nate Clements),1.070,1.930
4,3:07,1,10,DEN 45,10,24,Kyle Orton pass incomplete short right intended for Brandon Lloyd,1.930,1.380
4,3:01,2,10,DEN 45,10,24,Kyle Orton pass complete short left to Eddie Royal for 11 yards (tackle by Ahmad Brooks),1.380,2.650
4,2:48,1,10,SFO 44,10,24,Kyle Orton pass complete deep right to Brandon Lloyd for 29 yards (tackle by Taylor Mays),2.650,4.580
,,,,,,,"SFO challenged the pass completion ruling, and the play was upheld.",,
4,2:49,1,10,SFO 15,10,24,"Penalty on Dan Gronkowski: False Start, 5 yards (no play)",4.580,4.240
4,2:49,1,15,SFO 20,10,24,Kyle Orton pass complete deep middle to Jabar Gaffney for 19 yards (tackle by Dashon Goldson),4.240,6.970
4,2:22,1,1,SFO 1,16,24,"Kyle Orton pass complete short right to Brandon Lloyd for 1 yard, touchdown",6.970,7.000
4,,,,SFO 2,16,24,Matt Prater kicks extra point no good,0.000,-1.000
4,,,,DEN 30,16,24,"Matt Prater kicks off 68 yards, returned by Ted Ginn for 11 yards (tackle by Kyle McCarthy)",0.000,-0.320
4,2:14,1,10,SFO 13,16,24,Anthony Dixon middle for 4 yards (tackle by Mario Haggan),-0.320,-0.300
4,2:09,,,,16,24,Timeout #2 by Denver Broncos,0.000,-0.300
4,2:09,2,6,SFO 17,16,24,Anthony Dixon right guard for 2 yards (tackle by Ronald Fields),-0.300,-0.710
4,2:00,3,4,SFO 19,16,24,Anthony Dixon right guard for 3 yards (tackle by Mario Haggan),-0.710,-1.900
4,1:54,,,,16,24,Timeout #3 by Denver Broncos,0.000,-1.900
4,1:54,4,1,SFO 22,16,24,"Andy Lee punts 56 yards, returned by Eddie Royal for 78 yards. Penalty on Jarvis Moss: Illegal Block Above the , 10 yards",-1.900,-0.150
4,1:36,1,10,DEN 19,16,24,Kyle Orton pass complete short right to Dan Gronkowski for 9 yards (tackle by Takeo Spikes),0.150,0.880
4,1:14,2,1,DEN 28,16,24,"Kyle Orton sacked by Ahmad Brooks for -7 yards. Penalty on Ahmad Brooks: Roughing the Passer, 15 yards",0.880,1.330
4,1:09,1,10,DEN 36,16,24,Kyle Orton pass incomplete deep right intended for Brandon Lloyd (defended by Will Peterson),1.330,0.790
4,1:03,2,10,DEN 36,16,24,Kyle Orton pass complete deep right to Brandon Lloyd for 19 yards (tackle by Will Peterson),0.790,2.590
4,0:45,1,10,SFO 45,16,24,Kyle Orton spiked the ball,2.590,2.040
4,0:45,2,10,SFO 45,16,24,Kyle Orton pass incomplete deep left intended for Jabar Gaffney is intercepted by Shawntae Spencer at SFO-26,2.040,-0.670
4,0:38,1,10,SFO 26,16,24,Troy Smith kneels for -1 yards,0.670,-0.010
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
