Quarter,Time,Down,ToGo,Location,NYJ,IND,Detail,EPB,EPA
2,15:00,1,10,NYJ 37,7,7,Jonathan Taylor right guard for 3 yards (tackle by John Franklin-Myers),,
2,14:19,2,7,NYJ 34,7,7,Jonathan Taylor right guard for 13 yards (tackle by Michael Carter and Marcus Maye),,
2,13:32,1,10,NYJ 21,7,13,"Jonathan Taylor left guard for 21 yards, touchdown",,
2,13:24,,,NYJ 15,7,14,Michael Badgley kicks extra point good,,
2,13:24,,,IND 35,7,14,"Rigoberto Sanchez kicks off 65 yards, touchback.",,
2,13:24,1,10,NYJ 25,7,14,Josh Johnson pass incomplete short middle intended for Ryan Griffin,,
2,13:20,2,10,NYJ 25,7,14,Josh Johnson sacked by Taylor Stallworth for -5 yards,,
2,12:38,3,15,NYJ 20,7,14,"Josh Johnson pass complete short left to Jamison Crowder for -5 yards, lateral to Michael Carter for no gain (tackle by George Odum)",,
2,11:50,1,10,NYJ 38,7,14,Ty Johnson for 5 yards (tackle by Isaac Rochell),,
2,11:10,2,5,NYJ 43,7,14,"Ty Johnson up the middle for 3 yards. Ty Johnson fumbles (forced by Shaquille Leonard), recovered by George Odum at NYJ-46 (tackle by Shaquille Leonard)",,
2,11:03,1,10,NYJ 46,7,14,"Carson Wentz pass complete short left to Jonathan Taylor for 20 yards. Jonathan Taylor fumbles (forced by Ashtyn Davis), recovered by Jonathan Taylor at NYJ-26 (tackle by Bryce Hall)",,
2,10:13,1,10,NYJ 26,7,14,Jonathan Taylor left tackle for 1 yard (tackle by C.J. Mosley),,
2,9:32,2,9,NYJ 25,7,14,"Carson Wentz pass complete short right to Michael Pittman for 12 yards. Michael Pittman fumbles (forced by Ashtyn Davis), recovered by Jack Doyle at NYJ-13 (tackle by Bryce Hall and Ashtyn Davis)",,
2,8:45,1,10,NYJ 13,7,14,Jonathan Taylor up the middle for 3 yards (tackle by Folorunso Fatukasi and Tim Ward),,
2,8:06,2,7,NYJ 10,7,14,Jonathan Taylor right guard for 6 yards (tackle by Ashtyn Davis),,
2,7:18,3,1,NYJ 4,7,14,Jonathan Taylor up the middle for no gain (tackle by Quincy Williams and Nathan Shepherd),,
2,6:27,,,,,,Timeout #1 by Indianapolis Colts,,
2,6:27,4,1,NYJ 4,7,14,Carson Wentz up the middle for 2 yards (tackle by Quinnen Williams),,
2,5:45,1,2,NYJ 2,7,14,Sam Ehlinger right tackle for 1 yard (tackle by Folorunso Fatukasi),,
2,5:03,2,1,NYJ 1,7,20,"Carson Wentz pass complete short middle to Jack Doyle for 1 yard, touchdown",,
2,4:59,,,NYJ 15,7,21,Michael Badgley kicks extra point good,,
2,4:59,,,IND 35,7,21,"Rigoberto Sanchez kicks off 65 yards, touchback.",,
2,4:59,1,10,NYJ 25,7,21,Michael Carter right end for 16 yards (tackle by George Odum),,
2,4:26,1,10,NYJ 41,7,21,"Penalty on Keelan Cole: False Start, 5 yards (accepted) (no play)",,
2,4:02,1,15,NYJ 36,7,21,Josh Johnson pass complete short left to Ty Johnson for 18 yards (tackle by Bobby Okereke and George Odum),,
2,3:35,1,10,IND 46,7,21,Michael Carter left tackle for 3 yards (tackle by Xavier Rhodes and Bobby Okereke),,
2,3:06,2,7,IND 43,7,21,Josh Johnson pass complete deep right to Tyler Kroft for 26 yards (tackle by Shaquille Leonard),,
2,2:36,1,10,IND 17,7,21,Michael Carter up the middle for 2 yards (tackle by Al-Quadin Muhammad and DeForest Buckner),,
2,2:00,2,8,IND 15,7,21,Josh Johnson pass incomplete short left intended for Jamison Crowder,,
2,1:55,3,8,IND 15,7,21,Josh Johnson pass incomplete short left intended for Keelan Cole,,
2,1:51,4,8,IND 15,10,21,Matt Ammendola 33 yard field goal good,,
2,1:46,,,NYJ 35,10,21,"Matt Ammendola kicks off 65 yards, touchback.",,
2,1:46,1,10,IND 25,10,21,Carson Wentz pass complete short left to Nyheim Hines for 10 yards (tackle by Ashtyn Davis),,
2,1:42,1,10,IND 35,10,21,Carson Wentz pass complete short left to Nyheim Hines for 2 yards (tackle by Brandin Echols),,
2,1:22,2,8,IND 37,10,21,Carson Wentz pass complete deep left to Ashton Dulin for 17 yards,,
2,1:17,1,10,NYJ 46,10,21,Carson Wentz pass incomplete short left intended for Nyheim Hines,,
2,1:12,2,10,NYJ 46,10,21,Carson Wentz scrambles up the middle for 9 yards (tackle by Sheldon Rankins and C.J. Mosley),,
2,0:46,3,1,NYJ 37,10,21,Nyheim Hines left end for 11 yards (tackle by Marcus Maye and C.J. Mosley),,
2,0:30,1,10,NYJ 26,10,21,Carson Wentz pass complete short left to Zach Pascal for 3 yards,,
2,0:22,2,7,NYJ 23,10,21,Carson Wentz pass complete short right to Zach Pascal for 12 yards (tackle by Ashtyn Davis),,
2,0:15,,,,,,Timeout #2 by Indianapolis Colts,,
2,0:15,1,10,NYJ 11,10,27,"Carson Wentz pass incomplete short middle intended for Michael Pittman (defended by Bryce Hall) Replay Assistant challenged the pass completion ruling, and the original play was overturned. Carson Wentz pass complete short middle to Michael Pittman for 11 yards, touchdown",,
2,0:12,,,NYJ 15,10,28,Michael Badgley kicks extra point good,,
2,0:12,,,IND 35,10,28,"Rigoberto Sanchez kicks off 65 yards, touchback.",,
2,0:12,1,10,NYJ 25,10,28,Josh Johnson kneels for -1 yards,,
Quarter,Time,Down,ToGo,Location,NYJ,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 35,10,28,"Matt Ammendola kicks off 67 yards, returned by Isaiah Rodgers for 18 yards (tackle by Quincy Williams)",,
3,14:57,1,10,IND 16,10,28,Carson Wentz pass complete short right to Zach Pascal for 12 yards (tackle by Michael Carter),,
3,14:23,1,10,IND 28,10,28,Jonathan Taylor right guard for 2 yards (tackle by Quinnen Williams and Marcus Maye),,
3,13:36,2,8,IND 30,10,28,Jonathan Taylor up the middle for 5 yards (tackle by Marcus Maye and C.J. Mosley),,
3,12:50,3,3,IND 35,10,28,Carson Wentz pass complete short left to Kylen Granson for 27 yards (tackle by Ashtyn Davis),,
3,12:09,1,10,NYJ 38,10,28,Carson Wentz pass complete deep left to Zach Pascal for 31 yards (tackle by Ashtyn Davis),,
3,11:28,1,7,NYJ 7,10,28,Jonathan Taylor up the middle for 2 yards (tackle by C.J. Mosley and Jarrad Davis),,
3,11:02,2,5,NYJ 5,10,28,Jonathan Taylor right guard for no gain (tackle by Folorunso Fatukasi and C.J. Mosley),,
3,10:11,3,4,NYJ 5,10,28,Carson Wentz scrambles right end for 3 yards (tackle by Shaq Lawson),,
3,9:36,4,2,NYJ 2,10,28,Jonathan Taylor right tackle for 1 yard (tackle by C.J. Mosley and Folorunso Fatukasi),,
3,9:30,1,10,NYJ 1,10,28,Michael Carter up the middle for no gain (tackle by Kwity Paye and Shaquille Leonard),,
3,9:03,2,10,NYJ 1,10,28,Penalty on Morgan Moses: False Start (accepted) (no play),,
3,8:48,2,10,NYJ 1,10,28,Josh Johnson pass incomplete short right intended for Denzel Mims (defended by Rock Ya-Sin),,
3,8:44,3,10,NYJ 1,10,28,Josh Johnson pass complete short right to Jamison Crowder for 7 yards (tackle by Kenny Moore),,
3,8:11,4,3,NYJ 8,10,28,"Thomas Morstead punts 57 yards, returned by Nyheim Hines for 10 yards (tackle by Justin Hardee). Penalty on Justin Hardee: Unsportsmanlike Conduct / Defense, 15 yards (accepted)",,
3,8:00,1,10,NYJ 40,10,28,Nyheim Hines left end for 25 yards (tackle by Brandin Echols),,
3,7:20,1,10,NYJ 15,10,28,"Jonathan Taylor left tackle for 10 yards (tackle by Ashtyn Davis). Penalty on C.J. Mosley: Face Mask (15 Yards), 3 yards (accepted)",,
3,6:59,1,2,NYJ 2,10,34,"Carson Wentz pass complete short left to Danny Pinter for 2 yards, touchdown",,
3,6:54,,,NYJ 15,10,35,Michael Badgley kicks extra point good,,
3,6:54,,,IND 35,10,35,"Rigoberto Sanchez kicks off 65 yards, touchback.",,
3,6:54,1,10,NYJ 25,10,35,Michael Carter right tackle for 5 yards (tackle by DeForest Buckner and Shaquille Leonard),,
3,6:30,2,5,NYJ 30,10,35,Josh Johnson pass incomplete short middle intended for Denzel Mims,,
3,6:24,3,5,NYJ 30,10,35,Josh Johnson pass incomplete short left intended for Ryan Griffin,,
3,6:20,4,5,NYJ 30,10,35,"Thomas Morstead punts 48 yards, fair catch by Nyheim Hines at IND-22",,
3,6:12,1,10,IND 22,10,41,"Jonathan Taylor right end for 78 yards, touchdown",,
3,6:02,,,NYJ 15,10,42,Michael Badgley kicks extra point good,,
3,6:02,,,IND 35,10,42,"Rigoberto Sanchez kicks off 65 yards, touchback.",,
3,6:02,1,10,NYJ 25,10,42,Michael Carter right end for 3 yards (tackle by Al-Quadin Muhammad and Bobby Okereke),,
3,5:35,2,7,NYJ 28,10,42,Josh Johnson pass complete short left to Michael Carter for 19 yards (tackle by George Odum and Kenny Moore),,
3,4:53,1,10,NYJ 47,10,42,Josh Johnson pass complete deep right to Denzel Mims for 20 yards (tackle by George Odum),,
3,4:13,1,10,IND 33,10,42,Ty Johnson left end for 4 yards (tackle by Andrew Sendejo),,
3,3:47,2,6,IND 29,10,42,Josh Johnson pass complete short left to Keelan Cole for 10 yards (tackle by Kenny Moore),,
3,3:08,1,10,IND 19,16,42,"Josh Johnson pass complete short right to Elijah Moore for 19 yards, touchdown",,
3,3:00,,,IND 2,16,42,"Two Point Attempt: Josh Johnson rushes, conversion fails.",,
3,3:00,,,NYJ 35,16,42,"Matt Ammendola kicks off 50 yards, returned by Isaiah Rodgers for 3 yards (tackle by Quincy Williams)",,
3,2:55,1,10,IND 18,16,42,Nyheim Hines left end for 1 yard (tackle by Quinnen Williams and Shaq Lawson),,
3,2:11,2,9,IND 19,16,42,Nyheim Hines left end for no gain (tackle by Quinnen Williams),,
3,1:25,3,10,IND 19,16,42,Carson Wentz pass incomplete deep left intended for Zach Pascal,,
3,1:11,4,10,IND 19,16,42,"Rigoberto Sanchez punts 47 yards, fair catch by Braxton Berrios at NYJ-34. Penalty on Tim Ward: Defensive Offside, 5 yards (declined)",,
3,1:11,1,10,NYJ 34,16,42,Josh Johnson pass complete short middle to Elijah Moore for -1 yards (tackle by Xavier Rhodes),,
3,0:46,2,11,NYJ 33,16,42,Josh Johnson pass complete deep middle to Keelan Cole for 18 yards (tackle by Kenny Moore),,
3,0:10,1,10,IND 49,16,42,Michael Carter for 4 yards (tackle by DeForest Buckner and Kwity Paye),,
Quarter,Time,Down,ToGo,Location,NYJ,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,IND 45,16,42,Josh Johnson pass incomplete short right intended for Jamison Crowder (defended by Kenny Moore),,
4,14:53,3,6,IND 45,16,42,Josh Johnson pass complete short middle to Elijah Moore for 12 yards (tackle by Bobby Okereke),,
4,14:15,1,10,IND 33,16,42,Michael Carter right end for 4 yards (tackle by Shaquille Leonard),,
4,13:43,2,6,IND 29,16,42,Josh Johnson scrambles left end for 3 yards (tackle by Bobby Okereke),,
4,12:56,3,3,IND 26,16,42,"Josh Johnson pass complete short middle to Jeff Smith for 12 yards (tackle by Andrew Sendejo). Penalty on Kwity Paye: Defensive Offside, 5 yards (declined)",,
4,12:30,1,10,IND 14,16,42,Josh Johnson pass complete short right to Ryan Griffin for no gain (tackle by Bobby Okereke),,
4,11:49,2,10,IND 14,16,42,Michael Carter left guard for 1 yard (tackle by Shaquille Leonard and Grover Stewart),,
4,11:12,3,9,IND 13,22,42,"Josh Johnson pass complete short middle to Ryan Griffin for 13 yards, touchdown",,
4,11:08,,,IND 15,23,42,Matt Ammendola kicks extra point good,,
4,11:08,,,NYJ 35,23,42,"Matt Ammendola kicks off 55 yards, returned by Nyheim Hines for 15 yards (tackle by Quincy Williams)",,
4,11:03,1,10,IND 25,23,42,Carson Wentz pass complete short right to Mo Alie-Cox for 28 yards (tackle by Brandin Echols),,
4,10:19,1,10,NYJ 47,23,42,Carson Wentz pass incomplete deep right intended for Zach Pascal,,
4,10:13,2,10,NYJ 47,23,42,Carson Wentz pass complete short right to Michael Pittman for 19 yards (tackle by C.J. Mosley),,
4,9:25,1,10,NYJ 28,23,42,Carson Wentz pass incomplete deep right intended for Nyheim Hines,,
4,9:02,2,10,NYJ 28,23,42,Carson Wentz pass complete short left to Dezmon Patmon for 7 yards (tackle by Javelin Guidry),,
4,8:12,3,3,NYJ 21,23,42,Carson Wentz pass incomplete deep right intended for Jack Doyle,,
4,8:06,4,3,NYJ 21,23,45,Michael Badgley 39 yard field goal good,,
4,8:01,,,IND 35,23,45,"Rigoberto Sanchez kicks off 70 yards, returned by Braxton Berrios for 25 yards (tackle by E.J. Speed)",,
4,7:58,1,10,NYJ 20,23,45,Josh Johnson pass complete short left to Elijah Moore for -3 yards (tackle by Isaiah Rodgers),,
4,7:21,2,13,NYJ 17,23,45,Josh Johnson sacked by Taylor Stallworth for -9 yards,,
4,6:41,3,22,NYJ 8,23,45,Josh Johnson pass complete short left to Jeff Smith for 14 yards (tackle by Isaiah Rodgers),,
4,6:41,4,8,NYJ 22,23,45,"Penalty on Isaiah Rodgers: Face Mask (15 Yards), 15 yards (accepted) (no play)",,
4,6:13,1,10,NYJ 37,23,45,Josh Johnson pass incomplete deep middle intended for Keelan Cole,,
4,6:08,2,10,NYJ 37,23,45,Josh Johnson pass incomplete deep left intended for Elijah Moore,,
4,6:03,3,10,NYJ 37,23,45,Josh Johnson scrambles left end for 11 yards (tackle by Dayo Odeyingbo),,
4,5:25,1,10,NYJ 48,23,45,Ty Johnson left end for 9 yards (tackle by Andrew Sendejo and DeForest Buckner),,
4,4:55,2,1,IND 43,23,45,Josh Johnson pass incomplete short left intended for Braxton Berrios,,
4,4:49,3,1,IND 43,23,45,Michael Carter right tackle for 4 yards (tackle by Bobby Okereke),,
4,4:22,1,10,IND 39,23,45,Josh Johnson pass complete short left to Elijah Moore for 12 yards (tackle by Isaiah Rodgers),,
4,3:55,1,10,IND 27,23,45,Josh Johnson scrambles for 5 yards (tackle by Shaquille Leonard),,
4,3:47,2,5,IND 22,23,45,"Penalty on Greg Van Roten: False Start, 5 yards (accepted) (no play)",,
4,3:47,2,10,IND 27,23,45,Josh Johnson pass complete short right to Braxton Berrios for 5 yards (tackle by Kenny Moore),,
4,3:44,3,5,IND 22,29,45,"Josh Johnson pass complete short middle to Ty Johnson for 22 yards, touchdown",,
4,3:35,,,IND 15,30,45,Matt Ammendola kicks extra point good,,
4,3:35,,,NYJ 35,30,45,"Matt Ammendola kicks onside 13 yards, returned by Jack Doyle for no gain",,
4,3:34,1,10,NYJ 48,30,45,Jonathan Taylor left end for no gain (tackle by Quinnen Williams),,
4,3:28,,,,,,Timeout #1 by New York Jets,,
4,3:28,2,10,NYJ 48,30,45,Carson Wentz sacked by John Franklin-Myers for no gain,,
4,3:22,,,,,,Timeout #2 by New York Jets,,
4,3:22,3,10,NYJ 48,30,45,Carson Wentz pass incomplete,,
4,3:17,4,10,NYJ 48,30,45,Rigoberto Sanchez punts 38 yards,,
4,3:09,1,10,NYJ 10,30,45,Josh Johnson pass incomplete deep right intended for Jeff Smith,,
4,3:04,2,10,NYJ 10,30,45,Josh Johnson pass incomplete short right intended for Denzel Mims,,
4,2:58,3,10,NYJ 10,30,45,Josh Johnson pass incomplete short left intended for Ty Johnson,,
4,2:56,4,10,NYJ 10,30,45,Josh Johnson pass complete short left to Ryan Griffin for 11 yards (tackle by Kenny Moore),,
4,2:32,1,10,NYJ 21,30,45,Josh Johnson pass complete short right to Jamison Crowder for 12 yards (tackle by Kenny Moore),,
4,2:25,1,10,NYJ 33,30,45,Josh Johnson pass complete short right to Trevon Wesco for 10 yards (tackle by Rock Ya-Sin),,
4,2:01,1,10,NYJ 43,30,45,Josh Johnson pass complete short right to Jeff Smith for 14 yards (tackle by Rock Ya-Sin),,
4,1:56,1,10,IND 43,30,45,Josh Johnson pass complete short right to Trevon Wesco for 6 yards (tackle by Rock Ya-Sin),,
4,1:51,2,4,IND 37,30,45,"Josh Johnson pass short middle is intercepted by George Odum at IND-22 and returned for no gain. Penalty on Rock Ya-Sin: Defensive Pass Interference, 7 yards (accepted) (no play)",,
4,1:40,1,10,IND 30,30,45,Josh Johnson pass complete short left to Jamison Crowder for 8 yards (tackle by Isaiah Rodgers),,
4,1:19,2,2,IND 22,30,45,Josh Johnson pass complete short right to Ryan Griffin for 4 yards,,
4,1:11,1,10,IND 18,30,45,Josh Johnson pass complete short middle to Keelan Cole for 11 yards (tackle by Bobby Okereke),,
4,0:49,1,7,IND 7,30,45,Josh Johnson pass short left (defended by Taylor Stallworth) intended for Keelan Cole is intercepted by Bobby Okereke at IND-7 and returned for 4 yards (tackle by Keelan Cole),,
4,0:45,1,10,IND 11,30,45,Carson Wentz kneels for -1 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
