Quarter,Time,Down,ToGo,Location,DEN,SDG,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Broncos won the coin toss and deferred, Chargers to receive the opening kickoff.",,
1,15:00,,,DEN 35,0,0,"Matt Prater kicks off 65 yards, touchback",0.000,-0.280
1,15:00,1,10,SDG 20,0,0,Ryan Mathews right end for 6 yards (tackle by Rahim Moore),0.280,0.540
1,14:21,2,4,SDG 26,0,0,Ryan Mathews up the middle for 3 yards (tackle by Kevin Vickerson),0.540,0.230
1,13:36,3,1,SDG 29,0,0,Philip Rivers pass incomplete short right intended for Danny Woodhead (defended by Kevin Vickerson),0.230,-1.440
1,13:31,4,1,SDG 29,0,0,Eric Weddle up the middle for 2 yards (tackle by David Bruton and Jacob Tamme),-1.440,1.000
1,12:34,1,10,SDG 31,0,0,Philip Rivers pass complete short right to Keenan Allen for 18 yards (tackle by Danny Trevathan and Mike Adams),1.000,2.190
1,11:58,1,10,SDG 49,0,0,"Ryan Mathews right end for 39 yards. Penalty on John Phillips: Offensive Holding, 10 yards (no play)",2.190,1.530
1,11:22,1,20,SDG 39,0,0,Ronnie Brown up the middle for 5 yards (tackle by Kevin Vickerson and Wesley Woodyard),1.530,0.970
1,10:37,2,15,SDG 44,0,0,Philip Rivers pass incomplete short right intended for Eddie Royal (defended by Chris Harris),0.970,0.300
1,10:32,3,15,SDG 44,0,0,Ronnie Brown right end for 6 yards (tackle by Mike Adams and Wesley Woodyard),0.300,-0.060
1,10:24,4,9,,0,0,"Mike Scifres punts 35 yards, fair catch by Trindon Holliday",-0.060,0.220
1,10:15,1,10,DEN 15,0,0,Knowshon Moreno right tackle for no gain (tackle by Donald Butler and Larry English),-0.220,-0.710
1,9:54,2,10,DEN 15,0,0,Peyton Manning pass complete short middle to Knowshon Moreno for 11 yards (tackle by Kendall Reyes and Eric Weddle),-0.710,0.670
1,9:31,1,10,DEN 26,6,0,"Peyton Manning pass complete short right to Julius Thomas for 74 yards, touchdown",0.670,7.000
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
1,9:31,,,SDG 2,7,0,Matt Prater kicks extra point good,0.000,0.000
1,9:31,,,DEN 35,7,0,"Matt Prater kicks off 65 yards, touchback",0.000,-0.280
1,9:18,1,10,SDG 20,7,0,Ronnie Brown up the middle for 3 yards (tackle by Von Miller and Wesley Woodyard),0.280,0.140
1,8:43,2,7,SDG 23,7,0,Philip Rivers pass complete short left to Eddie Royal for 6 yards (tackle by Chris Harris),0.140,0.230
1,8:07,3,1,SDG 29,7,0,Ronnie Brown up the middle for 2 yards (tackle by Von Miller),0.230,1.000
1,7:30,1,10,SDG 31,7,0,"Philip Rivers pass complete deep left to Ladarius Green for 23 yards (tackle by Mike Adams). Penalty on King Dunlap: Offensive Holding, 10 yards (no play)",1.000,0.340
1,7:02,1,20,SDG 21,7,0,"Philip Rivers pass incomplete short left intended for Antonio Gates. Penalty on Quentin Jammer: Defensive Pass Interference, 8 yards (no play)",0.340,0.870
1,6:56,1,10,SDG 29,7,0,Ronnie Brown up the middle for 7 yards (tackle by Mike Adams),0.870,1.270
1,6:21,2,3,SDG 36,7,0,Philip Rivers for 2 yards (tackle by Mike Adams),1.270,0.830
1,5:44,3,1,SDG 38,7,0,Ronnie Brown right guard for 5 yards (tackle by Wesley Woodyard),0.830,1.800
1,5:06,1,10,SDG 43,7,0,Ronnie Brown left guard for 4 yards (tackle by Kevin Vickerson and Danny Trevathan),1.800,1.790
1,4:22,2,6,SDG 47,7,0,Danny Woodhead up the middle for 8 yards (tackle by David Bruton),1.790,2.590
1,3:37,1,10,DEN 45,7,0,Ronnie Brown left tackle for 3 yards (tackle by Danny Trevathan and Malik Jackson),2.590,2.450
1,2:52,2,7,DEN 42,7,0,Philip Rivers pass complete deep right to Ladarius Green for 25 yards (tackle by Chris Harris),2.450,4.440
1,2:05,1,10,DEN 17,7,0,Danny Woodhead left end for 5 yards (tackle by Wesley Woodyard and Mitch Unrein),4.440,4.690
1,1:18,2,5,DEN 12,7,0,Philip Rivers up the middle for 3 yards (tackle by Wesley Woodyard),4.690,4.570
1,0:31,3,2,DEN 9,7,0,Ronnie Brown up the middle for 1 yard (tackle by Terrance Knighton),4.570,2.990
Quarter,Time,Down,ToGo,Location,DEN,SDG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,1,DEN 8,7,3,Nick Novak 26 yard field goal good,2.990,3.000
2,15:00,,,SDG 35,7,3,"Nick Novak kicks off 73 yards, returned by Trindon Holliday for 24 yards (tackle by Darrell Stuckey)",0.000,0.140
2,14:53,1,10,DEN 16,7,3,Peyton Manning pass complete short left to Knowshon Moreno for 10 yards (tackle by Manti Te'o and Eric Weddle),-0.140,0.670
2,14:29,1,10,DEN 26,7,3,Knowshon Moreno left end for 3 yards (tackle by Manti Te'o),0.670,0.540
2,14:07,2,7,DEN 29,7,3,Peyton Manning pass incomplete short right intended for Julius Thomas,0.540,-0.160
2,14:03,3,7,DEN 29,7,3,Peyton Manning sacked by Larry English for -6 yards,-0.160,-1.830
2,13:24,4,13,DEN 23,7,3,"Britton Colquitt punts 48 yards, fair catch by Keenan Allen",-1.830,-0.870
2,13:15,1,10,SDG 29,7,3,Philip Rivers right end for 3 yards (tackle by Chris Harris),0.870,0.730
2,12:29,2,7,SDG 32,7,3,Philip Rivers pass incomplete short middle intended for Ryan Mathews,0.730,0.040
2,12:24,3,7,SDG 32,7,3,Philip Rivers pass incomplete short left intended for Keenan Allen (defended by Quentin Jammer),0.040,-1.240
2,12:16,4,7,SDG 32,7,3,"Mike Scifres punts 61 yards, returned by Trindon Holliday for 6 yards (tackle by Eric Weddle)",-1.240,0.320
2,12:03,1,10,DEN 13,7,3,Peyton Manning pass incomplete short left intended for Demaryius Thomas,-0.320,-0.770
2,12:00,2,10,DEN 13,7,3,Peyton Manning pass complete short middle to Knowshon Moreno for 1 yard (tackle by Cam Thomas),-0.770,-1.300
2,11:23,3,9,DEN 14,7,3,Peyton Manning pass incomplete short right intended for Wes Welker,-1.300,-2.470
2,11:17,4,9,DEN 14,7,3,Britton Colquitt punts 45 yards,-2.470,-1.660
2,11:04,1,10,SDG 41,7,3,Ryan Mathews up the middle for 35 yards (tackle by Dominique Rodgers-Cromartie),1.660,3.970
2,10:38,1,10,DEN 24,7,3,Ryan Mathews right guard for -4 yards (tackle by Kevin Vickerson),3.970,2.890
2,9:56,2,14,DEN 28,7,3,Danny Woodhead up the middle for 6 yards (tackle by Kevin Vickerson and Wesley Woodyard),2.890,3.010
2,9:15,3,8,DEN 22,7,3,Philip Rivers pass incomplete deep right intended for Vincent Brown (defended by Kayvon Webster),3.010,1.990
2,9:09,4,8,DEN 22,7,6,Nick Novak 40 yard field goal good,1.990,3.000
2,9:09,,,SDG 35,7,6,"Nick Novak kicks off 73 yards, touchback",0.000,-0.280
2,9:05,1,10,DEN 20,7,6,Peyton Manning pass complete short left to Knowshon Moreno for 9 yards (tackle by Eric Weddle and Corey Liuget),0.280,0.950
2,8:38,2,1,DEN 29,7,6,Knowshon Moreno up the middle for 6 yards (tackle by Johnny Patrick),0.950,1.270
2,8:18,1,10,DEN 35,7,6,Peyton Manning pass complete short left to Wes Welker for 2 yards (tackle by Eric Weddle),1.270,0.990
2,7:52,2,8,DEN 37,7,6,Peyton Manning pass complete deep left to Eric Decker for 34 yards (tackle by Richard Marshall),0.990,3.640
2,7:22,1,10,SDG 29,7,6,Peyton Manning pass incomplete deep right intended for Wes Welker,3.640,3.100
2,7:17,2,10,SDG 29,7,6,Peyton Manning pass complete short right to Julius Thomas for 18 yards (tackle by Marcus Gilchrist),3.100,4.840
2,6:44,1,10,SDG 11,13,6,"Peyton Manning pass complete short right to Demaryius Thomas for 11 yards, touchdown",4.840,7.000
2,6:44,,,SDG 2,14,6,Matt Prater kicks extra point good,0.000,0.000
2,6:44,,,DEN 35,14,6,"Matt Prater kicks off 74 yards, touchback",0.000,-0.280
2,6:38,1,10,SDG 20,14,6,Philip Rivers pass complete short middle to Antonio Gates for 11 yards (tackle by Wesley Woodyard),0.280,1.000
2,6:10,1,10,SDG 31,14,6,Ryan Mathews right tackle for no gain (tackle by Von Miller),1.000,0.460
2,5:32,2,10,SDG 31,14,6,Ryan Mathews up the middle for 3 yards (tackle by Danny Trevathan and Wesley Woodyard),0.460,0.170
2,4:46,3,7,SDG 34,14,6,"Philip Rivers pass incomplete deep left intended for Vincent Brown. Penalty on Dominique Rodgers-Cromartie: Defensive Pass Interference, 15 yards (no play)",0.170,2.190
2,4:40,1,10,SDG 49,14,6,Danny Woodhead left end for 1 yard (tackle by Robert Ayers and Danny Trevathan),2.190,1.780
2,4:07,2,9,,14,6,Philip Rivers pass complete short right to Antonio Gates for 22 yards (tackle by Kayvon Webster),1.780,3.710
2,3:35,1,10,DEN 28,14,6,Philip Rivers pass complete short left to Vincent Brown for 8 yards (tackle by Dominique Rodgers-Cromartie),3.710,4.250
2,3:06,2,2,DEN 20,14,6,Danny Woodhead left tackle for 2 yards (tackle by Danny Trevathan),4.250,4.370
2,2:35,1,10,DEN 18,14,6,Philip Rivers pass complete short left to Danny Woodhead for 1 yard (tackle by Dominique Rodgers-Cromartie),4.370,3.940
2,2:00,2,9,DEN 17,14,6,Ryan Mathews left end for 3 yards (tackle by Danny Trevathan),3.940,3.940
2,1:49,2,9,DEN 17,14,6,Timeout #1 by Denver Broncos,3.940,3.630
2,1:49,3,6,DEN 14,14,6,Philip Rivers sacked by Derek Wolfe for -5 yards,3.630,3.630
2,1:43,3,6,DEN 14,14,6,Timeout #2 by Denver Broncos,3.630,2.180
2,1:43,4,11,DEN 19,14,6,Nick Novak 37 yard field goal no good,2.180,-0.740
2,1:38,1,10,DEN 27,14,6,Peyton Manning pass complete short right to Eric Decker for 12 yards,0.740,1.530
2,1:32,1,10,DEN 39,14,6,Peyton Manning pass complete short middle to Knowshon Moreno for 7 yards (tackle by Eric Weddle),1.530,1.930
2,1:14,2,3,DEN 46,14,6,Peyton Manning pass incomplete short middle intended for Wes Welker (defended by Donald Butler),1.930,1.220
2,1:10,3,3,DEN 46,14,6,Peyton Manning pass complete short right to Eric Decker for 6 yards (tackle by Richard Marshall),1.220,2.390
2,0:53,1,10,SDG 48,14,6,Peyton Manning pass complete short middle to Knowshon Moreno for 2 yards (tackle by Donald Butler),2.390,2.120
2,0:35,2,8,SDG 46,14,6,Peyton Manning pass complete short left to Knowshon Moreno for 3 yards (tackle by Johnny Patrick),2.120,1.820
2,0:29,3,5,SDG 43,14,6,Peyton Manning pass complete short left to Wes Welker for 8 yards (tackle by Johnny Patrick),1.820,3.250
2,0:24,1,10,SDG 35,14,6,Peyton Manning pass complete deep left to Demaryius Thomas for 28 yards,3.250,5.600
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,0:18,1,7,SDG 7,20,6,"Peyton Manning pass complete short right to Demaryius Thomas for 7 yards, touchdown",5.600,7.000
2,0:18,,,SDG 2,21,6,Matt Prater kicks extra point good,0.000,0.000
2,0:18,,,DEN 35,21,6,"Matt Prater kicks off 65 yards, touchback",0.000,-0.280
2,0:12,1,10,SDG 20,21,6,Philip Rivers kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,DEN,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 35,21,6,"Nick Novak kicks off 73 yards, returned by Trindon Holliday for 30 yards (tackle by Darrell Stuckey)",0.000,-0.410
3,14:55,1,10,DEN 22,21,6,Knowshon Moreno up the middle for 8 yards (tackle by Donald Butler and Tourek Williams),0.410,0.950
3,14:28,2,2,DEN 30,21,6,Knowshon Moreno up the middle for 5 yards (tackle by Thomas Keiser),0.950,1.270
3,14:00,1,10,DEN 35,21,6,Peyton Manning pass complete short right to Virgil Green for 4 yards (tackle by Thomas Keiser),1.270,1.260
3,13:36,2,6,DEN 39,21,6,Peyton Manning pass complete short left to Wes Welker for 11 yards (tackle by Donald Butler and Eric Weddle),1.260,2.260
3,13:04,1,10,,21,6,Montee Ball right end for 4 yards (tackle by Kendall Reyes and Manti Te'o),2.260,2.250
3,12:31,2,6,SDG 46,21,6,Montee Ball right end for 12 yards (tackle by Kendall Reyes and Corey Liuget),2.250,3.310
3,11:47,1,10,SDG 34,21,6,Peyton Manning pass incomplete short left intended for Demaryius Thomas,3.310,2.770
3,11:41,2,10,SDG 34,27,6,"Peyton Manning pass complete short left to Demaryius Thomas for 34 yards, touchdown",2.770,7.000
3,11:41,,,SDG 2,28,6,Matt Prater kicks extra point good,0.000,0.000
3,11:41,,,DEN 35,28,6,"Matt Prater kicks off 65 yards, touchback",0.000,-0.280
3,11:34,1,10,SDG 20,28,6,Philip Rivers pass complete short middle to Antonio Gates for 5 yards (tackle by Wesley Woodyard),0.280,0.410
3,11:06,2,5,SDG 25,28,6,Ryan Mathews right guard for 4 yards (tackle by Malik Jackson),0.410,0.230
3,10:24,3,1,SDG 29,28,6,Philip Rivers pass incomplete short right intended for Antonio Gates (defended by Rahim Moore),0.230,-1.440
3,10:18,4,1,SDG 29,28,6,"Mike Scifres punts 51 yards, fair catch by Trindon Holliday",-1.440,-0.280
3,10:09,1,10,DEN 20,28,6,Montee Ball right tackle for 2 yards (tackle by Sean Lissemore and Kwame Geathers),0.280,0.000
3,9:41,2,8,DEN 22,28,6,"Peyton Manning sacked by Tourek Williams for -11 yards. Peyton Manning fumbles (forced by Tourek Williams), recovered by Donald Butler at DEN-11 (tackle by Zane Beadles)",0.000,-4.840
3,9:30,1,10,DEN 11,28,6,Ryan Mathews up the middle for 4 yards (tackle by Danny Trevathan and Wesley Woodyard),4.840,4.890
3,8:44,2,6,DEN 7,28,12,"Philip Rivers pass complete short right to Danny Woodhead for 7 yards, touchdown",4.890,7.000
3,8:44,,,DEN 2,28,13,Nick Novak kicks extra point good,0.000,0.000
3,8:44,,,SDG 35,28,13,"Nick Novak kicks off 68 yards, returned by Trindon Holliday for 27 yards (tackle by Seyi Ajirotutu)",0.000,-0.540
3,8:32,1,10,DEN 24,28,13,Knowshon Moreno up the middle for -2 yards (tackle by Lawrence Guy),0.540,-0.270
3,8:05,2,12,DEN 22,28,13,Knowshon Moreno left tackle for 9 yards (tackle by Manti Te'o),-0.270,0.230
3,7:33,3,3,DEN 31,28,13,Peyton Manning pass complete short left to Julius Thomas for 4 yards (tackle by Derek Cox),0.230,1.270
3,7:03,1,10,DEN 35,28,13,Knowshon Moreno right end for 4 yards (tackle by Sean Lissemore),1.270,1.260
