Quarter,Time,Down,ToGo,Location,BAL,CLE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Ravens won the coin toss, Ravens to receive the opening kickoff.",,
1,15:00,,,CLE 30,0,0,"Phil Dawson kicks off 58 yards, returned by Robert Tate for 11 yards (tackle by Andra Davis)",0.000,0.480
1,14:55,1,10,BAL 23,0,0,Chris Redman pass complete to Jamal Lewis for 6 yards (tackle by Orpheus Roye),0.480,0.740
1,14:19,2,4,BAL 29,0,0,Jamal Lewis left guard for 1 yard (tackle by Anthony Henry),0.740,0.170
1,13:41,3,3,BAL 30,0,0,Chris Redman pass complete to Todd Heap for 17 yards (tackle by Brant Boyer and Robert Griffith),0.170,2.060
1,12:58,1,10,BAL 47,0,0,Chris Redman pass complete to Todd Heap for 13 yards (tackle by Anthony Henry),2.060,2.920
1,12:27,1,10,CLE 40,0,0,Jamal Lewis left tackle for 3 yards (tackle by Earl Holmes),2.920,2.780
1,11:54,2,7,CLE 37,0,0,Jamal Lewis middle for 7 yards (tackle by Devin Bush),2.780,3.580
1,11:02,1,10,CLE 30,0,0,Jamal Lewis middle for no gain (tackle by Robert Griffith),3.580,3.030
1,10:26,2,10,CLE 30,0,0,Chris Redman pass incomplete intended for John Jones (defended by Earl Holmes),3.030,2.340
1,10:20,2,10,CLE 30,,,Timeout #1 by Baltimore Ravens,3.030,2.340
1,10:20,3,10,CLE 30,0,0,"Penalty on Todd Heap: False Start, 5 yards (no play)",2.340,1.680
1,10:20,3,15,CLE 35,0,0,Chris Redman pass complete to Jamal Lewis for no gain. Penalty on Ron Johnson: Offensive Holding (Declined),1.680,0.970
1,10:03,4,15,CLE 35,0,0,"Dave Zastudil punts 20 yards, fair catch by Dennis Northcutt",0.970,0.220
1,9:56,1,10,CLE 15,0,0,Tim Couch pass incomplete intended for Kevin Johnson,-0.220,-0.710
1,9:53,2,10,CLE 15,0,0,Quincy Morgan right end for -4 yards (tackle by Ray Lewis),-0.710,-1.890
1,9:10,3,14,CLE 11,0,0,Tim Couch pass complete to Jamel White for 4 yards (tackle by Ray Lewis),-1.890,-2.440
1,8:37,4,10,CLE 15,0,0,"Chris Gardocki punts 48 yards, returned by Chris McAlister for 28 yards (tackle by Kevin Bentley)",-2.440,-3.250
1,8:21,1,10,CLE 35,0,0,Chris Redman pass incomplete intended for Todd Heap,3.250,2.700
1,8:15,2,10,CLE 35,0,0,Chris Redman pass incomplete intended for Travis Taylor,2.700,2.010
1,8:10,3,10,CLE 35,0,0,Chris Redman pass incomplete intended for Travis Taylor,2.010,0.970
1,8:03,4,10,CLE 35,0,0,"Dave Zastudil punts 35 yards, touchback",0.970,-0.280
1,7:57,1,10,CLE 20,0,0,William Green middle for 1 yard (tackle by Ed Hartwell),0.280,-0.130
1,7:22,2,9,CLE 21,0,0,Dennis Northcutt right end for 7 yards (tackle by Cornell Brown),-0.130,0.100
1,6:41,3,2,CLE 28,0,0,"Tim Couch pass incomplete. Penalty on Tim Couch: Intentional Grounding, 11 yards",0.100,-2.320
1,6:32,4,13,CLE 17,0,0,"Chris Gardocki punts 52 yards, returned by Chris McAlister for 5 yards (tackle by Lewis Sanders)",-2.320,-1.330
1,6:22,1,10,BAL 36,0,0,Jamal Lewis middle for 4 yards (tackle by Robert Griffith),1.330,1.330
1,5:50,2,6,BAL 40,0,0,Jamal Lewis middle for no gain (tackle by Courtney Brown and Gerard Warren),1.330,0.630
1,5:10,3,6,BAL 40,0,0,Chris Redman pass incomplete intended for Travis Taylor (defended by Kenard Lang),0.630,-0.720
1,5:05,4,6,BAL 40,0,0,"Dave Zastudil punts 47 yards, returned by Dennis Northcutt for 12 yards (tackle by Cornell Brown)",-0.720,-0.610
1,4:54,1,10,CLE 25,0,0,William Green left end for -2 yards (tackle by Adalius Thomas),0.610,-0.210
1,4:12,2,12,CLE 23,0,0,Tim Couch pass complete to Kevin Johnson for 7 yards (tackle by Gary Baxter),-0.210,0.040
1,3:32,3,5,CLE 30,0,0,Tim Couch pass complete to Andra Davis for 8 yards (tackle by Gary Baxter),0.040,1.470
1,2:50,1,10,CLE 38,0,0,Tim Couch sacked by Cornell Brown and Marques Douglas for -8 yards,1.470,-0.160
1,2:18,2,18,CLE 30,0,0,Tim Couch pass complete to Dennis Northcutt for 14 yards (tackle by Chris McAlister),-0.160,1.020
1,1:30,3,4,CLE 44,0,0,Tim Couch pass complete to Quincy Morgan for 21 yards (tackle by Ed Reed),1.020,3.250
1,0:42,1,10,BAL 35,0,0,Jamel White middle for 3 yards (tackle by James Trapp),3.250,3.110
1,0:03,2,7,BAL 32,0,0,Tim Couch pass incomplete intended for Kevin Johnson (defended by Ed Reed),3.110,2.410
Quarter,Time,Down,ToGo,Location,BAL,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,7,BAL 32,0,0,Tim Couch pass incomplete intended for Andra Davis (defended by Gary Baxter),2.410,1.240
2,15:00,4,7,BAL 32,0,0,Phil Dawson punts 16 yards,1.240,0.140
2,14:41,1,10,BAL 16,0,0,Chris Redman pass complete to Todd Heap for 16 yards,-0.140,1.070
