Quarter,Time,Down,ToGo,Location,DEN,JAX,Detail,EPB,EPA
1,9:45,2,7,JAX 12,0,0,Fred Taylor left tackle for 5 yards (tackle by Courtney Brown),-0.560,-0.480
1,9:02,3,2,JAX 17,0,0,"Penalty on Chris Naeole: False Start, 5 yards (no play)",-0.480,-1.070
1,8:39,3,7,JAX 12,0,0,Byron Leftwich pass incomplete intended for Ernest Wilford,-1.070,-2.490
1,8:35,4,7,JAX 12,0,0,Chris Hanson punts 35 yards,-2.490,-2.460
1,8:27,1,10,JAX 47,0,0,Jake Plummer pass complete to Ashley Lelie for 13 yards,2.460,3.310
1,8:10,1,10,JAX 34,0,0,Mike Anderson left tackle for 4 yards (tackle by Daryl Smith),3.310,3.310
1,7:32,2,6,JAX 30,0,0,Jake Plummer pass complete to Stephen Alexander for 4 yards (tackle by Akin Ayodele),3.310,3.140
1,6:47,3,2,JAX 26,0,0,Mike Anderson left tackle for 2 yards (tackle by Akin Ayodele),3.140,3.970
1,6:06,1,10,JAX 24,0,0,Mike Anderson right tackle for 1 yard (tackle by John Henderson),3.970,3.570
1,5:32,,,,0,0,Timeout #1 by Denver Broncos,0.000,3.570
1,5:32,2,9,JAX 23,0,0,Jake Plummer pass incomplete intended for Tatum Bell (defended by Reggie Hayward),3.570,2.870
1,5:26,3,9,JAX 23,0,0,Jake Plummer pass incomplete intended for Tatum Bell (defended by Rashean Mathis),2.870,1.930
1,5:21,4,9,JAX 23,0,0,Jason Elam 41 yard field goal no good,1.930,-1.000
1,5:16,1,10,JAX 31,0,0,"Byron Leftwich sacked by Al Wilson for -7 yards. Byron Leftwich fumbles (forced by Al Wilson), recovered by Ebenezer Ekuban at JAX-29 (tackle by Kyle Brady)",1.000,-3.640
1,5:08,1,10,JAX 29,0,0,Jake Plummer pass complete to Rod Smith for 1 yard (tackle by Daryl Smith),3.640,3.240
1,4:33,2,9,JAX 28,0,0,Mike Anderson right tackle for 4 yards (tackle by Rashean Mathis),3.240,3.070
1,3:52,3,5,JAX 24,0,0,Jake Plummer sacked by Reggie Hayward for -4 yards,3.070,1.590
1,3:31,4,9,JAX 28,0,0,"Jason Elam 46 yard field goal no good, blocked by Rashean Mathis",1.590,-1.330
1,3:26,1,10,JAX 36,0,0,Fred Taylor left end for 3 yards (tackle by Michael Myers),1.330,1.200
1,2:48,2,7,JAX 39,0,0,Matt Jones right end for -7 yards (tackle by Demetrin Veal),1.200,-0.430
1,2:01,3,14,JAX 32,0,0,"Penalty on Brad Meester: False Start, 5 yards (no play)",-0.430,-1.090
1,1:50,3,19,JAX 27,0,0,Byron Leftwich pass complete to Alvin Pearman for 18 yards (tackle by Ian Gold),-1.090,-0.390
1,1:14,4,1,JAX 45,0,0,"Chris Hanson punts 48 yards, returned by Charlie Adams for 13 yards (tackle by Daryl Smith)",-0.390,-0.280
1,1:03,1,10,DEN 20,0,0,Jake Plummer sacked by Paul Spicer and Reggie Hayward for -8 yards,0.280,-1.360
1,0:29,2,18,DEN 12,0,0,Tatum Bell right guard for 12 yards (tackle by Deke Cooper),-1.360,-0.430
1,0:11,,,,0,0,Timeout #2 by Denver Broncos,0.000,-0.430
1,0:11,3,6,DEN 24,0,0,Jake Plummer pass complete to Rod Smith for 6 yards (tackle by Deke Cooper),-0.430,0.940
Quarter,Time,Down,ToGo,Location,DEN,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,DEN 30,0,0,Tatum Bell left end for 2 yards (tackle by Deke Cooper),0.940,0.660
2,14:24,2,8,DEN 32,0,0,Jake Plummer pass complete to Jeb Putzier for 10 yards (tackle by Kenny Wright),0.660,1.730
2,14:00,1,10,DEN 42,0,0,Tatum Bell left tackle for 6 yards (tackle by Akin Ayodele),1.730,2.000
2,13:25,2,4,DEN 48,0,0,Jake Plummer pass complete to Stephen Alexander for 13 yards (tackle by Kenny Wright),2.000,2.980
2,12:45,1,10,JAX 39,0,0,Tatum Bell right tackle for 2 yards (tackle by Mike Peterson),2.980,2.710
2,12:02,2,8,JAX 37,0,0,Jake Plummer pass complete to Rod Smith for 12 yards (tackle by Mike Peterson),2.710,3.910
2,11:24,1,10,JAX 25,0,0,Mike Anderson for 2 yards (tackle by John Henderson),3.910,3.630
2,10:48,2,8,JAX 23,0,0,Jake Plummer pass complete to Kyle Johnson for -2 yards (tackle by Marcus Stroud),3.630,2.680
2,10:08,,,,0,0,Timeout #1 by Jacksonville Jaguars,0.000,2.680
2,10:08,3,10,JAX 25,0,0,Jake Plummer pass complete to Charlie Adams for 9 yards (tackle by Terry Cousin),2.680,2.530
2,9:40,4,1,JAX 16,0,0,Mike Anderson right tackle for 1 yard (tackle by Mike Peterson),2.530,4.580
2,8:59,1,10,JAX 15,0,0,Mike Anderson right tackle for 3 yards (tackle by Akin Ayodele and Deke Cooper),4.580,4.450
2,8:19,2,7,JAX 12,0,0,Jake Plummer pass complete to Stephen Alexander for 10 yards (tackle by Mike Peterson),4.450,6.740
2,7:35,1,2,JAX 2,0,0,Mike Anderson left tackle for no gain (tackle by Paul Spicer and Rob Meier),6.740,5.720
2,6:53,2,2,JAX 2,6,0,"Jake Plummer pass complete to Dwayne Carswell for 2 yards, touchdown. Penalty on Akin Ayodele: Illegal Use of Hands (Declined)",5.720,7.000
2,,,,JAX 2,7,0,Jason Elam kicks extra point good,0.000,0.000
2,,,,DEN 30,7,0,"Todd Sauerbrun kicks off 64 yards, returned by Alvin Pearman for 28 yards (tackle by Marques Anderson)",0.000,1.200
2,6:42,1,10,JAX 34,7,0,Byron Leftwich pass complete to Reggie Williams for 11 yards (tackle by John Lynch),1.200,1.930
2,6:07,1,10,JAX 45,7,0,"Alvin Pearman left end for -2 yards (tackle by Al Wilson). Penalty on Reggie Williams: Offensive Holding, 10 yards (no play)",1.930,1.270
2,5:38,1,20,JAX 35,7,0,Byron Leftwich pass incomplete intended for Jimmy Smith,1.270,0.030
2,5:33,2,20,JAX 35,7,0,Fred Taylor up the middle for 1 yard (tackle by Courtney Brown),0.030,-0.490
2,4:57,3,19,JAX 36,7,0,Byron Leftwich pass incomplete intended for Reggie Williams,-0.490,-0.980
2,4:50,4,19,JAX 36,7,0,"Chris Hanson punts 46 yards, returned by Charlie Adams for 18 yards (tackle by Brian Jones)",-0.980,-1.330
2,4:38,1,10,DEN 36,7,0,Jake Plummer pass complete to Rod Smith for 14 yards (tackle by Kenny Wright),1.330,2.260
2,4:10,1,10,JAX 50,7,0,Jake Plummer pass complete to Mike Anderson for 14 yards (tackle by Deke Cooper),2.260,3.180
2,3:30,1,10,JAX 36,7,0,Mike Anderson up the middle for 16 yards (tackle by Deon Grant),3.180,4.240
2,2:49,1,10,JAX 20,7,0,Jake Plummer pass incomplete intended for Jeb Putzier,4.240,3.690
2,2:43,2,10,JAX 20,7,0,Jake Plummer up the middle for 1 yard (tackle by Marcus Stroud),3.690,3.100
2,2:00,3,9,JAX 19,7,0,Tatum Bell right tackle for 10 yards (tackle by Terry Cousin),3.100,5.140
2,1:28,1,9,JAX 9,7,0,Mike Anderson up the middle for 3 yards (tackle by Marcus Stroud),5.140,4.950
2,0:53,2,6,JAX 6,7,0,"Jake Plummer pass incomplete intended for Ashley Lelie (defended by Kenny Wright). Penalty on Kenny Wright: Defensive Pass Interfere, 5 yards (no play)",4.950,6.970
2,0:48,1,1,JAX 1,13,0,"Jake Plummer pass complete to Dwayne Carswell for 1 yard, touchdown",6.970,7.000
2,,,,JAX 2,14,0,Jason Elam kicks extra point good,0.000,0.000
2,,,,DEN 30,14,0,"Todd Sauerbrun kicks off 65 yards, returned by Alvin Pearman for 25 yards (tackle by Keith Burns)",0.000,0.940
2,0:38,1,10,JAX 30,14,0,Byron Leftwich pass complete to Jimmy Smith for 14 yards,0.940,1.860
2,0:33,1,10,JAX 44,14,0,Byron Leftwich pass incomplete intended for Matt Jones,1.860,1.320
2,0:29,2,10,JAX 44,14,0,Byron Leftwich sacked by Gerard Warren for -9 yards,1.320,-0.560
2,0:22,,,,14,0,Timeout #2 by Jacksonville Jaguars,0.000,-0.560
2,0:22,3,19,JAX 35,14,0,Byron Leftwich pass complete to Alvin Pearman for 11 yards (tackle by Nick Ferguson),-0.560,-0.320
2,0:14,4,8,JAX 46,14,0,Chris Hanson punts 35 yards,-0.320,-0.150
2,0:05,1,10,DEN 19,14,0,Jake Plummer kneels for -2 yards,0.150,-0.720
Quarter,Time,Down,ToGo,Location,DEN,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 30,14,0,"Josh Scobee kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,DEN 20,14,0,Mike Anderson left tackle for 6 yards (tackle by Akin Ayodele),0.280,0.540
3,14:25,2,4,DEN 26,14,0,Mike Anderson up the middle for 3 yards (tackle by Rob Meier),0.540,0.230
3,13:47,3,1,DEN 29,14,0,Tatum Bell up the middle for 2 yards (tackle by Akin Ayodele),0.230,1.000
3,13:08,1,10,DEN 31,14,0,"Jake Plummer pass incomplete intended for Jeb Putzier. Penalty on Matt Lepsis: Ineligible Downfield Pas, 5 yards (no play)",1.000,0.670
3,13:03,1,15,DEN 26,14,0,Tatum Bell right tackle for 4 yards (tackle by Deke Cooper),0.670,0.320
3,12:28,2,11,DEN 30,14,0,Jake Plummer sacked by Rob Meier for -6 yards,0.320,-1.150
3,11:56,3,17,DEN 24,14,0,Tatum Bell up the middle for 7 yards (tackle by Daryl Smith),-1.150,-1.310
3,11:15,4,10,DEN 31,14,0,"Todd Sauerbrun punts 41 yards, returned by Alvin Pearman for 1 yard (tackle by Curome Cox). Penalty on Todd Devoe: Player Out of Bounds on , 5 yards",-1.310,-1.200
3,11:05,1,10,JAX 34,14,0,Fred Taylor up the middle for 2 yards (tackle by Ian Gold),1.200,0.930
3,10:26,2,8,JAX 36,14,0,Byron Leftwich pass complete to Reggie Williams for 8 yards (tackle by Ian Gold),0.930,1.860
3,9:45,1,10,JAX 44,14,0,Byron Leftwich pass complete to Jimmy Smith for 11 yards (tackle by Domonique Foxworth),1.860,2.590
3,9:07,1,10,DEN 45,14,0,Byron Leftwich pass incomplete intended for Jimmy Smith,2.590,2.040
3,9:02,2,10,DEN 45,14,6,"Byron Leftwich pass complete to Jimmy Smith for 45 yards, touchdown",2.040,7.000
3,,,,DEN 2,14,7,Josh Scobee kicks extra point good,0.000,0.000
3,,,,JAX 30,14,7,"Josh Scobee kicks off 69 yards, returned by Charlie Adams for 22 yards (tackle by Pat Thomas)",0.000,0.480
3,8:47,1,10,DEN 23,14,7,Mike Anderson right tackle for 7 yards (tackle by Mike Peterson and Deon Grant),0.480,0.880
3,8:11,2,3,DEN 30,14,7,Mike Anderson left tackle for 2 yards (tackle by Daryl Smith),0.880,0.430
3,7:48,3,1,DEN 32,14,7,Jake Plummer pass complete to Jeb Putzier for 5 yards (tackle by Deon Grant),0.430,1.400
3,7:10,1,10,DEN 37,14,7,Tatum Bell left end for 2 yards (tackle by Daryl Smith and Kenny Wright),1.400,1.130
3,6:30,2,8,DEN 39,14,7,Jake Plummer pass complete to Tatum Bell for 6 yards (tackle by Akin Ayodele),1.130,1.220
3,5:46,3,2,DEN 45,14,7,Jake Plummer pass incomplete intended for Rod Smith (defended by Terry Cousin),1.220,-0.390
3,5:41,4,2,DEN 45,14,7,"Todd Sauerbrun punts 44 yards, fair catch by Alvin Pearman",-0.390,0.370
3,5:32,1,10,JAX 11,14,7,Fred Taylor up the middle for 1 yard (tackle by Domonique Foxworth),-0.370,-0.710
3,4:48,2,9,JAX 12,14,7,"Penalty on Reggie Williams: False Start, 5 yards (no play)",-0.710,-1.070
3,4:32,2,14,JAX 7,14,7,"Byron Leftwich pass complete to Fred Taylor for 13 yards (tackle by Al Wilson). Penalty on Ephraim Salaam: Unnecessary Roughness, 10 yards",-1.070,-1.540
3,4:03,3,11,JAX 10,14,7,Byron Leftwich pass complete to Jimmy Smith for 20 yards (tackle by Lenny Walls). Penalty on Domonique Foxworth: Defensive Holding (Declined),-1.540,0.940
3,3:43,1,10,JAX 30,14,7,Byron Leftwich pass complete to George Wrighster for 6 yards (tackle by Domonique Foxworth),0.940,1.200
3,3:03,2,4,JAX 36,14,7,"Byron Leftwich pass complete to Reggie Williams for 3 yards (tackle by Lenny Walls). Reggie Williams fumbles (forced by Lenny Walls), ball out of bounds at JAX-39",1.200,0.890
3,2:34,,,,14,7,Timeout #1 by Jacksonville Jaguars,0.000,0.890
3,2:31,3,1,JAX 39,14,7,Greg Jones up the middle for 2 yards (tackle by John Lynch),0.890,1.660
3,1:53,1,10,JAX 41,14,7,Byron Leftwich pass complete to Greg Jones for 4 yards (tackle by Domonique Foxworth),1.660,1.660
3,1:15,2,6,JAX 45,14,7,Fred Taylor up the middle for 3 yards (tackle by D.J. Williams),1.660,1.360
3,0:34,3,3,JAX 48,14,7,Byron Leftwich pass incomplete intended for Reggie Williams (defended by Al Wilson),1.360,-0.190
3,0:27,4,3,JAX 48,14,7,"Chris Hanson punts 36 yards, fair catch by Charlie Adams",-0.190,0.140
3,0:22,1,10,DEN 16,14,7,Jake Plummer pass incomplete intended for Jeb Putzier,-0.140,-0.660
3,0:19,2,10,DEN 16,14,7,Mike Anderson right tackle for 5 yards (tackle by Mike Peterson),-0.660,-0.700
Quarter,Time,Down,ToGo,Location,DEN,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,5,DEN 21,14,7,Jake Plummer pass incomplete intended for Ashley Lelie,-0.700,-1.960
4,14:54,4,5,DEN 21,14,7,"Todd Sauerbrun punts 56 yards, returned by Alvin Pearman for 12 yards (tackle by Sam Brandon)",-1.960,-1.270
4,14:44,1,10,JAX 35,14,7,"Penalty on Jimmy Smith: False Start, 5 yards (no play)",1.270,0.940
4,14:44,1,15,JAX 30,14,7,"Penalty on Byron Leftwich: Delay of Game, 5 yards (no play)",0.940,0.610
4,14:44,1,20,JAX 25,14,7,"Byron Leftwich pass complete to Jimmy Smith for 11 yards (tackle by Lenny Walls). Penalty on Lenny Walls: Defensive Holding, 5 yards (no play)",0.610,0.940
4,14:19,1,10,JAX 30,14,7,"Penalty on Matt Jones: False Start, 5 yards (no play)",0.940,0.610
4,13:49,1,15,JAX 25,14,7,Byron Leftwich pass incomplete intended for Reggie Williams (defended by Marco Coleman),0.610,-0.280
4,13:49,2,15,JAX 25,14,7,"Byron Leftwich pass complete to Fred Taylor for 10 yards (tackle by Sam Brandon). Penalty on Lenny Walls: Illegal Contact, 5 yards (no play)",-0.280,0.940
4,13:20,1,10,JAX 30,14,7,Fred Taylor right tackle for -1 yards (tackle by Ian Gold),0.940,0.260
4,12:38,2,11,JAX 29,14,7,"Byron Leftwich pass incomplete intended for Jimmy Smith. Penalty on Jimmy Smith: Offensive Pass Interfere, 10 yards (no play)",0.260,-1.150
4,12:31,2,21,JAX 19,14,7,Byron Leftwich pass incomplete intended for Ernest Wilford is intercepted by Domonique Foxworth at DEN-27 and returned for 23 yards,-1.150,-2.260
4,12:17,1,10,JAX 50,14,7,Jake Plummer pass incomplete intended for Ashley Lelie,2.260,1.710
4,12:10,2,10,JAX 50,14,7,Tatum Bell right end for 1 yard (tackle by Daryl Smith),1.710,1.160
4,11:26,3,9,JAX 49,14,7,"Jake Plummer pass incomplete intended for Rod Smith. Penalty on Mike Peterson: Roughing the Passer, 15 yards (no play)",1.160,3.310
4,11:20,1,10,JAX 34,14,7,Charlie Adams left end for 13 yards (tackle by Deon Grant),3.310,4.170
4,10:52,1,10,JAX 21,14,7,Tatum Bell left tackle for 2 yards (tackle by Marcellus Wiley),4.170,3.900
4,10:11,2,8,JAX 19,14,7,Tatum Bell up the middle for no gain (tackle by Rob Meier),3.900,3.180
4,9:29,3,8,JAX 19,14,7,Tatum Bell left tackle for 5 yards (tackle by Marcellus Wiley),3.180,2.610
4,8:52,4,3,JAX 14,17,7,Jason Elam 33 yard field goal good,2.610,3.000
4,,,,DEN 30,17,7,"Todd Sauerbrun kicks off 75 yards, touchback",0.000,0.280
4,8:48,1,10,JAX 20,17,7,Byron Leftwich pass complete to Matt Jones for 5 yards (tackle by Domonique Foxworth),0.280,0.410
4,8:15,2,5,JAX 25,17,7,Byron Leftwich pass incomplete intended for Reggie Williams,0.410,-0.300
4,8:09,3,5,JAX 25,17,7,Byron Leftwich pass complete to Ernest Wilford for 12 yards (tackle by Sam Brandon),-0.300,1.400
4,7:28,1,10,JAX 37,17,7,Byron Leftwich pass complete to Alvin Pearman for 5 yards (tackle by Domonique Foxworth),1.400,1.530
4,6:53,2,5,JAX 42,17,7,Byron Leftwich pass complete to Jimmy Smith for 19 yards,1.530,2.980
4,6:24,1,10,DEN 39,17,7,Byron Leftwich pass incomplete intended for Kyle Brady,2.980,2.440
4,6:19,2,10,DEN 39,17,7,Byron Leftwich pass incomplete intended for Matt Jones is intercepted by Nick Ferguson at DEN-7 and returned for 30 yards,2.440,-1.400
4,6:04,1,10,DEN 37,17,7,Mike Anderson left end for 6 yards (tackle by Deon Grant),1.400,1.670
4,5:21,2,4,DEN 43,17,7,Mike Anderson up the middle for 11 yards (tackle by Deke Cooper),1.670,2.520
4,4:37,1,10,JAX 46,17,7,Mike Anderson left tackle for 22 yards (tackle by Kenny Wright),2.520,3.970
4,3:49,1,10,JAX 24,17,7,Tatum Bell right tackle for 1 yard (tackle by Mike Peterson),3.970,3.570
4,3:04,,,,17,7,Timeout #1 by Denver Broncos,0.000,3.570
4,3:03,2,9,JAX 23,17,7,Jake Plummer pass complete to Cecil Sapp for 5 yards (tackle by Kenny Wright),3.570,3.570
4,2:56,,,,17,7,Timeout #2 by Jacksonville Jaguars,0.000,3.570
4,2:56,3,4,JAX 18,17,7,"Tatum Bell up the middle for 3 yards (tackle by Deke Cooper). Penalty on Stephen Alexander: Offensive Holding, 10 yards (no play)",3.570,2.210
4,2:51,3,14,JAX 28,17,7,Tatum Bell up the middle for 4 yards (tackle by John Henderson),2.210,1.870
4,2:47,,,,17,7,Timeout #3 by Jacksonville Jaguars,0.000,0.000
4,2:47,,,,17,7,Timeout #2 by Denver Broncos,0.000,1.870
4,2:47,4,10,JAX 24,20,7,"Jason Elam 42 yard field goal good. Penalty on Rashean Mathis: Defensive Offside (Declined), Penalty on Mike Peterson: Personal Foul, 15 yards",1.870,3.000
4,,,,DEN 45,20,7,"Todd Sauerbrun kicks off 55 yards, touchback",0.000,0.280
4,2:38,1,10,JAX 20,20,7,Byron Leftwich pass incomplete intended for Matt Jones,0.280,-0.270
4,2:38,2,10,JAX 20,20,7,Byron Leftwich pass complete to Matt Jones for 14 yards (tackle by Lenny Walls),-0.270,1.200
4,2:32,1,10,JAX 34,20,7,"Byron Leftwich pass complete to Matt Jones for 8 yards (tackle by Nick Ferguson). Matt Jones fumbles (forced by Nick Ferguson), recovered by Matt Jones at JAX-42",1.200,1.740
4,2:12,2,2,JAX 42,20,7,Byron Leftwich pass complete to Ernest Wilford for 5 yards (tackle by Lenny Walls),1.740,2.060
4,2:10,1,10,JAX 47,20,7,"Byron Leftwich pass complete to Alvin Pearman for 8 yards (tackle by Al Wilson). Alvin Pearman fumbles (forced by Al Wilson), recovered by Domonique Foxworth at DEN-41 (tackle by Jimmy Smith). Penalty on Maurice Williams: Offensive Holding (Declined)",2.060,-2.260
4,1:56,1,10,JAX 50,20,7,Mike Anderson right end for 1 yard (tackle by Paul Spicer),2.260,1.850
4,1:56,2,9,JAX 49,20,7,Mike Anderson up the middle for 1 yard (tackle by Mike Peterson),1.850,1.290
4,1:14,3,8,JAX 48,20,7,Mike Anderson left tackle for 4 yards (tackle by John Henderson),1.290,0.330
4,0:28,,,,20,7,Timeout #3 by Denver Broncos,0.000,0.330
4,0:26,4,4,JAX 44,20,7,"Mike Anderson right tackle for 5 yards (tackle by John Henderson). Penalty on Rob Meier: Tripping, 10 yards",0.330,3.640
4,0:18,1,10,JAX 29,20,7,Jake Plummer kneels for -2 yards,3.640,2.830
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
