Quarter,Time,Down,ToGo,Location,CHI,DET,Detail,EPB,EPA
1,,,,DET 30,0,3,"Jason Hanson kicks off 69 yards, returned by Devin Hester for 25 yards (tackle by Travis Fisher)",0.000,0.670
1,9:58,1,10,CHI 26,0,3,Cedric Benson left end for -2 yards (tackle by Dewayne White),0.670,-0.140
1,9:21,2,12,CHI 24,0,3,Cedric Benson left end for -2 yards (tackle by Corey Smith),-0.140,-1.090
1,8:43,3,14,CHI 22,0,3,"Brian Griese pass incomplete. Penalty on Brian Griese: Intentional Grounding, 10 yards",-1.090,-2.490
1,8:36,4,24,CHI 12,0,3,"Brad Maynard punts 53 yards, fair catch by Troy Walters",-2.490,-1.270
1,8:28,1,10,DET 35,0,3,Jon Kitna pass incomplete short middle intended for Tatum Bell (defended by Jamar Williams),1.270,0.720
1,8:21,2,10,DET 35,0,3,"Penalty on George Foster: False Start, 5 yards (no play)",0.720,0.050
1,8:21,2,15,DET 30,0,3,Jon Kitna sacked by Adewale Ogunleye for -8 yards,0.050,-1.680
1,7:59,3,23,DET 22,0,3,Jon Kitna up the middle for no gain (tackle by Adewale Ogunleye),-1.680,-1.900
1,7:47,4,23,DET 22,0,3,"Nick Harris punts 46 yards, returned by Devin Hester for 13 yards (tackle by Idrees Bashir)",-1.900,-1.930
1,7:32,1,10,CHI 45,0,3,Brian Griese pass complete short right to Bernard Berrian for 3 yards (tackle by Fernando Bryant),1.930,1.790
1,6:51,2,7,CHI 48,0,3,Brian Griese pass incomplete short left intended for Desmond Clark,1.790,1.090
1,6:47,3,7,CHI 48,0,3,Brian Griese pass incomplete deep middle intended for Bernard Berrian,1.090,-0.190
1,6:41,4,7,CHI 48,0,3,"Brad Maynard punts 43 yards, fair catch by Troy Walters",-0.190,0.380
1,6:32,1,10,DET 9,0,3,Kevin Jones left end for 4 yards (tackle by Brian Urlacher),-0.380,-0.480
1,5:59,2,6,DET 13,0,3,Jon Kitna pass complete short right to Mike Furrey for 5 yards (tackle by Alex Brown),-0.480,-0.370
1,5:22,3,1,DET 18,0,3,Jon Kitna pass complete short right to Roy E. Williams for 7 yards (tackle by Brian Urlacher),-0.370,0.610
1,4:45,1,10,DET 25,0,3,Kevin Jones left tackle for no gain (tackle by Brandon McGowan and Israel Idonije),0.610,0.060
1,4:02,2,10,DET 25,0,3,Jon Kitna pass complete short left to Kevin Jones for 1 yard (tackle by Hunter Hillenmeyer). Penalty on Edwin Mulitalo: Ineligible Downfield Pass (Declined),0.060,-0.490
1,3:37,3,9,DET 26,0,3,"Jon Kitna sacked by Tommie Harris for -4 yards. Penalty on Alex Brown: Defensive Offside, 5 yards (no play)",-0.490,0.170
1,3:27,3,4,DET 31,0,3,Jon Kitna pass complete deep left to Roy E. Williams for 19 yards (tackle by Brandon McGowan),0.170,2.260
1,2:47,1,10,,0,3,Tatum Bell left tackle for 5 yards (tackle by Brian Urlacher),2.260,2.390
1,2:11,2,5,CHI 45,0,3,Tatum Bell up the middle for 12 yards (tackle by Brandon McGowan),2.390,3.380
1,1:32,1,10,CHI 33,0,3,"Kevin Jones right end for no gain (tackle by Brian Urlacher). Penalty on Shaun McDonald: Offensive Holding, 10 yards (no play)",3.380,2.720
1,1:08,1,20,CHI 43,0,3,Jon Kitna pass complete short left to Mike Furrey for 8 yards,2.720,2.570
1,0:45,2,12,CHI 35,0,3,Jon Kitna pass complete deep middle to Troy Walters for 21 yards (tackle by Brian Urlacher),2.570,4.650
1,0:06,1,10,CHI 14,0,3,Tatum Bell right tackle for 5 yards (tackle by Brandon McGowan),4.650,4.900
Quarter,Time,Down,ToGo,Location,CHI,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,5,CHI 9,0,3,Tatum Bell left end for 4 yards (tackle by Antonio Garay),4.900,4.960
2,14:28,3,1,CHI 5,0,3,"Tatum Bell right tackle for no gain. Tatum Bell fumbles, recovered by Alex Brown at CHI-5 (tackle by Tatum Bell). Penalty on Adewale Ogunleye: Unsportsmanlike Conduct, 2 yards",4.960,0.380
2,14:16,1,10,CHI 3,0,3,Cedric Benson left tackle for 2 yards (tackle by Paris Lenon),-0.380,-0.630
2,13:45,2,8,CHI 5,0,3,Brian Griese pass complete short right to Cedric Benson for 2 yards (tackle by Boss Bailey),-0.630,-0.950
2,13:18,3,6,CHI 7,0,3,Brian Griese pass complete short left to Bernard Berrian for 7 yards (tackle by Paris Lenon),-0.950,-0.280
2,12:34,1,10,CHI 14,0,3,Brian Griese pass complete short right to Muhsin Muhammad for 7 yards (tackle by Gerald Alexander),-0.280,0.280
2,11:56,2,3,CHI 21,0,3,Brian Griese pass complete short right to Desmond Clark for 1 yard,0.280,-0.440
2,11:40,3,2,CHI 22,0,3,"Cedric Benson left end for 4 yards (tackle by Ernie Sims). Cedric Benson fumbles (forced by Ernie Sims), ball out of bounds at CHI-26",-0.440,0.670
2,11:20,1,10,CHI 26,0,3,Brian Griese pass incomplete short left intended for Desmond Clark,0.670,0.130
2,11:14,2,10,CHI 26,0,3,"Penalty on Brian Griese: Delay of Game, 5 yards (no play)",0.130,-0.550
2,11:13,2,15,CHI 21,0,3,Brian Griese pass incomplete deep middle intended for Mark Bradley,-0.550,-1.220
2,11:09,3,15,CHI 21,0,3,Brian Griese sacked by Shaun Rogers for -9 yards,-1.220,-2.490
2,10:44,4,24,CHI 12,0,3,"Brad Maynard punts 43 yards (tackle by Corey Graham). Penalty on Corey Graham: Unnecessary Roughness, 15 yards",-2.490,-3.910
2,10:31,1,10,CHI 25,0,3,Jon Kitna pass complete short right to Mike Furrey for 12 yards (tackle by Trumaine McBride),3.910,4.710
2,9:56,1,10,CHI 13,0,3,Kevin Jones right tackle for 1 yard (tackle by Darwin Walker),4.710,4.220
2,9:17,2,9,CHI 12,0,3,Jon Kitna pass incomplete short right intended for Shaun McDonald,4.220,3.280
2,9:12,3,9,CHI 12,0,3,Jon Kitna sacked by Adewale Ogunleye for -9 yards,3.280,2.060
2,8:41,4,18,CHI 21,0,3,"Jason Hanson 39 yard field goal no good, blocked by Danieal Manning",2.060,-0.870
2,8:36,1,10,CHI 29,0,3,Garrett Wolfe up the middle for 2 yards (tackle by Shaun Rogers),0.870,0.600
2,8:07,2,8,CHI 31,0,3,Brian Griese pass complete deep right to Bernard Berrian for 26 yards (tackle by Fernando Bryant),0.600,2.720
2,7:26,1,10,DET 43,0,3,Brian Griese pass complete short right to Bernard Berrian for 13 yards (tackle by Fernando Bryant),2.720,3.580
2,6:55,1,10,DET 30,0,3,Brian Griese pass incomplete short middle intended for Jason McKie,3.580,3.030
2,6:50,2,10,DET 30,0,3,Brian Griese pass complete short left to Devin Hester for 3 yards (tackle by Ernie Sims),3.030,2.740
2,6:12,3,7,DET 27,0,3,Brian Griese pass complete short middle to Desmond Clark for 11 yards (tackle by Travis Fisher),2.740,4.510
2,5:39,1,10,DET 16,0,3,Garrett Wolfe right tackle for 2 yards (tackle by Boss Bailey),4.510,4.210
2,5:03,2,8,DET 14,0,3,Garrett Wolfe right end for -1 yards (tackle by Corey Smith),4.210,3.220
2,4:23,3,9,DET 15,6,3,"Brian Griese pass complete short middle to Muhsin Muhammad for 15 yards, touchdown",3.220,7.000
2,,,,DET 2,7,3,Robbie Gould kicks extra point good,0.000,0.000
2,,,,CHI 30,7,3,"Robbie Gould kicks off 72 yards, returned by Brian Calhoun for 18 yards (tackle by Brendon Ayanbadejo)",0.000,-0.140
2,4:11,1,10,DET 16,7,3,Jon Kitna pass complete short right to Kevin Jones for 5 yards (tackle by Hunter Hillenmeyer),-0.140,0.150
2,3:35,2,5,DET 21,7,3,"Kevin Jones up the middle for no gain. Kevin Jones fumbles, recovered by Kevin Jones at DET-19",0.150,-0.700
2,2:56,3,5,DET 21,7,3,Jon Kitna pass complete short middle to Roy E. Williams for 4 yards (tackle by Brian Urlacher),-0.700,-1.700
2,2:13,4,1,DET 25,7,3,"Nick Harris punts 39 yards, returned by Devin Hester for 3 yards (tackle by Paris Lenon)",-1.700,-1.530
2,2:03,1,10,CHI 39,7,3,Brian Griese pass complete short right to Rashied Davis for 6 yards (tackle by Travis Fisher),1.530,1.800
2,1:57,2,4,CHI 45,7,3,Brian Griese pass complete short left to Bernard Berrian for 10 yards (tackle by Stanley Wilson),1.800,2.590
2,1:35,1,10,DET 45,7,3,Brian Griese pass complete short middle to Adrian Peterson for 9 yards (tackle by Paris Lenon),2.590,3.260
2,1:28,2,1,DET 36,7,3,Brian Griese pass incomplete short right intended for Muhsin Muhammad (defended by Fernando Bryant),3.260,2.540
2,1:23,3,1,DET 36,7,3,Brian Griese up the middle for 2 yards (tackle by Ernie Sims),2.540,3.310
2,1:04,1,10,DET 34,7,3,Brian Griese pass complete short right to Muhsin Muhammad for 13 yards (tackle by Ernie Sims),3.310,4.170
2,0:42,1,10,DET 21,7,3,Brian Griese pass complete short right to Desmond Clark for 1 yard,4.170,3.760
2,0:40,2,9,DET 20,7,3,"Brian Griese pass complete short left to Rashied Davis for 7 yards (tackle by Stanley Wilson). Penalty on Travis Fisher: Unnecessary Roughness, 7 yards",3.760,5.830
2,0:34,1,6,DET 6,7,3,Brian Griese pass incomplete short middle intended for Bernard Berrian is intercepted by Fernando Bryant at DET-1,5.830,0.380
,,,,,,,"Replay Assistant challenged the touchback ruling, and the play was upheld.",,
2,0:29,1,10,DET 1,7,3,"Tatum Bell right tackle for 2 yards (tackle by Ricky Manning). Penalty on Alex Brown: Defensive Offside, 5 yards (no play)",-0.380,-0.190
2,0:24,1,5,DET 6,7,3,Jon Kitna kneels for -1 yards,-0.190,-0.490
Quarter,Time,Down,ToGo,Location,CHI,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 30,7,3,"Jason Hanson kicks off 72 yards, returned by Devin Hester for 22 yards (tackle by Casey Fitzsimmons)",0.000,0.280
3,14:55,1,10,CHI 20,7,3,Cedric Benson up the middle for 5 yards (tackle by Paris Lenon and Boss Bailey),0.280,0.410
3,14:27,2,5,CHI 25,7,3,Cedric Benson right tackle for 16 yards (tackle by Kenoy Kennedy),0.410,1.660
3,13:53,1,10,CHI 41,7,3,Cedric Benson right tackle for 1 yard (tackle by Shaun Rogers),1.660,1.260
3,13:14,2,9,CHI 42,7,3,Brian Griese pass incomplete short middle intended for John Gilmore (defended by Shaun Rogers),1.260,0.560
3,13:09,3,9,CHI 42,7,3,Brian Griese pass incomplete short middle intended for John Gilmore,0.560,-0.590
3,13:02,4,9,CHI 42,7,3,"Brad Maynard punts 45 yards, returned by Troy Walters for 2 yards (tackle by Corey Graham)",-0.590,0.220
3,12:55,1,10,DET 15,7,3,"Jon Kitna sacked by Mark Anderson for -9 yards. Jon Kitna fumbles (forced by Mark Anderson), recovered by Brandon McGowan at DET-12 (tackle by Tatum Bell)",-0.220,-4.780
3,12:45,1,10,DET 12,7,3,Cedric Benson left tackle for 2 yards (tackle by Jared DeVries),4.780,4.450
3,12:11,2,8,DET 10,7,3,Brian Griese pass incomplete short right intended for Muhsin Muhammad,4.450,3.480
3,12:09,3,8,DET 10,7,3,Brian Griese pass incomplete short middle intended for Bernard Berrian is intercepted by Ernie Sims at DET-4 and returned for 5 yards (tackle by Bernard Berrian),3.480,0.380
3,12:01,1,10,DET 9,7,3,Kevin Jones up the middle for 22 yards (tackle by Ricky Manning),-0.380,1.000
3,11:28,1,10,DET 31,7,3,Kevin Jones left tackle for -2 yards (tackle by Adewale Ogunleye),1.000,0.190
3,10:46,2,12,DET 29,7,3,Kevin Jones left tackle for no gain (tackle by Adewale Ogunleye),0.190,-0.490
3,10:09,3,12,DET 29,7,3,Jon Kitna pass complete short left to Roy E. Williams for 11 yards (tackle by Ricky Manning),-0.490,-0.720
,,,,,,,"DET challenged the first down ruling, and the play was upheld.",,
3,9:28,4,1,DET 40,7,3,"Nick Harris punts 40 yards, returned by Devin Hester for 19 yards (tackle by Don Muhlbach)",-0.720,-1.530
3,9:17,1,10,CHI 39,7,3,Cedric Benson right tackle for 8 yards (tackle by Kenoy Kennedy and Shaun Rogers),1.530,2.070
3,8:46,2,2,CHI 47,7,3,Cedric Benson right tackle for 5 yards (tackle by Shaun Rogers),2.070,2.390
3,8:12,1,10,DET 48,7,3,Brian Griese pass incomplete short right intended for Cedric Benson,2.390,1.850
3,8:05,2,10,DET 48,7,3,Adrian Peterson up the middle for 7 yards (tackle by Travis Fisher),1.850,2.080
3,7:28,3,3,DET 41,7,3,Brian Griese pass complete short middle to Bernard Berrian for 14 yards (tackle by Fernando Bryant). Penalty on Paris Lenon: Defensive Offside (Declined),2.080,3.780
3,7:16,1,10,DET 27,7,3,Cedric Benson left tackle for 2 yards (tackle by Langston Moore),3.780,3.500
3,6:35,2,8,DET 25,7,3,"Penalty on Jason McKie: False Start, 5 yards (no play)",3.500,2.830
3,6:22,2,13,DET 30,7,3,Brian Griese right end for 6 yards (tackle by Shaun Cody),2.830,2.940
3,5:41,3,7,DET 24,7,3,Brian Griese sacked by Langston Moore for -7 yards,2.940,1.320
3,5:13,4,14,DET 31,10,3,Robbie Gould 49 yard field goal good,1.320,3.000
3,,,,CHI 30,10,3,"Robbie Gould kicks off 71 yards, returned by Brandon Middleton for 21 yards (tackle by Brendon Ayanbadejo)",0.000,0.280
3,5:01,1,10,DET 20,10,3,Jon Kitna pass incomplete deep left intended for Mike Furrey (defended by Brian Urlacher),0.280,-0.270
3,4:55,2,10,DET 20,10,3,Jon Kitna pass complete short middle to Shaun McDonald for 6 yards (tackle by Jamar Williams),-0.270,-0.160
3,4:20,3,4,DET 26,10,3,Jon Kitna sacked by Mark Anderson for -3 yards,-0.160,-1.830
3,3:53,4,7,DET 23,10,3,"Nick Harris punts 48 yards, returned by Devin Hester for 31 yards (tackle by Eric Frampton). Penalty on Devin Hester: Delay of Game, 5 yards",-1.830,-2.590
3,3:39,1,10,DET 45,10,3,Brian Griese pass complete short middle to Cedric Benson for 7 yards (tackle by Paris Lenon),2.590,2.990
3,3:03,2,3,DET 38,10,3,Brian Griese pass complete short right to Muhsin Muhammad for 7 yards (tackle by Fernando Bryant),2.990,3.510
3,2:45,1,10,DET 31,10,3,Cedric Benson right tackle for 5 yards (tackle by Ikaika Alama-Francis),3.510,3.640
3,2:07,2,5,DET 26,10,3,Cedric Benson up the middle for 2 yards (tackle by Kenoy Kennedy),3.640,3.200
3,1:34,3,3,DET 24,10,3,Adrian Peterson right end for 1 yard (tackle by Fernando Bryant),3.200,2.050
3,0:54,4,2,DET 23,13,3,Robbie Gould 41 yard field goal good,2.050,3.000
3,,,,CHI 30,13,3,"Robbie Gould kicks off 70 yards, returned by Brandon Middleton for 30 yards (tackle by Brendon Ayanbadejo)",0.000,0.940
3,0:41,1,10,DET 30,13,3,"Jon Kitna pass complete deep right to Sean McHugh for 23 yards (tackle by Brandon McGowan). Penalty on Anthony Adams: Roughing the Passer, 15 yards",0.940,3.450
3,0:18,1,10,CHI 32,13,3,Jon Kitna pass complete deep right to Shaun McDonald for 21 yards (tackle by Danieal Manning),3.450,4.840
3,0:09,1,10,CHI 11,13,3,Jon Kitna pass complete short middle to Tatum Bell for 7 yards (tackle by Brian Urlacher),4.840,5.470
Quarter,Time,Down,ToGo,Location,CHI,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,3,CHI 4,13,9,"Jon Kitna pass complete short right to Shaun McDonald for 4 yards, touchdown",5.470,7.000
4,,,,CHI 2,13,10,Jason Hanson kicks extra point good,0.000,0.000
4,,,,DET 30,13,10,"Jason Hanson kicks off 64 yards, returned by Devin Hester for 22 yards (tackle by Jared DeVries)",0.000,0.810
4,14:48,1,10,CHI 28,13,10,"Brian Griese pass complete short right to Cedric Benson for 6 yards (tackle by Ernie Sims). Penalty on Fernando Bryant: Unnecessary Roughness, 15 yards",0.810,2.190
4,14:29,1,10,CHI 49,13,10,Brian Griese pass complete short right to Cedric Benson for 6 yards (tackle by Ernie Sims),2.190,2.460
4,14:08,2,4,DET 45,13,10,Cedric Benson right end for 1 yard (tackle by Dewayne White),2.460,1.880
4,13:27,3,3,DET 44,13,16,"Brian Griese pass incomplete short left intended for Bernard Berrian is intercepted by Keith Smith at DET-36 and returned for 64 yards, touchdown",1.880,-7.000
4,,,,CHI 2,13,17,Jason Hanson kicks extra point good,0.000,0.000
4,,,,DET 30,19,17,"Jason Hanson kicks off 67 yards, returned by Devin Hester for 97 yards, touchdown",0.000,7.000
4,,,,DET 2,20,17,Robbie Gould kicks extra point good,0.000,0.000
4,,,,CHI 30,20,17,"Robbie Gould kicks off 69 yards, returned by Brandon Middleton for 19 yards (tackle by Rod Wilson)",0.000,0.280
4,12:52,1,10,DET 20,20,17,"Jon Kitna pass complete to Mike Furrey for no gain. Penalty on Anthony Adams: Defensive Offside, 5 yards (no play)",0.280,1.010
4,12:40,1,5,DET 25,20,17,Kevin Jones right tackle for no gain (tackle by Brian Urlacher),1.010,0.410
4,12:09,2,5,DET 25,20,17,"Penalty on Jonathan Scott: False Start, 5 yards (no play)",0.410,-0.270
4,12:01,2,10,DET 20,20,17,"Penalty on Tommie Harris: Encroachment, 5 yards (no play)",-0.270,0.410
4,11:40,2,5,DET 25,20,17,Jon Kitna pass complete short left to Roy E. Williams for 7 yards (tackle by Brandon McGowan),0.410,1.070
4,11:20,1,10,DET 32,20,17,"Jon Kitna pass incomplete deep left intended for Shaun McDonald. Penalty on Ricky Manning: Illegal Contact, 5 yards (no play)",1.070,1.400
4,11:12,1,10,DET 37,20,17,Jon Kitna pass complete deep middle to Mike Furrey for 49 yards (tackle by Trumaine McBride),1.400,4.650
4,10:37,1,10,CHI 14,20,17,Jon Kitna sacked by Jamar Williams for -1 yards,4.650,3.850
4,10:12,2,11,CHI 15,20,23,"Jon Kitna pass complete short right to Troy Walters for 15 yards, touchdown",3.850,7.000
,,,,,,,"DET challenged the pass completion ruling, and the original play was overturned.",,
4,,,,CHI 2,20,24,Jason Hanson kicks extra point good,0.000,0.000
4,,,,DET 30,20,24,"Jason Hanson kicks off 61 yards, returned by Devin Hester for 29 yards (tackle by Brandon Middleton). Devin Hester fumbles (forced by Brandon Middleton), ball out of bounds at CHI-30",0.000,0.940
4,9:51,1,10,CHI 30,20,24,Brian Griese pass complete short right to Cedric Benson for 3 yards (tackle by Paris Lenon),0.940,0.800
4,9:18,2,7,CHI 33,20,24,Brian Griese pass incomplete short right intended for Cedric Benson,0.800,0.100
4,9:12,3,7,CHI 33,20,24,Brian Griese sacked by Paris Lenon for -10 yards,0.100,-1.830
4,8:56,4,17,CHI 23,20,24,Brad Maynard punts 39 yards,-1.830,-1.470
4,8:48,1,10,DET 38,20,24,Tatum Bell right tackle for 8 yards (tackle by Darwin Walker),1.470,2.000
4,8:07,2,2,DET 46,20,24,"Tatum Bell right tackle for 3 yards (tackle by Hunter Hillenmeyer and Jamar Williams). Penalty on Hunter Hillenmeyer: Defensive Offside, 5 yards (no play)",2.000,2.320
4,7:42,1,10,CHI 49,20,24,Tatum Bell left tackle for 2 yards (tackle by Brandon McGowan),2.320,2.050
4,7:01,2,8,CHI 47,20,24,Jon Kitna pass complete deep middle to Mike Furrey for 17 yards (tackle by Brian Urlacher),2.050,3.580
4,6:19,1,10,CHI 30,20,24,Shaun McDonald left end for 9 yards (tackle by Brian Urlacher),3.580,4.250
4,5:35,2,1,CHI 21,20,24,Jon Bradley up the middle for 3 yards (tackle by Alex Brown),4.250,4.370
4,4:51,1,10,CHI 18,20,24,Kevin Jones up the middle for 8 yards (tackle by Brandon McGowan),4.370,5.230
4,4:08,2,2,CHI 10,20,24,"Jon Kitna pass complete short left to Roy E. Williams for 5 yards (tackle by Trumaine McBride). Roy E. Williams fumbles (forced by Trumaine McBride), ball out of bounds at CHI-5",5.230,6.060
4,3:40,1,5,CHI 5,20,30,"Kevin Jones right end for 5 yards, touchdown",6.060,7.000
4,,,,CHI 2,20,30,Jason Hanson kicks extra point no good,0.000,-1.000
4,,,,DET 30,20,30,"Jason Hanson kicks off 58 yards, returned by Devin Hester for 15 yards (tackle by Boss Bailey)",0.000,0.740
4,3:28,1,10,CHI 27,20,30,Brian Griese pass complete short middle to Adrian Peterson for 8 yards (tackle by Ernie Sims),0.740,1.280
4,3:07,2,2,CHI 35,20,30,Brian Griese pass complete short left to Muhsin Muhammad for 7 yards (tackle by Stanley Wilson),1.280,1.730
4,3:03,1,10,CHI 42,20,30,Brian Griese pass complete short left to Adrian Peterson for 12 yards (tackle by Ernie Sims),1.730,2.520
4,2:42,1,10,DET 46,20,30,Brian Griese pass complete short right to Rashied Davis for 12 yards (tackle by Travis Fisher),2.520,3.310
4,2:26,1,10,DET 34,20,30,Brian Griese pass complete short left to Rashied Davis for 6 yards (tackle by Stanley Wilson),3.310,3.580
4,2:01,2,4,DET 28,20,30,Brian Griese pass complete short right to Bernard Berrian for 10 yards (tackle by Ernie Sims),3.580,4.370
4,1:56,1,10,DET 18,20,30,"Penalty on Shaun Cody: Encroachment, 5 yards (no play)",4.370,5.410
4,1:56,1,5,DET 13,20,30,Brian Griese pass incomplete short middle intended for Desmond Clark,5.410,4.610
4,1:51,2,5,DET 13,20,30,Brian Griese pass complete short middle to Rashied Davis for 7 yards (tackle by Travis Fisher),4.610,5.830
4,1:27,1,6,DET 6,20,30,,5.830,3.720
,,,,,,,"Replay Assistant challenged the runner was down by contact ruling, and the original play was overturned.",,
4,1:17,2,13,DET 13,20,30,Brian Griese pass complete short middle to Desmond Clark for 10 yards (tackle by Paris Lenon),3.720,4.720
4,1:02,,,,20,30,Timeout #1 by Chicago Bears,0.000,4.720
4,1:01,3,3,DET 3,20,30,Brian Griese pass incomplete short right intended for Bernard Berrian (defended by Fernando Bryant),4.720,3.040
4,0:58,4,3,DET 3,20,30,"Robbie Gould 21 yard field goal good. Penalty on Shaun Rogers: Illegal Formation, 2 yards (no play)",3.040,3.550
4,0:55,4,1,DET 1,26,30,"Brian Griese pass complete short left to Desmond Clark for 1 yard, touchdown",3.550,7.000
4,,,,DET 2,27,30,Robbie Gould kicks extra point good,0.000,0.000
4,,,,CHI 30,27,36,"Robbie Gould kicks onside 11 yards, recovered by Casey Fitzsimmons and returned for 41 yards, touchdown",0.000,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
4,,,,CHI 2,27,37,Jason Hanson kicks extra point good,0.000,0.000
4,,,,DET 30,27,37,"Jason Hanson kicks off 56 yards, returned by Devin Hester for 17 yards (tackle by Teddy Lehman). Penalty on Gerald Alexander: Offside on Free Kick, 5 yards",0.000,1.330
4,0:37,1,10,CHI 36,27,37,Brian Griese sacked by Jared DeVries for -9 yards,1.330,-0.430
4,0:30,,,,27,37,Timeout #2 by Chicago Bears,0.000,-0.430
4,0:30,2,19,CHI 27,27,37,Brian Griese pass complete short middle to Desmond Clark for 14 yards (tackle by Paris Lenon),-0.430,0.760
4,0:23,,,,27,37,Timeout #3 by Chicago Bears,0.000,0.760
4,0:23,3,5,CHI 41,27,37,Brian Griese pass complete deep left to Bernard Berrian for 16 yards (tackle by Stanley Wilson),0.760,2.720
4,0:15,1,10,DET 43,27,37,"Penalty on Cory Redding: Delay of Game, 5 yards (no play)",2.720,3.450
4,0:01,1,5,DET 38,27,37,"Brian Griese sacked by Jared DeVries for -10 yards. Brian Griese fumbles (forced by Jared DeVries), recovered by Brian Griese at DET-48",3.450,1.500
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
