Quarter,Time,Down,ToGo,Location,DET,TAM,Detail,EPB,EPA
1,8:45,1,10,DET 21,3,0,LeGarrette Blount up the middle for no gain (tackle by Corey Williams),4.170,3.630
1,8:06,2,10,DET 21,3,0,Josh Freeman pass complete short left to Kellen Winslow Jr. for 5 yards (tackle by Kyle Vanden Bosch),3.630,3.630
1,7:32,3,5,DET 16,3,0,Josh Freeman sacked by Stephen Tulloch for -4 yards,3.630,2.120
1,7:17,4,9,DET 20,3,3,Connor Barth 38 yard field goal good,2.120,3.000
1,,,,TAM 35,3,3,"Michael Koenen kicks off 73 yards, touchback",0.000,0.280
1,7:12,1,10,DET 20,3,3,"Tony Scheffler left end for 5 yards (tackle by Quincy Black). Tony Scheffler fumbles (forced by Quincy Black), ball out of bounds at DET-25",0.280,0.410
1,6:35,2,5,DET 25,3,3,Jahvid Best up the middle for 2 yards (tackle by Michael Bennett),0.410,-0.030
1,5:57,3,3,DET 27,3,9,"Matthew Stafford pass incomplete is intercepted by Aqib Talib at DET-28 and returned for 28 yards, touchdown. Penalty on Aqib Talib: Unsportsmanlike Conduct, 15 yards",-0.030,-7.000
1,,,,DET 2,3,10,Connor Barth kicks extra point good,0.000,0.000
1,,,,TAM 20,3,10,"Michael Koenen kicks off 80 yards, touchback",0.000,0.280
1,5:47,1,10,DET 20,3,10,Jahvid Best up the middle for 2 yards (tackle by Gerald McCoy and Tim Crowder),0.280,0.000
1,5:17,2,8,DET 22,3,10,Matthew Stafford pass complete short middle to Calvin Johnson for 15 yards (tackle by Sean Jones),0.000,1.400
1,4:41,1,10,DET 37,3,10,Jahvid Best right end for 2 yards (tackle by Quincy Black),1.400,1.130
1,4:13,2,8,DET 39,3,10,"Matthew Stafford for no gain. Matthew Stafford fumbles, recovered by Matthew Stafford at DET-35",1.130,-0.100
1,3:44,3,12,DET 35,3,10,Matthew Stafford pass complete short middle to Maurice Morris for 16 yards (tackle by Aqib Talib),-0.100,2.320
1,3:44,1,10,TAM 49,3,10,"Penalty on Gerald McCoy: Neutral Zone Infraction, 5 yards (no play)",2.320,3.050
1,2:51,1,5,TAM 44,3,10,Matthew Stafford pass complete short right to Nate Burleson for 11 yards (tackle by Aqib Talib),3.050,3.380
1,2:23,1,10,TAM 33,3,10,Matthew Stafford pass complete deep right to Brandon Pettigrew for 19 yards (tackle by Quincy Black),3.380,4.650
1,1:55,1,10,TAM 14,3,10,Matthew Stafford pass complete short left to Nate Burleson for 4 yards (tackle by Quincy Black),4.650,4.710
1,1:09,2,6,TAM 10,3,10,Matthew Stafford pass incomplete short right intended for Calvin Johnson,4.710,3.820
1,1:03,3,6,TAM 10,3,10,Matthew Stafford pass incomplete short middle intended for Brandon Pettigrew,3.820,2.790
1,0:57,4,6,TAM 10,6,10,Jason Hanson 28 yard field goal good,2.790,3.000
1,,,,DET 35,6,10,"Jason Hanson kicks off 74 yards, touchback",0.000,0.280
1,0:52,1,10,TAM 20,6,10,Josh Freeman pass incomplete short right intended for Mike Williams (defended by Chris Houston),0.280,-0.270
1,0:47,2,10,TAM 20,6,10,Earnest Graham up the middle for no gain (tackle by Stephen Tulloch),-0.270,-0.960
1,0:04,3,10,TAM 20,6,10,Josh Freeman pass complete short right to Earnest Graham for 3 yards (tackle by DeAndre Levy),-0.960,-1.830
Quarter,Time,Down,ToGo,Location,DET,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,7,TAM 23,6,10,"Michael Koenen punts 50 yards, returned by Stefan Logan for 13 yards (tackle by Earnest Graham)",-1.830,-1.600
2,14:45,1,10,DET 40,6,10,Stefan Logan right end for -2 yards (tackle by Geno Hayes),1.600,0.780
2,14:15,2,12,DET 38,6,10,"Penalty on Gosder Cherilus: False Start, 5 yards (no play)",0.780,0.110
2,14:12,2,17,DET 33,6,10,Matthew Stafford pass incomplete short right intended for Jahvid Best,0.110,-0.560
2,13:35,3,17,DET 33,6,10,"Penalty on Matthew Stafford: Delay of Game, 5 yards (no play)",-0.560,-1.220
2,13:10,3,22,DET 28,6,10,Matthew Stafford pass incomplete deep left intended for Calvin Johnson,-1.220,-1.500
2,13:05,4,22,DET 28,6,10,Ryan Donahue punts 60 yards,-1.500,0.350
2,12:52,1,10,TAM 12,6,10,Josh Freeman right end for 1 yard (tackle by Justin Durant),-0.350,-0.700
2,12:05,2,9,TAM 13,6,10,Josh Freeman pass complete deep right to Mike Williams for 18 yards (tackle by Chris Houston),-0.700,1.000
2,11:36,1,10,TAM 31,6,10,LeGarrette Blount left guard for 5 yards (tackle by Amari Spievey),1.000,1.140
2,11:05,2,5,TAM 36,6,10,Josh Freeman pass incomplete short left intended for Arrelious Benn,1.140,0.430
2,11:01,3,5,TAM 36,6,10,Josh Freeman pass complete deep left to Preston Parker for 18 yards,0.430,2.520
2,10:34,1,10,DET 46,6,10,"Josh Freeman pass incomplete deep right intended for Arrelious Benn is intercepted by Chris Houston at DET-0. Penalty on Mike Williams: Illegal Motion (Declined), Penalty on Arrelious Benn: Offensive Pass Interference (Declined)",2.520,-0.280
2,10:23,1,10,DET 20,6,10,Matthew Stafford pass complete short left to Calvin Johnson for 22 yards (tackle by Mason Foster),0.280,1.730
2,9:48,1,10,DET 42,6,10,Jahvid Best left guard for 9 yards (tackle by Brian Price),1.730,2.400
2,9:48,2,1,TAM 49,6,10,"Penalty on Brian Price: Defensive Offside, 5 yards (no play)",2.400,2.650
2,9:05,1,10,TAM 44,6,10,"Jahvid Best left guard for 6 yards (tackle by Tim Crowder). Penalty on Stephen Peterman: Unnecessary Roughness, 15 yards",2.650,0.900
2,8:43,2,19,DET 47,6,10,Matthew Stafford pass complete short left to Brandon Pettigrew for 8 yards (tackle by Dekoda Watson),0.900,1.290
2,8:02,3,11,TAM 45,6,10,Matthew Stafford pass complete short right to Maurice Morris for 9 yards (tackle by Geno Hayes),1.290,0.890
2,7:25,,,,6,10,Timeout #1 by Tampa Bay Buccaneers,0.000,0.890
2,7:25,4,2,TAM 36,12,10,"Matthew Stafford pass complete deep right to Calvin Johnson for 36 yards, touchdown",0.890,7.000
2,,,,TAM 2,13,10,Jason Hanson kicks extra point good,0.000,0.000
2,,,,DET 35,13,10,"Jason Hanson kicks off 73 yards, touchback",0.000,0.280
2,7:16,1,10,TAM 20,13,10,LeGarrette Blount right guard for 4 yards (tackle by Chris Houston and Cliff Avril),0.280,0.270
2,6:41,2,6,TAM 24,13,10,LeGarrette Blount right guard for 4 yards (tackle by Amari Spievey and Chris Houston),0.270,0.100
2,6:01,3,2,TAM 28,13,10,Josh Freeman pass incomplete short right intended for Kellen Winslow Jr. (defended by Louis Delmas),0.100,-1.500
2,5:54,4,2,TAM 28,13,10,"Michael Koenen punts 52 yards, returned by Stefan Logan for -4 yards (tackle by Mason Foster)",-1.500,0.140
2,5:39,1,10,DET 16,13,10,Jahvid Best left guard for -1 yards (tackle by Da'Quan Bowers),-0.140,-0.780
2,5:01,2,11,DET 15,13,10,Matthew Stafford pass complete short middle to Brandon Pettigrew for 5 yards (tackle by Geno Hayes),-0.780,-0.820
2,4:17,3,6,DET 20,13,10,Matthew Stafford pass complete short left to Nate Burleson for 29 yards (tackle by Sean Jones),-0.820,2.190
2,3:45,1,10,DET 49,13,10,Jahvid Best left guard for 3 yards (tackle by Tim Crowder),2.190,2.050
2,3:04,2,7,TAM 48,13,10,Matthew Stafford pass complete short right to Rashied Davis for 14 yards (tackle by Ronde Barber),2.050,3.310
2,2:20,1,10,TAM 34,13,10,"Maurice Morris up the middle for 12 yards (tackle by Sean Jones). Penalty on Titus Young: Illegal Shift, 5 yards (no play)",3.310,2.980
,,,,,,,"TAM challenged the runner was down by contact ruling, and the play was upheld.",,
2,2:03,1,15,TAM 39,13,10,Matthew Stafford pass complete deep middle to Brandon Pettigrew for 25 yards (tackle by Sean Jones),2.980,4.650
2,1:57,1,10,TAM 14,13,10,Jahvid Best left guard for 3 yards (tackle by Ronde Barber),4.650,4.520
2,1:26,2,7,TAM 11,19,10,"Matthew Stafford pass complete short right to Tony Scheffler for 11 yards, touchdown",4.520,7.000
2,,,,TAM 2,20,10,Jason Hanson kicks extra point good,0.000,0.000
2,,,,DET 35,20,10,"Jason Hanson kicks off 73 yards, touchback",0.000,0.280
2,1:16,1,10,TAM 20,20,10,Josh Freeman pass complete short left to Mike Williams for 14 yards,0.280,1.200
2,1:09,1,10,TAM 34,20,10,Josh Freeman pass complete short middle to Earnest Graham for 10 yards (tackle by Eric Wright),1.200,1.860
2,0:44,1,10,TAM 44,20,10,Josh Freeman pass complete short left to Earnest Graham for 2 yards (tackle by Aaron Berry),1.860,1.590
2,0:36,2,8,TAM 46,20,10,Josh Freeman pass complete short middle to Preston Parker for 9 yards (tackle by Eric Wright),1.590,2.590
2,0:31,,,,20,10,Timeout #3 by Tampa Bay Buccaneers,0.000,2.590
2,0:31,1,10,DET 45,20,10,Josh Freeman pass complete short right to Kellen Winslow Jr. for 11 yards (tackle by Chris Houston),2.590,3.310
2,0:14,1,10,DET 34,20,10,Josh Freeman spiked the ball,3.310,2.770
2,0:14,,,,20,10,Timeout #1 by Detroit Lions,0.000,2.770
2,0:14,2,10,DET 34,20,10,Josh Freeman pass complete short right to Kellen Winslow Jr. for 8 yards,2.770,3.140
2,0:09,,,,20,10,Timeout #2 by Detroit Lions,0.000,3.140
2,0:09,3,2,DET 26,20,10,"Penalty on Ndamukong Suh: Unsportsmanlike Conduct, 13 yards (no play)",3.140,4.710
2,0:09,1,10,DET 13,20,10,Josh Freeman pass incomplete short left intended for Mike Williams (defended by Aaron Berry),4.710,4.050
2,0:04,2,10,DET 13,20,13,Connor Barth 31 yard field goal good,4.050,3.000
Quarter,Time,Down,ToGo,Location,DET,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,20,13,"Jason Hanson kicks off 72 yards, touchback",0.000,0.280
3,15:00,1,10,TAM 20,20,13,Earnest Graham right tackle for 9 yards (tackle by Amari Spievey),0.280,0.950
3,14:23,2,1,TAM 29,20,13,Earnest Graham up the middle for no gain (tackle by Kyle Vanden Bosch),0.950,0.230
3,13:43,3,1,TAM 29,20,13,Earnest Graham up the middle for no gain (tackle by Andre Fluellen),0.230,-1.440
3,12:58,4,1,TAM 29,20,13,"Michael Koenen punts 45 yards, returned by Stefan Logan for 4 yards (tackle by Preston Parker)",-1.440,-0.940
3,12:46,1,10,DET 30,20,13,Jahvid Best left end for 2 yards (tackle by Aqib Talib),0.940,0.660
3,12:04,2,8,DET 32,20,13,Jahvid Best right guard for 3 yards (tackle by Gerald McCoy),0.660,0.370
3,11:25,3,5,DET 35,20,13,"Matthew Stafford pass incomplete short middle intended for Calvin Johnson. Penalty on Aqib Talib: Illegal Contact, 4 yards (no play)",0.370,1.530
3,11:16,1,10,DET 39,20,13,Matthew Stafford pass complete short left to Jahvid Best for 11 yards (tackle by E.J. Biggers),1.530,2.260
3,10:48,1,10,,20,13,"Maurice Morris left guard for 4 yards (tackle by Sean Jones). Maurice Morris fumbles (forced by Sean Jones), recovered by Rob Sims at TAM-46",2.260,2.250
3,10:16,2,6,TAM 46,20,13,Matthew Stafford pass complete short right to Maurice Stovall for 8 yards (tackle by E.J. Biggers and Cody Grimm),2.250,3.050
3,9:38,1,10,TAM 38,20,13,Jahvid Best right guard for 5 yards (tackle by Quincy Black),3.050,3.180
3,8:54,2,5,TAM 33,20,13,Jahvid Best right guard for 6 yards (tackle by Sean Jones),3.180,3.780
3,8:02,,,,20,13,Timeout #1 by Detroit Lions,0.000,3.780
3,8:02,1,10,TAM 27,20,13,Jerome Harrison up the middle for 9 yards (tackle by Ronde Barber),3.780,4.530
3,7:22,2,1,TAM 18,20,13,Jerome Harrison left guard for 7 yards (tackle by Michael Bennett),4.530,4.840
3,6:38,1,10,TAM 11,20,13,Matthew Stafford pass complete short left to Nate Burleson for 10 yards (tackle by Geno Hayes),4.840,6.970
3,6:23,1,1,TAM 1,26,13,"Matthew Stafford pass complete short right to Calvin Johnson for 1 yard, touchdown",6.970,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
3,,,,TAM 2,27,13,Jason Hanson kicks extra point good,0.000,0.000
3,,,,DET 35,27,13,"Jason Hanson kicks off 71 yards, touchback",0.000,0.280
3,6:16,1,10,TAM 20,27,13,Josh Freeman pass incomplete short left intended for Preston Parker,0.280,-0.270
3,6:16,2,10,TAM 20,27,13,"Penalty on Lawrence Jackson: Neutral Zone Infraction, 5 yards (no play)",-0.270,0.410
3,6:11,2,5,TAM 25,27,13,Josh Freeman left tackle for 2 yards (tackle by Willie Young),0.410,-0.030
3,5:27,3,3,TAM 27,27,13,Josh Johnson left end for 2 yards (tackle by Eric Wright),-0.030,-1.440
3,5:02,4,1,TAM 29,27,13,"Michael Koenen punts 56 yards, returned by Stefan Logan for 13 yards (tackle by Kregg Lumpkin)",-1.440,-0.810
3,4:48,1,10,DET 28,27,13,Jahvid Best left end for 8 yards (tackle by Tim Crowder),0.810,1.340
3,4:07,2,2,DET 36,27,13,Jahvid Best right guard for 4 yards (tackle by Mason Foster),1.340,1.600
3,3:27,1,10,DET 40,27,13,Jahvid Best left end for 3 yards (tackle by Geno Hayes),1.600,1.460
3,2:48,2,7,DET 43,27,13,Jerome Harrison left end for -3 yards (tackle by Ronde Barber),1.460,0.370
3,2:06,3,10,DET 40,27,13,Matthew Stafford pass incomplete deep left intended for Titus Young (defended by Sean Jones),0.370,-0.720
3,1:56,4,10,DET 40,27,13,Ryan Donahue punts 42 yards,-0.720,-0.040
3,1:46,1,10,TAM 18,27,13,Josh Johnson pass complete short right to Dezmon Briscoe for 7 yards (tackle by Aaron Berry),0.040,0.550
3,1:16,2,3,TAM 25,27,13,Josh Johnson pass incomplete short right intended for Mike Williams,0.550,-0.270
3,1:13,3,3,TAM 25,27,13,Josh Johnson pass incomplete short left intended for Preston Parker,-0.270,-1.700
3,1:04,4,3,TAM 25,27,13,"Michael Koenen punts 53 yards, muffed catch by Stefan Logan, recovered by Stefan Logan and returned for 8 yards (tackle by Devin Holland)",-1.700,-0.610
3,0:50,1,10,DET 25,27,13,Jerome Harrison up the middle for 5 yards (tackle by Ronde Barber),0.610,0.740
3,0:14,2,5,DET 30,27,13,Jerome Harrison right end for 7 yards (tackle by Geno Hayes),0.740,1.400
Quarter,Time,Down,ToGo,Location,DET,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DET 37,27,13,Jahvid Best left end for 4 yards (tackle by Ronde Barber),1.400,1.400
4,14:36,2,6,DET 41,27,13,Matthew Stafford pass complete short left to Calvin Johnson for 3 yards (tackle by Sean Jones),1.400,1.090
4,13:54,3,3,DET 44,27,13,Matthew Stafford pass incomplete deep right intended for Calvin Johnson (defended by Aqib Talib),1.090,-0.460
4,13:43,4,3,DET 44,27,13,"Ryan Donahue punts 46 yards, returned by Micheal Spurlock for -2 yards (tackle by Maurice Stovall)",-0.460,0.380
4,13:31,1,10,TAM 8,27,13,Earnest Graham up the middle for 4 yards (tackle by Ndamukong Suh),-0.380,-0.490
4,13:01,2,6,TAM 12,27,13,Josh Freeman pass complete short right to Arrelious Benn for 3 yards (tackle by Eric Wright),-0.490,-0.600
4,12:19,3,3,TAM 15,27,13,Josh Freeman pass complete short middle to Kellen Winslow Jr. for 22 yards (tackle by Amari Spievey),-0.600,1.400
4,11:48,1,10,TAM 37,27,13,Josh Freeman pass complete short right to Preston Parker for 8 yards (tackle by Chris Houston),1.400,1.940
4,11:18,2,2,TAM 45,27,13,Josh Freeman pass complete short right to Earnest Graham for 10 yards (tackle by Amari Spievey),1.940,2.590
4,10:43,1,10,DET 45,27,13,Josh Freeman pass complete short left to Arrelious Benn for 10 yards (tackle by Eric Wright),2.590,3.250
4,10:06,1,10,DET 35,27,13,Josh Freeman pass incomplete short middle intended for Arrelious Benn,3.250,2.700
4,10:01,2,10,DET 35,27,13,LeGarrette Blount up the middle for 2 yards (tackle by Stephen Tulloch),2.700,2.280
4,9:18,3,8,DET 33,27,13,Josh Freeman pass complete short left to Mike Williams for 13 yards (tackle by Aaron Berry),2.280,4.240
4,8:51,1,10,DET 20,27,13,Josh Freeman pass incomplete short middle intended for Earnest Graham,4.240,3.690
4,8:46,2,10,DET 20,27,13,Josh Freeman pass incomplete deep left intended for Mike Williams,3.690,3.010
4,8:41,3,10,DET 20,27,13,Josh Freeman pass complete short right to Preston Parker for 9 yards (tackle by Chris Houston),3.010,2.850
4,7:55,4,1,DET 11,27,13,"Earnest Graham up the middle for no gain (tackle by Andre Fluellen). Earnest Graham fumbles (forced by Andre Fluellen), recovered by Earnest Graham at DET-11",2.850,0.370
4,7:48,1,10,DET 11,27,13,Jahvid Best right guard for no gain (tackle by Roy Miller and Mason Foster),-0.370,-0.780
4,7:06,2,10,DET 11,27,13,Jahvid Best right guard for 1 yard (tackle by Geno Hayes),-0.780,-1.300
4,6:22,3,9,DET 12,27,13,Matthew Stafford pass complete short left to Jahvid Best for 7 yards (tackle by Dekoda Watson),-1.300,-2.140
4,5:36,4,2,DET 19,27,13,Ryan Donahue punts 40 yards,-2.140,-1.660
4,5:27,1,10,TAM 41,27,13,Josh Freeman pass complete short right to Earnest Graham for 6 yards (tackle by Justin Durant),1.660,1.930
4,5:02,2,4,TAM 47,27,13,Josh Freeman pass complete short middle to Kellen Winslow Jr. for 5 yards (tackle by Stephen Tulloch),1.930,2.390
4,4:39,1,10,DET 48,27,13,"Josh Freeman sacked by Kyle Vanden Bosch for 0 yards. Josh Freeman fumbles (forced by Kyle Vanden Bosch), recovered by Earnest Graham at TAM-49",2.390,1.440
4,3:50,2,13,TAM 49,27,13,Josh Freeman right guard for 15 yards (tackle by Amari Spievey),1.440,3.180
4,3:25,1,10,DET 36,27,13,Josh Freeman pass complete short right to Kregg Lumpkin for 9 yards (tackle by Eric Wright),3.180,3.850
4,3:00,2,1,DET 27,27,13,Josh Freeman pass incomplete deep middle intended for Luke Stocker,3.850,3.140
4,2:53,3,1,DET 27,27,13,Josh Freeman pass complete short right to Kellen Winslow Jr. for 15 yards (tackle by Amari Spievey),3.140,4.780
4,2:26,1,10,DET 12,27,13,Josh Freeman pass complete short right to Earnest Graham for -1 yards (tackle by Justin Durant),4.780,3.940
4,2:00,2,11,DET 13,27,13,Josh Freeman pass incomplete short right intended for Mike Williams (defended by Chris Houston),3.940,3.100
4,1:55,3,11,DET 13,27,13,Josh Freeman pass complete short left to Arrelious Benn for 8 yards (tackle by Aaron Berry),3.100,3.020
4,1:40,,,,27,13,Timeout #1 by Tampa Bay Buccaneers,0.000,3.020
4,1:40,4,3,DET 5,27,19,"Josh Freeman pass complete short middle to Mike Williams for 5 yards, touchdown",3.020,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
4,,,,DET 2,27,20,Connor Barth kicks extra point good,0.000,0.000
4,,,,TAM 35,27,20,"Michael Koenen kicks onside 10 yards, recovered by Calvin Johnson. Penalty on E.J. Biggers: Offside on Free Kick, 5 yards",0.000,2.920
4,1:35,1,10,TAM 40,27,20,Jerome Harrison up the middle for no gain (tackle by Michael Bennett),2.920,2.370
4,1:29,,,,27,20,Timeout #2 by Tampa Bay Buccaneers,0.000,2.370
4,1:26,2,10,TAM 40,27,20,Jerome Harrison left end for 4 yards (tackle by Mason Foster),2.370,2.210
4,1:24,,,,27,20,Timeout #3 by Tampa Bay Buccaneers,0.000,2.210
4,1:24,3,6,TAM 36,27,20,"Jerome Harrison right end for -2 yards (tackle by Mason Foster). Penalty on Gosder Cherilus: Unnecessary Roughness, 15 yards",2.210,-0.260
4,1:16,4,23,DET 47,27,20,"Ryan Donahue punts 53 yards, touchback",-0.260,-0.280
4,1:07,1,10,TAM 20,27,20,Josh Freeman pass incomplete short middle intended for Kellen Winslow Jr. (defended by Eric Wright),0.280,-0.270
4,1:02,2,10,TAM 20,27,20,Josh Freeman right end for 8 yards (tackle by DeAndre Levy),-0.270,0.100
4,0:54,3,2,TAM 28,27,20,Josh Freeman pass complete short right to Arrelious Benn for 6 yards (tackle by DeAndre Levy),0.100,1.200
4,0:38,1,10,TAM 34,27,20,Josh Freeman spiked the ball,1.200,0.660
4,0:38,2,10,TAM 34,27,20,Josh Freeman pass complete short right to Dezmon Briscoe for 7 yards (tackle by Chris Houston),0.660,0.890
4,0:33,3,3,TAM 41,27,20,Josh Freeman pass complete short left to Earnest Graham for 12 yards (tackle by Cliff Avril),0.890,2.460
4,0:18,1,10,DET 47,27,20,"Josh Freeman spiked the ball. Penalty on Cliff Avril: Defensive 12 On-field, 5 yards (no play)",2.460,3.190
4,0:16,1,5,DET 42,27,20,Josh Freeman pass incomplete deep left intended for Mike Williams (defended by Louis Delmas),3.190,2.590
4,0:08,2,5,DET 42,27,20,"Josh Freeman pass complete short middle to Earnest Graham for 16 yards, lateral to Donald Penn for 2 yards, lateral to Earnest Graham for -2 yards. Josh Freeman fumbles, recovered by Earnest Graham at DET-28, lateral to Kellen Winslow Jr. for no gain, lateral to Louis Delmas for no gain (tackle by Kellen Winslow Jr.). Preston Parker fumbles, recovered by Louis Delmas at DET-42 (tackle by Kellen Winslow Jr.)",2.590,1.730
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
