Quarter,Time,Down,ToGo,Location,IND,JAX,Detail,EPB,EPA
3,6:52,1,10,IND 45,3,16,Ryquell Armstead left end for 26 yards (tackle by Isaiah Rodgers),,
3,6:06,1,10,IND 19,3,16,Trevor Lawrence pass complete short right to Jacob Hollister for 6 yards (tackle by Isaac Rochell),,
3,5:25,2,4,IND 13,3,16,Ryquell Armstead up the middle for 4 yards (tackle by Chris Williams),,
3,4:42,1,9,IND 9,3,16,Ryquell Armstead up the middle for 1 yard (tackle by Kwity Paye and Khari Willis),,
3,3:53,,,,,,Timeout #1 by Jacksonville Jaguars,,
3,3:53,2,8,IND 8,3,16,Trevor Lawrence pass complete short right to Marvin Jones for 5 yards (tackle by Anthony Chesley),,
3,3:17,3,3,IND 3,3,22,"Trevor Lawrence pass complete short right to Marvin Jones for 3 yards, touchdown",,
3,3:08,,,IND 15,3,23,Matthew Wright kicks extra point good,,
3,3:08,,,JAX 35,3,23,"Matthew Wright kicks off 61 yards, returned by Isaiah Rodgers for 41 yards (tackle by Tyrell Adams)",,
3,2:57,1,10,IND 45,3,23,Jonathan Taylor left end for 13 yards (tackle by Myles Jack and Tyson Campbell),,
3,2:31,1,10,JAX 42,3,23,Carson Wentz sacked by Malcom Brown for -3 yards,,
3,1:47,2,13,JAX 45,3,23,Jonathan Taylor left end for 8 yards (tackle by Jihad Ward and Damien Wilson),,
3,1:02,3,5,JAX 37,3,23,Carson Wentz pass incomplete short right intended for Parris Campbell,,
3,0:57,4,5,JAX 37,3,23,Carson Wentz pass complete short middle to Michael Pittman for 9 yards (tackle by Nevin Lawson),,
3,0:18,1,10,JAX 28,3,23,Carson Wentz pass complete short right to Michael Pittman for 4 yards (tackle by Shaquill Griffin and Myles Jack),,
Quarter,Time,Down,ToGo,Location,IND,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,JAX 24,3,23,"Carson Wentz pass incomplete intended for Mo Alie-Cox. Penalty on Shaquill Griffin: Defensive Pass Interference, 14 yards (accepted) (no play)",,
4,14:55,1,10,JAX 10,3,23,Carson Wentz sacked by Dawuane Smoot for -8 yards,,
4,14:10,2,18,JAX 18,3,23,Carson Wentz pass complete short left to Zach Pascal for 7 yards (tackle by Tyson Campbell),,
4,13:28,3,11,JAX 11,3,23,Carson Wentz pass complete short left to Nyheim Hines for 10 yards (tackle by Tyson Campbell),,
4,13:00,4,1,JAX 1,3,23,Jonathan Taylor up the middle for no gain (tackle by Shaquill Griffin and Josh Allen),,
4,12:53,1,10,JAX 1,3,23,Trevor Lawrence up the middle for no gain (tackle by Grover Stewart and Shaquille Leonard),,
4,12:11,2,10,JAX 1,3,23,Trevor Lawrence up the middle for 2 yards (tackle by Kwity Paye),,
4,11:26,3,8,JAX 3,3,23,Ryquell Armstead right end for 4 yards (tackle by Kenny Moore and Isaiah Rodgers),,
4,10:44,4,4,JAX 7,3,23,"Joseph Charlton punts 57 yards, returned by Nyheim Hines for 7 yards (tackle by Nathan Cottrell)",,
4,10:31,1,10,IND 43,3,23,Carson Wentz pass incomplete short left intended for T.Y. Hilton,,
4,10:27,2,10,IND 43,3,23,Carson Wentz sacked by Adam Gotsis for -2 yards,,
4,9:57,3,12,IND 41,3,23,Carson Wentz pass incomplete short left intended for T.Y. Hilton,,
4,9:51,4,12,IND 41,3,23,Carson Wentz pass incomplete deep left intended for Parris Campbell (defended by Tyson Campbell),,
4,9:41,1,10,IND 41,3,23,Ryquell Armstead up the middle for 5 yards (tackle by Kenny Moore),,
4,8:38,2,5,IND 36,3,23,"Ryquell Armstead right end for 1 yard (tackle by Shaquille Leonard). Penalty on Shaquille Leonard: Unnecessary Roughness / Defense, 15 yards (accepted)",,
4,8:38,1,10,IND 20,3,23,"Penalty on JAX: False Start, 5 yards (accepted) (no play)",,
4,8:38,1,15,IND 25,3,23,Ryquell Armstead left end for 6 yards (tackle by Kwity Paye and Jahleel Addae),,
4,8:30,,,,,,Timeout #1 by Indianapolis Colts,,
4,8:30,2,9,IND 19,3,23,Dare Ogunbowale right tackle for no gain (tackle by Bobby Okereke and Al-Quadin Muhammad),,
4,8:23,,,,,,Timeout #2 by Indianapolis Colts,,
4,8:23,3,9,IND 19,3,23,Dare Ogunbowale up the middle for 6 yards (tackle by Shaquille Leonard and Bobby Okereke),,
4,8:20,,,,,,Timeout #3 by Indianapolis Colts,,
4,8:20,4,3,IND 13,3,26,Matthew Wright 31 yard field goal good,,
4,8:15,,,JAX 35,3,26,"Matthew Wright kicks off 65 yards, touchback.",,
4,8:15,1,10,IND 25,3,26,Carson Wentz pass complete short right to Jonathan Taylor for 3 yards (tackle by Shaquill Griffin),,
4,7:47,2,7,IND 28,3,26,Carson Wentz pass complete short middle to Mo Alie-Cox for 18 yards (tackle by Daniel Thomas),,
4,7:21,1,10,IND 46,3,26,Carson Wentz pass complete short left to Jonathan Taylor for 4 yards (tackle by Tyson Campbell),,
4,6:52,2,6,IND 50,3,26,Carson Wentz pass complete short right to Michael Pittman for 10 yards (tackle by Jay Tufele),,
4,6:24,1,10,JAX 40,3,26,Carson Wentz pass complete short right to Michael Pittman for 8 yards (tackle by Myles Jack),,
4,5:56,2,2,JAX 32,3,26,Carson Wentz pass complete short middle to Michael Pittman for 21 yards (tackle by Daniel Thomas),,
4,5:23,1,10,JAX 11,3,26,"Carson Wentz scrambles for no gain. Penalty on Ryan Kelly: Offensive Holding, 10 yards (accepted) (no play)",,
4,5:01,1,20,JAX 21,3,26,Carson Wentz pass complete short left to Mo Alie-Cox for 9 yards (tackle by Tre Herndon),,
4,4:36,2,11,JAX 12,3,26,Carson Wentz pass incomplete short right intended for T.Y. Hilton (defended by Shaquill Griffin),,
4,4:31,3,11,JAX 12,9,26,"Carson Wentz pass complete short left to Michael Pittman for 12 yards, touchdown",,
4,4:26,,,JAX 2,11,26,Two Point Attempt: Carson Wentz pass complete to to Michael Pittman for no gain,,
4,4:26,,,IND 35,11,26,"Michael Badgley kicks onside 14 yards, returned by Laviska Shenault for no gain",,
4,4:25,1,10,IND 49,11,26,Dare Ogunbowale up the middle for 3 yards (tackle by DeForest Buckner),,
4,3:40,2,7,IND 46,11,26,Dare Ogunbowale up the middle for -1 yards (tackle by DeForest Buckner),,
4,2:56,3,8,IND 47,11,26,Dare Ogunbowale up the middle for 6 yards (tackle by Taylor Stallworth),,
4,2:06,,,,,,Timeout #2 by Jacksonville Jaguars,,
4,2:06,4,2,IND 41,11,26,Trevor Lawrence right end for 3 yards (tackle by Khari Willis),,
4,2:00,1,10,IND 38,11,26,Trevor Lawrence kneels for -2 yards,,
4,1:18,2,12,IND 40,11,26,Trevor Lawrence kneels for -1 yards,,
4,0:34,3,13,IND 41,11,26,Trevor Lawrence kneels for -1 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
