Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Rashaad Penny,SEA,16,137,2,4,58,3.6,79,4.9,2,8.0
Alex Collins,SEA,7,16,0,1,11,1.6,5,0.7,0,
DeeJay Dallas,SEA,2,16,0,,13,6.5,3,1.5,0,
Russell Wilson,SEA,2,8,0,1,8,4.0,0,0.0,0,
Gerald Everett,SEA,1,13,0,1,13,13.0,0,0.0,0,
Freddie Swain,SEA,1,3,0,,3,3.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Rex Burkhead,HOU,11,40,0,4,35,3.2,5,0.5,1,11.0
Royce Freeman,HOU,11,15,0,1,2,0.2,13,1.2,0,
Davis Mills,HOU,2,8,0,1,8,4.0,0,0.0,0,
Phillip Dorsett,HOU,1,0,0,,0,0.0,0,0.0,0,
