Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Nate Hughes,JAX,0,0,,0,0,1,7,7.0,0,7
William Middleton,JAX,0,0,,0,0,1,0,0.0,0,0
Mike Thomas,JAX,2,40,20.0,0,21,0,0,,0,0
Zach Miller,JAX,1,3,3.0,0,3,0,0,,0,0
Montell Owens,JAX,1,3,3.0,0,3,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Josh Cribbs,CLE,2,40,20.0,0,31,3,18,6.0,0,12
Jason Trusnik,CLE,1,9,9.0,0,9,0,0,,0,0
