Quarter,Time,Down,ToGo,Location,LAR,TAM,Detail,EPB,EPA
2,12:23,1,10,LAR 25,10,13,Tavon Austin right end for 14 yards (tackle by Vernon Hargreaves),0.610,1.530
2,11:46,1,10,LAR 39,10,13,Todd Gurley right guard for 1 yard (tackle by Chris Conte),1.530,1.120
2,11:05,2,9,LAR 40,10,13,"Case Keenum pass complete short right to Kenny Britt for 8 yards (tackle by Lavonte David). Kenny Britt fumbles (forced by Lavonte David), recovered by Chris Conte at TAM-47 and returned for 10 yards (tackle by Rob Havenstein)",1.120,-2.720
2,10:51,1,10,LAR 43,10,13,Jacquizz Rodgers middle for 2 yards (tackle by Alec Ogletree),2.720,2.450
2,10:33,2,8,LAR 41,10,13,"Penalty on Aaron Donald: Defensive Offside, 5 yards (no play)",2.450,3.120
2,10:08,2,3,LAR 36,10,13,Jacquizz Rodgers middle for 2 yards (tackle by Robert Quinn and Aaron Donald),3.120,2.680
2,9:37,3,1,LAR 34,10,13,Jacquizz Rodgers right end for 4 yards (tackle by Troy Hill),2.680,3.580
2,9:07,1,10,LAR 30,10,13,Jameis Winston pass complete short left to Jacquizz Rodgers for 8 yards (tackle by Trumaine Johnson),3.580,4.110
2,8:37,2,2,LAR 22,10,13,Jacquizz Rodgers middle for 3 yards (tackle by William Hayes),4.110,4.110
2,7:57,2,2,LAR 22,10,13,Timeout #2 by Tampa Bay Buccaneers,4.110,4.310
2,7:57,1,10,LAR 19,10,13,Jameis Winston pass incomplete short middle intended for Cameron Brate,4.310,3.750
2,7:48,2,10,LAR 19,10,13,"Jameis Winston pass complete short left to Adam Humphries for 4 yards (tackle by Lamarcus Joyner). Penalty on Donovan Smith: Illegal Use of Hands, 10 yards (no play)",3.750,2.410
2,7:23,2,20,LAR 29,10,13,Jameis Winston pass complete short right to Charles Sims for 6 yards (tackle by Troy Hill and Mark Barron),2.410,2.540
2,6:48,3,14,LAR 23,10,13,Jameis Winston pass complete short right to Cameron Brate for 20 yards (tackle by Troy Hill and Mark Barron),2.540,6.510
2,6:10,1,3,LAR 3,10,19,"Jameis Winston pass complete short right to Cameron Brate for 3 yards, touchdown",6.510,7.000
2,6:10,,,LAR 3,10,20,Roberto Aguayo kicks extra point good,0.000,0.000
2,6:10,,,TAM 35,10,20,"Roberto Aguayo kicks off 65 yards, touchback",0.000,-0.610
2,6:03,1,10,LAR 25,10,20,Todd Gurley right guard for 4 yards (tackle by William Gholston),0.610,0.600
2,5:26,2,6,LAR 29,10,20,Case Keenum pass complete short right to Kenny Britt for 7 yards (tackle by Lavonte David),0.600,1.330
2,5:00,1,10,LAR 36,10,20,Todd Gurley right guard for no gain (tackle by Lavonte David),1.330,0.790
2,4:21,2,10,LAR 36,10,20,Case Keenum pass complete short left to Brian Quick for 9 yards (tackle by Vernon Hargreaves),0.790,1.290
2,3:45,3,1,LAR 45,10,20,Todd Gurley right tackle for no gain (tackle by Gerald McCoy and Chris Conte),1.290,-0.390
2,3:13,4,1,LAR 45,10,20,"Johnny Hekker punts 37 yards, out of bounds",-0.390,-0.040
2,3:04,1,10,TAM 18,10,20,Jameis Winston pass incomplete short middle intended for Mike Evans (defended by Trumaine Johnson),0.040,-0.490
2,3:00,2,10,TAM 18,10,20,"Jameis Winston sacked by T.J. McDonald for -6 yards. Penalty on Alec Ogletree: Unnecessary Roughness, 15 yards",-0.490,0.740
2,2:32,1,10,TAM 27,10,20,Jameis Winston pass incomplete short left intended for Charles Sims is intercepted by Mark Barron at TAM-29 and returned for 7 yards,0.740,-4.110
2,2:23,1,10,TAM 22,10,20,Tavon Austin left end for 8 yards (tackle by Howard Jones),4.110,4.850
2,2:00,2,2,TAM 14,10,20,Todd Gurley right guard for 1 yard (tackle by Lavonte David and Clinton McDonald),4.850,4.390
2,1:22,3,1,TAM 13,10,20,Case Keenum right end for 5 yards (tackle by Kwon Alexander),4.390,5.370
2,0:53,1,8,TAM 8,10,20,Todd Gurley left guard for 2 yards (tackle by William Gholston),5.370,5.370
2,0:49,1,8,TAM 8,10,20,Timeout #1 by Los Angeles Rams,5.370,4.950
2,0:49,2,6,TAM 6,10,20,"Case Keenum pass incomplete short middle intended for Kenny Britt. Penalty on Brent Grimes: Defensive Pass Interference, 5 yards (no play)",4.950,4.950
2,0:45,2,6,TAM 6,10,20,Timeout #3 by Tampa Bay Buccaneers,4.950,6.970
2,0:45,1,1,TAM 1,10,20,"Penalty on Tyler Higbee: False Start, 5 yards (no play)",6.970,5.830
2,0:45,1,6,TAM 6,10,20,"Case Keenum pass incomplete short left intended for Lance Kendricks. Penalty on Clinton McDonald: Defensive Offside, 3 yards (no play)",5.830,6.510
2,0:39,1,3,TAM 3,10,20,Todd Gurley middle for 2 yards (tackle by DaVonte Lambert),6.510,6.510
2,0:33,1,3,TAM 3,10,20,Timeout #2 by Los Angeles Rams,6.510,5.910
2,0:33,2,1,TAM 1,10,20,Case Keenum pass incomplete short right intended for Lance Kendricks,5.910,5.170
2,0:28,3,1,TAM 1,16,20,"Todd Gurley middle for 1 yard, touchdown",5.170,7.000
2,0:28,,,TAM 1,17,20,Greg Zuerlein kicks extra point good,0.000,0.000
2,0:28,,,LAR 35,17,20,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.610
2,0:22,1,10,TAM 25,17,20,Jameis Winston kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,LAR,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LAR 35,17,20,"Greg Zuerlein kicks off 65 yards, touchback",0.000,0.610
3,15:00,1,10,TAM 25,17,20,Charles Sims left guard for 6 yards (tackle by Ethan Westbrooks and Alec Ogletree),0.610,0.870
3,14:26,2,4,TAM 31,17,20,Charles Sims right guard for 6 yards (tackle by Mark Barron),0.870,1.400
3,13:59,1,10,TAM 37,17,20,Jameis Winston pass incomplete short right intended for Brandon Myers,1.400,0.860
3,13:52,2,10,TAM 37,17,20,Charles Sims left end for 8 yards (tackle by Troy Hill),0.860,1.220
3,13:18,3,2,TAM 45,17,20,Jameis Winston pass complete short middle to Adam Humphries for 6 yards (tackle by Lamarcus Joyner),1.220,2.320
3,12:42,1,10,LAR 49,17,20,Charles Sims left tackle for 4 yards (tackle by Lamarcus Joyner),2.320,2.320
3,11:59,2,6,LAR 45,17,20,Jameis Winston pass incomplete short left intended for Alan Cross,2.320,1.620
3,11:54,3,6,LAR 45,17,20,Jameis Winston pass incomplete short right intended for Cameron Brate (defended by Maurice Alexander),1.620,0.270
3,11:49,4,6,LAR 45,17,20,"Bryan Anger punts 34 yards, fair catch by Tavon Austin",0.270,0.370
3,11:43,1,10,LAR 11,17,20,Todd Gurley left tackle for -1 yards (tackle by Kwon Alexander),-0.370,-0.850
3,11:07,2,11,LAR 10,17,20,Todd Gurley left tackle for no gain (tackle by Bradley McDougald),-0.850,-1.540
3,10:28,3,11,LAR 10,17,20,Case Keenum pass complete short left to Benny Cunningham for 10 yards (tackle by Alterraun Verner),-1.540,-2.030
3,10:10,4,1,LAR 20,17,20,"Johnny Hekker punts 64 yards, returned by Adam Humphries for 13 yards (tackle by Cory Littleton)",-2.030,-0.870
3,9:59,1,10,TAM 29,17,20,Jameis Winston right end for 4 yards (tackle by Mark Barron),0.870,0.870
3,9:16,2,6,TAM 33,17,20,Charles Sims right guard for 1 yard (tackle by Mark Barron and Alec Ogletree),0.870,0.300
3,8:43,3,5,TAM 34,17,20,Jameis Winston pass incomplete short right intended for Adam Humphries,0.300,-1.110
3,8:37,4,5,TAM 34,17,20,"Bryan Anger punts 50 yards, returned by Tavon Austin for 4 yards (tackle by Jacquizz Rodgers)",-1.110,-0.280
3,8:24,1,10,LAR 20,17,20,Case Keenum pass incomplete short left intended for Tavon Austin,0.280,-0.270
3,8:17,2,10,LAR 20,17,20,Case Keenum pass incomplete short left intended for Mike Thomas,-0.270,-0.960
3,8:12,3,10,LAR 20,17,20,Case Keenum pass incomplete short left intended for Lance Kendricks,-0.960,-2.030
3,8:08,4,10,LAR 20,17,20,"Johnny Hekker punts 46 yards, fair catch by Adam Humphries",-2.030,-1.200
3,8:00,1,10,TAM 34,17,20,Jameis Winston for no gain. Joe Hawley fumbles,1.200,0.660
3,7:29,2,10,TAM 34,17,20,Jameis Winston pass complete short left to Charles Sims for 7 yards (tackle by Trumaine Johnson),0.660,0.890
3,7:00,3,3,TAM 41,17,20,Jameis Winston pass complete short left to Mike Evans for 12 yards (tackle by Trumaine Johnson),0.890,2.460
3,6:32,1,10,LAR 47,17,20,Jameis Winston pass complete short left to Mike Evans for 17 yards (tackle by Trumaine Johnson),2.460,3.580
3,6:01,1,10,LAR 30,17,20,Charles Sims right tackle for 1 yard (tackle by Ethan Westbrooks and Lamarcus Joyner),3.580,3.170
3,5:31,2,9,LAR 29,17,20,Jameis Winston pass complete short left to Adam Humphries for 6 yards (tackle by Michael Brockers),3.170,3.270
3,4:51,3,3,LAR 23,17,20,Jameis Winston pass incomplete short right intended for Mike Evans (defended by Alec Ogletree),3.270,2.030
3,4:46,4,3,LAR 23,17,20,Roberto Aguayo 41 yard field goal no good,2.030,-1.000
3,4:40,1,10,LAR 31,17,20,Todd Gurley middle for 9 yards (tackle by Brent Grimes),1.000,1.680
3,4:19,2,1,LAR 40,17,20,Todd Gurley middle for 3 yards (tackle by Kwon Alexander),1.680,1.800
3,3:44,1,10,LAR 43,17,20,Case Keenum pass complete deep left to Kenny Britt for 19 yards (tackle by Vernon Hargreaves),1.800,3.050
3,3:13,1,10,TAM 38,17,20,Todd Gurley left tackle for 9 yards (tackle by Vernon Hargreaves),3.050,3.720
3,2:35,2,1,TAM 29,17,20,Case Keenum pass complete short left to Bradley Marquez for 12 yards (tackle by Kwon Alexander and Chris Conte),3.720,4.440
3,1:59,1,10,TAM 17,17,20,Todd Gurley middle for 16 yards (tackle by Keith Tandy),4.440,6.970
3,1:34,1,1,TAM 1,17,20,Todd Gurley middle for no gain (tackle by Daryl Smith),6.970,5.910
3,0:53,2,1,TAM 1,23,20,"Todd Gurley left tackle for 1 yard, touchdown",5.910,7.000
3,0:53,,,TAM 1,24,20,Greg Zuerlein kicks extra point good,0.000,0.000
3,0:53,,,LAR 35,24,20,"Greg Zuerlein kicks off 65 yards, touchback. Penalty on Isaiah Johnson: Offside on Free Kick, 5 yards",0.000,-0.940
3,0:48,1,10,TAM 30,24,20,Jameis Winston pass complete short left to Cameron Brate for 14 yards (tackle by Maurice Alexander),0.940,1.860
3,0:09,1,10,TAM 44,24,20,"Jameis Winston pass complete short middle to Brandon Myers for 12 yards (tackle by Josh Forrest). Penalty on Demar Dotson: Offensive Holding, 10 yards (no play)",1.860,1.200
Quarter,Time,Down,ToGo,Location,LAR,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,20,TAM 34,24,20,Jameis Winston pass incomplete short left intended for Mike Evans,1.200,-0.030
4,14:56,2,20,TAM 34,24,20,Jameis Winston pass complete short right to Adam Humphries for 6 yards (tackle by Lamarcus Joyner),-0.030,0.100
4,14:21,3,14,TAM 40,24,20,Jameis Winston pass complete deep right to Mike Evans for 17 yards (tackle by Cody Davis),0.100,2.720
4,13:50,1,10,LAR 43,24,20,Jameis Winston pass complete short right to Mike Evans for 11 yards (tackle by Trumaine Johnson),2.720,3.450
4,13:14,1,10,LAR 32,24,20,Jameis Winston pass complete short middle to Mike Evans for 15 yards (tackle by Trumaine Johnson),3.450,4.440
4,12:40,1,10,LAR 17,24,20,Jacquizz Rodgers middle for 4 yards (tackle by Alec Ogletree),4.440,4.500
4,12:02,2,6,LAR 13,24,20,Jameis Winston pass incomplete short middle intended for Cameron Brate,4.500,3.680
4,11:56,3,6,LAR 13,30,20,"Jameis Winston sacked by Robert Quinn for -10 yards. Jameis Winston fumbles (forced by Robert Quinn), recovered by Ethan Westbrooks at LAR-23 and returned for 77 yards, touchdown",3.680,-7.000
4,11:39,,,TAM 13,31,20,Greg Zuerlein kicks extra point good,0.000,0.000
4,11:39,,,LAR 35,31,20,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.610
4,11:39,1,10,TAM 25,31,20,"Jameis Winston pass incomplete short right intended for Vincent Jackson. Penalty on Troy Hill: Defensive Pass Interference, 14 yards (no play)",0.610,1.530
4,11:33,1,10,TAM 39,31,20,Jameis Winston pass complete short right to Cameron Brate for 8 yards (tackle by Troy Hill),1.530,2.070
4,11:06,2,2,TAM 47,31,20,Jameis Winston pass complete short right to Charles Sims for 33 yards (tackle by Maurice Alexander),2.070,4.240
4,10:41,1,10,LAR 20,31,20,Jameis Winston pass complete short right to Vincent Jackson for 6 yards (tackle by Troy Hill),4.240,4.640
4,10:18,2,4,LAR 14,31,20,Jameis Winston pass complete short right to Brandon Myers for 7 yards (tackle by Mark Barron),4.640,5.600
4,9:52,1,7,LAR 7,31,20,Jameis Winston pass incomplete,5.600,4.760
4,9:41,2,7,LAR 7,31,20,Jameis Winston pass complete short left to Russell Shepard for 6 yards (tackle by Troy Hill),4.760,5.170
4,9:00,3,1,LAR 1,31,26,"Jameis Winston pass complete short right to Cameron Brate for 1 yard, touchdown",5.170,7.000
4,9:00,3,,LAR 1,31,26,"Two Point Attempt: Jameis Winston pass incomplete intended for Vincent Jackson, conversion fails",5.170,-1.000
4,9:00,,,TAM 35,31,26,"Roberto Aguayo kicks off 65 yards, touchback",0.000,-0.610
4,8:55,1,10,LAR 25,31,26,Todd Gurley middle for -2 yards (tackle by Lavonte David and Gerald McCoy),0.610,-0.210
4,8:19,2,12,LAR 23,31,26,Case Keenum pass complete short left to Todd Gurley for -5 yards (tackle by Clinton McDonald),-0.210,-1.720
4,7:33,3,17,LAR 18,31,26,"Case Keenum pass incomplete deep left intended for Kenny Britt. Penalty on Vernon Hargreaves: Defensive Holding (Declined), Penalty on Alterraun Verner: Defensive Pass Interference, 20 yards (no play)",-1.720,1.470
4,7:26,1,10,LAR 38,31,26,Benny Cunningham middle for 7 yards (tackle by William Gholston),1.470,1.870
4,6:46,2,3,LAR 45,31,26,Todd Gurley middle for 4 yards (tackle by Clinton McDonald),1.870,2.190
4,6:09,1,10,LAR 49,31,26,Todd Gurley middle for 4 yards (tackle by Lavonte David),2.190,2.190
4,5:32,2,6,TAM 47,31,26,Todd Gurley right guard for 4 yards (tackle by Kwon Alexander and Clinton McDonald),2.190,2.010
4,4:49,3,2,TAM 43,37,26,"Case Keenum pass complete deep left to Tavon Austin for 43 yards, touchdown",2.010,7.000
4,4:38,3,2,TAM 43,37,26,Timeout #1 by Los Angeles Rams,2.010,2.010
4,4:38,3,,TAM 43,37,26,"Two Point Attempt: Case Keenum middle, conversion fails",2.010,-1.000
4,4:38,,,LAR 35,37,26,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.610
4,4:38,1,10,TAM 25,37,26,Jameis Winston pass complete short middle to Charles Sims for 4 yards (tackle by Lamarcus Joyner and Alec Ogletree),0.610,0.600
4,4:15,2,6,TAM 29,37,26,Jameis Winston pass complete short right to Mike Evans for 13 yards (tackle by T.J. McDonald),0.600,1.730
4,3:55,1,10,TAM 42,37,26,Jameis Winston pass incomplete short left intended for Adam Humphries,1.730,1.190
4,3:50,2,10,TAM 42,37,26,Jameis Winston pass incomplete short right intended for Adam Humphries (defended by Aaron Donald),1.190,0.500
4,3:45,3,10,TAM 42,37,26,"Jameis Winston pass complete short middle to Vincent Jackson for 11 yards (tackle by Troy Hill). Penalty on Donovan Smith: Offensive Holding, 10 yards (no play)",0.500,-0.820
4,3:37,3,20,TAM 32,37,26,Jameis Winston pass complete short left to Adam Humphries for 29 yards (tackle by T.J. McDonald),-0.820,2.980
4,3:07,1,10,LAR 39,37,26,Jameis Winston pass incomplete short right intended for Russell Shepard,2.980,2.440
4,3:04,2,10,LAR 39,37,26,Jameis Winston pass incomplete short right intended for Charles Sims,2.440,1.750
4,2:58,3,10,LAR 39,37,26,Jameis Winston pass complete short left to Adam Humphries for 9 yards (tackle by Lamarcus Joyner),1.750,1.520
4,2:37,4,1,LAR 30,37,26,Charles Sims middle for 23 yards (tackle by Trumaine Johnson),1.520,5.600
4,2:28,1,7,LAR 7,37,26,Jameis Winston pass incomplete short right intended for Cameron Brate (defended by Alec Ogletree),5.600,4.760
4,2:24,2,7,LAR 7,37,32,"Jameis Winston pass complete short middle to Mike Evans for 7 yards, touchdown",4.760,7.000
4,2:24,2,,LAR 7,37,32,"Two Point Attempt: Jameis Winston pass incomplete intended for Vincent Jackson, conversion fails",4.760,-1.000
4,2:24,,,TAM 35,37,32,"Roberto Aguayo kicks off 64 yards, returned by Tavon Austin for 5 yards (tackle by Josh Keyes)",0.000,0.380
4,2:10,1,10,LAR 6,37,32,Todd Gurley right end for 3 yards (tackle by William Gholston and Clinton McDonald),-0.380,-0.380
4,2:05,1,10,LAR 6,37,32,Timeout #1 by Tampa Bay Buccaneers,-0.380,-0.560
4,2:05,2,7,LAR 9,37,32,Case Keenum middle for -4 yards (tackle by Clinton McDonald),-0.560,-1.540
4,2:00,3,11,LAR 5,37,32,Case Keenum pass incomplete short right intended for Kenny Britt,-1.540,-2.490
4,1:52,4,11,LAR 5,37,32,"Johnny Hekker punts 64 yards, returned by Adam Humphries for 13 yards (tackle by Bryce Hager)",-2.490,-1.860
4,1:42,1,10,TAM 44,37,32,Jameis Winston pass complete deep left to Vincent Jackson for 16 yards (tackle by Troy Hill),1.860,2.920
4,1:36,1,10,LAR 40,37,32,Jameis Winston pass complete short right to Adam Humphries for 6 yards (tackle by Alec Ogletree),2.920,3.180
4,1:16,2,4,LAR 34,37,32,Jameis Winston pass complete short middle to Charles Sims for 7 yards (tackle by Lamarcus Joyner and Mark Barron),3.180,3.780
4,0:54,1,10,LAR 27,37,32,Jameis Winston pass incomplete deep right intended for Vincent Jackson,3.780,3.230
4,0:49,2,10,LAR 27,37,32,Jameis Winston pass complete short right to Charles Sims for 12 yards (tackle by Mark Barron),3.230,4.580
4,0:26,1,10,LAR 15,37,32,Jameis Winston pass incomplete short right intended for Vincent Jackson,4.580,3.950
4,0:21,2,10,LAR 15,37,32,Jameis Winston pass incomplete short left intended for Vincent Jackson,3.950,3.100
4,0:14,3,10,LAR 15,37,32,"Penalty on Donovan Smith: False Start, 5 yards (no play)",3.100,2.680
4,0:14,3,15,LAR 20,37,32,"Jameis Winston pass incomplete short middle intended for Charles Sims. Penalty on Mark Barron: Illegal Contact, 5 yards (no play)",2.680,4.580
4,0:09,1,10,LAR 15,37,32,Jameis Winston pass incomplete short middle intended for Brandon Myers,4.580,4.580
4,0:04,1,10,LAR 15,37,32,Timeout #2 by Tampa Bay Buccaneers,4.580,3.950
4,0:04,2,10,LAR 15,37,32,Jameis Winston middle for 10 yards (tackle by Robert Quinn),3.950,3.910
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
