Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
D.K. Metcalf,SEA,7,6,58,0,3,36,6.0,22,3.7,5.1,1,6.0,0,0.0,0,101.2
DeeJay Dallas,SEA,5,5,33,0,0,8,1.6,25,5.0,1.6,0,,0,0.0,0,94.2
Will Dissly,SEA,2,2,8,1,1,3,1.5,5,2.5,1.5,0,,0,0.0,0,122.9
Freddie Swain,SEA,3,2,-4,0,,-13,-6.5,9,4.5,-2.3,0,,0,0.0,0,70.1
Gerald Everett,SEA,3,2,40,0,1,13,6.5,27,13.5,3.3,1,2.0,0,0.0,0,109.7
Tyler Lockett,SEA,7,2,35,0,2,23,11.5,12,6.0,6.9,0,,0,0.0,0,47.9
Alex Collins,SEA,1,1,-3,0,0,-6,-6.0,3,3.0,-6.0,1,1.0,0,0.0,0,79.2
Phillip Dorsett,SEA,1,1,3,0,,-2,-2.0,5,5.0,-2.0,0,,0,0.0,0,79.2
Penny Hart,SEA,1,1,12,0,1,12,12.0,0,0.0,12.0,0,,0,0.0,0,116.7
Travis Homer,SEA,1,1,27,0,1,2,2.0,25,25.0,2.0,1,1.0,0,0.0,0,118.7
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Diontae Johnson,PIT,13,9,71,0,5,50,5.6,21,2.3,11.3,0,,0,0.0,0,82.5
Pat Freiermuth,PIT,7,7,58,0,3,36,5.1,22,3.1,5.1,0,,0,0.0,0,101.2
Najee Harris,PIT,7,6,46,1,2,12,2.0,34,5.7,1.4,1,6.0,1,14.3,0,133.6
Ray-Ray McCloud,PIT,2,2,18,0,1,5,2.5,13,6.5,2.5,0,,0,0.0,0,104.2
Chase Claypool,PIT,7,2,17,0,2,6,3.0,11,5.5,8.7,1,2.0,1,14.3,0,39.6
Eric Ebron,PIT,2,2,10,0,1,9,4.5,1,0.5,4.5,0,,0,0.0,0,87.5
James Washington,PIT,1,1,9,0,,5,5.0,4,4.0,5.0,0,,0,0.0,0,104.2
