Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Alex Collins,SEA,20,101,1,5,52,2.6,49,2.5,1,20.0
DeeJay Dallas,SEA,4,17,0,2,6,1.5,11,2.8,0,
Travis Homer,SEA,2,27,0,1,12,6.0,15,7.5,0,
Geno Smith,SEA,1,-1,0,0,-1,-1.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Najee Harris,PIT,24,81,0,3,38,1.6,43,1.8,0,
Kalen Ballage,PIT,2,15,0,1,0,0.0,15,7.5,0,
Ben Roethlisberger,PIT,2,-3,0,0,-3,-1.5,0,0.0,0,
Eric Ebron,PIT,1,1,1,1,1,1.0,0,0.0,0,
Diontae Johnson,PIT,1,25,0,1,15,15.0,10,10.0,0,
