Quarter,Time,Down,ToGo,Location,ATL,SEA,Detail,EPB,EPA
1,0:58,2,17,ATL 35,0,7,Matt Ryan sacked by Jarran Reed for 0 yards,0.240,-0.430
1,0:17,3,17,ATL 35,0,7,Matt Ryan pass complete short middle to Devonta Freeman for 4 yards (tackle by Michael Bennett),-0.430,-0.780
Quarter,Time,Down,ToGo,Location,ATL,SEA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,13,ATL 39,0,7,"Matthew Bosher punts 44 yards, returned by Tyler Lockett for 2 yards (tackle by Eric Weems)",-0.780,-0.150
2,14:50,1,10,SEA 19,0,7,Christine Michael middle for 2 yards (tackle by Keanu Neal and Tyson Jackson),0.150,-0.060
2,14:16,2,8,SEA 21,0,7,Christine Michael left tackle for 1 yard (tackle by Kemal Ishmael),-0.060,-0.680
2,13:32,3,7,SEA 22,0,7,Russell Wilson pass incomplete short middle intended for Jimmy Graham,-0.680,-1.900
2,13:28,4,7,SEA 22,0,7,Jon Ryan punts 45 yards,-1.900,-1.140
2,13:15,1,10,ATL 33,0,7,Matt Ryan pass complete short right to Mohamed Sanu for 14 yards (tackle by DeShawn Shead),1.140,2.060
2,12:43,1,10,ATL 47,0,7,Tevin Coleman middle for 4 yards (tackle by Jarran Reed and Kevin Pierre-Louis),2.060,2.060
2,12:14,2,6,SEA 49,0,7,Matt Ryan pass complete short right to Mohamed Sanu for 5 yards (tackle by DeShawn Shead),2.060,2.020
2,11:32,3,1,SEA 44,0,7,Tevin Coleman right guard for no gain (tackle by Bobby Wagner and Cliff Avril),2.020,2.020
2,11:07,3,1,SEA 44,0,7,Timeout #1 by Seattle Seahawks,2.020,0.330
2,11:07,4,1,SEA 44,0,7,Matt Ryan middle for 2 yards (tackle by Bobby Wagner and Jarran Reed),0.330,2.790
2,10:29,1,10,SEA 42,0,7,Devonta Freeman right tackle for 3 yards (tackle by Michael Bennett),2.790,2.650
2,10:00,2,7,SEA 39,0,7,Matt Ryan pass complete short left to Julio Jones for 10 yards,2.650,3.640
2,9:40,1,10,SEA 29,0,7,Matt Ryan pass complete short left to Julio Jones for 14 yards (tackle by Richard Sherman),3.640,4.580
2,8:54,1,10,SEA 15,0,7,Matt Ryan pass incomplete short left intended for Devonta Freeman,4.580,3.950
2,8:50,2,10,SEA 15,0,7,Matt Ryan pass incomplete short left intended for Levine Toilolo,3.950,3.100
2,8:45,3,10,SEA 15,0,7,Matt Ryan pass incomplete short left intended for Jacob Tamme,3.100,2.440
2,8:42,4,10,SEA 15,3,7,Matt Bryant 33 yard field goal good,2.440,3.000
2,8:42,,,ATL 35,3,7,"Matthew Bosher kicks off 62 yards, returned by Tyler Lockett for 22 yards (tackle by Deion Jones)",0.000,-0.610
2,8:30,1,10,SEA 25,3,7,Russell Wilson pass complete short middle to Jimmy Graham for 16 yards (tackle by Deion Jones and Ricardo Allen),0.610,1.660
2,7:53,1,10,SEA 41,3,7,Russell Wilson pass complete short right to Christine Michael for 8 yards (tackle by De'Vondre Campbell),1.660,1.660
2,7:22,1,10,SEA 41,3,7,Timeout #1 by Atlanta Falcons,1.660,2.200
2,7:22,2,2,SEA 49,3,7,Christine Michael left guard for 1 yard (tackle by De'Vondre Campbell and Tyson Jackson),2.200,1.620
2,6:40,3,1,,3,7,Russell Wilson pass complete short left to Jimmy Graham for 13 yards (tackle by De'Vondre Campbell),1.620,3.120
2,6:18,1,10,ATL 37,3,7,Russell Wilson pass complete short right to Doug Baldwin for 9 yards (tackle by Ricardo Allen and Keanu Neal),3.120,3.790
2,5:49,2,1,ATL 28,3,7,"Christine Michael left tackle for 2 yards (tackle by Keanu Neal). Christine Michael fumbles (forced by Keanu Neal), recovered by Christine Michael at ATL-26",3.790,3.840
2,5:20,1,10,ATL 26,3,7,Russell Wilson pass complete short middle to C.J. Spiller for 24 yards (tackle by Kemal Ishmael and Ricardo Allen),3.840,6.740
2,4:36,1,2,ATL 2,3,13,"Alex Collins right guard for 2 yards, touchdown",6.740,7.000
2,4:36,,,ATL 2,3,14,Steven Hauschka kicks extra point good,0.000,0.000
2,4:36,,,SEA 35,3,14,"Steven Hauschka kicks off 68 yards, returned by Eric Weems for 28 yards (tackle by Steven Terrell)",0.000,-0.610
2,4:26,1,10,ATL 25,3,14,"Penalty on Ryan Schraeder: False Start, 5 yards (no play)",0.610,0.280
2,4:26,1,15,ATL 20,3,14,Devonta Freeman right guard for -1 yards (tackle by Michael Bennett),0.280,0.280
2,3:39,1,15,ATL 20,3,14,Timeout #2 by Atlanta Falcons,0.280,-0.810
2,3:39,2,16,ATL 19,3,14,Matt Ryan pass complete short left to Devonta Freeman for -5 yards (tackle by Cassius Marsh and Kelcie McCray),-0.810,-2.550
2,2:52,3,21,ATL 14,3,14,Devonta Freeman left end for 1 yard (tackle by Richard Sherman and K.J. Wright),-2.550,-2.440
2,2:09,4,20,ATL 15,3,14,"Matthew Bosher punts 39 yards, returned by Tyler Lockett for 4 yards (tackle by C.J. Goodwin). Penalty on Taylor Gabriel: Player Out of Bounds on Punt, 5 yards",-2.440,-2.590
2,1:58,1,10,ATL 45,3,14,Russell Wilson pass complete short middle to Jimmy Graham for 25 yards (tackle by Ricardo Allen and Keanu Neal),2.590,4.240
2,1:29,1,10,ATL 20,3,14,C.J. Spiller left end for -3 yards (tackle by LaRoy Reynolds and Brian Poole),4.240,3.290
2,0:57,2,13,ATL 23,3,14,Russell Wilson pass incomplete short left intended for C.J. Spiller,3.290,2.610
2,0:52,3,13,ATL 23,3,14,Russell Wilson pass incomplete,2.610,1.930
2,0:46,4,13,ATL 23,3,17,Steven Hauschka 42 yard field goal good,1.930,3.000
2,0:46,,,SEA 35,3,17,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.610
2,0:42,1,10,ATL 25,3,17,Matt Ryan pass incomplete deep right intended for Taylor Gabriel (defended by DeShawn Shead),0.610,0.610
2,0:42,1,10,ATL 25,3,17,Timeout #3 by Atlanta Falcons,0.610,0.060
2,0:38,2,10,ATL 25,3,17,"Matt Ryan sacked by Cassius Marsh for -11 yards. Penalty on Cassius Marsh: Defensive Offside, 5 yards (no play)",0.060,0.740
2,0:34,2,5,ATL 30,3,17,"Matt Ryan pass complete deep middle to Julio Jones for 22 yards (tackle by Bobby Wagner and Kelcie McCray). Penalty on Levine Toilolo: Offensive Holding, 10 yards (no play)",0.740,-0.610
2,0:28,2,15,ATL 20,3,17,Matt Ryan pass complete short right to Tevin Coleman for 7 yards (tackle by DeShawn Shead),-0.610,-0.360
Quarter,Time,Down,ToGo,Location,ATL,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 35,3,17,"Steven Hauschka kicks off 65 yards, touchback",0.000,0.610
3,15:00,1,10,ATL 25,3,17,Matt Ryan pass complete short middle to Mohamed Sanu for 7 yards (tackle by DeShawn Shead),0.610,1.010
3,14:23,2,3,ATL 32,3,17,Devonta Freeman left end for 2 yards (tackle by K.J. Wright and Michael Bennett),1.010,0.560
3,13:39,3,1,ATL 34,3,17,Devonta Freeman right guard for 2 yards (tackle by Bobby Wagner and Michael Bennett),0.560,1.330
3,12:58,1,10,ATL 36,3,17,Devonta Freeman left tackle for 4 yards (tackle by Bobby Wagner and K.J. Wright),1.330,1.330
3,12:25,2,6,ATL 40,3,17,Matt Ryan pass incomplete,1.330,0.630
3,12:19,3,6,ATL 40,3,17,Matt Ryan pass complete short middle to Justin Hardy for 9 yards (tackle by Jeremy Lane and Earl Thomas),0.630,2.190
3,11:50,1,10,ATL 49,3,17,Matt Ryan pass complete short right to Julio Jones for 15 yards (tackle by Jeremy Lane),2.190,3.180
3,11:15,1,10,SEA 36,3,17,Matt Ryan pass incomplete short right intended for Aldrick Robinson,3.180,2.640
3,11:07,2,10,SEA 36,9,17,"Matt Ryan pass complete deep left to Julio Jones for 36 yards, touchdown",2.640,7.000
3,11:07,,,SEA 36,10,17,Matt Bryant kicks extra point good,0.000,0.000
3,11:07,,,ATL 35,10,17,"Matthew Bosher kicks off 64 yards, returned by C.J. Spiller for 24 yards (tackle by Eric Weems)",0.000,-0.610
3,10:56,1,10,SEA 25,10,17,Russell Wilson pass complete short right to Tyler Lockett for 5 yards (tackle by Keanu Neal and Kemal Ishmael),0.610,0.740
3,10:28,2,5,SEA 30,10,17,Christine Michael left tackle for 2 yards (tackle by LaRoy Reynolds and Philip Wheeler),0.740,0.300
3,9:51,3,3,SEA 32,10,17,Russell Wilson pass incomplete short middle intended for Tyler Lockett,0.300,-1.240
3,9:44,4,3,SEA 32,10,17,"Jon Ryan punts 58 yards, returned by Eric Weems for 11 yards (tackle by Kevin Pierre-Louis)",-1.240,-0.340
3,9:34,1,10,ATL 21,10,17,Matt Ryan pass complete deep middle to Julio Jones for 24 yards (tackle by Kelcie McCray),0.340,1.930
3,9:06,1,10,ATL 45,10,17,Matt Ryan pass complete short left to Julio Jones for 16 yards (tackle by Bobby Wagner and Richard Sherman),1.930,2.980
3,8:33,1,10,SEA 39,10,17,Tevin Coleman right tackle for 1 yard (tackle by K.J. Wright and Bobby Wagner),2.980,2.580
3,7:48,2,9,SEA 38,10,17,Matt Ryan pass incomplete short left intended for Mohamed Sanu (defended by DeShawn Shead),2.580,1.880
3,7:44,3,9,SEA 38,10,17,Matt Ryan pass complete short right to Justin Hardy for 10 yards,1.880,3.710
3,7:07,1,10,SEA 28,10,17,Devonta Freeman right end for 18 yards (tackle by Bobby Wagner),3.710,4.910
3,6:20,1,10,SEA 10,10,17,Matt Ryan pass incomplete short right intended for Devonta Freeman,4.910,4.190
3,6:16,2,10,SEA 10,16,17,"Matt Ryan pass complete short left to Mohamed Sanu for 10 yards, touchdown",4.190,7.000
3,6:16,,,SEA 10,17,17,Matt Bryant kicks extra point good,0.000,0.000
3,6:16,,,ATL 35,17,17,"Matthew Bosher kicks off 62 yards, returned by Tyler Lockett for 17 yards (tackle by Deion Jones)",0.000,-0.280
3,6:05,1,10,SEA 20,17,17,Russell Wilson pass complete short left to C.J. Spiller for 8 yards (tackle by Kemal Ishmael),0.280,0.810
3,5:28,2,2,SEA 28,17,17,Russell Wilson pass incomplete short right intended for Doug Baldwin (defended by Vic Beasley),0.810,0.100
3,5:23,3,2,SEA 28,17,17,"Russell Wilson pass complete short right to Doug Baldwin for 3 yards (tackle by Kemal Ishmael and Desmond Trufant). Penalty on LaRoy Reynolds: Face Mask (15 Yards), 15 yards",0.100,1.990
3,4:59,1,10,SEA 46,17,17,Russell Wilson pass incomplete short right intended for Jimmy Graham,1.990,1.450
3,4:54,2,10,SEA 46,17,17,Russell Wilson pass complete short middle to Jimmy Graham for 9 yards (tackle by LaRoy Reynolds and Kemal Ishmael),1.450,1.950
3,4:18,3,1,ATL 45,17,17,Christine Michael left tackle for no gain (tackle by LaRoy Reynolds and Grady Jarrett),1.950,0.270
3,3:51,4,1,ATL 45,17,17,"Jon Ryan punts 42 yards, fair catch by Eric Weems",0.270,0.380
3,3:44,1,10,ATL 3,17,17,"Tevin Coleman right tackle for 5 yards (tackle by Ahtyba Rubin and K.J. Wright). Penalty on Jake Matthews: Offensive Holding, 1 yards (no play)",-0.380,-0.420
3,3:20,1,11,ATL 2,17,17,Matt Ryan pass complete short left to Jacob Tamme for 4 yards (tackle by K.J. Wright),-0.420,-0.560
3,2:39,2,7,ATL 6,17,17,Matt Ryan pass complete short middle to Justin Hardy for 11 yards (tackle by DeShawn Shead),-0.560,-0.060
3,1:57,1,10,ATL 17,17,17,Matt Ryan pass complete deep right to Julio Jones for 24 yards,-0.060,-0.060
3,1:40,1,10,ATL 17,17,17,Timeout #1 by Seattle Seahawks,-0.060,1.660
3,1:40,1,10,ATL 41,17,17,Matt Ryan pass complete short middle to Aldrick Robinson for 8 yards (tackle by Earl Thomas and DeShawn Shead),1.660,2.200
3,1:01,2,2,ATL 49,17,17,Devonta Freeman left tackle for 5 yards (tackle by Bobby Wagner and Tony McDaniel),2.200,2.520
3,0:26,1,10,SEA 46,23,17,"Matt Ryan pass complete deep left to Levine Toilolo for 46 yards, touchdown",2.520,7.000
3,0:26,,,SEA 46,24,17,Matt Bryant kicks extra point good,0.000,0.000
3,0:26,,,ATL 35,24,17,"Matthew Bosher kicks off 63 yards, returned by Tyler Lockett for 24 yards (tackle by Robenson Therezie)",0.000,-0.670
3,0:12,1,10,SEA 26,24,17,Russell Wilson for 2 yards (tackle by Adrian Clayborn),0.670,0.400
Quarter,Time,Down,ToGo,Location,ATL,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,SEA 28,24,17,Russell Wilson pass complete short left to Christine Michael for 9 yards (tackle by Keanu Neal),0.400,1.400
4,14:42,1,10,SEA 37,24,17,Christine Michael right tackle for 9 yards (tackle by LaRoy Reynolds and Ricardo Allen),1.400,2.070
4,14:01,2,1,SEA 46,24,17,Russell Wilson pass complete short left to Tanner McEvoy for 17 yards (tackle by Keanu Neal),2.070,3.120
4,13:27,1,10,ATL 37,24,17,Russell Wilson pass complete short middle to Luke Willson for 9 yards (tackle by LaRoy Reynolds and Ra'Shede Hageman),3.120,3.790
4,12:46,2,1,ATL 28,24,17,Russell Wilson pass complete deep left to Jimmy Graham for 18 yards (tackle by Kemal Ishmael),3.790,4.910
4,12:17,1,10,ATL 10,24,17,Christine Michael left end for no gain (tackle by Grady Jarrett and Ricardo Allen),4.910,4.190
4,11:37,2,10,ATL 10,24,17,Russell Wilson pass incomplete short middle intended for C.J. Spiller,4.190,4.190
4,11:34,2,10,ATL 10,24,17,Timeout #2 by Seattle Seahawks,4.190,3.130
4,11:34,3,10,ATL 10,24,17,Russell Wilson pass incomplete short middle intended for Jermaine Kearse,3.130,2.760
4,11:30,4,10,ATL 10,24,17,Steven Hauschka 29 yard field goal no good,2.760,-0.280
4,11:27,1,10,ATL 20,24,17,Matt Ryan pass complete short right to Levine Toilolo for 18 yards (tackle by Bobby Wagner and Kevin Pierre-Louis),0.280,1.470
4,10:45,1,10,ATL 38,24,17,Tevin Coleman left tackle for 2 yards (tackle by Kelcie McCray and Bobby Wagner),1.470,1.190
4,10:08,2,8,ATL 40,24,17,Tevin Coleman right tackle for 3 yards (tackle by Tony McDaniel),1.190,0.890
4,9:28,3,5,ATL 43,24,17,Matt Ryan sacked by Cassius Marsh for -13 yards,0.890,-1.370
4,8:46,4,18,ATL 30,24,17,"Matthew Bosher punts 45 yards, returned by Tyler Lockett for 15 yards (tackle by Eric Weems). Penalty on Kevin Pierre-Louis: Illegal Block Above the Waist, 10 yards",-1.370,-0.940
4,8:34,1,10,SEA 30,24,17,Russell Wilson pass complete short right to Jermaine Kearse for 7 yards (tackle by Robert Alford),0.940,1.340
4,7:59,2,3,SEA 37,24,17,Russell Wilson pass complete short right to Jermaine Kearse for 12 yards,1.340,2.190
4,7:45,1,10,SEA 49,24,17,Christine Michael middle for 4 yards (tackle by Deion Jones and Vic Beasley),2.190,2.190
4,7:09,2,6,ATL 47,24,17,Russell Wilson pass incomplete deep middle intended for Jermaine Kearse,2.190,2.190
4,7:02,2,6,ATL 47,24,17,Timeout #1 by Atlanta Falcons,2.190,1.490
4,7:02,3,6,ATL 47,24,17,Russell Wilson pass complete short right to Tyler Lockett for 10 yards (tackle by Brian Poole),1.490,3.120
4,6:27,1,10,ATL 37,24,17,Russell Wilson pass complete short middle to Doug Baldwin for 11 yards (tackle by Brian Poole),3.120,3.840
4,6:04,1,10,ATL 26,24,17,Russell Wilson middle for 6 yards (tackle by Deion Jones),3.840,4.110
4,5:27,2,4,ATL 20,24,17,"Russell Wilson pass incomplete deep left intended for Jermaine Kearse. Penalty on Robert Alford: Defensive Pass Interference, 17 yards (no play)",4.110,6.510
4,5:23,1,3,ATL 3,24,17,Christine Michael right guard for 2 yards (tackle by Grady Jarrett and Deion Jones),6.510,5.910
4,4:47,2,1,ATL 1,24,23,"Christine Michael right tackle for 1 yard, touchdown",5.910,7.000
4,4:47,,,ATL 1,24,23,"Steven Hauschka kicks extra point no good, blocked by Ra'Shede Hageman",0.000,-1.000
4,4:47,,,SEA 35,24,23,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.610
4,4:43,1,10,ATL 25,24,23,Matt Ryan pass complete short right to Patrick DiMarco for 3 yards (tackle by Bobby Wagner),0.610,0.470
4,4:05,2,7,ATL 28,24,23,Matt Ryan pass complete short right to Devonta Freeman for 11 yards (tackle by Earl Thomas),0.470,1.530
4,3:57,1,10,ATL 39,24,23,Matt Ryan pass incomplete deep left intended for Julio Jones is intercepted by Earl Thomas at SEA-45 and returned for 5 yards,1.530,-2.260
4,3:48,1,10,,24,23,Russell Wilson pass incomplete short middle intended for Jimmy Graham (defended by Keanu Neal),2.260,1.710
4,3:45,2,10,,24,23,Russell Wilson pass complete short right to Doug Baldwin for 8 yards (tackle by Desmond Trufant),1.710,2.080
4,3:40,3,2,ATL 42,24,23,Russell Wilson pass complete short right to Alex Collins for 9 yards (tackle by Vic Beasley),2.080,3.380
4,2:57,1,10,ATL 33,24,23,Tyler Lockett left end for 2 yards (tackle by Keanu Neal),3.380,3.110
4,2:13,2,8,ATL 31,24,23,Christine Michael right tackle for 5 yards (tackle by Tyson Jackson and Ra'Shede Hageman),3.110,3.110
4,2:07,2,8,ATL 31,24,23,Timeout #2 by Atlanta Falcons,3.110,3.070
4,2:07,3,3,ATL 26,24,23,Russell Wilson pass incomplete short right intended for Tyler Lockett (defended by Robert Alford),3.070,1.840
4,2:02,4,3,ATL 26,24,26,Steven Hauschka 44 yard field goal good,1.840,3.000
4,2:02,,,SEA 35,24,26,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.610
4,1:57,1,10,ATL 25,24,26,Matt Ryan pass incomplete deep right intended for Mohamed Sanu,0.610,0.060
4,1:51,2,10,ATL 25,24,26,Matt Ryan pass incomplete short middle intended for Mohamed Sanu (defended by Earl Thomas),0.060,-0.620
4,1:47,3,10,ATL 25,24,26,Matt Ryan pass incomplete deep left intended for Mohamed Sanu (defended by DeShawn Shead),-0.620,-1.700
4,1:39,4,10,ATL 25,24,26,Matt Ryan pass incomplete deep middle intended for Julio Jones (defended by Richard Sherman),-1.700,-3.910
4,1:30,1,10,ATL 25,24,26,Russell Wilson kneels for -1 yards,3.910,3.230
4,0:48,2,11,ATL 26,24,26,Russell Wilson kneels for -2 yards,3.230,2.280
4,0:08,3,13,ATL 28,24,26,Russell Wilson kneels for -1 yards,2.280,1.500
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
