Quarter,Time,Down,ToGo,Location,PHI,NYG,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Eagles won the coin toss, Eagles to receive the opening kickoff.",,
1,15:00,,,NYG 30,0,0,"Lawrence Tynes kicks off 62 yards, returned by Victor Harris for 25 yards (tackle by Kevin Dockery)",0.000,1.140
1,14:55,1,10,PHI 33,0,0,LeSean McCoy right end for 11 yards (tackle by Aaron Rouse),1.140,1.860
1,14:32,1,10,PHI 44,0,0,Donovan McNabb pass complete short right to Brent Celek for 6 yards (tackle by Aaron Ross and Michael Boley),1.860,2.130
1,13:58,2,4,,0,0,"Penalty on Barry Cofield: Encroachment, 5 yards (no play)",2.130,2.590
1,13:45,1,10,NYG 45,0,0,Leonard Weaver middle for 6 yards (tackle by Chris Canty),2.590,2.850
1,13:05,2,4,NYG 39,0,0,Michael Vick pass complete deep middle to DeSean Jackson for 32 yards (tackle by Corey Webster),2.850,5.600
1,12:25,1,7,NYG 7,0,0,Leonard Weaver left guard for -1 yards (tackle by Michael Boley and Justin Tuck),5.600,4.570
1,11:39,2,8,NYG 8,6,0,"Donovan McNabb pass complete short left to Brent Celek for 8 yards, touchdown",4.570,7.000
1,,,,NYG 2,7,0,David Akers kicks extra point good,0.000,0.000
1,,,,PHI 30,7,0,"David Akers kicks off 65 yards, returned by Domenik Hixon for 28 yards (tackle by Joselio Hanson)",0.000,1.140
1,11:22,1,10,NYG 33,7,0,Eli Manning pass incomplete short middle intended for Brandon Jacobs,1.140,0.590
1,11:16,2,10,NYG 33,7,0,Brandon Jacobs left guard for 8 yards (tackle by Mike Patterson and Chris Gocong),0.590,0.960
1,10:37,3,2,NYG 41,7,0,Eli Manning pass complete short middle to Steve Smith for 15 yards (tackle by Sheldon Brown),0.960,2.650
1,9:57,1,10,PHI 44,13,0,"Brandon Jacobs for no gain (tackle by Trent Cole). Brandon Jacobs fumbles (forced by Trent Cole), recovered by Sheldon Brown at PHI-40 and returned for 60 yards, touchdown",2.650,-7.000
1,,,,NYG 2,14,0,David Akers kicks extra point good,0.000,0.000
1,,,,PHI 30,14,0,"David Akers kicks off 67 yards, returned by Domenik Hixon for 12 yards (tackle by Eldra Buckley)",0.000,-0.220
1,9:33,1,10,NYG 15,14,0,Eli Manning pass complete short left to Kevin Boss for 3 yards (tackle by Sheldon Brown),-0.220,-0.280
1,9:02,2,7,NYG 18,14,0,Brandon Jacobs right guard for 13 yards (tackle by Sean Jones and Joselio Hanson),-0.280,1.000
1,8:25,1,10,NYG 31,14,0,Eli Manning pass complete short left to Hakeem Nicks for 18 yards (tackle by Sean Jones and Quintin Mikell),1.000,2.190
1,7:43,1,10,NYG 49,14,0,Eli Manning pass incomplete short right intended for Hakeem Nicks (defended by Asante Samuel),2.190,1.650
1,7:29,2,10,NYG 49,14,0,Eli Manning pass complete short middle to Steve Smith for 13 yards (tackle by Akeem Jordan),1.650,3.050
1,6:55,1,10,PHI 38,14,0,Ahmad Bradshaw right guard for 1 yard (tackle by Jeremiah Trotter),3.050,2.640
1,6:16,2,9,PHI 37,14,0,Ahmad Bradshaw left guard for no gain (tackle by Trent Cole and Chris Gocong),2.640,1.950
1,5:31,3,9,PHI 37,14,0,Eli Manning pass complete short middle to Steve Smith for 8 yards (tackle by Sheldon Brown),1.950,1.620
1,4:52,4,1,PHI 29,14,0,Brandon Jacobs right tackle for 2 yards (tackle by Chris Gocong and Jason Babin),1.620,3.780
1,4:15,1,10,PHI 27,14,0,Eli Manning pass incomplete short left intended for Hakeem Nicks (defended by Brodrick Bunkley),3.780,3.230
1,4:06,2,10,PHI 27,14,0,Eli Manning pass complete short left to Kevin Boss for 18 yards (tackle by Chris Gocong),3.230,5.140
1,3:25,1,9,PHI 9,14,0,Ahmad Bradshaw left tackle for 1 yard (tackle by Brodrick Bunkley and Mike Patterson),5.140,4.570
1,2:45,2,8,PHI 8,14,0,Eli Manning pass incomplete short right intended for Steve Smith,4.570,3.580
1,2:37,3,8,PHI 8,14,0,Eli Manning pass incomplete short left intended for Mario Manningham,3.580,2.950
1,2:31,4,8,PHI 8,14,3,Lawrence Tynes 26 yard field goal good,2.950,3.000
1,,,,NYG 30,14,3,"Lawrence Tynes kicks off 65 yards, returned by Victor Harris for 26 yards (tackle by Clint Sintim)",0.000,1.000
1,2:22,1,10,PHI 31,14,3,LeSean McCoy left tackle for 1 yard (tackle by Chris Canty and Mathias Kiwanuka),1.000,0.600
1,1:43,2,9,PHI 32,14,3,Donovan McNabb pass incomplete short right intended for LeSean McCoy,0.600,-0.100
1,1:36,3,9,PHI 32,14,3,Donovan McNabb pass incomplete short right intended for Leonard Weaver,-0.100,-1.240
1,1:28,4,9,PHI 32,14,3,"Saverio Rocca punts 36 yards. Penalty on Terrell Thomas: Unnecessary Roughness, 15 yards",-1.240,0.060
1,1:19,1,10,NYG 17,14,3,Brandon Jacobs right tackle for 7 yards (tackle by Antonio Dixon),-0.060,0.480
1,0:39,2,3,NYG 24,14,3,Brandon Jacobs right end for -3 yards (tackle by Jeremiah Trotter and Quintin Mikell),0.480,-0.750
Quarter,Time,Down,ToGo,Location,PHI,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,6,NYG 21,14,3,"Penalty on Kareem McKenzie: False Start, 5 yards (no play)",-0.750,-1.410
2,15:00,3,11,NYG 16,14,3,"Eli Manning pass incomplete deep left intended for Hakeem Nicks. Penalty on Quintin Mikell: Illegal Contact, 5 yards (no play)",-1.410,0.340
2,14:52,1,10,NYG 21,14,3,"Eli Manning pass incomplete short right intended for Hakeem Nicks. Penalty on Quintin Mikell: Illegal Contact, 5 yards (no play)",0.340,0.670
