Quarter,Time,Down,ToGo,Location,TEN,JAX,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Jaguars won the coin toss and deferred, Titans to receive the opening kickoff.",,
1,15:00,,,JAX 35,0,0,"Jason Myers kicks off 65 yards, touchback",0.000,-0.610
1,15:00,1,10,TEN 25,0,0,DeMarco Murray left end for no gain (tackle by Myles Jack),0.610,0.060
1,14:25,2,10,TEN 25,0,0,DeMarco Murray middle for 3 yards (tackle by Malik Jackson),0.060,-0.230
1,13:41,3,7,TEN 28,0,0,Marcus Mariota pass incomplete deep right intended for Eric Decker,-0.230,-1.500
1,13:36,4,7,TEN 28,0,0,"Brett Kern punts 42 yards, returned by Marqise Lee for 4 yards (tackle by Beau Brinkley). Penalty on Jarrod Wilson: Illegal Block Above the Waist, 10 yards",-1.500,-0.540
1,13:25,1,10,JAX 24,0,0,Leonard Fournette middle for 5 yards (tackle by Avery Williamson),0.540,0.670
1,12:51,2,5,JAX 29,0,0,Blake Bortles middle for 6 yards (tackle by Kevin Byard),0.670,1.270
1,12:15,1,10,JAX 35,0,0,Chris Ivory middle for 6 yards (tackle by Derrick Morgan),1.270,1.530
1,11:37,2,4,JAX 41,0,0,Blake Bortles pass incomplete short middle intended for Leonard Fournette,1.530,0.830
1,11:33,3,4,JAX 41,0,0,Blake Bortles pass complete short middle to Marqise Lee for 14 yards (tackle by Adoree' Jackson),0.830,2.590
1,11:02,1,10,TEN 45,0,0,Leonard Fournette middle for 7 yards (tackle by Wesley Woodyard),2.590,2.990
1,10:25,2,3,TEN 38,0,0,Leonard Fournette middle for 2 yards (tackle by Karl Klug),2.990,2.540
1,9:47,3,1,TEN 36,0,0,Chris Ivory middle for 2 yards (tackle by Wesley Woodyard),2.540,3.310
1,9:07,1,10,TEN 34,0,0,Blake Bortles pass incomplete short right intended for Ben Koyack (defended by Derrick Morgan),3.310,2.770
1,9:02,2,10,TEN 34,0,0,Leonard Fournette right end for -1 yards (tackle by Adoree' Jackson and Wesley Woodyard),2.770,1.950
1,8:19,3,11,TEN 35,0,0,Blake Bortles pass complete short right to Leonard Fournette for 10 yards (tackle by Da'Norris Searcy and Wesley Woodyard),1.950,1.950
1,7:30,4,1,TEN 25,0,3,Jason Myers 43 yard field goal good,1.950,3.000
1,7:24,,,JAX 35,0,3,"Jason Myers kicks off 65 yards, touchback",0.000,-0.610
1,7:24,1,10,TEN 25,0,3,DeMarco Murray left guard for 4 yards (tackle by Telvin Smith),0.610,0.600
1,6:47,2,6,TEN 29,0,3,DeMarco Murray middle for 4 yards (tackle by Paul Posluszny),0.600,0.430
1,6:01,3,2,TEN 33,0,3,Marcus Mariota pass complete short middle to Eric Decker for 10 yards (tackle by A.J. Bouye),0.430,1.800
1,5:20,1,10,TEN 43,0,3,Marcus Mariota pass complete deep left to Eric Decker for 16 yards (tackle by A.J. Bouye),1.800,2.850
1,4:36,1,10,JAX 41,0,3,DeMarco Murray right end for 4 yards (tackle by Malik Jackson),2.850,2.850
1,3:58,2,6,JAX 37,0,3,Marcus Mariota pass incomplete short left intended for DeMarco Murray (defended by Michael Bennett),2.850,2.150
1,3:52,3,6,JAX 37,0,3,Marcus Mariota pass complete short left to Delanie Walker for 8 yards (tackle by Aaron Colvin),2.150,3.640
1,3:09,1,10,JAX 29,0,3,DeMarco Murray middle for 7 yards (tackle by Paul Posluszny and Myles Jack),3.640,4.050
1,2:28,2,3,JAX 22,0,3,Marcus Mariota pass incomplete short left intended for Corey Davis (defended by A.J. Bouye),4.050,3.340
1,2:24,3,3,JAX 22,0,3,Marcus Mariota pass incomplete short left intended for Eric Decker,3.340,2.090
1,2:20,4,3,JAX 22,3,3,Ryan Succop 40 yard field goal good,2.090,3.000
1,2:16,,,TEN 35,3,3,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.610
1,2:16,1,10,JAX 25,3,3,Leonard Fournette right end for 4 yards (tackle by Brian Orakpo),0.610,0.600
1,1:43,2,6,JAX 29,3,3,Chris Ivory left end for no gain (tackle by Brian Orakpo),0.600,-0.100
1,1:04,3,6,JAX 29,3,3,Blake Bortles pass incomplete short left intended for Marqise Lee,-0.100,-1.440
1,0:59,4,6,JAX 29,3,3,"Brad Nortman punts 52 yards, returned by Adoree' Jackson for 9 yards (tackle by Dawuane Smoot)",-1.440,-0.810
1,0:47,1,10,TEN 28,3,3,"Penalty on Jack Conklin: False Start, 5 yards (no play)",0.810,0.480
1,0:47,1,15,TEN 23,3,3,Derrick Henry middle for 3 yards (tackle by Telvin Smith),0.480,-0.010
1,0:09,2,12,TEN 26,3,3,Marcus Mariota right guard for 7 yards (tackle by Telvin Smith),-0.010,0.230
Quarter,Time,Down,ToGo,Location,TEN,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,5,TEN 33,3,3,Marcus Mariota sacked by Myles Jack for -4 yards,0.230,-1.440
2,14:27,4,9,TEN 29,3,3,"Brett Kern punts 42 yards, out of bounds",-1.440,-0.870
2,14:23,1,10,JAX 29,3,3,Blake Bortles pass incomplete deep right intended for Allen Hurns,0.870,0.330
2,14:17,2,10,JAX 29,3,3,Leonard Fournette middle for 4 yards (tackle by Jurrell Casey),0.330,0.170
2,13:42,3,6,JAX 33,3,3,Blake Bortles pass incomplete short left intended for Chris Ivory (defended by Jayon Brown),0.170,-1.180
2,13:34,4,6,JAX 33,3,3,"Brad Nortman punts 53 yards, fair catch by Adoree' Jackson",-1.180,0.280
2,13:30,1,10,TEN 14,3,3,Marcus Mariota pass complete short right to Corey Davis for 4 yards (tackle by Eli Ankou),-0.280,-0.210
2,12:47,2,6,TEN 18,3,3,DeMarco Murray left end for no gain (tackle by Barry Church),-0.210,-0.920
2,12:03,3,6,TEN 18,3,3,Marcus Mariota pass incomplete short right intended for Rishard Matthews,-0.920,-2.240
2,11:56,4,6,TEN 18,3,3,"Brett Kern punts 41 yards, out of bounds",-2.240,-1.660
2,11:51,1,10,JAX 41,3,3,Leonard Fournette middle for 7 yards (tackle by Kevin Byard),1.660,2.070
2,11:19,2,3,JAX 48,3,3,Leonard Fournette left end for 2 yards (tackle by Logan Ryan),2.070,1.620
2,10:43,3,1,,3,3,Chris Ivory middle for 2 yards (tackle by Karl Klug),1.620,2.390
2,10:04,1,10,TEN 48,3,3,"Blake Bortles pass complete short right to Chris Ivory for -2 yards (tackle by Wesley Woodyard and Kevin Byard). Penalty on Marcedes Lewis: Illegal Use of Hands, 10 yards (no play)",2.390,1.730
2,9:40,1,20,JAX 42,3,3,Blake Bortles pass complete short right to Chris Ivory for 4 yards (tackle by Logan Ryan),1.730,1.040
2,9:00,2,16,JAX 46,3,3,"Blake Bortles sacked by Brian Orakpo for -7 yards. Blake Bortles fumbles (forced by Brian Orakpo), recovered by Erik Walden at JAX-39 (tackle by Jermey Parnell)",1.040,-2.980
2,8:52,1,10,JAX 39,3,3,Marcus Mariota pass complete short right to Jonnu Smith for -2 yards (tackle by Paul Posluszny),2.980,2.170
2,8:14,2,12,JAX 41,3,3,Taywan Taylor for 17 yards (tackle by Aaron Colvin),2.170,3.970
2,7:40,1,10,JAX 24,3,3,Marcus Mariota pass incomplete short middle intended for Jonnu Smith is intercepted by Telvin Smith at JAX-14 and returned for 2 yards,3.970,0.140
2,7:33,1,10,JAX 16,3,3,Corey Grant left end for 13 yards (tackle by Wesley Woodyard),-0.140,0.870
2,6:53,1,10,JAX 29,3,3,"Leonard Fournette middle for 3 yards (tackle by Logan Ryan). Penalty on Logan Ryan: Unnecessary Roughness, 15 yards",0.870,2.060
2,6:31,1,10,JAX 47,3,3,Chris Ivory middle for 3 yards (tackle by Wesley Woodyard),2.060,1.920
2,5:55,2,7,,3,3,Chris Ivory middle for 4 yards (tackle by Jayon Brown),1.920,1.750
2,5:14,3,3,TEN 46,3,3,Blake Bortles pass complete short right to Marqise Lee for 8 yards (tackle by Adoree' Jackson),1.750,3.050
2,4:39,1,10,TEN 38,3,3,Blake Bortles left end for 6 yards (tackle by Brian Orakpo),3.050,3.320
2,4:00,2,4,TEN 32,3,3,Blake Bortles pass incomplete short right intended for Leonard Fournette,3.320,2.610
2,3:53,3,4,TEN 32,3,3,Blake Bortles pass complete short left to Marqise Lee for 5 yards (tackle by LeShaun Sims),2.610,3.780
2,3:14,1,10,TEN 27,3,3,"Chris Ivory right end for no gain (tackle by Erik Walden). Penalty on Chris Ivory: Face Mask (15 Yards), 15 yards, Penalty on Jermey Parnell: Offensive Holding (Declined) (no play)",3.780,2.790
2,2:59,1,25,TEN 42,3,3,Leonard Fournette left end for no gain (tackle by Kevin Byard and Derrick Morgan),2.790,1.210
2,2:21,2,25,TEN 42,3,3,Blake Bortles pass incomplete short middle intended for Marqise Lee is intercepted by Curtis Riley at TEN-37 and returned for 2 yards,1.210,-1.530
2,2:13,1,10,TEN 39,3,3,Marcus Mariota pass complete short middle to DeMarco Murray for 3 yards (tackle by Telvin Smith and Yannick Ngakoue),1.530,1.390
2,2:00,2,7,TEN 42,3,3,Marcus Mariota pass complete short left to Eric Decker for 6 yards (tackle by Aaron Colvin),1.390,1.490
2,1:19,3,1,TEN 48,3,3,Derrick Henry middle for 2 yards (tackle by Eli Ankou),1.490,0.000
2,1:14,,,,,,Timeout #1 by Tennessee Titans,0.000,-2.260
2,1:14,1,10,,3,3,Marcus Mariota pass incomplete deep left intended for Corey Davis,2.260,1.710
2,1:09,2,10,,3,3,Marcus Mariota for 7 yards (tackle by Myles Jack),1.710,1.950
2,1:01,3,3,JAX 43,3,3,Marcus Mariota pass complete short middle to Rishard Matthews for 15 yards (tackle by Barry Church),1.950,3.710
2,0:40,1,10,JAX 28,3,3,Marcus Mariota pass incomplete,3.710,3.170
2,0:34,2,10,JAX 28,3,3,"Marcus Mariota for 7 yards (tackle by Jalen Ramsey). Penalty on Jack Conklin: Offensive Holding, 10 yards (no play)",3.170,1.820
2,0:27,2,20,JAX 38,3,3,"Marcus Mariota pass complete short right to DeMarco Murray for 12 yards (tackle by Jalen Ramsey). Penalty on Taylor Lewan: Illegal Use of Hands, 10 yards (no play)",1.820,0.470
2,0:19,2,30,JAX 48,3,3,Marcus Mariota pass complete deep middle to Rishard Matthews for 20 yards (tackle by A.J. Bouye),0.470,0.000
2,0:10,,,,,,Timeout #2 by Tennessee Titans,0.000,-2.480
2,0:10,3,10,JAX 28,3,3,"Penalty on Dante Fowler: Defensive Offside, 5 yards (no play)",2.480,3.140
2,0:10,3,5,JAX 23,3,3,Marcus Mariota pass incomplete,3.140,1.980
2,0:04,4,5,JAX 23,6,3,Ryan Succop 41 yard field goal good,1.980,3.000
Quarter,Time,Down,ToGo,Location,TEN,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 35,6,3,"Ryan Succop kicks off 68 yards, returned by Corey Grant for 28 yards (tackle by Brynden Trawick)",0.000,-0.610
3,14:54,1,10,JAX 25,6,3,Leonard Fournette middle for 4 yards (tackle by Jurrell Casey),0.610,0.600
