Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
C.J. Uzomah,CIN,5,4,49,1,3,19,4.8,30,7.5,6.6,3,1.3,0,0.0,0,147.1
Giovani Bernard,CIN,2,2,0,0,,-1,-0.5,1,0.5,-0.5,0,,0,0.0,0,79.2
Cody Core,CIN,3,2,36,0,1,28,14.0,8,4.0,9.3,0,,0,0.0,0,107.6
Alex Erickson,CIN,2,2,35,0,1,4,2.0,31,15.5,2.0,0,,0,0.0,0,118.7
Joe Mixon,CIN,2,2,10,0,1,-1,-0.5,11,5.5,-0.5,0,,0,0.0,0,87.5
John Ross,CIN,5,1,3,1,1,3,3.0,0,0.0,4.6,0,,1,20.0,0,79.2
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Rashard Higgins,CLE,7,6,60,1,3,33,5.5,27,4.5,4.7,1,6.0,0,0.0,0,142.0
Duke Johnson,CLE,6,6,54,0,2,19,3.2,35,5.8,3.2,1,6.0,0,0.0,0,104.2
Jarvis Landry,CLE,8,4,47,0,2,44,11.0,3,0.8,10.9,0,,2,25.0,0,68.2
Darren Fells,CLE,3,3,18,1,2,0,0.0,18,6.0,0.0,0,,0,0.0,0,131.2
David Njoku,CLE,4,3,73,1,2,11,3.7,62,20.7,7.8,1,3.0,0,0.0,0,156.2
Nick Chubb,CLE,3,2,3,0,0,-3,-1.5,6,3.0,-1.7,0,,0,0.0,0,70.1
Breshad Perriman,CLE,4,2,76,0,2,57,28.5,19,9.5,24.0,0,,0,0.0,0,95.8
Seth Devalve,CLE,1,1,1,0,,1,1.0,0,0.0,1.0,0,,0,0.0,0,79.2
Dontrell Hilliard,CLE,1,1,15,0,1,0,0.0,15,15.0,0.0,0,,0,0.0,0,118.7
Antonio Callaway,CLE,1,0,0,0,,0,,0,,39.0,0,,0,0.0,0,39.6
