Quarter,Time,Tm,Detail,CIN,CLE
2.0,10:20,Browns,David Njoku 3 yard pass from Baker Mayfield (Greg Joseph kick),0,7
,7:12,Browns,Darren Fells 1 yard pass from Baker Mayfield (Greg Joseph kick failed),0,13
,0:10,Browns,Greg Joseph 37 yard field goal,0,16
3.0,4:53,Browns,Rashard Higgins 17 yard pass from Baker Mayfield (Greg Joseph kick),0,23
4.0,14:55,Bengals,Randy Bullock 51 yard field goal,3,23
,7:26,Browns,Greg Joseph 31 yard field goal,3,26
,4:56,Bengals,C.J. Uzomah 14 yard pass from Jeff Driskel (Randy Bullock kick),10,26
,2:56,Bengals,John Ross 3 yard pass from Jeff Driskel (Cody Core pass from Jeff Driskel),18,26
