Quarter,Time,Down,ToGo,Location,ARI,STL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Cardinals won the coin toss, Cardinals to receive the opening kickoff.",,
1,15:00,,,STL 30,0,0,"Jeff Wilkins kicks off 66 yards, returned by Kevin Kasper for 21 yards (tackle by Courtland Bullard)",0.000,0.610
1,14:55,1,10,ARI 25,0,0,Marcel Shipp left end for 2 yards (tackle by Ryan Pickett),0.610,0.330
1,14:18,2,8,ARI 27,0,0,Marcel Shipp middle for -1 yards (tackle by Leonard Little),0.330,-0.490
1,13:38,3,9,ARI 26,0,0,Jake Plummer pass incomplete intended for Freddie Jones (defended by Kim Herring),-0.490,-1.630
1,13:32,4,9,ARI 26,0,0,"Scott Player punts 37 yards, returned by Dre' Bly for 13 yards (tackle by Dennis McKinley)",-1.630,-2.260
1,13:21,1,10,,0,0,Marc Bulger pass complete to Isaac Bruce for 24 yards (tackle by Michael Young),2.260,3.840
1,12:44,1,10,ARI 26,0,0,Marc Bulger pass complete to Lamar Gordon for 18 yards (tackle by Duane Starks),3.840,5.370
1,12:20,1,8,ARI 8,0,0,Marc Bulger pass incomplete intended for Isaac Bruce (defended by Fred Wakefield),5.370,4.570
,,,,,,,"STL challenged the ruling, and the original play was overturned.",,
1,12:09,2,8,ARI 8,0,0,Marc Bulger pass incomplete intended for Ernie Conwell,4.570,3.580
1,12:03,3,8,ARI 8,0,0,Marc Bulger pass incomplete intended for Lamar Gordon,3.580,2.950
1,11:57,4,8,ARI 8,0,3,Jeff Wilkins 26 yard field goal good,2.950,3.000
1,11:57,,,STL 30,0,3,"Jeff Wilkins kicks off 65 yards, returned by Kevin Kasper for 40 yards (tackle by Jeff Wilkins)",0.000,1.930
1,11:46,1,10,ARI 45,0,3,Jake Plummer pass complete to Steve Bush for 11 yards (tackle by Adam Archuleta),1.930,2.650
1,11:21,1,10,STL 44,0,3,Marcel Shipp left tackle for 5 yards (tackle by Jamie Duncan),2.650,2.780
1,10:38,2,5,STL 39,0,3,Marcel Shipp left end for 1 yard (tackle by Damione Lewis),2.780,2.210
1,9:59,3,4,STL 38,0,3,Jake Plummer pass incomplete intended for Jason McAddley,2.210,0.720
1,9:51,4,4,STL 38,0,3,"Scott Player punts 28 yards, fair catch by Dre' Bly. Penalty on Justin Lucas: Offensive Holding, 10 yards (no play)",0.720,0.070
1,9:44,4,14,STL 48,0,3,"Penalty on Michael Stone: False Start, 5 yards (no play)",0.070,-0.260
1,9:41,4,19,ARI 47,0,3,"Scott Player punts 53 yards, touchback",-0.260,-0.280
1,9:32,1,10,STL 20,0,3,Lamar Gordon right tackle for 18 yards (tackle by Adrian Wilson and Ronald McKinnon),0.280,1.470
1,8:51,1,10,STL 38,0,3,"Marc Bulger pass complete to Torry Holt for 25 yards. Penalty on Torry Holt: Offensive Pass Interference, 10 yards (no play)",1.470,0.810
1,8:26,1,20,STL 28,0,3,Marc Bulger pass complete to Ernie Conwell for 19 yards (tackle by Ronald McKinnon and Raynoch Thompson),0.810,2.140
1,7:38,2,1,STL 47,0,3,James Hodgins middle for 5 yards (tackle by Wendell Bryant and Adrian Wilson),2.140,2.390
1,6:56,1,10,ARI 48,0,3,Marc Bulger pass complete to Ernie Conwell for 6 yards (tackle by Russell Davis),2.390,2.660
1,6:10,2,4,ARI 42,0,3,Lamar Gordon right guard for 3 yards (tackle by Raynoch Thompson and Justin Lucas),2.660,2.340
1,5:33,2,4,ARI 42,,,Timeout #1 by Los Angeles Rams,2.660,2.340
1,5:33,3,1,ARI 39,0,3,Lamar Gordon left end for -3 yards (tackle by David Barrett),2.340,0.460
1,4:54,4,4,ARI 42,0,3,"Mitch Berger punts 29 yards, returned by Arnold Jackson for 22 yards (tackle by Trung Canidate)",0.460,-1.270
1,4:40,1,10,ARI 35,0,3,Jake Plummer pass incomplete intended for Steve Bush (defended by Robert Thomas),1.270,0.720
1,4:35,2,10,ARI 35,0,3,Marcel Shipp right tackle for 7 yards (tackle by Jamie Duncan),0.720,0.960
1,3:55,3,3,ARI 42,0,3,Jake Plummer pass incomplete intended for Nate Poole,0.960,-0.590
1,3:50,4,3,ARI 42,0,3,"Scott Player punts 43 yards, fair catch by Dre' Bly",-0.590,0.220
1,3:42,1,10,STL 15,0,3,Marc Bulger pass complete to Torry Holt for 13 yards (tackle by David Barrett),-0.220,0.810
1,3:03,1,10,STL 28,0,3,Lamar Gordon right end for 3 yards (tackle by Dennis Johnson),0.810,0.670
1,2:18,2,7,STL 31,0,3,Marc Bulger pass complete to Ernie Conwell for 15 yards (tackle by Duane Starks),0.670,1.990
1,1:36,1,10,STL 46,0,3,Marshall Faulk right end for 8 yards (tackle by Duane Starks),1.990,2.530
1,0:58,2,2,ARI 46,0,3,Lamar Gordon right guard for no gain (tackle by Ronald McKinnon),2.530,1.820
1,0:16,3,2,ARI 46,0,3,Marc Bulger pass incomplete intended for Ricky Proehl,1.820,0.200
