#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,ARI 25,3,1:39,1,Punt
2,1,11:54,ARI 45,4,2:22,2,Punt
3,1,4:40,ARI 35,3,0:58,7,Punt
4,1,0:04,ARI 8,4,1:40,22,Punt
5,2,13:24,ARI 24,6,3:46,15,Punt
6,2,9:27,,6,3:19,50,Touchdown
7,2,1:03,ARI 23,2,0:24,9,Fumble
8,2,0:02,,0,0:02,0,End of Half
9,3,12:28,ARI 3,2,0:55,97,Touchdown
10,3,7:54,ARI 45,6,2:46,55,Touchdown
11,3,1:22,ARI 20,3,1:37,9,Punt
12,4,11:32,ARI 36,7,3:46,64,Touchdown
13,4,7:07,ARI 10,12,5:16,43,Punt
14,4,0:20,ARI 33,1,0:17,0,Interception
