Quarter,Time,Tm,Detail,SDG,KAN
1.0,6:33,Chiefs,Cairo Santos 43 yard field goal,0,3
2.0,12:50,Chiefs,Travis Kelce offensive fumble recovery in end zone (Cairo Santos kick),0,10
,10:50,Chargers,Branden Oliver 1 yard rush (Nick Novak kick),7,10
,3:58,Chiefs,Cairo Santos 21 yard field goal,7,13
,0:33,Chiefs,Cairo Santos 27 yard field goal,7,16
3.0,8:24,Chiefs,Cairo Santos 31 yard field goal,7,19
