Quarter,Time,Down,ToGo,Location,NYJ,IND,Detail,EPB,EPA
2,13:36,1,10,IND 30,7,3,Peyton Manning pass complete short left to Reggie Wayne for 25 yards (tackle by Kerry Rhodes),0.940,2.590
2,12:47,1,10,NYJ 45,7,3,Joseph Addai left tackle for 8 yards (tackle by Darrelle Revis),2.590,3.120
2,12:08,2,2,NYJ 37,7,3,Joseph Addai middle for 3 yards (tackle by James Ihedigbo),3.120,3.310
2,11:24,1,10,NYJ 34,7,3,Joseph Addai right tackle for 8 yards (tackle by Jim Leonhard),3.310,3.850
2,10:40,2,2,NYJ 26,7,3,Peyton Manning pass incomplete short left intended for Reggie Wayne,3.850,3.140
2,10:35,3,2,NYJ 26,7,3,Peyton Manning pass complete short middle to Austin Collie for 22 yards (tackle by Jim Leonhard),3.140,6.280
2,10:06,1,4,NYJ 4,7,3,Peyton Manning pass incomplete short right intended for Pierre Garcon (defended by Dwight Lowery),6.280,5.340
2,10:01,2,4,NYJ 4,7,3,Peyton Manning pass complete short middle to Austin Collie for 3 yards (tackle by Drew Coleman),5.340,5.170
2,9:28,3,1,NYJ 1,7,3,Peyton Manning middle for no gain (tackle by Calvin Pace),5.170,3.550
2,8:49,4,1,NYJ 1,7,6,Matt Stover 19 yard field goal good,3.550,3.000
2,,,,IND 30,7,6,"Pat McAfee kicks off 75 yards, returned by Brad Smith for 28 yards (tackle by Chad Simpson)",0.000,0.480
2,8:37,1,10,NYJ 23,7,6,Shonn Greene right tackle for 4 yards (tackle by Antoine Bethea and Gary Brackett),0.480,0.470
2,8:03,2,6,NYJ 27,7,6,Shonn Greene right end for 13 yards (tackle by Kelvin Hayden),0.470,1.600
2,7:17,1,10,NYJ 40,7,6,Shonn Greene left end for 3 yards (tackle by Melvin Bullitt),1.600,1.460
2,6:35,2,7,NYJ 43,7,6,Brad Smith pass complete deep right to Jerricho Cotchery for 45 yards (tackle by Kelvin Hayden),1.460,4.780
2,5:50,1,10,IND 12,7,6,Shonn Greene right tackle for 3 yards (tackle by Clint Session),4.780,4.640
2,5:07,2,7,IND 9,7,6,Mark Sanchez pass incomplete short left intended for Tony Richardson,4.640,3.700
2,4:59,,,,7,6,Timeout #2 by New York Jets,0.000,3.700
2,4:59,3,7,IND 9,13,6,"Mark Sanchez pass complete short right to Dustin Keller for 9 yards, touchdown",3.700,7.000
2,,,,IND 2,14,6,Jay Feely kicks extra point good,0.000,0.000
2,,,,NYJ 30,14,6,"Jay Feely kicks off 71 yards, returned by Chad Simpson for 29 yards (tackle by James Ihedigbo)",0.000,0.810
2,4:46,1,10,IND 28,14,6,Joseph Addai right end for 9 yards (tackle by Jim Leonhard),0.810,1.480
2,4:26,2,1,IND 37,14,6,Joseph Addai right end for 1 yard (tackle by David Harris and Bryan Thomas),1.480,1.470
2,3:45,1,10,IND 38,14,6,"Joseph Addai middle for -4 yards (tackle by Calvin Pace). Joseph Addai fumbles (forced by Calvin Pace), recovered by Jim Leonhard at IND-34 and returned for 5 yards (tackle by Ryan Diem)",1.470,-3.640
2,3:40,1,10,IND 29,14,6,Thomas Jones right tackle for 3 yards (tackle by Gary Brackett),3.640,3.510
2,3:00,2,7,IND 26,14,6,"Penalty on Damien Woody: False Start, 5 yards (no play)",3.510,2.830
2,2:30,2,12,IND 31,14,6,Thomas Jones right tackle for -4 yards (tackle by Dwight Freeney and Robert Mathis),2.830,1.620
2,2:23,,,,14,6,Timeout #1 by Indianapolis Colts,0.000,1.620
2,2:23,3,16,IND 35,14,6,Thomas Jones middle for 5 yards (tackle by Gary Brackett and Dwight Freeney),1.620,1.410
2,2:16,,,,14,6,Timeout #2 by Indianapolis Colts,0.000,1.410
2,2:16,4,11,IND 30,17,6,Jay Feely 48 yard field goal good,1.410,3.000
2,,,,NYJ 30,17,6,"Jay Feely kicks off 70 yards, touchback",0.000,0.280
2,2:11,1,10,IND 20,17,6,Peyton Manning pass incomplete short right intended for Dallas Clark,0.280,-0.270
2,2:07,2,10,IND 20,17,6,Peyton Manning pass complete short left to Austin Collie for 18 yards,-0.270,1.470
2,1:59,1,10,IND 38,17,6,Peyton Manning pass complete deep middle to Austin Collie for 46 yards (tackle by Kerry Rhodes),1.470,4.510
2,1:19,1,10,NYJ 16,17,12,"Peyton Manning pass complete deep middle to Austin Collie for 16 yards, touchdown",4.510,7.000
2,,,,NYJ 2,17,13,Matt Stover kicks extra point good,0.000,0.000
2,,,,IND 30,17,13,"Pat McAfee kicks off 74 yards, returned by Brad Smith for 26 yards (tackle by Ramon Humber)",0.000,0.410
2,1:06,1,10,NYJ 22,17,13,Thomas Jones left end for 6 yards (tackle by Kelvin Hayden),0.410,0.680
2,0:23,2,4,NYJ 28,17,13,Thomas Jones right guard for 1 yard (tackle by Raheem Brock and Dwight Freeney),0.680,0.100
2,0:18,,,,17,13,Timeout #3 by Indianapolis Colts,0.000,0.100
2,0:18,3,3,NYJ 29,17,13,Mark Sanchez kneels for -1 yards,0.100,-1.500
Quarter,Time,Down,ToGo,Location,NYJ,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 30,17,13,"Pat McAfee kicks off 73 yards, returned by Brad Smith for 30 yards (tackle by Jacob Lacey)",0.000,0.740
3,14:54,1,10,NYJ 27,17,13,Shonn Greene right tackle for 7 yards (tackle by Antoine Bethea and Philip Wheeler),0.740,1.140
3,14:11,2,3,NYJ 34,17,13,Shonn Greene right end for 7 yards (tackle by Kelvin Hayden),1.140,1.660
3,13:46,1,10,NYJ 41,17,13,Mark Sanchez pass complete short middle to Dustin Keller for 5 yards (tackle by Gary Brackett and Keyunta Dawson),1.660,1.800
3,13:09,2,5,NYJ 46,17,13,Mark Sanchez pass complete deep right to Jerricho Cotchery for 17 yards,1.800,3.120
3,12:35,1,10,IND 37,17,13,Mark Sanchez pass incomplete short right intended for Tony Richardson,3.120,2.570
3,12:28,2,10,IND 37,17,13,Thomas Jones right end for 3 yards (tackle by Raheem Brock and Eric Foster),2.570,2.280
3,11:44,3,7,IND 34,17,13,Mark Sanchez pass incomplete short right intended for Braylon Edwards,2.280,1.060
3,11:39,4,7,IND 34,17,13,Jay Feely 52 yard field goal no good,1.060,-1.800
3,11:34,1,10,IND 43,17,13,Peyton Manning pass incomplete deep right intended for Pierre Garcon,1.800,1.250
3,11:28,2,10,IND 43,17,13,Peyton Manning pass complete short right to Pierre Garcon for 7 yards (tackle by David Harris),1.250,1.490
3,10:50,3,3,,17,13,Peyton Manning pass complete short left to Austin Collie for 7 yards (tackle by Drew Coleman),1.490,2.720
3,10:08,1,10,NYJ 43,17,13,Peyton Manning pass complete short right to Pierre Garcon for 15 yards (tackle by Dwight Lowery),2.720,3.710
3,9:30,1,10,NYJ 28,17,13,Peyton Manning pass incomplete deep left intended for Austin Collie,3.710,3.170
3,9:25,2,10,NYJ 28,17,13,Peyton Manning pass complete short right to Joseph Addai for 13 yards (tackle by Calvin Pace),3.170,4.580
3,8:40,1,10,NYJ 15,17,13,Peyton Manning pass complete short right to Pierre Garcon for 11 yards (tackle by Dwight Lowery),4.580,6.280
3,8:08,1,4,NYJ 4,17,19,"Peyton Manning pass complete short right to Pierre Garcon for 4 yards, touchdown",6.280,7.000
3,,,,NYJ 2,17,20,Matt Stover kicks extra point good,0.000,0.000
3,,,,IND 30,17,20,"Pat McAfee kicks off 70 yards, returned by Brad Smith for 30 yards (tackle by Cody Glenn)",0.000,0.940
3,7:56,1,10,NYJ 30,17,20,Thomas Jones middle for 12 yards (tackle by Antoine Bethea and Clint Session),0.940,1.730
3,7:19,1,10,NYJ 42,17,20,"Thomas Jones right end for 5 yards (tackle by Kelvin Hayden). Penalty on Wayne Hunter: Offensive Holding, 10 yards (no play)",1.730,1.070
3,6:50,1,20,NYJ 32,17,20,Thomas Jones middle for 3 yards (tackle by Antoine Bethea),1.070,0.240
3,6:10,2,17,NYJ 35,17,20,Mark Sanchez pass complete short middle to Dustin Keller for 19 yards (tackle by Philip Wheeler),0.240,2.520
3,5:31,1,10,IND 46,17,20,"Penalty on D'Brickashaw Ferguson: False Start, 5 yards (no play)",2.520,2.190
3,5:15,1,15,NYJ 49,17,20,Mark Sanchez pass incomplete deep left intended for David Clowney,2.190,1.300
3,5:08,2,15,NYJ 49,17,20,Mark Sanchez pass incomplete short right intended for Braylon Edwards,1.300,0.630
3,5:05,3,15,NYJ 49,17,20,Mark Sanchez pass complete short right to Tony Richardson for 2 yards (tackle by Jacob Lacey),0.630,0.000
3,4:33,4,13,IND 49,17,20,"Steve Weatherford punts 37 yards, returned by T.J. Rushing for 4 yards (tackle by Wallace Wright)",0.000,0.140
3,4:24,1,10,IND 16,17,20,Joseph Addai middle for 17 yards (tackle by Kerry Rhodes and Mike DeVito),-0.140,1.140
3,3:39,1,10,IND 33,17,20,Donald Brown right tackle for 1 yard (tackle by Calvin Pace),1.140,0.730
3,3:07,2,9,IND 34,17,20,Peyton Manning pass complete short left to Dallas Clark for 3 yards (tackle by Drew Coleman),0.730,0.430
3,2:21,3,6,IND 37,17,20,Peyton Manning pass incomplete short right intended for Pierre Garcon,0.430,-0.910
3,2:17,4,6,IND 37,17,20,"Pat McAfee punts 52 yards, fair catch by Jerricho Cotchery",-0.910,0.370
3,2:09,1,10,NYJ 11,17,20,Thomas Jones right tackle for 2 yards (tackle by Philip Wheeler),-0.370,-0.630
3,1:32,2,8,NYJ 13,17,20,Thomas Jones right end for -2 yards (tackle by Clint Session and Philip Wheeler),-0.630,-1.420
3,0:47,3,10,NYJ 11,17,20,Mark Sanchez pass complete short right to Jerricho Cotchery for 12 yards (tackle by Jacob Lacey),-1.420,0.480
3,0:03,1,10,NYJ 23,17,20,Thomas Jones right guard for no gain (tackle by Eric Foster),0.480,-0.070
Quarter,Time,Down,ToGo,Location,NYJ,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,NYJ 23,17,20,Mark Sanchez pass complete short left to Dustin Keller for 4 yards (tackle by Clint Session and Jacob Lacey),-0.070,-0.230
4,14:15,3,6,NYJ 27,17,20,Mark Sanchez pass complete short right to Jerricho Cotchery for 14 yards (tackle by Melvin Bullitt),-0.230,1.660
4,13:32,1,10,NYJ 41,17,20,Thomas Jones right tackle for 2 yards (tackle by Daniel Muir and Robert Mathis),1.660,1.390
4,12:52,2,8,NYJ 43,17,20,Mark Sanchez pass incomplete short left intended for Jerricho Cotchery,1.390,0.700
4,12:45,3,8,NYJ 43,17,20,Mark Sanchez pass incomplete deep right intended for Braylon Edwards,0.700,-0.520
4,12:35,4,8,NYJ 43,17,20,"Steve Weatherford punts 57 yards, touchback",-0.520,-0.280
4,12:25,1,10,IND 20,17,20,"Peyton Manning pass complete short left to Reggie Wayne for 17 yards (tackle by David Harris). Reggie Wayne fumbles (forced by David Harris), recovered by Reggie Wayne at IND-37",0.280,1.400
4,11:44,1,10,IND 37,17,20,Peyton Manning pass incomplete short left intended for Dallas Clark,1.400,0.860
4,11:40,2,10,IND 37,17,20,Peyton Manning pass complete short left to Austin Collie for 11 yards (tackle by Calvin Pace),0.860,2.130
4,10:54,1,10,IND 48,17,20,Peyton Manning pass complete short right to Pierre Garcon for 6 yards (tackle by Dwight Lowery),2.130,2.390
4,10:13,2,4,NYJ 46,17,20,"Peyton Manning pass complete short left to Dallas Clark for 12 yards (tackle by Darrelle Revis and James Ihedigbo). Penalty on James Ihedigbo: Face Mask (15 Yards), 15 yards",2.390,4.310
4,9:36,1,10,NYJ 19,17,20,Joseph Addai middle for 4 yards (tackle by David Harris and Calvin Pace),4.310,4.350
4,8:57,2,6,NYJ 15,17,26,"Peyton Manning pass complete short middle to Dallas Clark for 15 yards, touchdown",4.350,7.000
4,,,,NYJ 2,17,27,Matt Stover kicks extra point good,0.000,0.000
4,,,,IND 30,17,27,"Pat McAfee kicks off 76 yards, touchback",0.000,0.280
4,8:52,1,10,NYJ 20,17,27,Thomas Jones middle for 5 yards (tackle by Daniel Muir),0.280,0.410
4,8:18,2,5,NYJ 25,17,27,Mark Sanchez pass incomplete short middle intended for Brad Smith,0.410,-0.300
4,8:15,3,5,NYJ 25,17,27,Mark Sanchez pass incomplete short left intended for Jerricho Cotchery (defended by Kelvin Hayden),-0.300,-1.700
4,8:11,4,5,NYJ 25,17,27,Steve Weatherford punts 49 yards,-1.700,-0.670
4,8:02,1,10,IND 26,17,27,Joseph Addai right tackle for 1 yard (tackle by Bart Scott and Bryan Thomas),0.670,0.270
4,7:22,2,9,IND 27,17,27,"Peyton Manning pass incomplete deep right intended for Austin Collie. Penalty on Drew Coleman: Illegal Contact, 6 yards (no play)",0.270,1.140
4,7:17,1,10,IND 33,17,27,Peyton Manning pass incomplete short left intended for Dallas Clark,1.140,0.590
4,7:13,2,10,IND 33,17,27,Peyton Manning pass complete short right to Pierre Garcon for 7 yards (tackle by Dwight Lowery),0.590,0.830
4,6:29,3,3,IND 40,17,27,Peyton Manning pass complete short right to Pierre Garcon for 8 yards (tackle by Dwight Lowery),0.830,2.130
4,5:45,1,10,IND 48,17,27,Joseph Addai right end for 16 yards (tackle by Marques Douglas),2.130,3.180
4,4:58,1,10,NYJ 36,17,27,Joseph Addai middle for 1 yard (tackle by Bart Scott),3.180,2.770
4,4:18,2,9,NYJ 35,17,27,Peyton Manning pass incomplete deep right intended for Pierre Garcon,2.770,2.080
4,4:12,3,9,NYJ 35,17,27,Peyton Manning pass complete deep right to Pierre Garcon for 23 yards (tackle by Jim Leonhard),2.080,4.780
4,3:26,1,10,NYJ 12,17,27,Joseph Addai right tackle for 1 yard (tackle by David Harris and Mike DeVito),4.780,4.270
4,3:23,,,,17,27,Timeout #1 by New York Jets,0.000,4.270
4,3:23,2,9,NYJ 11,17,27,Joseph Addai middle for 1 yard (tackle by Kerry Rhodes),4.270,3.480
4,3:19,,,,17,27,Timeout #2 by New York Jets,0.000,3.480
4,3:19,3,8,NYJ 10,17,27,Joseph Addai left end for 7 yards (tackle by David Harris),3.480,3.060
4,2:33,,,,17,27,Timeout #1 by Indianapolis Colts,0.000,3.060
4,2:33,4,1,NYJ 3,17,30,Matt Stover 21 yard field goal good,3.060,3.000
4,,,,IND 30,17,30,"Pat McAfee kicks off 63 yards, returned by Brad Smith for 25 yards (tackle by Freddy Keiaho)",0.000,1.070
4,2:22,1,10,NYJ 32,17,30,Mark Sanchez pass incomplete short left intended for Thomas Jones,1.070,0.530
4,2:18,2,10,NYJ 32,17,30,Mark Sanchez pass complete short right to Dustin Keller for 15 yards,0.530,2.060
4,2:11,1,10,NYJ 47,17,30,Mark Sanchez pass incomplete short middle intended for David Clowney is intercepted by Kelvin Hayden at IND-43 and returned for 3 yards,2.060,-1.990
4,2:05,1,10,IND 46,17,30,Donald Brown right tackle for -1 yards (tackle by Marques Douglas and Sione Pouha),1.990,1.320
4,2:00,2,11,IND 45,17,30,Donald Brown left tackle for 1 yard (tackle by Mike DeVito),1.320,0.760
4,1:54,,,,17,30,Timeout #3 by New York Jets,0.000,0.760
4,1:54,3,10,IND 46,17,30,Mike Hart middle for 3 yards (tackle by Calvin Pace and Marques Douglas),0.760,-0.130
4,1:12,,,,17,30,Timeout #2 by Indianapolis Colts,0.000,-0.130
4,1:12,4,7,IND 49,17,30,"Pat McAfee punts 41 yards, fair catch by Jerricho Cotchery",-0.130,0.380
4,1:06,1,10,NYJ 10,17,30,Mark Sanchez pass complete short right to Dustin Keller for 11 yards (tackle by Jacob Lacey),-0.380,0.340
4,0:44,1,10,NYJ 21,17,30,Mark Sanchez pass complete short middle to Thomas Jones for 10 yards (tackle by Clint Session),0.340,1.000
4,0:30,1,10,NYJ 31,17,30,Mark Sanchez spiked the ball,1.000,0.460
4,0:30,2,10,NYJ 31,17,30,Mark Sanchez pass complete short left to Brad Smith for 6 yards (tackle by Tim Jennings),0.460,0.560
4,0:11,3,4,NYJ 37,17,30,Mark Sanchez pass complete short right to Thomas Jones for 18 yards (tackle by Gary Brackett and Kelvin Hayden),0.560,2.590
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
