#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,11:56,ARI 40,6,3:26,21,Punt
2,1,6:22,ARI 40,6,3:39,60,Touchdown
3,1,2:37,CAR 13,2,0:50,13,Touchdown
4,2,14:48,ARI 20,9,4:32,49,Field Goal
5,2,9:07,ARI 38,8,3:39,49,Field Goal
6,2,5:11,CAR 44,3,1:39,44,Touchdown
7,2,1:52,ARI 27,9,1:52,37,Missed FG
8,3,15:00,ARI 26,7,2:55,17,Punt
9,3,10:06,ARI 25,2,0:54,6,Interception
10,3,7:52,CAR 26,6,3:12,11,Field Goal
11,3,3:24,ARI 43,3,2:09,4,Punt
12,4,14:04,ARI 20,5,2:35,13,Punt
13,4,10:47,,13,7:37,48,Field Goal
14,4,0:50,CAR 45,2,0:50,-2,End of Game
