Quarter,Time,Down,ToGo,Location,CAR,KAN,Detail,EPB,EPA
1,,,,CAR 30,7,3,"John Kasay kicks off 72 yards, returned by Dante Hall for 28 yards (tackle by Travares Tillman). Penalty on Karl Hankton: Offside on Free Kick, 5 yards (no play)",0.000,0.000
1,,,,CAR 25,7,3,"John Kasay kicks off 57 yards, returned by Dante Hall for 13 yards (tackle by Rod Smart)",0.000,1.000
1,0:58,1,10,KAN 31,7,3,Priest Holmes right end for 2 yards (tackle by Mark Fields),1.000,0.730
1,0:23,2,8,KAN 33,7,3,Priest Holmes up the middle for 8 yards (tackle by Julius Peppers),0.730,1.660
Quarter,Time,Down,ToGo,Location,CAR,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,KAN 41,7,3,Priest Holmes left end for 9 yards (tackle by Dan Morgan),1.660,2.340
2,14:22,2,1,KAN 50,7,3,Priest Holmes left end for 5 yards (tackle by Mark Fields),2.340,2.590
2,13:45,1,10,CAR 45,7,3,Trent Green pass complete to Tony Gonzalez for 14 yards (tackle by Dan Morgan),2.590,3.510
2,13:13,1,10,CAR 31,7,3,Dante Hall left end for 9 yards (tackle by Mike Minter),3.510,4.180
2,12:50,2,1,CAR 22,7,3,"Trent Green pass incomplete intended for Tony Gonzalez. Penalty on Ricky Manning: Defensive Pass Interference, 21 yards (no play)",4.180,6.970
2,12:45,1,1,CAR 1,7,3,Trent Green pass incomplete intended for Tony Gonzalez (defended by Chris Gamble). Penalty on Julius Peppers: Defensive Holding (no play),6.970,6.970
2,12:37,1,1,CAR 1,7,9,"Priest Holmes up the middle for 1 yard, touchdown",6.970,7.000
2,,,,CAR 2,7,10,Lawrence Tynes kicks extra point good,0.000,0.000
2,,,,KAN 30,7,10,"Lawrence Tynes kicks off 70 yards, touchback",0.000,0.280
2,12:34,1,10,CAR 20,7,10,DeShaun Foster up the middle for 1 yard (tackle by Lional Dalton and John Browning),0.280,-0.130
2,11:51,2,9,CAR 21,7,10,Jake Delhomme pass incomplete intended for Keary Colbert is intercepted by Eric Warfield at KAN-47,-0.130,-2.060
2,11:43,1,10,KAN 47,7,10,Trent Green pass incomplete intended for Eddie Kennison,2.060,1.520
2,11:38,2,10,KAN 47,7,10,Priest Holmes left guard for 7 yards (tackle by Colin Branch),1.520,1.750
2,11:05,3,3,CAR 46,7,10,Trent Green pass incomplete intended for Priest Holmes,1.750,0.200
2,11:05,4,3,CAR 46,7,10,"Stephen Cheek punts 39 yards, fair catch by Eugene Baker. Penalty on Derrick Blaylock: Fair Catch Interference, 15 yards",0.200,-0.410
2,10:51,1,10,CAR 22,7,10,DeShaun Foster left end for -2 yards (tackle by Dexter McCleon),0.410,-0.400
2,10:14,2,12,CAR 20,7,10,DeShaun Foster up the middle for 10 yards (tackle by Dexter McCleon and Monty Beisel),-0.400,0.230
2,9:29,3,2,CAR 30,7,10,DeShaun Foster left end for -4 yards (tackle by Junior Siavii). Penalty on Muhsin Muhammad: Illegal Motion (Declined),0.230,-1.630
2,9:16,4,6,CAR 26,7,10,"Todd Sauerbrun punts 43 yards, fair catch by Dante Hall. Penalty on Omar Easy: Defensive Offside (Declined)",-1.630,-1.000
2,9:09,1,10,KAN 31,7,10,Trent Green pass complete to Tony Richardson for no gain,1.000,0.460
2,8:36,2,10,KAN 31,7,10,Priest Holmes right end for 3 yards (tackle by Al Wallace),0.460,0.170
2,7:58,3,7,KAN 34,7,10,Trent Green pass incomplete intended for Johnnie Morton,0.170,-1.110
2,7:50,4,7,KAN 34,7,10,"Stephen Cheek punts 52 yards, returned by Eugene Baker for 10 yards (tackle by Fred Jones)",-1.110,-0.540
2,7:39,1,10,CAR 24,7,10,DeShaun Foster up the middle for no gain (tackle by Monty Beisel),0.540,0.000
2,7:01,2,10,CAR 24,7,10,"Penalty on John Browning: Neutral Zone Infraction, 5 yards (no play)",0.000,0.670
2,6:46,2,5,CAR 29,7,10,DeShaun Foster up the middle for 13 yards (tackle by Jerome Woods),0.670,1.730
2,6:06,1,10,CAR 42,7,10,Jake Delhomme pass complete to Ricky Proehl for 15 yards (tackle by William Bartee),1.730,2.720
2,5:39,1,10,KAN 43,7,10,DeShaun Foster up the middle for -2 yards (tackle by Shawn Barber and Scott Fujita),2.720,1.910
2,4:57,2,12,KAN 45,7,10,DeShaun Foster right tackle for 3 yards (tackle by John Browning and Jerome Woods),1.910,1.620
2,4:11,3,9,KAN 42,7,10,Jake Delhomme pass incomplete intended for Keary Colbert (defended by Dexter McCleon),1.620,0.460
2,4:05,4,9,KAN 42,7,10,"Todd Sauerbrun punts 42 yards, touchback",0.460,-0.280
2,3:56,1,10,KAN 20,7,10,Priest Holmes up the middle for -5 yards (tackle by Kindal Moorehead),0.280,-1.070
2,3:14,2,15,KAN 15,7,10,Trent Green pass complete to Priest Holmes for 5 yards (tackle by Chris Gamble),-1.070,-0.960
2,2:33,3,10,KAN 20,7,10,Trent Green pass complete to Johnnie Morton for 31 yards (tackle by Mike Minter),-0.960,2.320
2,2:00,1,10,CAR 49,7,10,Dante Hall right end for 6 yards (tackle by Kindal Moorehead),2.320,2.590
2,1:49,,,,7,10,Timeout #1 by Kansas City Chiefs,0.000,2.590
2,1:49,2,4,CAR 43,7,10,Trent Green pass complete to Priest Holmes for 5 yards (tackle by Chris Gamble),2.590,3.050
2,1:17,1,10,CAR 38,7,10,Trent Green pass incomplete intended for Tony Gonzalez,3.050,2.510
2,1:12,2,10,CAR 38,7,10,Trent Green pass incomplete intended for Tony Gonzalez,2.510,1.820
2,1:07,3,10,CAR 38,7,10,Trent Green pass complete to Johnnie Morton for 9 yards (tackle by Chris Gamble),1.820,1.620
2,0:49,,,,7,10,Timeout #2 by Kansas City Chiefs,0.000,0.000
2,0:49,,,,7,10,Timeout #2 by Carolina Panthers,0.000,1.620
2,0:49,4,1,CAR 29,7,10,Lawrence Tynes 47 yard field goal no good,1.620,-1.400
2,0:45,1,10,CAR 37,7,10,Jake Delhomme pass complete to Muhsin Muhammad for 18 yards (tackle by Eric Warfield),1.400,2.590
2,0:19,1,10,KAN 45,7,10,"Penalty on Doug Brzezinski: False Start, 5 yards (no play)",2.590,2.260
2,0:19,,,,7,10,Timeout #3 by Carolina Panthers,0.000,2.260
2,0:19,1,15,KAN 50,7,10,Jake Delhomme pass incomplete intended for Muhsin Muhammad,2.260,1.370
2,0:14,2,15,KAN 50,7,10,Jake Delhomme pass incomplete intended for Keary Colbert,1.370,0.700
2,0:08,3,15,KAN 50,7,10,Jake Delhomme pass incomplete,0.700,-0.060
Quarter,Time,Down,ToGo,Location,CAR,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 30,7,10,"Lawrence Tynes kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,CAR 20,7,10,DeShaun Foster up the middle for 5 yards (tackle by John Browning),0.280,0.410
3,14:26,2,5,CAR 25,7,10,DeShaun Foster up the middle for -1 yards (tackle by Jared Allen),0.410,-0.430
3,13:45,3,6,CAR 24,7,10,Jake Delhomme pass complete to Ricky Proehl for 8 yards (tackle by William Bartee),-0.430,1.070
3,13:08,1,10,CAR 32,7,10,Jake Delhomme pass incomplete intended for Muhsin Muhammad,1.070,0.530
3,13:08,2,10,CAR 32,7,10,Nick Goings up the middle for 3 yards (tackle by Scott Fujita),0.530,0.230
3,12:21,3,7,CAR 35,7,10,Jake Delhomme pass complete to Ricky Proehl for 7 yards (tackle by Eric Warfield). Penalty on Benny Sapp: Defensive Holding (Declined),0.230,1.730
3,12:02,1,10,CAR 42,7,10,Nick Goings left end for 3 yards (tackle by Jimmy Wilkerson),1.730,1.590
3,11:19,2,7,CAR 45,7,10,Jake Delhomme pass incomplete intended for Ricky Proehl,1.590,0.890
3,11:14,3,7,CAR 45,7,10,Jake Delhomme pass complete to Keary Colbert for 14 yards (tackle by Shawn Barber),0.890,2.850
3,10:29,1,10,KAN 41,7,10,Jake Delhomme pass complete to Brad Hoover for 3 yards (tackle by Monty Beisel),2.850,2.710
3,9:46,2,7,KAN 38,7,10,DeShaun Foster left end for 9 yards (tackle by Willie Pile),2.710,3.640
3,9:03,1,10,KAN 29,7,10,DeShaun Foster up the middle for 3 yards (tackle by Scott Fujita),3.640,3.510
3,8:21,2,7,KAN 26,7,10,Jake Delhomme pass complete to Brad Hoover for 14 yards (tackle by Eric Warfield),3.510,4.780
3,7:36,1,10,KAN 12,7,10,DeShaun Foster up the middle for 3 yards (tackle by Shawn Barber),4.780,4.640
3,6:55,2,7,KAN 9,7,10,Jake Delhomme pass incomplete intended for Kris Mangum,4.640,3.700
3,6:51,3,7,KAN 9,13,10,"Jake Delhomme pass complete to Keary Colbert for 9 yards, touchdown. Penalty on Dexter McCleon: Unsportsmanlike Conduct, 15 yards",3.700,7.000
3,,,,KAN 2,14,10,John Kasay kicks extra point good,0.000,0.000
3,,,,CAR 45,14,10,"John Kasay kicks off 57 yards, returned by Dante Hall for 12 yards (tackle by Chris Gamble). Penalty on Shaunard Harts: Illegal Block Above the Waist, 5 yards",0.000,-0.380
3,6:41,1,10,KAN 5,14,10,Priest Holmes right end for 17 yards (tackle by Mike Minter and Dan Morgan),-0.380,0.410
3,6:04,1,10,KAN 22,14,10,Priest Holmes up the middle for 2 yards (tackle by Julius Peppers),0.410,0.140
3,5:24,2,8,KAN 24,14,10,Trent Green pass incomplete intended for Tony Gonzalez,0.140,-0.560
3,5:18,3,8,KAN 24,14,10,Trent Green pass incomplete intended for Johnnie Morton (defended by Dan Morgan),-0.560,-1.770
3,5:12,4,8,KAN 24,14,10,"Stephen Cheek punts 41 yards, returned by Eugene Baker for -4 yards (tackle by Derrick Blaylock)",-1.770,-1.000
3,5:02,1,10,CAR 31,14,10,DeShaun Foster up the middle for 8 yards (tackle by Scott Fujita),1.000,1.540
3,4:25,2,2,CAR 39,14,10,DeShaun Foster up the middle for 1 yard (tackle by Eric Warfield),1.540,0.960
3,3:43,3,1,CAR 40,14,16,"Jake Delhomme pass incomplete intended for Ricky Proehl is intercepted by Eric Warfield at CAR-43 and returned for 43 yards, touchdown. Penalty on Scott Fujita: Unsportsmanlike Conduct, 15 yards, Penalty on Eric Hicks: Unsportsmanlike Conduct (Declined)",0.960,-7.000
3,,,,CAR 2,14,17,Lawrence Tynes kicks extra point good,0.000,0.000
3,,,,KAN 15,14,17,"Lawrence Tynes kicks off 69 yards, returned by Rod Smart for 28 yards (tackle by Gary Stills)",0.000,1.860
3,3:28,1,10,CAR 44,14,17,Jake Delhomme pass complete to Ricky Proehl for 18 yards,1.860,3.050
3,3:06,1,10,KAN 38,14,17,DeShaun Foster up the middle for 16 yards (tackle by Shawn Barber),3.050,4.110
3,2:37,1,10,KAN 22,14,17,Rod Smart left end for 3 yards (tackle by Junior Siavii and Scott Fujita),4.110,3.970
3,2:01,2,7,KAN 19,14,17,Jake Delhomme pass complete to Muhsin Muhammad for 8 yards (tackle by Monty Beisel),3.970,4.840
3,1:16,1,10,KAN 11,14,17,DeShaun Foster up the middle for 2 yards (tackle by Shawn Barber),4.840,4.510
3,0:33,2,8,KAN 9,14,17,Jake Delhomme pass complete to Brad Hoover for 8 yards (tackle by Monty Beisel),4.510,6.970
,,,,,,,"KAN challenged the ruling, and the original play was overturned.",,
3,0:08,1,1,KAN 1,14,17,Jake Delhomme up the middle for no gain (tackle by Eric Hicks),6.970,5.910
Quarter,Time,Down,ToGo,Location,CAR,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,1,KAN 1,20,17,"Jake Delhomme pass complete to Mike Seidman for 1 yard, touchdown",5.910,7.000
4,,,,KAN 2,21,17,John Kasay kicks extra point good,0.000,0.000
4,,,,CAR 30,21,17,"Todd Sauerbrun kicks off 57 yards, returned by Dante Hall for 13 yards (tackle by Karl Hankton)",0.000,0.670
4,14:50,1,10,KAN 26,21,17,Trent Green sacked by Julius Peppers for -1 yards,0.670,-0.010
4,14:22,2,11,KAN 25,21,17,"Priest Holmes up the middle for 5 yards. Penalty on Johnnie Morton: Offensive Holding, 10 yards",-0.010,-0.680
4,14:22,2,16,KAN 20,21,17,Derrick Blaylock up the middle for 4 yards (tackle by Kindal Moorehead),-0.680,-0.820
4,13:18,3,12,KAN 24,21,17,Trent Green pass complete to Tony Gonzalez for 14 yards,-0.820,1.470
4,12:40,1,10,KAN 38,21,17,Priest Holmes left end for -3 yards (tackle by Colin Branch). Penalty on Willie Roaf: Offensive Holding (Declined),1.470,0.520
4,12:22,2,13,KAN 35,21,17,Trent Green pass complete to Johnnie Morton for 10 yards (tackle by Colin Branch),0.520,1.160
4,12:00,3,3,KAN 45,21,17,Trent Green sacked by Dan Morgan for -9 yards,1.160,-0.980
4,11:34,4,12,KAN 36,21,17,"Stephen Cheek punts 38 yards, fair catch by Eugene Baker",-0.980,-0.670
4,11:27,1,10,CAR 26,21,17,DeShaun Foster up the middle for 71 yards (tackle by Eric Warfield),0.670,6.510
4,10:40,1,3,KAN 3,27,17,"DeShaun Foster up the middle for 3 yards, touchdown",6.510,7.000
4,,,,KAN 2,28,17,John Kasay kicks extra point good,0.000,0.000
4,,,,CAR 30,28,17,John Kasay kicks off 30 yards,0.000,1.600
4,10:35,1,10,KAN 40,28,17,"Trent Green sacked by Julius Peppers for -5 yards. Trent Green fumbles (forced by Julius Peppers), recovered by Will Witherspoon at KAN-41",1.600,-2.920
,,,,,,,"KAN challenged the ruling, and the play was upheld.",,
4,10:28,1,10,KAN 40,28,17,DeShaun Foster up the middle for -4 yards (tackle by Eric Hicks),2.920,1.830
4,9:46,2,14,KAN 44,28,17,Jake Delhomme pass incomplete intended for Muhsin Muhammad,1.830,1.160
4,9:41,3,14,KAN 44,28,17,Jake Delhomme pass incomplete (defended by Willie Pile),1.160,0.330
4,9:38,4,14,KAN 44,28,17,"Todd Sauerbrun punts 44 yards, touchback",0.330,-0.280
4,9:30,1,10,KAN 20,28,17,Priest Holmes up the middle for 15 yards (tackle by Mike Minter),0.280,1.270
4,9:06,1,10,KAN 35,28,17,"Priest Holmes up the middle for no gain (tackle by Mark Fields). Penalty on CAR: Defensive 12 On-field, 5 yards (no play)",1.270,2.000
4,8:43,1,5,KAN 40,28,17,Priest Holmes up the middle for -1 yards (tackle by Kindal Moorehead),2.000,1.260
4,8:15,2,6,KAN 39,28,17,Trent Green pass incomplete (defended by Mike Rucker). Penalty on Priest Holmes: Offensive 12 On-field (Declined),1.260,0.560
4,8:11,3,6,KAN 39,28,17,Trent Green pass complete to Johnnie Morton for 9 yards (tackle by Dan Morgan),0.560,2.130
4,7:47,1,10,KAN 48,28,17,Trent Green pass incomplete intended for Johnnie Morton (defended by Chris Gamble),2.130,1.580
4,7:42,2,10,KAN 48,28,17,Trent Green pass incomplete intended for Richard Smith,1.580,0.890
4,7:36,3,10,KAN 48,28,17,Trent Green pass incomplete intended for Richard Smith,0.890,-0.190
4,7:30,,,,28,17,Timeout #2 by Kansas City Chiefs,0.000,-0.190
4,7:30,4,10,KAN 48,28,17,Trent Green right end for 13 yards (tackle by Julius Peppers),-0.190,2.980
4,6:58,1,10,CAR 39,28,17,Trent Green pass incomplete intended for Dante Hall,2.980,2.440
4,6:54,2,10,CAR 39,28,17,"Trent Green pass incomplete is intercepted by Chris Gamble at CAR-29 and returned for 13 yards. Penalty on Chris Gamble: Taunting, 15 yards",2.440,-0.740
4,6:45,1,10,CAR 27,28,17,DeShaun Foster up the middle for no gain (tackle by Monty Beisel),0.740,0.200
4,6:01,2,10,CAR 27,28,17,DeShaun Foster up the middle for no gain (tackle by Scott Fujita),0.200,-0.490
4,5:15,,,,28,17,Timeout #1 by Carolina Panthers,0.000,-0.490
4,5:15,3,10,CAR 27,28,17,DeShaun Foster up the middle for 1 yard (tackle by Monty Beisel). Penalty on Muhsin Muhammad: Illegal Formation (Declined),-0.490,-1.500
4,5:02,4,9,CAR 28,28,17,"Todd Sauerbrun punts 47 yards, returned by Dante Hall for 20 yards (tackle by Vinny Ciurciu)",-1.500,-1.930
4,4:51,1,10,KAN 45,28,17,Trent Green pass incomplete intended for Derrick Blaylock,1.930,1.380
4,4:47,2,10,KAN 45,28,17,Trent Green pass incomplete intended for Derrick Blaylock (defended by Will Witherspoon),1.380,0.700
4,4:41,3,10,KAN 45,28,17,Derrick Blaylock up the middle for 7 yards (tackle by Will Witherspoon),0.700,0.070
4,4:25,,,,28,17,Timeout #3 by Kansas City Chiefs,0.000,0.070
4,4:25,4,3,CAR 48,28,17,Derrick Blaylock up the middle for 2 yards (tackle by Dan Morgan),0.070,-1.990
4,4:18,1,10,CAR 46,28,17,DeShaun Foster up the middle for 4 yards (tackle by Scott Fujita),1.990,1.990
4,3:34,2,6,KAN 50,28,17,DeShaun Foster left end for 12 yards (tackle by Scott Fujita),1.990,3.050
4,2:46,1,10,KAN 38,28,17,Rod Smart up the middle for no gain (tackle by Shawn Barber and Monty Beisel),3.050,2.510
4,2:00,2,10,KAN 38,28,17,DeShaun Foster up the middle for -2 yards (tackle by Willie Pile),2.510,1.550
4,1:16,3,12,KAN 40,28,17,Rod Smart up the middle for 1 yard (tackle by John Browning),1.550,0.660
4,0:30,,,,28,17,Timeout #2 by Carolina Panthers,0.000,0.660
4,0:30,4,11,KAN 39,28,17,Todd Sauerbrun punts 29 yards,0.660,0.380
4,0:21,1,10,KAN 9,28,17,Trent Green pass complete to Derrick Blaylock for 5 yards (tackle by Julius Peppers),-0.380,-0.390
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
