Quarter,Time,Down,ToGo,Location,TAM,WAS,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Buccaneers won the coin toss and deferred, Redskins to receive the opening kickoff.",,
1,15:00,,,TAM 35,0,0,"Michael Koenen kicks off 65 yards, touchback",0.000,-0.280
1,15:00,1,10,WAS 20,0,0,Robert Griffin pass incomplete short left intended for Niles Paul is intercepted by Danny Lansanah at WAS-29,0.280,-3.640
1,14:51,1,10,WAS 29,0,0,Bobby Rainey up the middle for -1 yards (tackle by Keenan Robinson),3.640,2.970
1,14:16,2,11,WAS 30,0,0,Josh McCown pass incomplete deep right intended for Vincent Jackson,2.970,2.280
1,14:10,3,11,WAS 30,0,0,"Josh McCown pass complete short left to Mike Evans for 14 yards (tackle by David Amerson). Penalty on Evan Dietrich-Smith: Illegal Use of Hands (Offsetting), Penalty on David Amerson: Illegal Contact (Offsetting) (no play)",2.280,2.280
1,13:50,3,11,WAS 30,0,0,Josh McCown pass complete short right to Vincent Jackson for 16 yards,2.280,4.650
1,13:24,1,10,WAS 14,0,0,Bobby Rainey right guard for 2 yards (tackle by Brandon Meriweather),4.650,4.330
1,12:44,2,8,WAS 12,0,0,Josh McCown left end for 3 yards (tackle by Trent Murphy and Perry Riley),4.330,4.050
1,11:58,3,5,WAS 9,0,0,"Josh McCown sacked by Trent Murphy for -5 yards. Josh McCown fumbles (forced by Trent Murphy), recovered by Demar Dotson at WAS-14",4.050,2.510
1,11:15,4,10,WAS 14,3,0,Patrick Murray 32 yard field goal good,2.510,3.000
1,11:15,,,TAM 35,3,0,"Michael Koenen kicks off 66 yards, returned by Andre Roberts for 24 yards (tackle by Orie Lemon)",0.000,-0.480
1,11:05,1,10,WAS 23,3,0,"Penalty on Pierre Garcon: False Start, 5 yards (no play)",0.480,0.000
1,11:05,1,15,WAS 18,3,0,Alfred Morris left end for no gain (tackle by Gerald McCoy),0.000,-0.840
1,10:29,2,15,WAS 18,3,0,Robert Griffin pass complete short right to DeSean Jackson for 10 yards (tackle by Dashon Goldson),-0.840,-0.100
1,9:55,3,5,WAS 28,3,0,Robert Griffin pass complete short right to Jordan Reed for 12 yards (tackle by Crezdon Butler and Dashon Goldson),-0.100,1.600
1,9:21,1,10,WAS 40,3,0,Alfred Morris right tackle for 8 yards (tackle by Major Wright),1.600,2.130
1,9:00,2,2,WAS 48,3,0,Robert Griffin pass incomplete deep middle intended for DeSean Jackson,2.130,1.420
1,8:53,3,2,WAS 48,3,0,Robert Griffin pass incomplete short left intended for Jordan Reed,1.420,-0.190
1,8:49,4,2,WAS 48,3,0,"Tress Way punts 52 yards, touchback",-0.190,-0.280
1,8:41,1,10,TAM 20,3,0,Charles Sims left tackle for 4 yards (tackle by Jarvis Jenkins),0.280,0.270
1,8:08,2,6,TAM 24,3,0,Charles Sims left end for 11 yards (tackle by Jarvis Jenkins),0.270,1.270
1,7:30,1,10,TAM 35,3,0,Charles Sims right end for 12 yards (tackle by Ryan Clark),1.270,2.060
1,6:54,1,10,TAM 47,3,0,Charles Sims left end for -2 yards (tackle by Ryan Kerrigan),2.060,1.250
1,6:17,2,12,TAM 45,3,0,Josh McCown pass complete short left to Austin Seferian-Jenkins for 7 yards (tackle by David Amerson),1.250,1.490
1,5:36,3,5,WAS 48,3,0,Josh McCown pass incomplete short right intended for Louis Murphy,1.490,0.070
1,5:31,4,5,WAS 48,3,0,Michael Koenen punts 44 yards,0.070,0.380
1,5:21,1,10,WAS 4,3,0,"Penalty on Logan Paulsen: False Start, 2 yards (no play)",-0.380,-0.460
1,5:21,1,12,WAS 2,3,0,Robert Griffin pass complete short left to Darrel Young for 4 yards (tackle by Johnthan Banks),-0.460,-0.630
1,4:42,2,8,WAS 6,3,0,Alfred Morris left guard for 2 yards (tackle by Larry English),-0.630,-0.950
1,4:04,3,6,WAS 8,9,0,"Robert Griffin pass incomplete short left intended for Pierre Garcon is intercepted by Johnthan Banks at WAS-19 and returned for 19 yards, touchdown",-0.950,-7.000
1,3:56,,,WAS 2,10,0,Patrick Murray kicks extra point good,0.000,0.000
1,3:56,,,TAM 35,10,0,"Michael Koenen kicks off 60 yards, returned by Andre Roberts for 17 yards (tackle by Orie Lemon). Penalty on Darrel Young: Offensive Holding, 10 yards",0.000,0.350
1,3:50,1,10,WAS 12,10,0,Alfred Morris left end for 9 yards (tackle by Lavonte David),-0.350,0.420
1,3:12,2,1,WAS 21,10,0,Alfred Morris right guard for 2 yards,0.420,0.480
1,2:40,1,10,WAS 23,10,0,Robert Griffin pass complete short right to DeSean Jackson for 15 yards (tackle by Major Wright),0.480,1.470
1,2:09,1,10,WAS 38,10,0,Robert Griffin pass complete short right to Pierre Garcon for 6 yards (tackle by Crezdon Butler),1.470,1.730
1,1:29,2,4,WAS 44,10,0,Alfred Morris up the middle for 1 yard (tackle by Lavonte David),1.730,1.160
1,0:53,3,3,WAS 45,10,0,Robert Griffin up the middle for 10 yards (tackle by Brandon Dixon),1.160,2.590
1,0:09,1,10,TAM 45,10,0,Alfred Morris right guard for 2 yards (tackle by Mason Foster),2.590,2.310
Quarter,Time,Down,ToGo,Location,TAM,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,TAM 43,10,0,Robert Griffin left end for 4 yards (tackle by Major Wright),2.310,2.150
2,14:24,3,4,TAM 39,10,0,Robert Griffin sacked by Clinton McDonald for -6 yards,2.150,0.270
2,13:46,4,10,TAM 45,10,0,"Tress Way punts 30 yards, muffed catch by Marcus Thigpen, recovered by Darrel Young and returned for no gain",0.270,4.440
2,13:31,1,10,TAM 17,10,0,"Robert Griffin pass complete short right to DeSean Jackson for 2 yards (tackle by Dashon Goldson). Penalty on Tom Compton: Illegal Block Above the Waist, 10 yards",4.440,3.910
2,13:07,1,18,TAM 25,10,0,"Alfred Morris right end for 13 yards (tackle by Lavonte David). Penalty on Lavonte David: Face Mask (15 Yards), 6 yards",3.910,5.830
2,12:43,1,6,TAM 6,10,0,"Alfred Morris right guard for 2 yards (tackle by William Gholston and Akeem Spence). Penalty on Tom Compton: Illegal Formation, 5 yards (no play)",5.830,4.770
2,12:23,1,11,TAM 11,10,0,Alfred Morris right end for 1 yard (tackle by Michael Johnson),4.770,4.190
2,11:42,2,10,TAM 10,10,0,Robert Griffin sacked by Gerald McCoy for -10 yards,4.190,2.340
2,10:58,3,20,TAM 20,10,0,Robert Griffin sacked by Jacquies Smith for -9 yards,2.340,1.500
2,10:20,4,29,TAM 29,10,0,Kai Forbath 47 yard field goal no good,1.500,-1.400
2,10:14,1,10,TAM 37,10,0,"Josh McCown pass incomplete short left intended for Mike Evans. Penalty on Demar Dotson: Offensive Holding, 10 yards (no play)",1.400,0.740
2,10:08,1,20,TAM 27,10,0,Bobby Rainey up the middle for no gain (tackle by Jason Hatcher),0.740,-0.490
2,9:28,2,20,TAM 27,10,0,Josh McCown pass complete deep left to Mike Evans for 51 yards (tackle by Tracy Porter),-0.490,4.110
2,8:42,1,10,WAS 22,10,0,Charles Sims left guard for 2 yards (tackle by Frank Kearse),4.110,3.830
2,7:58,2,8,WAS 20,10,0,Josh McCown pass incomplete deep left intended for Bobby Rainey,3.830,3.140
2,7:52,3,8,WAS 20,10,0,Josh McCown pass incomplete deep right intended for Mike Evans,3.140,2.120
2,7:44,4,8,WAS 20,13,0,Patrick Murray 38 yard field goal good,2.120,3.000
2,7:44,,,TAM 35,13,0,"Michael Koenen kicks off 67 yards, returned by Andre Roberts for 25 yards (tackle by Dane Fletcher)",0.000,-0.480
2,7:32,1,10,WAS 23,13,0,Alfred Morris left end for 4 yards (tackle by Danny Lansanah),0.480,0.470
2,6:52,2,6,WAS 27,13,0,Alfred Morris right end for 5 yards (tackle by Crezdon Butler),0.470,0.430
2,6:12,3,1,WAS 32,13,0,Alfred Morris up the middle for 1 yard (tackle by Lavonte David),0.430,1.140
2,5:21,1,10,WAS 33,13,0,Robert Griffin pass complete short right to Niles Paul for 8 yards (tackle by Major Wright),1.140,1.670
2,4:40,2,2,WAS 41,13,0,Robert Griffin right end for 8 yards,1.670,2.190
2,4:07,1,10,WAS 49,13,0,Robert Griffin pass complete short right to Niles Paul for 4 yards (tackle by Crezdon Butler),2.190,2.190
2,3:27,2,6,TAM 47,13,0,"Robert Griffin pass complete short right to Roy Helu for 10 yards (tackle by Jacquies Smith). Roy Helu fumbles (forced by Jacquies Smith), recovered by Akeem Spence at TAM-37 (tackle by Jordan Reed)",2.190,-1.400
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
2,3:13,1,10,TAM 37,13,0,Charles Sims left end for 2 yards (tackle by Ryan Clark),1.400,1.130
2,2:30,2,8,TAM 39,13,0,Josh McCown pass complete deep right to Mike Evans for 18 yards,1.130,2.720
2,2:04,1,10,WAS 43,13,0,Charles Sims right tackle for no gain (tackle by Ryan Clark),2.720,2.180
2,2:00,2,10,WAS 43,13,0,"Penalty on Demar Dotson: False Start, 5 yards (no play)",2.180,1.500
2,2:00,2,15,WAS 48,13,0,Josh McCown pass complete short middle to Charles Sims for 4 yards (tackle by Perry Riley),1.500,1.360
2,1:22,3,11,WAS 44,13,0,Josh McCown pass incomplete deep middle intended for Louis Murphy (defended by Tracy Porter),1.360,0.330
2,1:15,4,11,WAS 44,13,0,"Penalty on Brandon Magee: False Start, 5 yards (no play)",0.330,0.000
2,1:15,4,16,WAS 49,13,0,"Michael Koenen punts 34 yards, returned by Andre Roberts for 6 yards (tackle by Dane Fletcher)",0.000,-0.340
2,1:06,1,10,WAS 21,13,0,Alfred Morris up the middle for 2 yards (tackle by Gerald McCoy and Lavonte David),0.340,0.070
2,0:43,2,8,WAS 23,13,0,Alfred Morris up the middle for 19 yards (tackle by Major Wright),0.070,0.070
2,0:34,2,8,WAS 23,13,0,Timeout #1 by Washington Redskins,0.070,1.730
2,0:34,1,10,WAS 42,13,0,Robert Griffin pass complete short right to Alfred Morris for 24 yards (tackle by Mason Foster),1.730,3.310
2,0:25,1,10,TAM 34,13,0,Robert Griffin pass complete short middle to Roy Helu for 4 yards (tackle by Isaiah Frey),3.310,3.310
2,0:19,1,10,TAM 34,13,0,Timeout #2 by Washington Redskins,3.310,3.310
2,0:19,2,6,TAM 30,13,6,"Robert Griffin pass complete short left to Roy Helu for 30 yards, touchdown",3.310,7.000
2,0:19,,,TAM 2,13,7,Kai Forbath kicks extra point good,0.000,0.000
2,0:19,,,WAS 35,13,7,"Kai Forbath kicks off 43 yards, returned by Jorvorskie Lane for 9 yards (tackle by William Compton)",0.000,-1.000
2,0:05,1,10,TAM 31,13,7,Josh McCown kneels for no gain,1.000,0.460
Quarter,Time,Down,ToGo,Location,TAM,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 35,13,7,"Kai Forbath kicks off 58 yards, returned by Leonard Johnson for 18 yards (tackle by E.J. Biggers). Penalty on Dane Fletcher: Offensive Holding, 10 yards",0.000,-0.220
3,14:52,1,10,TAM 15,13,7,Josh McCown pass complete short right to Vincent Jackson for 9 yards (tackle by Bashaud Breeland),-0.220,0.620
3,14:10,2,1,TAM 24,13,7,Josh McCown pass incomplete short left intended for Louis Murphy,0.620,-0.270
3,14:04,3,1,TAM 24,13,7,Charles Sims right tackle for 2 yards (tackle by Perry Riley and Keenan Robinson),-0.270,0.670
3,13:36,1,10,TAM 26,13,7,Charles Sims left end for 4 yards (tackle by David Amerson),0.670,0.670
3,12:53,2,6,TAM 30,13,7,Josh McCown pass complete short left to Charles Sims for 2 yards (tackle by Keenan Robinson),0.670,0.230
3,12:07,3,4,TAM 32,13,7,Josh McCown pass incomplete short right intended for Mike Evans,0.230,-1.240
3,12:01,4,4,TAM 32,13,7,"Michael Koenen punts 47 yards, muffed catch by Andre Roberts, recovered by Andre Roberts and returned for 1 yard (tackle by Bobby Rainey)",-1.240,-0.410
3,11:51,1,10,WAS 22,13,7,Alfred Morris left tackle for 3 yards (tackle by William Gholston),0.410,0.270
3,11:15,2,7,WAS 25,13,7,Robert Griffin pass complete short right to Jordan Reed for 10 yards (tackle by Mason Foster and Lavonte David),0.270,1.270
3,10:45,1,10,WAS 35,13,7,Robert Griffin right end for 6 yards (tackle by Lavonte David),1.270,1.530
3,10:22,2,4,WAS 41,13,7,Alfred Morris up the middle for 5 yards (tackle by Major Wright and Gerald McCoy),1.530,1.990
3,10:22,1,10,WAS 46,13,7,Robert Griffin pass incomplete short right intended for Niles Paul,1.990,1.450
3,9:43,2,10,WAS 46,13,7,Alfred Morris right end for no gain (tackle by Larry English),1.450,0.760
3,9:02,3,10,WAS 46,13,7,"Penalty on Gerald McCoy: Neutral Zone Infraction, 5 yards (no play)",0.760,1.420
3,8:38,3,5,TAM 49,13,7,"Robert Griffin pass incomplete deep left intended for DeSean Jackson. Penalty on William Gholston: Face Mask (15 Yards), 15 yards (no play)",1.420,3.310
3,8:31,1,10,TAM 34,13,7,Alfred Morris up the middle for no gain (tackle by Major Wright and Lavonte David),3.310,2.770
3,7:54,2,10,TAM 34,13,7,Robert Griffin pass complete short right to DeSean Jackson for 8 yards (tackle by Dashon Goldson),2.770,3.140
3,7:42,3,2,TAM 26,13,7,Robert Griffin sacked by Michael Johnson for -6 yards,3.140,1.240
3,6:55,4,8,TAM 32,13,7,Kai Forbath 50 yard field goal no good,1.240,-1.600
3,6:51,1,10,TAM 40,13,7,Bobby Rainey right tackle for 1 yard (tackle by Frank Kearse),1.600,1.190
3,6:11,2,9,TAM 41,13,7,Josh McCown pass complete short left to Brandon Myers for 21 yards (tackle by Keenan Robinson),1.190,3.050
3,5:26,1,10,WAS 38,13,7,Bobby Rainey left guard for 2 yards (tackle by Barry Cofield and Ryan Kerrigan),3.050,2.780
3,4:44,2,8,WAS 36,19,7,"Josh McCown pass complete deep left to Mike Evans for 36 yards, touchdown",2.780,7.000
3,4:44,,,WAS 2,20,7,Patrick Murray kicks extra point good,0.000,0.000
3,4:44,,,TAM 35,20,7,"Michael Koenen kicks off 70 yards, returned by Andre Roberts for 30 yards (tackle by Isaiah Frey)",0.000,-0.610
3,4:32,1,10,WAS 25,20,7,Alfred Morris left guard for 5 yards (tackle by Larry English and Clinton McDonald),0.610,0.740
3,4:01,2,5,WAS 30,20,7,"Robert Griffin pass incomplete short right intended for Alfred Morris. Robert Griffin fumbles, recovered by Robert Griffin at WAS-25",0.740,0.040
3,3:56,3,5,WAS 30,20,7,Robert Griffin pass complete short middle to Andre Roberts for 13 yards (tackle by Dashon Goldson),0.040,1.800
3,3:14,1,10,WAS 43,20,7,DeSean Jackson left end for 2 yards (tackle by Danny Lansanah),1.800,1.520
3,2:39,2,8,WAS 45,20,7,Robert Griffin pass incomplete short right intended for Leonard Hankerson,1.520,0.830
3,2:30,3,8,WAS 45,20,7,"Penalty on Leonard Hankerson: False Start, 5 yards (no play)",0.830,0.170
3,2:30,3,13,WAS 40,20,7,Robert Griffin left end for 5 yards (tackle by Lavonte David),0.170,-0.390
3,2:05,4,8,WAS 45,20,7,"Tress Way punts 55 yards, touchback",-0.390,-0.280
3,1:55,1,10,TAM 20,20,7,Charles Sims left end for -4 yards (tackle by Keenan Robinson),0.280,-0.940
3,1:55,2,14,TAM 16,20,7,"Penalty on Josh McCown: Delay of Game, 5 yards (no play)",-0.940,-1.440
