Quarter,Time,Down,ToGo,Location,TAM,WAS,Detail,EPB,EPA
3,0:48,2,19,TAM 11,20,7,Josh McCown pass complete short left to Mike Evans for 5 yards (tackle by Tracy Porter and David Amerson),-1.440,-1.690
3,0:07,3,14,TAM 16,20,7,Josh McCown pass complete deep right to Mike Evans for 34 yards (tackle by Bashaud Breeland),-1.690,2.260
Quarter,Time,Down,ToGo,Location,TAM,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,,20,7,"Charles Sims right end for 3 yards (tackle by Perry Riley). Penalty on Demar Dotson: Face Mask (15 Yards), 15 yards (no play)",2.260,1.270
4,14:35,1,25,TAM 35,20,7,Josh McCown pass complete short left to Mike Evans for 9 yards (tackle by Brandon Meriweather and David Amerson),1.270,0.900
4,14:13,2,16,TAM 44,26,7,"Josh McCown pass complete deep left to Mike Evans for 56 yards, touchdown",0.900,7.000
4,14:13,,,WAS 2,27,7,Patrick Murray kicks extra point good,0.000,0.000
4,14:13,,,TAM 35,27,7,"Michael Koenen kicks off 67 yards, returned by Andre Roberts for 21 yards (tackle by Orie Lemon)",0.000,-0.150
4,14:01,1,10,WAS 19,27,7,Robert Griffin pass complete short left to Alfred Morris for 12 yards (tackle by Johnthan Banks),0.150,1.000
4,13:29,1,10,WAS 31,27,7,Robert Griffin sacked by T.J. Fatinikun and Gerald McCoy for -3 yards,1.000,0.060
4,12:49,2,13,WAS 28,27,7,Robert Griffin pass incomplete short right intended for DeSean Jackson,0.060,-0.630
4,12:45,3,13,WAS 28,27,7,Robert Griffin pass complete short middle to Roy Helu for 9 yards (tackle by Leonard Johnson and Lavonte David),-0.630,-0.910
4,12:07,4,4,WAS 37,27,7,Robert Griffin up the middle for 8 yards (tackle by Leonard Johnson),-0.910,1.930
4,11:35,1,10,WAS 45,27,7,Robert Griffin sacked by Jacquies Smith for -6 yards,1.930,0.570
4,11:00,2,16,WAS 39,27,7,"Penalty on Shawn Lauvao: False Start, 5 yards (no play)",0.570,-0.100
4,10:44,2,21,WAS 34,27,7,Robert Griffin pass complete short left to Roy Helu for -3 yards (tackle by William Gholston),-0.100,-1.150
4,10:12,3,24,WAS 31,27,7,"Robert Griffin pass complete short middle to Roy Helu for 7 yards (tackle by Leonard Johnson). Roy Helu fumbles (forced by Leonard Johnson), recovered by Roy Helu at WAS-38",-1.150,-0.850
4,9:36,4,17,WAS 38,27,7,"Tress Way punts 40 yards, out of bounds",-0.850,-0.410
4,9:28,1,10,TAM 22,27,7,Charles Sims left end for -1 yards (tackle by Ryan Clark and Keenan Robinson),0.410,-0.270
4,8:49,2,11,TAM 21,27,7,Josh McCown pass incomplete short left intended for Charles Sims,-0.270,-0.960
4,8:44,3,11,TAM 21,27,7,"Josh McCown pass complete short right to Charles Sims for 2 yards (tackle by Perry Riley). Penalty on Perry Riley: Face Mask (15 Yards), 15 yards",-0.960,1.470
4,8:20,1,10,TAM 38,27,7,Charles Sims left end for 4 yards (tackle by Jarvis Jenkins),1.470,1.460
4,7:39,2,6,TAM 42,27,7,Josh McCown pass complete short middle to Vincent Jackson for 18 yards (tackle by David Amerson),1.460,2.920
4,6:56,1,10,WAS 40,27,7,Josh McCown sacked by Barry Cofield for -2 yards,2.920,2.100
4,6:15,2,12,WAS 42,27,7,Charles Sims right end for 2 yards (tackle by Frank Kearse and Bashaud Breeland),2.100,1.680
4,5:30,3,10,WAS 40,27,7,"Josh McCown up the middle for 11 yards (tackle by Tracy Porter). Penalty on Logan Mankins: Illegal Use of Hands, 10 yards (no play)",1.680,0.370
4,4:44,3,20,,27,7,Josh McCown up the middle for 5 yards (tackle by Keenan Robinson),0.370,0.370
4,3:54,3,20,,27,7,Timeout #1 by Tampa Bay Buccaneers,0.370,0.270
4,3:54,4,15,WAS 45,27,7,Michael Koenen punts 40 yards,0.270,0.380
4,3:45,1,10,WAS 5,27,7,Alfred Morris left guard for 14 yards (tackle by Clinton McDonald),-0.380,0.150
4,3:28,1,10,WAS 19,27,7,Robert Griffin pass incomplete short middle intended for Silas Redd,0.150,-0.390
4,3:13,2,10,WAS 19,27,7,Silas Redd right end for 14 yards (tackle by Major Wright),-0.390,1.140
4,2:49,1,10,WAS 33,27,7,Robert Griffin pass complete short right to Silas Redd for 4 yards (tackle by Clinton McDonald),1.140,1.130
4,2:26,2,6,WAS 37,27,7,Robert Griffin pass complete short middle to Andre Roberts for 8 yards (tackle by Lavonte David),1.130,1.930
4,2:03,1,10,WAS 45,27,7,Silas Redd up the middle for 2 yards (tackle by Akeem Spence),1.930,1.650
4,1:56,2,8,WAS 47,27,7,Robert Griffin pass complete short middle to Niles Paul for 5 yards (tackle by Isaiah Frey and Mason Foster),1.650,1.620
4,1:34,3,3,TAM 48,27,7,"Silas Redd right end for 3 yards (tackle by Major Wright and Brandon Dixon). Penalty on Niles Paul: Offensive Holding, 10 yards",1.620,0.700
4,1:22,3,10,WAS 45,27,7,Robert Griffin pass complete short right to Silas Redd for 5 yards (tackle by Lavonte David),0.700,-0.060
4,0:55,4,5,,27,7,"Robert Griffin pass incomplete short right intended for Silas Redd. Penalty on Gerald McCoy: Roughing the Passer, 15 yards (no play)",-0.060,3.250
4,0:50,1,10,TAM 35,27,7,Silas Redd right end for -3 yards (tackle by Brandon Dixon and Lavonte David),3.250,2.300
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
