Quarter,Time,Down,ToGo,Location,DAL,GNB,Detail,EPB,EPA
1,8:39,3,6,DAL 7,3,0,Aaron Rodgers sacked by Anthony Henry for -11 yards,3.980,2.250
1,8:06,4,17,DAL 18,3,3,Mason Crosby 36 yard field goal good,2.250,3.000
1,,,,GNB 30,3,3,"Mason Crosby kicks off 70 yards, returned by Felix Jones for 19 yards (tackle by Jarrett Bush)",0.000,0.150
1,7:57,1,10,DAL 19,3,3,Marion Barber up the middle for 2 yards (tackle by Johnny Jolly and Nick Barnett),0.150,-0.060
1,7:15,2,8,DAL 21,3,3,Marion Barber right end for 10 yards (tackle by Nick Collins),-0.060,1.000
1,6:56,1,10,DAL 31,3,3,Tony Romo pass incomplete short middle intended for Patrick Crayton,1.000,0.460
1,6:51,2,10,DAL 31,3,3,Marion Barber right end for 5 yards (tackle by Aaron Kampman),0.460,0.430
1,6:13,3,5,DAL 36,3,3,Tony Romo pass complete short left to Jason Witten for 5 yards (tackle by Brandon Chillar),0.430,1.660
1,5:26,1,10,DAL 41,3,3,Felix Jones up the middle for 7 yards (tackle by A.J. Hawk and Mike Montgomery),1.660,2.070
1,4:56,2,3,DAL 48,3,3,Felix Jones right guard for 2 yards (tackle by Mike Montgomery),2.070,1.620
1,4:15,3,1,,3,3,Marion Barber right guard for 2 yards (tackle by Mike Montgomery),1.620,2.390
1,3:33,1,10,GNB 48,3,3,Patrick Crayton pass incomplete deep right intended for Terrell Owens (defended by Nick Collins),2.390,1.850
1,3:23,2,10,GNB 48,3,3,Marion Barber right tackle for 25 yards (tackle by Charles Woodson),1.850,4.040
1,3:02,1,10,GNB 23,3,3,Marion Barber right end for 2 yards (tackle by Nick Collins),4.040,3.770
1,2:22,2,8,GNB 21,3,3,Tony Romo pass incomplete deep right intended for Jason Witten,3.770,3.070
1,2:18,3,8,GNB 21,3,3,Tony Romo pass complete short middle to Jason Witten for 10 yards (tackle by A.J. Hawk),3.070,4.840
1,1:42,1,10,GNB 11,3,3,Tony Romo sacked by Aaron Kampman for -5 yards,4.840,3.440
1,1:07,2,15,GNB 16,3,3,Marion Barber right end for 2 yards (tackle by Al Harris),3.440,3.030
1,0:19,3,13,GNB 14,3,3,Tony Romo pass incomplete deep middle intended for Jason Witten is intercepted by Nick Collins and returned for 61 yards (tackle by Terrell Owens),3.030,-2.720
1,0:01,1,10,DAL 43,3,3,"Aaron Rodgers for no gain. Aaron Rodgers fumbles, recovered by Aaron Rodgers at GNB-49",2.720,1.100
Quarter,Time,Down,ToGo,Location,DAL,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,18,GNB 49,3,3,Aaron Rodgers pass complete short left to Greg Jennings for 11 yards (tackle by Mike Jenkins),1.100,1.880
2,14:17,3,7,DAL 40,3,3,Aaron Rodgers pass complete short middle to Greg Jennings for 14 yards (tackle by Courtney L. Brown),1.880,3.840
2,13:31,1,10,DAL 26,3,3,Aaron Rodgers pass incomplete short right intended for Donald Driver,3.840,3.300
2,13:28,2,10,DAL 26,3,3,Aaron Rodgers pass complete short left to Donald Driver for 6 yards (tackle by Terence Newman),3.300,3.400
2,12:47,3,4,DAL 20,3,3,Aaron Rodgers pass incomplete short right intended for James Jones (defended by Pacman Jones),3.400,2.200
2,12:42,4,4,DAL 20,3,6,Mason Crosby 38 yard field goal good,2.200,3.000
2,,,,GNB 30,3,6,"Mason Crosby kicks off 70 yards, returned by Felix Jones for 21 yards (tackle by Brady Poppinga)",0.000,0.340
2,12:34,1,10,DAL 21,3,6,Marion Barber left end for 3 yards (tackle by Aaron Rouse and Johnny Jolly),0.340,0.210
2,11:51,2,7,DAL 24,3,6,"Tony Romo pass complete short left to Marion Barber for 6 yards (tackle by Brandon Chillar). Marion Barber fumbles (forced by Brandon Chillar), recovered by Tony Curtis at DAL-33 and returned for 14 yards. Penalty on Charles Woodson: Defensive Holding (Declined)",0.210,2.060
2,11:23,1,10,DAL 47,3,6,Marion Barber right guard for 3 yards (tackle by Aaron Rouse and A.J. Hawk),2.060,1.920
2,10:41,2,7,,3,6,Tony Romo pass incomplete short right intended for Martellus Bennett (defended by Brandon Chillar),1.920,1.220
2,10:35,3,7,,3,6,Tony Romo sacked by Cullen Jenkins and Aaron Kampman for -3 yards,1.220,-0.260
2,10:08,4,10,DAL 47,3,6,Mat McBriar punts 24 yards,-0.260,-0.870
2,10:02,1,10,GNB 29,3,6,Aaron Rodgers pass incomplete,0.870,0.330
2,9:54,2,10,GNB 29,3,6,"Aaron Rodgers pass complete short right to Jordy Nelson for 3 yards (tackle by Pacman Jones). Penalty on Mark Tauscher: Offensive Holding, 10 yards (no play)",0.330,-1.080
2,9:23,2,20,GNB 19,3,6,Ryan Grant right guard for 4 yards (tackle by Tank Johnson),-1.080,-1.150
2,8:38,3,16,GNB 23,3,6,Aaron Rodgers pass complete short right to Greg Jennings for 11 yards (tackle by Pacman Jones),-1.150,-1.110
2,8:08,4,5,GNB 34,3,6,"Derrick Frost punts 49 yards, returned by Pacman Jones for 18 yards (tackle by Brandon Chillar). Penalty on Martellus Bennett: Illegal Block Above the Waist (Declined), Penalty on Miles Austin: Illegal Block Above the Waist, 10 yards",-1.110,0.350
2,7:53,1,10,DAL 12,3,6,Marion Barber right guard for 10 yards (tackle by Aaron Rouse),-0.350,0.410
2,7:17,1,10,DAL 22,3,6,Marion Barber right tackle for 6 yards (tackle by Nick Barnett and Brandon Chillar),0.410,0.680
2,6:46,2,4,DAL 28,3,6,Tony Romo pass complete short right to Terrell Owens for 12 yards (tackle by Charlie Peprah),0.680,1.600
2,6:15,1,10,DAL 40,9,6,"Felix Jones left end for 60 yards, touchdown",1.600,7.000
2,,,,GNB 2,10,6,Nick Folk kicks extra point good,0.000,0.000
2,,,,DAL 30,10,6,"Nick Folk kicks off 60 yards, returned by Will Blackmon for 3 yards (tackle by Keith Davis)",0.000,-0.320
2,5:58,1,10,GNB 13,10,6,Ryan Grant left end for 3 yards (tackle by Chris L. Canty),-0.320,-0.440
2,5:20,2,7,GNB 16,10,6,Ryan Grant left end for 4 yards (tackle by Chris L. Canty),-0.440,-0.590
2,4:37,3,3,GNB 20,10,6,Aaron Rodgers pass incomplete short right intended for Brandon Jackson (defended by Chris L. Canty),-0.590,-2.030
2,4:30,4,3,GNB 20,10,6,"Derrick Frost punts 37 yards, returned by Pacman Jones for 7 yards (tackle by Will Blackmon)",-2.030,-2.260
2,4:21,1,10,,10,6,Tony Romo pass complete short middle to Marion Barber for 3 yards (tackle by A.J. Hawk),2.260,2.120
2,3:49,2,7,GNB 47,10,6,Marion Barber right tackle for 2 yards (tackle by A.J. Hawk),2.120,1.690
2,3:05,3,5,GNB 45,10,6,Tony Romo pass complete deep middle to Jason Witten for 22 yards (tackle by A.J. Hawk),1.690,4.040
2,2:25,1,10,GNB 23,10,6,Marion Barber up the middle for 3 yards (tackle by Brandon Chillar),4.040,3.900
2,2:00,2,7,GNB 20,10,6,Tony Romo pass complete short right to Tony Curtis for 6 yards (tackle by Brandon Chillar),3.900,4.280
2,1:17,3,1,GNB 14,10,6,Marion Barber right guard for 3 yards (tackle by Johnny Jolly),4.280,4.840
2,0:38,1,10,GNB 11,10,6,Tony Romo pass complete short right to Marion Barber for 6 yards (tackle by Nick Barnett),4.840,5.280
2,0:31,,,,10,6,Timeout #2 by Dallas Cowboys,0.000,5.280
2,0:31,2,4,GNB 5,10,6,"Tony Romo sacked by Cullen Jenkins for -14 yards. Tony Romo fumbles (forced by Cullen Jenkins), recovered by Flozell Adams at GNB-21",5.280,2.280
2,0:17,,,,10,6,Timeout #3 by Dallas Cowboys,0.000,2.280
2,0:17,3,20,GNB 21,10,6,Tony Romo pass incomplete deep middle intended for Patrick Crayton,2.280,2.060
2,0:11,4,20,GNB 21,13,6,Nick Folk 39 yard field goal good,2.060,3.000
2,,,,DAL 30,13,6,"Nick Folk kicks off 51 yards, returned by Will Blackmon for 9 yards (tackle by Tashard Choice)",0.000,0.940
Quarter,Time,Down,ToGo,Location,DAL,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 30,13,6,"Mason Crosby kicks off 76 yards, touchback",0.000,0.280
3,15:00,1,10,DAL 20,13,6,Marion Barber up the middle for 8 yards (tackle by Aaron Rouse),0.280,0.810
3,14:31,2,2,DAL 28,13,6,Marion Barber right end for 8 yards (tackle by Aaron Rouse),0.810,1.330
3,13:54,1,10,DAL 36,13,6,Tony Romo pass complete short left to Jason Witten for 6 yards (tackle by Aaron Rouse),1.330,1.600
3,13:35,2,4,DAL 42,13,6,Marion Barber right end for -1 yards (tackle by A.J. Hawk and Aaron Rouse),1.600,0.760
3,12:49,3,5,DAL 41,13,6,Tony Romo pass incomplete short left intended for Terrell Owens,0.760,-0.650
3,12:45,4,5,DAL 41,13,6,"Mat McBriar punts 53 yards, returned by Will Blackmon for 6 yards (tackle by Martellus Bennett)",-0.650,0.350
3,12:31,1,10,GNB 12,13,6,Ryan Grant left end for 5 yards (tackle by Pat Watkins),-0.350,-0.230
3,11:53,2,5,GNB 17,13,6,Brandon Jackson right guard for 9 yards (tackle by Bradie James and Pat Watkins),-0.230,0.670
3,11:13,1,10,GNB 26,13,6,Brandon Jackson left end for 8 yards (tackle by Bradie James and Ken Hamlin),0.670,1.210
3,10:40,2,2,GNB 34,13,6,Brandon Jackson right end for 3 yards (tackle by Greg Ellis),1.210,1.400
3,9:59,1,10,GNB 37,13,6,Ryan Grant left end for 4 yards (tackle by Zach Thomas and Jay Ratliff),1.400,1.400
3,9:17,2,6,GNB 41,13,6,Aaron Rodgers left tackle for 1 yard (tackle by DeMarcus Ware),1.400,0.830
3,8:35,3,5,GNB 42,13,6,Aaron Rodgers pass complete deep right to Donald Driver for 50 yards (tackle by Pacman Jones),0.830,5.370
3,7:46,1,8,DAL 8,13,6,Ryan Grant left guard for 2 yards (tackle by Zach Thomas),5.370,4.950
3,7:07,2,6,DAL 6,13,6,Aaron Rodgers sacked by Zach Thomas for -1 yards,4.950,3.810
3,6:36,3,7,DAL 7,13,6,Aaron Rodgers sacked by Anthony Henry for -8 yards,3.810,2.440
3,6:01,4,15,DAL 15,13,9,Mason Crosby 33 yard field goal good,2.440,3.000
3,,,,GNB 30,13,9,"Mason Crosby kicks off 68 yards, returned by Isaiah Stanback for 9 yards, lateral to Felix Jones for 9 yards (tackle by Will Blackmon)",0.000,0.280
3,5:51,1,10,DAL 20,13,9,Tony Romo pass complete short left to Jason Witten for 6 yards (tackle by Nick Collins),0.280,0.540
3,5:11,2,4,DAL 26,13,9,Marion Barber left guard for 8 yards (tackle by Brandon Chillar),0.540,1.200
3,4:30,1,10,DAL 34,13,9,Tony Romo pass complete deep left to Miles Austin for 63 yards (tackle by Nick Collins),1.200,6.510
3,3:41,1,3,GNB 3,13,9,Marion Barber left end for 1 yard (tackle by Mike Montgomery and Aaron Rouse),6.510,5.720
3,2:57,2,2,GNB 2,19,9,"Marion Barber up the middle for 2 yards, touchdown",5.720,7.000
3,,,,GNB 2,20,9,Nick Folk kicks extra point good,0.000,0.000
3,,,,DAL 30,20,9,"Nick Folk kicks off 63 yards, returned by Will Blackmon for 24 yards (tackle by Orlando Scandrick). Penalty on Allen Barbre: Offensive Holding, 10 yards",0.000,0.340
3,2:43,1,10,GNB 21,20,9,Aaron Rodgers pass incomplete deep left intended for Greg Jennings,0.340,-0.200
3,2:39,2,10,GNB 21,20,9,Ryan Grant right tackle for 3 yards (tackle by Bradie James and Stephen Bowen),-0.200,-0.490
3,2:39,3,7,GNB 24,20,9,"Penalty on Donald Lee: False Start, 5 yards (no play)",-0.490,-1.220
3,2:01,3,12,GNB 19,20,9,Aaron Rodgers sacked by Jay Ratliff for -8 yards,-1.220,-2.490
3,1:52,4,20,GNB 11,20,9,"Derrick Frost punts 42 yards, returned by Pacman Jones for 1 yard (tackle by Will Blackmon). Penalty on Orlando Scandrick: Illegal Block Above the Waist, 10 yards",-2.490,-1.470
3,1:37,1,10,DAL 38,20,9,Felix Jones right end for -5 yards (tackle by Cullen Jenkins),1.470,0.250
3,0:53,2,15,DAL 33,20,9,"Tony Romo pass incomplete. Penalty on Tony Romo: Intentional Grounding, 13 yards",0.250,-2.140
3,0:47,3,28,DAL 20,20,9,Tony Romo pass incomplete short right intended for Marion Barber,-2.140,-2.030
3,0:39,4,28,DAL 20,20,9,"Penalty on Mike Jenkins: False Start, 5 yards (no play)",-2.030,-2.440
3,0:39,4,33,DAL 15,20,9,"Mat McBriar punts 65 yards, returned by Will Blackmon for 6 yards (tackle by Bobby Carpenter). Penalty on Jermichael Finley: Unnecessary Roughness, 13 yards",-2.440,0.320
3,0:21,1,10,GNB 13,20,9,Ryan Grant left end for 5 yards (tackle by Bradie James),-0.320,-0.140
Quarter,Time,Down,ToGo,Location,DAL,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,GNB 18,20,9,Aaron Rodgers pass complete short left to Greg Jennings for 9 yards (tackle by Anthony Henry),-0.140,0.740
4,14:17,1,10,GNB 27,20,9,Aaron Rodgers for 3 yards (tackle by Bradie James),0.740,0.600
4,13:52,2,7,GNB 30,20,9,Aaron Rodgers up the middle for 5 yards (tackle by Zach Thomas),0.600,0.560
4,13:09,3,2,GNB 35,20,9,Aaron Rodgers pass incomplete short middle intended for Donald Driver,0.560,-1.040
4,13:06,4,2,GNB 35,20,9,"Derrick Frost punts 65 yards, touchback",-1.040,-0.280
4,12:58,1,10,DAL 20,20,9,Felix Jones left end for 2 yards (tackle by Aaron Rouse),0.280,0.000
4,12:16,2,8,DAL 22,20,9,Felix Jones left end for 10 yards (tackle by Charles Woodson),0.000,1.070
4,11:33,1,10,DAL 32,20,9,Tony Romo pass incomplete deep middle intended for Miles Austin (defended by Tramon Williams),1.070,0.530
4,11:27,2,10,DAL 32,20,9,Tony Romo pass complete short left to Felix Jones for 3 yards (tackle by Brandon Chillar),0.530,0.230
4,10:41,3,7,DAL 35,20,9,Tony Romo pass complete short right to Jason Witten for 11 yards (tackle by Aaron Rouse),0.230,1.990
4,10:04,1,10,DAL 46,20,9,Marion Barber right tackle for 12 yards (tackle by Charlie Peprah),1.990,2.790
4,9:25,1,10,GNB 42,20,9,Tony Romo pass incomplete short left intended for Terrell Owens,2.790,2.240
4,9:22,2,10,GNB 42,20,9,"Tony Romo pass incomplete short right intended for Patrick Crayton. Penalty on Andre Gurode: Offensive Holding (Declined), Penalty on Tony Romo: Intentional Grounding, 10 yards",2.240,0.230
4,9:17,3,20,DAL 48,26,9,"Tony Romo pass complete deep right to Miles Austin for 52 yards, touchdown",0.230,7.000
4,,,,GNB 2,27,9,Nick Folk kicks extra point good,0.000,0.000
4,,,,DAL 30,27,9,"Nick Folk kicks off 65 yards, returned by Will Blackmon for 43 yards (tackle by Justin Rogers). Penalty on Jason Hunter: Offensive Holding, 10 yards",0.000,0.150
4,9:00,1,10,GNB 19,27,9,Aaron Rodgers pass incomplete short left intended for Brandon Jackson,0.150,-0.390
4,8:55,2,10,GNB 19,27,9,Aaron Rodgers pass incomplete short middle intended for Donald Driver,-0.390,-1.070
4,8:50,3,10,GNB 19,27,9,Aaron Rodgers pass incomplete deep right intended for Jordy Nelson,-1.070,-2.140
4,8:44,4,10,GNB 19,27,9,Derrick Frost punts 52 yards,-2.140,-0.870
4,8:33,1,10,DAL 29,27,9,Tony Romo pass complete short left to Martellus Bennett for 37 yards (tackle by A.J. Hawk),0.870,3.310
4,7:56,1,10,GNB 34,27,9,Marion Barber left guard for 12 yards (tackle by Aaron Rouse),3.310,4.110
4,7:12,1,10,GNB 22,27,9,Marion Barber up the middle for 2 yards (tackle by Nick Barnett),4.110,3.830
4,6:28,2,8,GNB 20,27,9,Marion Barber up the middle for 8 yards (tackle by Aaron Rouse),3.830,4.780
4,5:43,1,10,GNB 12,27,9,"Marion Barber left end for no gain (tackle by Will Blackmon). Marion Barber fumbles (forced by Will Blackmon), recovered by Will Blackmon at GNB-12 (tackle by Marion Barber)",4.780,0.320
4,5:34,1,10,GNB 13,27,9,Aaron Rodgers pass complete short left to Greg Jennings for 6 yards (tackle by Mike Jenkins),-0.320,0.030
4,5:12,2,4,GNB 19,27,9,Aaron Rodgers pass complete short right to Jordy Nelson for 14 yards (tackle by Kevin Burnett),0.030,1.140
4,4:47,1,10,GNB 33,27,9,Aaron Rodgers pass complete short right to Jordy Nelson for 7 yards (tackle by Pacman Jones),1.140,1.540
4,4:26,2,3,GNB 40,27,9,Aaron Rodgers pass complete short middle to Donald Driver for 12 yards (tackle by Anthony Henry),1.540,2.390
4,4:03,1,10,DAL 48,27,9,Aaron Rodgers pass complete short left to Greg Jennings for 20 yards (tackle by Ken Hamlin),2.390,3.710
4,3:56,1,10,DAL 28,27,9,"Aaron Rodgers pass complete short left to Brandon Jackson for 21 yards (tackle by Mike Jenkins). Penalty on Daryn Colledge: Offensive Holding, 10 yards (no play)",3.710,3.050
4,3:48,1,20,DAL 38,27,9,Aaron Rodgers pass incomplete deep middle intended for Jordy Nelson,3.050,1.820
4,3:43,2,20,DAL 38,27,9,"Aaron Rodgers pass incomplete deep right intended for Donald Driver. Penalty on Jason Hatcher: Defensive Offside, 5 yards (no play)",1.820,2.490
4,3:35,2,15,DAL 33,27,9,Aaron Rodgers pass complete short left to Donald Lee for 10 yards (tackle by Ken Hamlin),2.490,3.140
4,3:09,3,5,DAL 23,27,9,Aaron Rodgers pass complete short right to Jordy Nelson for 8 yards (tackle by Ken Hamlin),3.140,4.580
4,2:46,1,10,DAL 15,27,9,Aaron Rodgers pass incomplete short right intended for Jordy Nelson,4.580,3.950
4,2:42,2,10,DAL 15,27,9,Aaron Rodgers pass complete short right to Jordy Nelson for 13 yards (tackle by Anthony Henry),3.950,6.740
4,2:19,1,2,DAL 2,27,9,"Aaron Rodgers pass incomplete. Penalty on Ken Hamlin: Defensive Holding, 1 yards (no play)",6.740,6.970
4,2:14,1,1,DAL 1,27,15,"Aaron Rodgers left guard for 1 yard, touchdown",6.970,7.000
4,,,,DAL 2,27,16,Mason Crosby kicks extra point good,0.000,0.000
4,,,,GNB 30,27,16,"Mason Crosby kicks onside 9 yards. Penalty on Tramon Williams: Illegal Touch Kick, 5 yards",0.000,3.310
4,2:11,1,10,GNB 34,27,16,Marion Barber up the middle for no gain (tackle by Cullen Jenkins),3.310,2.770
4,2:08,,,,27,16,Timeout #1 by Green Bay Packers,0.000,2.770
4,2:08,2,10,GNB 34,27,16,Marion Barber right tackle for 2 yards (tackle by Ryan Pickett),2.770,2.350
4,2:04,,,,27,16,Timeout #2 by Green Bay Packers,0.000,2.350
4,2:04,3,8,GNB 32,27,16,Tony Romo pass incomplete deep right intended for Terrell Owens,2.350,1.240
4,1:59,4,8,GNB 32,27,16,Tony Romo pass complete short left to Jason Witten for 7 yards (tackle by A.J. Hawk),1.240,-0.610
4,1:52,1,10,GNB 25,27,16,"Aaron Rodgers pass complete short right to Donald Driver for -7 yards. Penalty on Donald Driver: Illegal Forward Pass, 5 yards (no play)",0.610,0.280
4,1:36,1,15,GNB 20,27,16,Aaron Rodgers pass complete short left to Donald Lee for 10 yards (tackle by Terence Newman),0.280,0.740
4,1:17,2,5,GNB 30,27,16,Aaron Rodgers pass complete short middle to Donald Driver for 8 yards (tackle by Terence Newman),0.740,1.470
4,1:06,1,10,GNB 38,27,16,Aaron Rodgers spiked the ball,1.470,0.920
4,1:04,2,10,GNB 38,27,16,Aaron Rodgers pass incomplete deep right intended for Jordy Nelson (defended by Anthony Henry),0.920,0.230
4,1:00,3,10,GNB 38,27,16,Aaron Rodgers pass incomplete deep left intended for Greg Jennings,0.230,-0.850
4,0:54,4,10,GNB 38,27,16,Aaron Rodgers pass complete short right to Donald Lee for 13 yards (tackle by Pacman Jones),-0.850,2.320
4,0:37,1,10,DAL 49,27,16,Aaron Rodgers spiked the ball,2.320,1.780
4,0:36,2,10,DAL 49,27,16,Aaron Rodgers sacked by DeMarcus Ware for -12 yards,1.780,-0.490
4,0:27,,,,27,16,Timeout #3 by Green Bay Packers,0.000,-0.490
4,0:27,3,22,GNB 39,27,16,Aaron Rodgers pass incomplete deep right intended for Jordy Nelson,-0.490,-0.780
4,0:18,4,22,GNB 39,27,16,Aaron Rodgers pass complete short left to Brandon Jackson for 16 yards (tackle by Mike Jenkins),-0.780,-1.930
4,0:10,1,10,DAL 45,27,16,Tony Romo kneels for -1 yards,1.930,1.250
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
