Quarter,Time,Down,ToGo,Location,LAR,NYG,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Rams won the coin toss and deferred, Giants to receive the opening kickoff.",,
1,15:00,,,LAR 35,0,0,"Matt Gay kicks off 70 yards, returned by C.J. Board for 30 yards (tackle by Terrell Burgess). Penalty on Cullen Gillaspia: Offensive Holding, 6 yards (accepted)",,
1,14:54,1,10,NYG 19,0,0,"Daniel Jones sacked by Leonard Floyd for -8 yards. Daniel Jones fumbles (forced by Leonard Floyd), recovered by Will Hernandez at NYG-11 (tackle by Leonard Floyd)",,
1,14:21,2,18,NYG 11,0,0,Devontae Booker right tackle for 4 yards (tackle by Jordan Fuller),,
1,13:29,3,14,NYG 15,0,0,Daniel Jones pass complete deep left to Kadarius Toney for 17 yards (tackle by Robert Rochell),,
1,13:04,1,10,NYG 32,0,0,Daniel Jones pass complete short left to Sterling Shepard for 8 yards (tackle by Nick Scott and Taylor Rapp),,
1,12:28,2,2,NYG 40,0,0,"Daniel Jones pass incomplete short right. Penalty on Terrell Lewis: Defensive Offside, 5 yards (accepted) (no play)",,
1,12:24,1,10,NYG 45,0,0,Devontae Booker right guard for 14 yards (tackle by Taylor Rapp and Terrell Lewis),,
1,11:58,1,10,LAR 41,0,0,Daniel Jones pass complete short left to Kadarius Toney for 3 yards (tackle by Jalen Ramsey),,
1,11:31,2,7,LAR 38,0,0,Daniel Jones pass complete short right to Kadarius Toney for 16 yards (tackle by Jordan Fuller and Kenny Young),,
1,11:08,1,10,LAR 22,0,0,Devontae Booker left guard for 9 yards (tackle by Taylor Rapp and Jordan Fuller),,
1,10:48,2,1,LAR 13,0,0,Daniel Jones pass incomplete short left intended for Dante Pettis,,
1,10:44,3,1,LAR 13,0,0,Daniel Jones up the middle for 2 yards (tackle by Troy Reeder),,
1,10:16,1,10,LAR 11,0,0,Daniel Jones pass incomplete short right intended for Sterling Shepard,,
1,10:12,2,10,LAR 11,0,0,Devontae Booker left tackle for 3 yards (tackle by Jalen Ramsey),,
1,9:30,3,7,LAR 8,0,0,Daniel Jones pass incomplete short right intended for Collin Johnson,,
1,9:25,4,7,LAR 8,0,3,Graham Gano 27 yard field goal good,,
1,9:21,,,NYG 35,0,3,"Graham Gano kicks off 58 yards, returned by Jake Funk for 18 yards (tackle by Elijhaa Penny and Gary Brightwell). Penalty on Nick Scott: Offensive Holding, 10 yards (accepted)",,
1,9:15,1,10,LAR 15,0,3,Matthew Stafford pass incomplete short left intended for Van Jefferson (defended by Logan Ryan),,
1,9:08,2,10,LAR 15,0,3,Matthew Stafford pass complete deep right to Cooper Kupp for 30 yards (tackle by Jabrill Peppers and Logan Ryan),,
1,8:31,1,10,LAR 45,0,3,Darrell Henderson left tackle for 1 yard (tackle by Leonard Williams),,
1,8:06,2,9,LAR 46,0,3,Matthew Stafford pass complete short right to Robert Woods for 16 yards (tackle by James Bradberry and Jabrill Peppers),,
1,7:36,1,10,NYG 38,0,3,Matthew Stafford pass incomplete deep left intended for Cooper Kupp,,
1,7:30,2,10,NYG 38,0,3,Darrell Henderson right guard for no gain (tackle by Tae Crowder),,
1,7:03,3,10,NYG 38,0,3,Matthew Stafford sacked by and Dexter Lawrence for -10 yards and Leonard Williams for -10 yards,,
1,6:23,4,20,NYG 48,0,3,"Johnny Hekker punts 38 yards, fair catch by C.J. Board at NYG-10",,
1,6:15,1,10,NYG 10,0,3,Daniel Jones pass complete short right to Devontae Booker for 2 yards (tackle by Donte Deayon),,
1,5:35,2,8,NYG 12,0,3,Devontae Booker right tackle for no gain (tackle by Aaron Donald),,
1,4:49,3,8,NYG 12,0,3,Daniel Jones pass complete short left to Sterling Shepard for 9 yards (tackle by Jalen Ramsey),,
1,4:17,1,10,NYG 21,0,3,Daniel Jones pass complete short right to Devontae Booker for 4 yards (tackle by Jalen Ramsey),,
1,3:37,2,6,NYG 25,0,3,Daniel Jones pass incomplete intended for Dante Pettis,,
1,3:32,3,6,NYG 25,0,3,Daniel Jones scrambles right end for 2 yards (tackle by Kenny Young),,
1,3:32,1,10,NYG 32,0,3,"Penalty on Jalen Ramsey: Defensive Holding, 5 yards (accepted)",,
1,3:07,1,10,NYG 32,0,3,Daniel Jones pass incomplete deep right,,
1,3:00,2,10,NYG 32,0,3,Daniel Jones pass incomplete short middle intended for Collin Johnson,,
1,2:57,3,10,NYG 32,0,3,"Penalty on Matt Skura: False Start, 5 yards (accepted) (no play)",,
1,2:56,3,15,NYG 27,0,3,Daniel Jones pass complete short right to Dante Pettis for 14 yards (tackle by Jordan Fuller),,
1,2:25,4,1,NYG 41,0,3,Daniel Jones up the middle for no gain (tackle by Troy Reeder),,
1,2:17,1,10,NYG 41,0,3,Matthew Stafford pass incomplete short middle intended for Robert Woods (defended by Reggie Ragland),,
1,2:12,2,10,NYG 41,0,3,Matthew Stafford pass complete short middle to Cooper Kupp for 6 yards (tackle by Jabrill Peppers),,
1,1:28,3,4,NYG 35,0,3,Matthew Stafford sacked by Leonard Williams for -7 yards,,
1,0:49,4,11,NYG 42,0,3,"Johnny Hekker pass complete to Ben Skowronek for no gain Penalty on NYG: Unsportsmanlike Conduct / Defense, 15 yards (offset) Penalty on LAR: Unsportsmanlike Conduct / Offense, 15 yards (offset) (no play)",,
1,0:50,4,11,NYG 42,0,3,Johnny Hekker punts 34 yards out of bounds,,
1,0:42,1,10,NYG 8,0,3,Devontae Booker right guard for 2 yards (tackle by Jordan Fuller),,
Quarter,Time,Down,ToGo,Location,LAR,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,NYG 10,0,3,Daniel Jones pass complete short left to Evan Engram for 7 yards (tackle by Jalen Ramsey and Troy Reeder),,
2,14:24,3,1,NYG 17,0,3,Devontae Booker up the middle for no gain (tackle by Jordan Fuller),,
2,13:46,4,1,NYG 17,0,3,"Riley Dixon punts 57 yards, returned by Cooper Kupp for 8 yards (tackle by Elijhaa Penny)",,
2,13:33,1,10,LAR 34,0,3,"Darrell Henderson right guard for 4 yards (tackle by Xavier McKinney). Penalty on Van Jefferson: Offensive Illegal Block Above the Waist, 10 yards (accepted)",,
2,12:56,1,16,LAR 28,0,3,"Penalty on LAR: Delay of Game, 5 yards (accepted) (no play)",,
2,12:36,1,21,LAR 23,0,3,Darrell Henderson left tackle for 9 yards (tackle by Reggie Ragland and Logan Ryan),,
2,12:16,2,12,LAR 32,0,3,Matthew Stafford pass complete deep left to Cooper Kupp for 28 yards (tackle by Jabrill Peppers),,
2,11:39,1,10,NYG 40,0,3,Matthew Stafford pass complete short left to Tyler Higbee for 10 yards (tackle by Jabrill Peppers),,
2,11:11,1,10,NYG 30,0,3,Sony Michel right tackle for 15 yards (tackle by Xavier McKinney),,
2,10:34,1,10,NYG 15,6,3,"Matthew Stafford pass complete short middle to Robert Woods for 15 yards, touchdown",,
2,10:28,,,NYG 15,7,3,Matt Gay kicks extra point good,,
2,10:28,,,LAR 35,7,3,"Matt Gay kicks off 62 yards, returned by C.J. Board for 22 yards (tackle by Ernest Jones)",,
2,10:22,1,10,NYG 25,7,3,Daniel Jones pass incomplete short middle intended for Evan Engram,,
2,10:17,2,10,NYG 25,7,3,Elijhaa Penny right tackle for 6 yards (tackle by Sebastian Joseph-Day),,
2,9:53,3,4,NYG 31,7,3,"Penalty on Will Hernandez: False Start, 5 yards (accepted) (no play)",,
2,9:31,3,9,NYG 26,7,3,"Daniel Jones sacked by Ogbonnia Okoronkwo for -14 yards. Daniel Jones fumbles (forced by Ogbonnia Okoronkwo), recovered by Leonard Floyd at NYG-12",,
2,9:23,1,10,NYG 12,7,3,Matthew Stafford pass incomplete short right intended for Darrell Henderson,,
2,9:15,2,10,NYG 12,7,3,Matthew Stafford pass complete short middle to Tyler Higbee for 9 yards (tackle by Logan Ryan),,
2,8:56,,,,,,Timeout #1 by New York Giants,,
2,8:56,3,1,NYG 3,7,3,Darrell Henderson up the middle for no gain (tackle by Austin Johnson and Leonard Williams),,
2,8:11,4,1,NYG 3,13,3,"Matthew Stafford pass complete short right to Cooper Kupp for 3 yards, touchdown",,
2,8:06,,,NYG 15,14,3,Matt Gay kicks extra point good,,
2,8:06,,,LAR 35,14,3,"Matt Gay kicks off 63 yards, returned by C.J. Board for 23 yards (tackle by Ben Skowronek)",,
2,8:01,1,10,NYG 25,14,3,Daniel Jones pass incomplete short left intended for Dante Pettis,,
2,7:57,2,10,NYG 25,14,3,Devontae Booker right tackle for -1 yards (tackle by Kenny Young),,
2,7:18,3,11,NYG 24,14,3,Daniel Jones pass incomplete short right intended for John Ross,,
2,7:13,4,11,NYG 24,14,3,"Riley Dixon punts 57 yards, returned by Tutu Atwell for 17 yards (tackle by Riley Dixon). Penalty on Ben Skowronek: Offensive Holding, 10 yards (accepted)",,
2,7:00,1,10,LAR 26,14,3,Sony Michel right tackle for 4 yards (tackle by Tae Crowder),,
2,6:31,2,6,LAR 30,14,3,Matthew Stafford pass incomplete short right intended for Robert Woods (defended by James Bradberry),,
2,6:25,3,6,LAR 30,14,3,Matthew Stafford scrambles left tackle for 3 yards (tackle by Darnay Holmes),,
2,5:46,4,3,LAR 33,14,3,"Johnny Hekker punts 52 yards, fair catch by C.J. Board at NYG-15",,
2,5:39,1,10,NYG 15,14,3,Devontae Booker up the middle for 2 yards (tackle by Taylor Rapp),,
2,5:01,2,8,NYG 17,14,3,Daniel Jones pass short middle intended for Evan Engram is intercepted by Taylor Rapp at NYG-27 and returned for 13 yards (tackle by Sterling Shepard),,
2,4:53,1,10,NYG 14,14,3,Darrell Henderson left tackle for 4 yards (tackle by Reggie Ragland),,
2,4:19,2,6,NYG 10,14,3,Matthew Stafford pass complete short left to Tyler Higbee for 4 yards (tackle by Logan Ryan),,
2,4:00,3,2,NYG 6,14,3,Matthew Stafford pass complete short right to Tyler Higbee for 4 yards (tackle by Logan Ryan),,
2,3:40,,,,,,Timeout #2 by New York Giants,,
2,3:40,1,2,NYG 2,20,3,"Darrell Henderson up the middle for 2 yards, touchdown",,
2,3:36,,,NYG 15,21,3,Matt Gay kicks extra point good,,
2,3:36,1,10,NYG 10,21,3,"Penalty on Keion Crossen: Defensive Offside, 5 yards (accepted)",,
2,3:36,1,60,LAR 40,21,3,"Matt Gay kicks off 60 yards, touchback.",,
2,3:36,1,10,NYG 25,21,3,Daniel Jones pass complete short right to Kyle Rudolph for 8 yards (tackle by Jordan Fuller),,
2,3:13,2,2,NYG 33,21,3,Devontae Booker right guard for 4 yards (tackle by Robert Rochell and Jamir Jones),,
2,2:38,1,10,NYG 37,21,3,Daniel Jones pass incomplete short right intended for Sterling Shepard (defended by Aaron Donald),,
