Quarter,Time,Down,ToGo,Location,LAR,NYG,Detail,EPB,EPA
2,2:35,2,10,NYG 37,21,3,Daniel Jones pass complete short right to Sterling Shepard for 3 yards (tackle by Jordan Fuller),,
2,2:26,,,,,,Timeout #1 by Los Angeles Rams,,
2,2:26,3,7,NYG 40,21,3,Daniel Jones pass incomplete short left intended for Dante Pettis,,
2,2:22,4,7,NYG 40,21,3,Riley Dixon punts 33 yards out of bounds,,
2,2:14,1,10,LAR 27,21,3,to Cooper Kupp for 25 yards (tackle by Logan Ryan),,
2,2:00,1,10,NYG 48,21,3,Darrell Henderson right tackle for 2 yards (tackle by Azeez Ojulari),,
2,1:42,2,8,NYG 46,21,3,Matthew Stafford pass complete short right to Tyler Higbee for 9 yards (tackle by Reggie Ragland),,
2,1:37,1,10,NYG 37,21,3,Matthew Stafford pass complete short left to Van Jefferson for -4 yards (tackle by Tae Crowder),,
2,1:14,2,14,NYG 41,21,3,Matthew Stafford pass complete deep left to Cooper Kupp for 16 yards (tackle by Adoree' Jackson),,
2,0:43,1,10,NYG 25,27,3,"Matthew Stafford pass complete deep left to Darrell Henderson for 25 yards, touchdown",,
2,0:33,,,NYG 15,28,3,Matt Gay kicks extra point good,,
2,0:33,,,LAR 35,28,3,"Matt Gay kicks off 63 yards, returned by C.J. Board for 37 yards (tackle by Troy Reeder and Taylor Rapp)",,
2,0:25,1,10,NYG 39,28,3,Daniel Jones pass deep middle intended for Sterling Shepard is intercepted by Robert Rochell at LA-36 and returned for 1 yard (tackle by Sterling Shepard),,
2,0:17,1,10,LAR 37,28,3,Matthew Stafford pass complete short middle to Darrell Henderson for 4 yards (tackle by Carter Coughlin),,
2,0:10,,,,,,Timeout #2 by Los Angeles Rams,,
2,0:10,2,6,LAR 41,28,3,Matthew Stafford pass deep middle intended for Cooper Kupp is intercepted by Xavier McKinney at NYG-38 and returned for 23 yards (tackle by Cooper Kupp),,
Quarter,Time,Down,ToGo,Location,LAR,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 35,28,3,"Graham Gano kicks off 65 yards, returned by Tutu Atwell for 19 yards (tackle by Keion Crossen)",,
3,14:54,1,10,LAR 19,28,3,Darrell Henderson right end for 8 yards (tackle by Tae Crowder),,
3,14:10,2,2,LAR 27,28,3,Matthew Stafford pass complete short right to Cooper Kupp for 4 yards (tackle by James Bradberry),,
3,13:29,1,10,LAR 31,28,3,Darrell Henderson right end for no gain (tackle by Xavier McKinney),,
3,12:44,2,10,LAR 31,28,3,Matthew Stafford pass complete short left to Cooper Kupp for 5 yards (tackle by Jabrill Peppers),,
3,11:56,3,5,LAR 36,28,3,"Penalty on LAR: Delay of Game, 5 yards (accepted) (no play)",,
3,11:33,3,10,LAR 31,28,3,Matthew Stafford pass complete short right to Van Jefferson for 18 yards (tackle by Jabrill Peppers),,
3,10:53,1,10,LAR 49,28,3,Darrell Henderson left tackle for 8 yards (tackle by Dexter Lawrence),,
3,10:12,2,2,NYG 43,28,3,Matthew Stafford pass complete short left to Van Jefferson for 5 yards (tackle by Adoree' Jackson and Jabrill Peppers),,
3,9:33,1,10,NYG 38,28,3,Darrell Henderson right guard for 6 yards (tackle by Dexter Lawrence),,
3,8:49,2,4,NYG 32,28,3,Darrell Henderson right guard for 10 yards (tackle by Logan Ryan and Reggie Ragland),,
3,8:07,1,10,NYG 22,28,3,Sony Michel up the middle for 5 yards (tackle by Tae Crowder and Austin Johnson),,
3,7:21,2,5,NYG 17,28,3,Sony Michel for 3 yards (tackle by Austin Johnson and Tae Crowder),,
3,6:35,3,2,NYG 14,28,3,Darrell Henderson up the middle for 1 yard (tackle by Dexter Lawrence and Austin Johnson),,
3,5:49,,,,,,Timeout #1 by Los Angeles Rams,,
3,5:49,4,1,NYG 13,31,3,Matt Gay 32 yard field goal good,,
3,5:45,,,LAR 35,31,3,"Matt Gay kicks off 66 yards, returned by Darnay Holmes for 22 yards (tackle by Ben Skowronek)",,
3,5:41,1,10,NYG 21,31,3,Daniel Jones pass complete short middle to Sterling Shepard for 10 yards (tackle by Troy Reeder),,
3,5:22,1,10,NYG 31,31,3,Devontae Booker up the middle for 2 yards (tackle by Sebastian Joseph-Day and A'Shawn Robinson),,
3,4:50,2,8,NYG 33,31,3,Daniel Jones pass complete short right to Sterling Shepard for 10 yards (tackle by Jalen Ramsey),,
3,4:28,1,10,NYG 43,31,3,Devontae Booker left guard for 2 yards (tackle by Jordan Fuller and Sebastian Joseph-Day),,
3,3:52,2,8,NYG 45,31,3,Daniel Jones sacked by Terrell Lewis for -10 yards,,
3,3:10,3,18,NYG 35,31,3,Daniel Jones pass complete short left to Devontae Booker for 11 yards (tackle by Kenny Young),,
3,2:28,4,7,NYG 46,31,3,Daniel Jones pass complete short left to Dante Pettis for 15 yards (tackle by Robert Rochell),,
3,2:06,1,10,LAR 39,31,3,Daniel Jones pass short left intended for Dante Pettis is intercepted by Taylor Rapp at LA-33 and returned for 18 yards (tackle by Dante Pettis),,
3,1:58,1,10,NYG 49,31,3,Darrell Henderson right end for 3 yards (tackle by Reggie Ragland),,
3,1:19,2,7,NYG 46,31,3,Matthew Stafford pass complete short left to DeSean Jackson for 6 yards (tackle by James Bradberry),,
3,0:59,3,1,NYG 40,31,3,Darrell Henderson left guard for no gain (tackle by Tae Crowder),,
3,0:19,4,1,NYG 40,31,3,Darrell Henderson left guard for 6 yards (tackle by Tae Crowder),,
Quarter,Time,Down,ToGo,Location,LAR,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NYG 34,31,3,Darrell Henderson left tackle for 1 yard (tackle by Austin Johnson and Dexter Lawrence),,
4,14:17,2,9,NYG 33,31,3,Matthew Stafford scrambles right end for 9 yards (tackle by Tae Crowder),,
4,13:34,1,10,NYG 24,31,3,Darrell Henderson left tackle for 6 yards (tackle by Adoree' Jackson and Reggie Ragland),,
4,12:51,2,4,NYG 18,31,3,Darrell Henderson left guard for 5 yards (tackle by Danny Shelton and Leonard Williams),,
4,12:02,1,10,NYG 13,37,3,"Matthew Stafford pass complete short left to Cooper Kupp for 13 yards, touchdown",,
4,11:55,,,NYG 15,38,3,Matt Gay kicks extra point good,,
4,11:55,,,LAR 35,38,3,"Matt Gay kicks off 54 yards, returned by Darnay Holmes for 11 yards (tackle by Jamir Jones)",,
4,11:50,1,10,NYG 22,38,3,Daniel Jones pass incomplete deep left intended for John Ross,,
4,11:46,2,10,NYG 22,38,3,Daniel Jones sacked by and Aaron Donald for -9 yards and Leonard Floyd for -9 yards,,
4,11:03,3,19,NYG 13,38,3,Daniel Jones pass incomplete intended for Dante Pettis,,
4,10:54,4,19,NYG 13,38,3,"Riley Dixon punts 63 yards, returned by Tutu Atwell for 11 yards (tackle by Cullen Gillaspia and Carter Coughlin)",,
4,10:41,1,10,LAR 35,38,3,Darrell Henderson left tackle for 2 yards (tackle by Reggie Ragland and Jabrill Peppers),,
4,10:00,2,8,LAR 37,38,3,John Wolford pass incomplete short right intended for Robert Woods (defended by James Bradberry),,
4,9:56,3,8,LAR 37,38,3,John Wolford pass deep middle intended for Cooper Kupp is intercepted by Xavier McKinney at NYG-47 and returned for no gain (tackle by Robert Woods),,
4,9:48,1,10,NYG 47,38,3,Elijhaa Penny right guard for 5 yards (tackle by Jonah Williams and Greg Gaines),,
4,9:20,2,5,LAR 48,38,3,Daniel Jones pass complete short left to Evan Engram for 6 yards (tackle by Greg Gaines and Ernest Jones),,
4,8:40,1,10,LAR 42,38,3,Daniel Jones pass incomplete deep left intended for Sterling Shepard,,
4,8:35,2,10,LAR 42,38,3,Daniel Jones pass complete short right to Collin Johnson for 10 yards (tackle by Ernest Jones),,
4,8:20,1,10,LAR 32,38,3,Daniel Jones pass incomplete short left intended for Elijhaa Penny,,
4,8:14,,,,,,Timeout #2 by Los Angeles Rams,,
4,8:14,2,10,LAR 32,38,3,Daniel Jones pass complete short right to Dante Pettis for 3 yards (tackle by Jordan Fuller),,
4,7:49,3,7,LAR 29,38,3,Daniel Jones pass complete short right to Dante Pettis for 10 yards (tackle by Donte Deayon),,
4,7:28,1,10,LAR 19,38,3,Daniel Jones pass complete short right to Elijhaa Penny for 1 yard (tackle by Kenny Young),,
4,6:59,2,9,LAR 18,38,3,Daniel Jones pass incomplete short right,,
4,6:53,3,9,LAR 18,38,3,Daniel Jones pass incomplete short right intended for Kyle Rudolph,,
4,6:48,4,9,LAR 18,38,3,Daniel Jones pass complete short middle to Sterling Shepard for 14 yards (tackle by Jordan Fuller),,
4,6:27,1,4,LAR 4,38,9,"Elijhaa Penny up the middle for 4 yards, touchdown",,
4,6:21,,,LAR 2,38,11,Two Point Attempt: Daniel Jones pass complete to to Kyle Rudolph for no gain,,
4,6:21,,,NYG 35,38,11,"Graham Gano kicks off 47 yards, returned by Tutu Atwell for 7 yards (tackle by Sam Beal)",,
4,6:18,1,10,LAR 25,38,11,Sony Michel left tackle for 4 yards (tackle by Tae Crowder and Austin Johnson),,
4,6:10,,,,,,Timeout #3 by New York Giants,,
4,6:10,2,6,LAR 29,38,11,Sony Michel right guard for 5 yards (tackle by Lorenzo Carter),,
4,6:04,,,,,,Timeout #3 by New York Giants,,
4,6:04,3,1,LAR 34,38,11,Sony Michel left tackle for no gain (tackle by Danny Shelton),,
4,6:00,,,,,,Timeout #3 by New York Giants,,
4,6:00,4,1,LAR 34,38,11,"Johnny Hekker punts, returned by Jabrill Peppers for no gain. Penalty on Cam Brown: Running Into the Kicker, 6 yards (accepted) (no play)",,
4,5:47,1,10,NYG 40,38,11,Sony Michel right guard for 3 yards (tackle by Leonard Williams and Dexter Lawrence),,
4,5:01,2,7,LAR 43,38,11,Sony Michel right tackle for 3 yards (tackle by Azeez Ojulari and Leonard Williams),,
4,4:14,3,4,LAR 46,38,11,John Wolford right end for no gain (tackle by Oshane Ximines and Dexter Lawrence),,
4,3:28,4,4,LAR 46,38,11,"Johnny Hekker punts 36 yards, fair catch by Jabrill Peppers at NYG-18",,
4,3:21,1,10,NYG 18,38,11,Daniel Jones pass complete to Devontae Booker for 11 yards (tackle by Travin Howard and Ernest Jones),,
4,2:58,1,10,NYG 29,38,11,Daniel Jones pass complete short right to Sterling Shepard for 12 yards (tackle by Juju Hughes and Nick Scott),,
4,2:37,1,10,NYG 41,38,11,Daniel Jones pass complete short middle to Evan Engram for 11 yards (tackle by Ernest Jones),,
4,2:18,1,10,LAR 48,38,11,Daniel Jones pass complete short right to Collin Johnson for 11 yards (tackle by Robert Rochell),,
4,2:00,1,10,LAR 37,38,11,Daniel Jones pass complete short right to Sterling Shepard for 7 yards (tackle by Robert Rochell),,
4,1:29,2,3,LAR 30,38,11,Daniel Jones pass complete short left to Dante Pettis for 6 yards (tackle by Donte Deayon),,
4,1:06,1,10,LAR 24,38,11,Daniel Jones pass incomplete short left intended for Collin Johnson (defended by David Long),,
4,1:05,2,10,LAR 24,38,11,Daniel Jones pass complete short right to Sterling Shepard for 2 yards (tackle by Juju Hughes),,
4,0:45,3,8,LAR 22,38,11,Daniel Jones pass incomplete short right,,
4,0:38,4,8,LAR 22,38,11,Daniel Jones pass complete short middle to Sterling Shepard for 1 yard (tackle by Donte Deayon),,
4,0:32,1,10,LAR 21,38,11,John Wolford kneels for -1 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
