Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Derrick Henry,TEN,34,182,1,11,58,1.7,124,3.6,7,4.9
Ryan Tannehill,TEN,4,11,0,2,8,2.0,3,0.8,0,
Dion Lewis,TEN,2,8,0,0,4,2.0,4,2.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Sony Michel,NWE,14,61,0,3,41,2.9,20,1.4,0,
Rex Burkhead,NWE,3,4,0,0,1,0.3,3,1.0,0,
Julian Edelman,NWE,2,12,1,2,11,5.5,1,0.5,0,
N'Keal Harry,NWE,1,7,0,0,4,4.0,3,3.0,0,
Elandon Roberts,NWE,1,0,0,,0,0.0,0,0.0,0,
James White,NWE,1,14,0,1,11,11.0,3,3.0,0,
