Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
David Montgomery,CHI,16,108,1,6,27,1.7,81,5.1,2,8.0
Damien Williams,CHI,6,12,0,2,1,0.2,11,1.8,1,6.0
Andy Dalton,CHI,2,13,0,1,13,6.5,0,0.0,0,
Justin Fields,CHI,1,3,1,1,1,1.0,2,2.0,0,
Marquise Goodwin,CHI,1,-2,0,0,-2,-2.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Darrell Henderson,LAR,16,70,1,4,48,3.0,22,1.4,0,
Matthew Stafford,LAR,5,-5,0,0,-5,-1.0,0,0.0,0,
Sony Michel,LAR,1,2,0,,1,1.0,1,1.0,0,
Robert Woods,LAR,1,7,0,0,3,3.0,4,4.0,0,
