Quarter,Time,Down,ToGo,Location,NYJ,MIA,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Jets won the coin toss, Jets to receive the opening kickoff.",,
1,15:00,,,MIA 35,0,0,"Cody Parkey kicks off 65 yards, touchback",0.000,-0.610
1,15:00,1,10,NYJ 25,0,0,Josh McCown pass complete short right to Bilal Powell for 31 yards (tackle by Reshad Jones),0.610,2.650
1,14:33,1,10,MIA 44,0,0,Elijah McGuire middle for 2 yards (tackle by Ndamukong Suh and Andre Branch),2.650,2.380
1,13:50,2,8,MIA 42,0,0,Josh McCown pass complete short left to Matt Forte for 13 yards (tackle by Kiko Alonso),2.380,3.640
1,13:06,1,10,MIA 29,0,0,Josh McCown pass incomplete short left intended for Robby Anderson,3.640,3.100
1,13:01,2,10,MIA 29,6,0,"Josh McCown pass complete deep right to Jermaine Kearse for 29 yards, touchdown",3.100,7.000
1,12:55,,,MIA 15,7,0,Chandler Catanzaro kicks extra point good,0.000,0.000
1,12:55,,,NYJ 35,7,0,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.610
1,12:55,1,10,MIA 25,7,0,Jay Cutler pass complete short right to Julius Thomas for 25 yards (tackle by Marcus Maye),0.610,2.260
1,12:23,1,10,,7,0,Jay Ajayi left tackle for -1 yards (tackle by Steve McLendon),2.260,1.580
1,11:43,2,11,MIA 49,7,0,Jay Ajayi left guard for 11 yards (tackle by Marcus Maye and David Bass),1.580,2.920
1,11:02,1,10,NYJ 40,7,0,Jay Cutler pass complete deep right to Kenny Stills for 36 yards (tackle by Marcus Maye),2.920,6.280
,,,,,,,"MIA challenged the pass completion ruling, and the original play was overturned.",,
1,10:50,1,4,NYJ 4,7,6,"Jay Cutler pass complete short left to Jarvis Landry for 4 yards, touchdown",6.280,7.000
1,10:44,,,NYJ 15,7,7,Cody Parkey kicks extra point good,0.000,0.000
1,10:44,,,MIA 35,7,7,"Cody Parkey kicks off 62 yards, returned by ArDarius Stewart for 17 yards (tackle by Kenyan Drake)",0.000,-0.280
1,10:39,1,10,NYJ 20,7,7,Matt Forte middle for no gain (tackle by Reshad Jones),0.280,-0.270
1,10:08,2,10,NYJ 20,7,7,Bilal Powell left tackle for 1 yard (tackle by Rey Maualuga),-0.270,-0.820
1,9:35,3,9,NYJ 21,7,7,Josh McCown pass incomplete short right intended for Austin Seferian-Jenkins,-0.820,-1.960
1,9:21,4,9,NYJ 21,7,7,"Lac Edwards punts 51 yards, fair catch by Jakeem Grant",-1.960,-0.810
1,9:13,1,10,MIA 28,7,7,Jay Ajayi right tackle for -4 yards (tackle by Jamal Adams),0.810,-0.280
1,8:42,2,14,MIA 24,7,7,"Penalty on Kenny Stills: False Start, 5 yards (no play)",-0.280,-1.010
1,8:25,2,19,MIA 19,7,7,Jay Ajayi right tackle for 1 yard (tackle by Marcus Maye and Leonard Williams),-1.010,-1.480
1,7:31,3,18,MIA 20,7,7,Damien Williams left guard for 2 yards (tackle by Muhammad Wilkerson),-1.480,-1.900
1,7:05,4,16,MIA 22,7,7,"Penalty on Kenyan Drake: False Start, 5 yards (no play)",-1.900,-2.320
1,6:32,4,21,MIA 17,7,7,"Matt Haack punts 58 yards, returned by Jeremy Kerley for no gain",-2.320,-0.610
1,6:21,1,10,NYJ 25,7,7,Josh McCown pass incomplete,0.610,0.060
1,6:14,2,10,NYJ 25,7,7,Elijah McGuire right guard for 4 yards (tackle by Andre Branch),0.060,-0.100
1,5:31,3,6,NYJ 29,7,7,Josh McCown pass complete short left to Jeremy Kerley for 10 yards (tackle by Bobby McCain),-0.100,1.530
1,5:10,1,10,NYJ 39,7,7,Elijah McGuire left guard for 1 yard (tackle by Davon Godchaux),1.530,1.120
1,4:23,2,9,NYJ 40,7,7,Josh McCown sacked by Cameron Wake for -10 yards,1.120,-0.890
1,3:32,3,19,NYJ 30,7,7,Josh McCown pass complete short right to Matt Forte for 21 yards (tackle by Xavien Howard and Nate Allen),-0.890,0.000
1,2:38,,,,,,Timeout #1 by New York Jets,0.000,-2.320
1,2:38,1,10,MIA 49,7,7,"Josh McCown pass complete short right to Jermaine Kearse for no gain. Penalty on Jordan Phillips: Illegal Use of Hands, 5 yards (no play)",2.320,2.650
1,2:22,1,10,MIA 44,7,7,Josh McCown pass complete short right to Eric Tomlinson for 26 yards (tackle by Kiko Alonso),2.650,4.370
1,1:34,1,10,MIA 18,13,7,"Josh McCown pass complete deep middle to Robby Anderson for 18 yards, touchdown",4.370,7.000
1,1:27,,,MIA 15,14,7,Chandler Catanzaro kicks extra point good,0.000,0.000
