Quarter,Time,Down,ToGo,Location,NYG,DAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Giants won the coin toss, Giants to receive the opening kickoff.",,
1,15:00,,,DAL 35,0,0,"Dan Bailey kicks off 74 yards, touchback",0.000,0.280
1,15:00,1,10,NYG 20,0,0,Ahmad Bradshaw right tackle for 2 yards (tackle by DeMarcus Ware and Kenyon Coleman),0.280,0.000
1,14:23,2,8,NYG 22,0,0,Eli Manning pass complete short right to Martellus Bennett for -1 yards (tackle by Jay Ratliff),0.000,-0.820
1,13:38,3,9,NYG 21,0,0,Eli Manning pass complete deep middle to Rueben Randle for 56 yards (tackle by Brandon Carr),-0.820,4.040
1,12:52,1,10,DAL 23,0,0,Ahmad Bradshaw right tackle for no gain (tackle by Kenyon Coleman),4.040,3.500
1,12:13,2,10,DAL 23,0,0,Eli Manning pass incomplete short middle intended for Andre Brown. Penalty on Sean Locklear: Illegal Touch Pass (Declined),3.500,2.810
1,12:03,3,10,DAL 23,0,0,Eli Manning pass incomplete short right intended for Hakeem Nicks (defended by Morris Claiborne),2.810,1.930
1,11:58,4,10,DAL 23,3,0,Lawrence Tynes 41 yard field goal good,1.930,3.000
1,11:53,,,NYG 35,3,0,"Lawrence Tynes kicks off 65 yards, returned by Lance Dunbar for 11 yards (tackle by Stevie Brown)",0.000,-0.370
1,11:46,1,10,DAL 11,3,0,Tony Romo pass complete short left to Dez Bryant for 5 yards (tackle by Corey Webster),-0.370,-0.300
1,11:21,2,5,DAL 16,3,0,Felix Jones up the middle for 2 yards (tackle by Jason Pierre-Paul and Linval Joseph),-0.300,-0.600
1,10:40,3,3,DAL 18,3,0,Tony Romo pass complete short middle to Miles Austin for 4 yards (tackle by Chase Blackburn),-0.600,0.410
1,10:04,1,10,DAL 22,3,0,Tony Romo pass incomplete short right intended for Felix Jones,0.410,-0.130
1,9:54,2,10,DAL 22,3,0,Tony Romo pass incomplete deep right intended for Miles Austin,-0.130,-0.820
1,9:50,3,10,DAL 22,3,0,Tony Romo pass complete short middle to Miles Austin for 23 yards (tackle by Jayron Hosley). Penalty on Jayron Hosley: Illegal Contact (Declined),-0.820,1.930
1,9:23,1,10,DAL 45,3,0,Tony Romo pass incomplete deep middle intended for Dez Bryant is intercepted by Stevie Brown at NYG-36 and returned for 37 yards (tackle by Phillip Tanner),1.930,-3.780
1,9:11,1,10,DAL 27,3,0,Eli Manning pass complete short left to Martellus Bennett for 6 yards (tackle by Dan Connor),3.780,4.040
1,8:33,2,4,DAL 21,3,0,David Wilson right tackle for 2 yards (tackle by Kenyon Coleman and Jason Hatcher),4.040,3.640
1,7:54,3,2,DAL 19,3,0,Ahmad Bradshaw right end for no gain (tackle by Jay Ratliff),3.640,2.310
1,7:17,4,2,DAL 19,6,0,Lawrence Tynes 37 yard field goal good,2.310,3.000
1,7:11,,,NYG 35,6,0,"Lawrence Tynes kicks off 66 yards, returned by Lance Dunbar for 15 yards (tackle by Keith Rivers)",0.000,-0.280
1,7:07,1,10,DAL 14,6,0,Felix Jones up the middle for 5 yards (tackle by Markus Kuhn),-0.280,-0.040
1,6:37,2,5,DAL 19,6,0,Felix Jones left end for 5 yards (tackle by Osi Umenyiora),-0.040,0.540
1,5:57,1,10,DAL 24,6,0,Tony Romo pass incomplete deep right intended for Miles Austin is intercepted by Corey Webster at NYG-31 and returned for 38 yards (tackle by Ryan Cook),0.540,-3.510
1,5:42,1,10,DAL 31,6,0,Eli Manning pass complete short right to Martellus Bennett for 12 yards (tackle by Bruce Carter),3.510,4.310
1,5:05,1,10,DAL 19,6,0,Ahmad Bradshaw left end for 12 yards (tackle by Danny McCray and Dan Connor),4.310,5.600
1,4:26,1,7,DAL 7,6,0,Ahmad Bradshaw left tackle for 6 yards (tackle by Jason Hatcher),5.600,5.910
1,3:46,2,1,DAL 1,12,0,"Andre Brown left end for 1 yard, touchdown",5.910,7.000
1,3:46,,,DAL 2,13,0,Lawrence Tynes kicks extra point good,0.000,0.000
1,3:41,,,NYG 35,13,0,"Lawrence Tynes kicks off 67 yards, returned by Lance Dunbar for 44 yards (tackle by Stevie Brown)",0.000,1.730
1,3:31,1,10,DAL 42,13,0,Felix Jones left end for -1 yards (tackle by Michael Boley and Jason Pierre-Paul),1.730,1.050
1,3:01,2,11,DAL 41,13,0,Tony Romo pass complete short right to John Phillips for 5 yards (tackle by Corey Webster),1.050,1.030
