Quarter,Time,Down,ToGo,Location,PIT,BAL,Detail,EPB,EPA
1,7:20,2,6,PIT 29,0,0,Javorius Allen right guard for 1 yard (tackle by Jarvis Jones),3.380,2.810
1,6:45,3,5,PIT 28,0,0,Ryan Mallett pass complete short left to Kamar Aiken for 6 yards (tackle by Cameron Heyward),2.810,4.110
1,6:02,1,10,PIT 22,0,0,"Ryan Mallett pass incomplete. Penalty on Ryan Mallett: Intentional Grounding, 10 yards",4.110,2.210
1,5:44,2,20,PIT 32,0,0,Terrance West left guard for 15 yards (tackle by Mike Mitchell and Ryan Shazier),2.210,3.560
1,5:08,3,5,PIT 17,0,0,Ryan Mallett pass complete short right to Maxx Williams for 7 yards (tackle by Ryan Shazier and Mike Mitchell),3.560,4.910
1,4:35,1,10,PIT 10,0,0,Terrance West left guard for 2 yards (tackle by Stephon Tuitt),4.910,4.570
1,4:02,2,8,PIT 8,0,0,Ryan Mallett pass incomplete short middle intended for Maxx Williams (defended by Brandon Boykin),4.570,3.580
1,3:58,3,8,PIT 8,0,6,"Ryan Mallett pass complete short middle to Chris Matthews for 8 yards, touchdown",3.580,7.000
1,3:58,,,PIT 8,0,7,Justin Tucker kicks extra point good,0.000,0.000
1,3:58,,,BAL 35,0,7,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.280
1,3:53,1,10,PIT 20,0,7,DeAngelo Williams right guard for 3 yards (tackle by Courtney Upshaw),0.280,0.140
1,3:20,2,7,PIT 23,0,7,Ben Roethlisberger pass complete short right to Antonio Brown for -1 yards (tackle by Kendrick Lewis),0.140,-0.690
1,2:42,3,8,PIT 22,0,7,Ben Roethlisberger pass complete deep left to Antonio Brown for 27 yards (tackle by Jimmy Smith),-0.690,2.190
1,2:13,1,10,PIT 49,0,7,DeAngelo Williams left tackle for 11 yards (tackle by Daryl Smith),2.190,2.920
1,1:34,1,10,BAL 40,0,7,Martavis Bryant for 4 yards (tackle by Kendrick Lewis),2.920,2.910
1,1:02,2,6,BAL 36,0,7,DeAngelo Williams right tackle for 16 yards (tackle by Will Hill),2.910,4.240
1,0:23,1,10,BAL 20,0,7,DeAngelo Williams right guard for 4 yards (tackle by Brandon Williams),4.240,4.280
Quarter,Time,Down,ToGo,Location,PIT,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,BAL 16,0,7,Ben Roethlisberger pass incomplete deep left intended for Antonio Brown (defended by Kyle Arrington),4.280,3.520
2,14:55,3,6,BAL 16,0,7,Ben Roethlisberger pass incomplete short left intended for Markus Wheaton (defended by Lardarius Webb),3.520,2.400
2,14:51,4,6,BAL 16,3,7,Chris Boswell 34 yard field goal good,2.400,3.000
2,14:51,,,PIT 35,3,7,"Chris Boswell kicks off 65 yards, touchback",0.000,-0.280
2,14:48,1,10,BAL 20,3,7,Terrance West right end for 14 yards (tackle by Stephon Tuitt and Lawrence Timmons),0.280,1.200
2,14:16,1,10,BAL 34,3,7,Terrance West left guard for 1 yard (tackle by Stephon Tuitt and James Harrison),1.200,0.790
2,13:39,2,9,BAL 35,3,7,Ryan Mallett pass complete short left to Chris Givens for 6 yards (tackle by William Gay),0.790,0.890
2,13:19,3,3,BAL 41,3,7,Ryan Mallett pass complete short right to Chris Matthews for 5 yards (tackle by Will Allen),0.890,1.990
2,12:49,1,10,BAL 46,3,7,Ryan Mallett pass complete deep left to Kamar Aiken for 17 yards (tackle by William Gay),1.990,3.120
2,12:21,1,10,PIT 37,3,7,Javorius Allen right guard for 5 yards (tackle by Steve McLendon and Lawrence Timmons),3.120,3.250
2,11:53,2,5,PIT 32,3,7,Ryan Mallett pass complete short middle to Maxx Williams for 9 yards (tackle by Ryan Shazier and Brandon Boykin),3.250,4.040
2,11:16,1,10,PIT 23,3,7,Terrance West left end for 1 yard (tackle by Robert Golden),4.040,3.630
2,10:45,2,9,PIT 22,3,7,Ryan Mallett pass complete short right to Javorius Allen for 3 yards (tackle by Ryan Shazier and Bud Dupree),3.630,3.340
2,10:09,3,6,PIT 19,3,7,Ryan Mallett pass incomplete short middle intended for Chris Matthews,3.340,2.210
2,10:05,4,6,PIT 19,3,10,Justin Tucker 37 yard field goal good,2.210,3.000
2,10:05,,,BAL 35,3,10,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.280
2,10:01,1,10,PIT 20,3,10,Ben Roethlisberger pass incomplete deep left intended for Will Johnson (defended by Jimmy Smith),0.280,-0.270
2,9:54,2,10,PIT 20,3,10,DeAngelo Williams left end for 5 yards (tackle by Daryl Smith),-0.270,-0.300
2,9:17,3,5,PIT 25,3,10,"Penalty on Elvis Dumervil: Neutral Zone Infraction, 5 yards (no play)",-0.300,0.940
2,9:10,1,10,PIT 30,3,10,DeAngelo Williams right guard for 3 yards (tackle by Daryl Smith and C.J. Mosley),0.940,0.800
2,8:27,2,7,PIT 33,3,10,DeAngelo Williams left end for -4 yards (tackle by Za'Darius Smith),0.800,-0.430
2,7:41,3,11,PIT 29,3,10,"Penalty on Ben Roethlisberger: Delay of Game, 5 yards (no play)",-0.430,-1.090
2,7:15,3,16,PIT 24,3,10,Ben Roethlisberger pass incomplete deep right intended for Antonio Brown (defended by Will Hill),-1.090,-1.770
2,7:10,4,16,PIT 24,3,10,"Jordan Berry punts 43 yards, fair catch by Kaelin Clay",-1.770,-1.140
2,7:02,1,10,BAL 33,3,10,Ryan Mallett pass complete short middle to Kamar Aiken for 4 yards (tackle by Jarvis Jones),1.140,1.130
2,6:32,2,6,BAL 37,3,10,Ryan Mallett pass incomplete short middle intended for Jeremy Butler,1.130,0.430
2,6:28,3,6,BAL 37,3,10,"Penalty on Kelechi Osemele: False Start, 5 yards (no play)",0.430,-0.230
2,6:28,3,11,BAL 32,3,10,Ryan Mallett pass complete short middle to Kyle Juszczyk for 8 yards (tackle by Cameron Heyward),-0.230,-0.720
2,5:45,4,3,BAL 40,3,10,"Sam Koch punts 43 yards, out of bounds",-0.720,0.060
2,5:36,1,10,PIT 17,3,10,Ben Roethlisberger pass complete short right to Antonio Brown for 9 yards (tackle by Shareece Wright),-0.060,0.750
2,5:15,2,1,PIT 26,3,10,Ben Roethlisberger pass complete short left to DeAngelo Williams for 11 yards (tackle by C.J. Mosley),0.750,1.400
2,4:45,1,10,PIT 37,3,10,Ben Roethlisberger pass incomplete deep middle intended for Antonio Brown is intercepted by Daryl Smith at BAL-45 and returned for -1 yards,1.400,-1.860
2,4:38,1,10,BAL 44,3,10,Terrance West right tackle for 1 yard (tackle by Cameron Heyward),1.860,1.450
2,4:12,2,9,BAL 45,3,10,"Javorius Allen left guard for 15 yards (tackle by Mike Mitchell). Penalty on John Urschel: Offensive Holding, 10 yards (no play)",1.450,0.100
2,3:40,2,19,BAL 35,3,10,Ryan Mallett pass complete short middle to Jeremy Butler for 17 yards (tackle by Brandon Boykin and Robert Golden),0.100,1.690
2,3:04,3,2,PIT 48,3,10,Ryan Mallett pass complete short middle to Javorius Allen for 9 yards (tackle by Ryan Shazier),1.690,2.980
2,2:31,1,10,PIT 39,3,10,Terrance West right tackle for -1 yards (tackle by Ryan Shazier),2.980,2.300
2,2:00,2,11,PIT 40,3,10,Terrance West right tackle for 2 yards (tackle by Stephon Tuitt),2.300,1.880
2,1:32,3,9,PIT 38,3,10,Ryan Mallett pass complete short left to Kamar Aiken for 6 yards (tackle by William Gay),1.880,1.880
2,1:22,3,9,PIT 38,3,10,Timeout #1 by Pittsburgh Steelers,1.880,1.290
2,1:22,4,3,PIT 32,3,13,Justin Tucker 50 yard field goal good,1.290,3.000
2,1:22,,,BAL 35,3,13,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.280
2,1:17,1,10,PIT 20,3,13,Ben Roethlisberger pass complete short left to DeAngelo Williams for 6 yards (tackle by C.J. Mosley),0.280,0.540
2,0:54,2,4,PIT 26,3,13,Ben Roethlisberger sacked by Timmy Jernigan for -8 yards,0.540,0.540
2,0:46,2,4,PIT 26,3,13,Timeout #2 by Pittsburgh Steelers,0.540,-1.330
2,0:46,3,12,PIT 18,3,13,"Penalty on Antonio Brown: False Start, 5 yards (no play)",-1.330,-2.190
2,0:46,3,17,PIT 13,3,13,Ben Roethlisberger pass complete short middle to Heath Miller for 11 yards (tackle by C.J. Mosley),-2.190,-2.190
2,0:38,3,17,PIT 13,3,13,Timeout #1 by Baltimore Ravens,-2.190,-1.770
2,0:38,4,6,PIT 24,3,13,"Jordan Berry punts 42 yards, returned by Kaelin Clay for -1 yards (tackle by Shamarko Thomas)",-1.770,-1.140
2,0:30,1,10,BAL 33,3,13,Javorius Allen right guard for 6 yards (tackle by Robert Golden),1.140,1.140
2,0:26,1,10,BAL 33,3,13,Timeout #2 by Baltimore Ravens,1.140,1.400
2,0:26,2,4,BAL 39,3,13,Ryan Mallett pass complete short left to Javorius Allen for 5 yards (tackle by Brandon Boykin),1.400,1.860
2,0:19,1,10,BAL 44,3,13,Ryan Mallett pass complete short middle to Javorius Allen for 10 yards (tackle by Ryan Shazier and Robert Golden),1.860,1.860
2,0:13,1,10,BAL 44,3,13,Timeout #3 by Baltimore Ravens,1.860,2.520
2,0:13,1,10,PIT 46,3,13,"Penalty on John Urschel: False Start, 5 yards (no play)",2.520,2.190
2,0:13,1,15,BAL 49,3,13,Ryan Mallett pass incomplete short left intended for Jeremy Butler,2.190,1.300
2,0:09,2,15,BAL 49,3,13,Ryan Mallett pass incomplete short left intended for Jeremy Butler,1.300,0.630
2,0:05,3,15,BAL 49,3,13,Ryan Mallett pass incomplete short right intended for Kyle Juszczyk,0.630,-0.130
Quarter,Time,Down,ToGo,Location,PIT,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 35,3,13,"Chris Boswell kicks off 48 yards, returned by Za'Darius Smith for 15 yards (tackle by Robert Golden)",0.000,1.070
3,14:55,1,10,BAL 32,3,13,"Penalty on Marshal Yanda: False Start, 5 yards (no play)",1.070,0.740
3,14:55,1,15,BAL 27,3,13,Ryan Mallett pass incomplete short right intended for Chris Givens (defended by Ross Cockrell),0.740,-0.150
3,14:52,2,15,BAL 27,3,13,Ryan Mallett pass incomplete short middle intended for Chris Givens,-0.150,-0.820
3,14:47,3,15,BAL 27,3,13,Ryan Mallett pass complete short right to Kyle Juszczyk for 10 yards (tackle by Ross Cockrell and Ryan Shazier),-0.820,-0.910
3,14:29,4,5,BAL 37,3,13,"Sam Koch punts 42 yards, returned by Antonio Brown for no gain",-0.910,-0.340
3,14:19,1,10,PIT 21,3,13,Ben Roethlisberger pass complete short right to Antonio Brown for 5 yards (tackle by Shareece Wright),0.340,0.480
3,13:37,2,5,PIT 26,3,13,Ben Roethlisberger pass incomplete short left intended for Martavis Bryant,0.480,0.480
3,13:32,2,5,PIT 26,3,13,Timeout #1 by Pittsburgh Steelers,0.480,-0.230
3,13:32,3,5,PIT 26,3,13,Ben Roethlisberger pass complete short middle to Antonio Brown for 7 yards (tackle by Zach Orr),-0.230,1.140
3,12:59,1,10,PIT 33,3,13,"Ben Roethlisberger pass incomplete deep left intended for Martavis Bryant. Penalty on Jimmy Smith: Defensive Pass Interference, 29 yards (no play)",1.140,3.050
3,12:52,1,10,BAL 38,3,13,Ben Roethlisberger pass complete short middle to Darrius Heyward-Bey for 10 yards (tackle by C.J. Mosley),3.050,3.710
3,12:18,1,10,BAL 28,3,13,DeAngelo Williams left tackle for 3 yards (tackle by Courtney Upshaw),3.710,3.570
3,11:33,2,7,BAL 25,3,13,"Ben Roethlisberger pass incomplete deep left intended for Antonio Brown. Penalty on Kendrick Lewis: Defensive Pass Interference, 24 yards (no play)",3.570,6.970
3,11:26,1,1,BAL 1,9,13,"DeAngelo Williams left guard for 1 yard, touchdown. Penalty on Matt Spaeth: Unsportsmanlike Conduct, 15 yards",6.970,7.000
3,11:26,,,BAL 1,10,13,Chris Boswell kicks extra point good,0.000,0.000
3,11:26,,,PIT 20,10,13,"Chris Boswell kicks off 74 yards, returned by Kaelin Clay for 29 yards (tackle by Terence Garvin)",0.000,-1.270
3,11:13,1,10,BAL 35,10,13,Ryan Mallett pass incomplete short left intended for Maxx Williams (defended by Jarvis Jones),1.270,0.720
3,11:10,2,10,BAL 35,10,13,Javorius Allen right guard for 11 yards (tackle by Brandon Boykin),0.720,1.990
3,10:41,1,10,BAL 46,10,13,Javorius Allen right guard for 5 yards (tackle by Sean Spence),1.990,2.130
3,10:06,2,5,PIT 49,10,13,Ryan Mallett sacked by Brandon Boykin for -9 yards,2.130,0.230
3,9:29,3,14,BAL 42,10,13,Ryan Mallett pass incomplete short middle intended for Kyle Juszczyk,0.230,-0.590
3,9:24,4,14,BAL 42,10,13,"Sam Koch punts 35 yards, out of bounds",-0.590,-0.480
3,9:16,1,10,PIT 23,10,13,Ben Roethlisberger pass complete deep right to Antonio Brown for 18 yards (tackle by Lardarius Webb),0.480,1.660
3,8:50,1,10,PIT 41,10,13,Ben Roethlisberger pass incomplete deep middle intended for Heath Miller,1.660,1.120
3,8:45,2,10,PIT 41,10,13,Ben Roethlisberger pass complete short left to Martavis Bryant for 6 yards (tackle by Kendrick Lewis and Kyle Arrington),1.120,1.120
3,7:55,2,10,PIT 41,10,13,Timeout #2 by Pittsburgh Steelers,1.120,1.220
3,7:55,3,4,PIT 47,10,13,Ben Roethlisberger sacked by Za'Darius Smith for -6 yards,1.220,-0.650
3,7:18,4,10,PIT 41,10,13,"Jordan Berry punts 46 yards, fair catch by Kaelin Clay",-0.650,0.320
3,7:11,1,10,BAL 13,10,13,Terrance West left guard for no gain (tackle by Arthur Moats and Stephon Tuitt),-0.320,-0.770
3,6:37,2,10,BAL 13,10,13,Ryan Mallett pass complete short right to Kamar Aiken for 7 yards (tackle by Ross Cockrell and Lawrence Timmons),-0.770,-0.590
3,6:05,3,3,BAL 20,10,13,Ryan Mallett pass complete short middle to Kamar Aiken for 13 yards (tackle by Mike Mitchell and Robert Golden),-0.590,1.140
3,5:35,1,10,BAL 33,10,13,Javorius Allen right tackle for 1 yard (tackle by James Harrison and Brandon Boykin),1.140,0.730
3,4:57,2,9,BAL 34,10,13,Ryan Mallett pass complete short right to Javorius Allen for 8 yards (tackle by Ryan Shazier),0.730,1.090
3,4:21,3,1,BAL 42,10,13,Ryan Mallett pass complete short left to Kyle Juszczyk for 2 yards (tackle by Will Allen),1.090,1.860
3,3:38,1,10,BAL 44,10,13,Terrance West right guard for no gain (tackle by Will Allen and Arthur Moats),1.860,1.320
3,2:55,2,10,BAL 44,10,13,Ryan Mallett pass complete short middle to Chris Matthews for 6 yards (tackle by Lawrence Timmons),1.320,1.420
3,2:29,3,4,BAL 50,10,13,Ryan Mallett pass complete short middle to Jeremy Butler for 5 yards (tackle by James Harrison),1.420,2.590
3,1:53,1,10,PIT 45,10,13,Ryan Mallett pass incomplete deep right intended for Chris Matthews (defended by Ross Cockrell),2.590,2.040
3,1:49,2,10,PIT 45,10,13,Javorius Allen left guard for 2 yards (tackle by Will Allen and Lawrence Timmons),2.040,1.620
3,1:11,3,8,PIT 43,10,13,Ryan Mallett pass complete short left to Kyle Juszczyk for 1 yard (tackle by William Gay),1.620,0.460
3,0:37,4,7,PIT 42,10,13,Sam Koch punts 33 yards,0.460,0.380
3,0:28,1,10,PIT 9,10,13,Ben Roethlisberger pass complete short middle to DeAngelo Williams for 10 yards (tackle by Za'Darius Smith and C.J. Mosley),-0.380,0.150
Quarter,Time,Down,ToGo,Location,PIT,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,PIT 19,10,13,Ben Roethlisberger pass complete short left to DeAngelo Williams for 1 yard (tackle by Kendrick Lewis and C.J. Mosley),0.150,-0.200
4,14:21,2,9,PIT 20,10,13,Ben Roethlisberger pass complete short middle to Markus Wheaton for 15 yards (tackle by Kyle Arrington),-0.200,1.270
4,13:38,1,10,PIT 35,10,13,DeAngelo Williams right guard for 3 yards (tackle by Brandon Williams and Courtney Upshaw),1.270,1.130
4,13:01,2,7,PIT 38,10,13,Ben Roethlisberger pass incomplete deep left intended for Antonio Brown is intercepted by Jimmy Smith at BAL-42,1.130,-1.730
4,12:55,1,10,BAL 42,10,13,Ryan Mallett pass complete short right to Kamar Aiken for 3 yards (tackle by Ryan Shazier),1.730,1.590
4,12:20,2,7,BAL 45,10,13,"Ryan Mallett pass incomplete short right intended for Maxx Williams. Penalty on Ryan Jensen: Unnecessary Roughness, 16 yards (no play)",1.590,-0.570
4,12:15,2,23,BAL 29,10,13,Ryan Mallett pass complete deep left to Chris Givens for 39 yards (tackle by Mike Mitchell),-0.570,3.450
4,11:32,1,10,PIT 32,10,13,"Penalty on Ryan Jensen: False Start, 5 yards (no play)",3.450,3.120
4,11:25,1,15,PIT 37,10,13,Ryan Mallett pass complete short left to Kyle Juszczyk for 34 yards (tackle by Robert Golden),3.120,6.510
4,10:46,1,3,PIT 3,10,13,Ryan Mallett pass incomplete short middle intended for Maxx Williams,6.510,5.530
4,10:40,2,3,PIT 3,10,19,"Javorius Allen middle for 3 yards, touchdown",5.530,7.000
4,10:40,,,PIT 3,10,20,Justin Tucker kicks extra point good,0.000,0.000
4,10:40,,,BAL 35,10,20,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.280
4,10:35,1,10,PIT 20,10,20,Ben Roethlisberger pass complete short right to Heath Miller for 9 yards (tackle by Kyle Arrington),0.280,0.950
4,10:07,2,1,PIT 29,10,20,Ben Roethlisberger pass complete short middle to Heath Miller for 20 yards (tackle by Lardarius Webb),0.950,2.190
4,9:38,1,10,PIT 49,10,20,DeAngelo Williams left guard for 8 yards (tackle by Lawrence Guy and Daryl Smith),2.190,2.730
4,9:07,2,2,BAL 43,10,20,Ben Roethlisberger pass complete short middle to Heath Miller for 6 yards (tackle by Daryl Smith),2.730,3.120
4,8:36,1,10,BAL 37,10,20,Ben Roethlisberger pass complete short middle to DeAngelo Williams for 22 yards (tackle by Will Hill),3.120,4.580
4,8:12,1,10,BAL 15,10,20,Ben Roethlisberger pass complete short right to Markus Wheaton for 7 yards (tackle by Kyle Arrington),4.580,5.220
4,7:31,2,3,BAL 8,10,20,"Ben Roethlisberger pass incomplete short left intended for Markus Wheaton. Penalty on Jimmy Smith: Defensive Pass Interference, 7 yards (no play)",5.220,6.970
4,7:27,1,1,BAL 1,10,20,Ben Roethlisberger pass incomplete short left intended for Antonio Brown is intercepted by Jimmy Smith at BAL--1 and returned for 101 yards. Penalty on Courtney Upshaw: Defensive Offside (no play),6.970,6.970
4,7:12,1,1,BAL 1,10,20,DeAngelo Williams left guard for -1 yards (tackle by Brynden Trawick),6.970,5.720
4,6:39,2,2,BAL 2,16,20,"DeAngelo Williams right end for 2 yards, touchdown",5.720,7.000
4,6:39,,,BAL 2,17,20,Chris Boswell kicks extra point good,0.000,0.000
4,6:39,,,PIT 35,17,20,"Chris Boswell kicks off 70 yards, returned by Kaelin Clay for 29 yards (tackle by Fitzgerald Toussaint)",0.000,-0.540
4,6:24,1,10,BAL 24,17,20,Javorius Allen right guard for 14 yards (tackle by Brandon Boykin),0.540,1.470
4,5:45,1,10,BAL 38,17,20,Javorius Allen left tackle for 10 yards (tackle by Robert Golden and Ryan Shazier),1.470,2.130
4,4:58,1,10,BAL 48,17,20,Terrance West right guard for 6 yards (tackle by James Harrison),2.130,2.390
4,4:23,2,4,PIT 46,17,20,Terrance West right tackle for 2 yards (tackle by James Harrison),2.390,1.950
4,3:46,3,2,PIT 44,17,20,Terrance West right guard for no gain (tackle by Stephon Tuitt),1.950,0.330
4,3:05,4,2,PIT 44,17,20,"Sam Koch punts 44 yards, touchback",0.330,-0.280
4,2:55,1,10,PIT 20,17,20,Ben Roethlisberger pass complete short middle to Antonio Brown for 3 yards (tackle by C.J. Mosley),0.280,0.140
4,2:49,2,7,PIT 23,17,20,Ben Roethlisberger pass complete short left to Markus Wheaton for 19 yards (tackle by Jimmy Smith),0.140,1.730
4,2:42,1,10,PIT 42,17,20,Ben Roethlisberger sacked by Courtney Upshaw for -8 yards,1.730,0.110
4,2:10,2,18,PIT 34,17,20,Ben Roethlisberger pass complete short right to DeAngelo Williams for 3 yards (tackle by Lardarius Webb),0.110,-0.160
4,2:00,3,15,PIT 37,17,20,Ben Roethlisberger pass incomplete deep left intended for Martavis Bryant,-0.160,-0.910
4,1:53,4,15,PIT 37,17,20,Ben Roethlisberger pass incomplete deep right intended for Markus Wheaton (defended by Shareece Wright),-0.910,-3.120
4,1:49,1,10,PIT 37,17,20,Javorius Allen right guard for -4 yards (tackle by Cameron Heyward),3.120,3.120
4,1:43,1,10,PIT 37,17,20,Timeout #3 by Pittsburgh Steelers,3.120,2.030
4,1:43,2,14,PIT 41,17,20,Javorius Allen right guard for 3 yards (tackle by Cameron Heyward),2.030,2.030
4,0:59,2,14,PIT 41,17,20,Timeout #1 by Baltimore Ravens,2.030,1.750
4,0:59,3,11,PIT 38,17,20,Javorius Allen right guard for 1 yard (tackle by Ryan Shazier),1.750,1.750
4,0:12,3,11,PIT 38,17,20,Timeout #2 by Baltimore Ravens,1.750,0.790
4,0:12,4,10,PIT 37,17,20,"Sam Koch punts 37 yards, touchback",0.790,-0.280
4,0:04,1,10,PIT 20,17,20,"Ben Roethlisberger pass complete short right to Heath Miller for 3 yards, lateral to Antonio Brown for -7 yards, lateral to Ben Roethlisberger for -8 yards. Ben Roethlisberger fumbles, recovered by DeAngelo Williams at PIT-8 and returned for 3 yards. DeAngelo Williams fumbles (forced by C.J. Mosley), recovered by Courtney Upshaw at PIT-13 (tackle by Ramon Foster)",0.280,0.140
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
