Quarter,Time,Down,ToGo,Location,KAN,TAM,Detail,EPB,EPA
1,7:07,4,3,TAM 26,3,0,"Bradley Pinion punts 49 yards, returned by Mecole Hardman for no gain (tackle by Ryan Smith)",-1.630,-0.610
1,6:59,1,10,KAN 25,9,0,"Patrick Mahomes pass complete deep right to Tyreek Hill for 75 yards, touchdown",0.610,7.000
1,6:49,,,TAM 15,10,0,Harrison Butker kicks extra point good,0.000,0.000
1,6:49,,,KAN 35,10,0,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
1,6:49,1,10,TAM 25,10,0,Tom Brady pass complete short right to Rob Gronkowski for 6 yards (tackle by Alex Okafor),0.610,0.870
1,6:14,2,4,TAM 31,10,0,Ronald Jones right guard for 2 yards (tackle by Derrick Nnadi),0.870,0.430
1,5:41,3,2,TAM 33,10,0,Tom Brady pass incomplete short middle intended for Cameron Brate,0.430,-1.180
1,5:38,4,2,TAM 33,10,0,"Bradley Pinion punts 62 yards, returned by Mecole Hardman for 5 yards (tackle by Herb Miller)",-1.180,0.380
1,5:22,1,10,KAN 10,10,0,Le'Veon Bell right end for 8 yards (tackle by Jordan Whitehead),-0.380,0.070
1,4:45,2,2,KAN 18,10,0,Patrick Mahomes pass complete short middle to Tyreek Hill for 19 yards (tackle by Devin White),0.070,1.400
1,4:08,1,10,KAN 37,10,0,Patrick Mahomes pass complete short right to Mecole Hardman for 3 yards (tackle by Sean Murphy-Bunting),1.400,1.260
1,3:31,2,7,KAN 40,10,0,Patrick Mahomes pass complete short left to Travis Kelce for 14 yards (tackle by Lavonte David),1.260,2.520
1,2:42,1,10,TAM 46,10,0,Patrick Mahomes pass incomplete deep right intended for Mecole Hardman,2.520,1.980
1,2:36,2,10,TAM 46,10,0,Patrick Mahomes pass complete short right to Tyreek Hill for 7 yards (tackle by Carlton Davis),1.980,2.210
1,2:00,3,3,TAM 39,10,0,"Penalty on Le'Veon Bell: False Start, 5 yards (no play)",2.210,1.550
1,1:42,3,8,TAM 44,16,0,"Patrick Mahomes pass complete deep right to Tyreek Hill for 44 yards, touchdown",1.550,7.000
1,1:32,,,TAM 15,17,0,Harrison Butker kicks extra point good,0.000,0.000
1,1:32,,,KAN 35,17,0,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
1,1:32,1,10,TAM 25,17,0,Tom Brady pass complete short left to Chris Godwin for 2 yards (tackle by L'Jarius Sneed),0.610,0.330
1,1:01,2,8,TAM 27,17,0,Tom Brady pass complete short right to Cameron Brate for 6 yards (tackle by Daniel Sorensen),0.330,0.430
1,0:17,3,2,TAM 33,17,0,Tom Brady pass incomplete short middle intended for Chris Godwin,0.430,-1.180
1,0:13,4,2,TAM 33,17,0,"Bradley Pinion punts 57 yards, returned by Mecole Hardman for no gain (tackle by Ryan Smith). Penalty on Ryan Smith: Player Out of Bounds on Kick, 5 yards. Penalty on Ryan Smith: Illegal Formation, 5 yards (no play)",-1.180,-1.500
1,0:05,4,7,TAM 28,17,0,"Bradley Pinion punts 53 yards, returned by Mecole Hardman for 3 yards (tackle by Cam Gill)",-1.500,-0.410
Quarter,Time,Down,ToGo,Location,KAN,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,KAN 22,17,0,Patrick Mahomes pass complete short right to Travis Kelce for 20 yards (tackle by Sean Murphy-Bunting),0.410,1.730
2,14:37,1,10,KAN 42,17,0,Clyde Edwards-Helaire left tackle for -2 yards (tackle by Ndamukong Suh),1.730,0.920
2,13:59,2,12,KAN 40,17,0,Patrick Mahomes pass complete short left to Travis Kelce for 12 yards (tackle by Lavonte David),0.920,2.390
2,13:19,1,10,TAM 48,17,0,Patrick Mahomes pass incomplete short left intended for Sammy Watkins,2.390,1.850
2,13:13,2,10,TAM 48,17,0,Patrick Mahomes pass complete short middle to Sammy Watkins for 14 yards (tackle by Lavonte David),1.850,3.310
2,12:33,1,10,TAM 34,17,0,Patrick Mahomes pass incomplete deep right intended for Tyreek Hill,3.310,2.770
2,12:28,2,10,TAM 34,17,0,Patrick Mahomes pass complete short right to Deon Yelder for 2 yards (tackle by Devin White and Antoine Winfield),2.770,2.350
2,11:49,3,8,TAM 32,17,0,Patrick Mahomes pass complete short middle to Travis Kelce for 9 yards (tackle by Sean Murphy-Bunting),2.350,4.040
2,11:03,1,10,TAM 23,17,0,Clyde Edwards-Helaire left tackle for 2 yards (tackle by Lavonte David and Devin White),4.040,3.770
2,10:22,2,8,TAM 21,17,0,"Penalty on Mike Remmers: False Start, 5 yards (no play)",3.770,3.090
2,10:07,2,13,TAM 26,17,0,Patrick Mahomes pass complete short right to Mecole Hardman for 5 yards (tackle by Ross Cockrell),3.090,3.070
2,9:23,3,8,TAM 21,17,0,Patrick Mahomes pass complete short right to Demarcus Robinson for 13 yards,3.070,5.370
2,8:46,1,8,TAM 8,17,0,"Patrick Mahomes sacked by Shaquil Barrett for -5 yards. Patrick Mahomes fumbles (forced by Shaquil Barrett), recovered by William Gholston at TB-13 and returned for 1 yard (tackle by Andrew Wylie)",5.370,0.280
2,8:38,1,10,TAM 14,17,0,"Ronald Jones left guard for 13 yards (tackle by Tyrann Mathieu). Penalty on Ali Marpet: Offensive Holding, 7 yards (no play)",-0.280,-0.650
2,8:15,1,17,TAM 7,17,0,"Tom Brady pass complete short right to Chris Godwin for 9 yards (tackle by Charvarius Ward). Penalty on Charvarius Ward: Defensive Holding, 5 yards (no play)",-0.650,-0.350
2,7:56,1,10,TAM 12,17,0,Tom Brady pass incomplete short left intended for Mike Evans (defended by Bashaud Breeland),-0.350,-0.780
2,7:51,2,10,TAM 12,17,0,Tom Brady pass complete short middle to Rob Gronkowski for 9 yards (tackle by Daniel Sorensen),-0.780,-0.370
2,7:15,3,1,TAM 21,17,0,Tom Brady pass complete short right to Antonio Brown for 2 yards (tackle by Charvarius Ward),-0.370,0.480
2,6:39,1,10,TAM 23,17,0,Tom Brady pass complete short middle to Chris Godwin for 8 yards (tackle by Anthony Hitchens and Damien Wilson),0.480,1.010
2,6:04,2,2,TAM 31,17,0,Leonard Fournette up the middle for 3 yards (tackle by Anthony Hitchens),1.010,1.200
2,5:22,1,10,TAM 34,17,0,Tom Brady pass complete deep middle to Rob Gronkowski for 29 yards (tackle by Rashad Fenton),1.200,3.120
2,4:39,1,10,KAN 37,17,6,"Tom Brady pass complete short left to Ronald Jones for 37 yards, touchdown",3.120,7.000
2,4:29,,,KAN 15,17,7,Ryan Succop kicks extra point good,0.000,0.000
2,4:29,,,TAM 35,17,7,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
2,4:29,1,10,KAN 25,17,7,Patrick Mahomes pass complete short left to Sammy Watkins for 7 yards (tackle by Devin White),0.610,1.010
2,3:58,2,3,KAN 32,17,7,Le'Veon Bell up the middle for 4 yards (tackle by Shaquil Barrett),1.010,1.330
2,3:20,1,10,KAN 36,17,7,"Patrick Mahomes pass complete short left to Tyreek Hill for 4 yards (tackle by Carlton Davis). Penalty on Tyreek Hill: Illegal Motion, 5 yards (no play)",1.330,1.000
2,2:59,1,15,KAN 31,17,7,Patrick Mahomes pass complete short right to Tyreek Hill for 7 yards,1.000,1.060
2,2:25,2,8,KAN 38,17,7,Patrick Mahomes pass complete short left to Demarcus Robinson for 8 yards,1.060,1.990
2,2:00,1,10,KAN 46,17,7,Patrick Mahomes pass complete short right to Demarcus Robinson for 9 yards (tackle by Ndamukong Suh),1.990,2.670
2,1:53,2,1,TAM 45,17,7,Le'Veon Bell right guard for 10 yards (tackle by Devin White),2.670,3.250
2,1:19,1,10,TAM 35,17,7,Patrick Mahomes pass complete short middle to Travis Kelce for 14 yards (tackle by Antoine Winfield),3.250,4.170
2,0:59,1,10,TAM 21,17,7,Patrick Mahomes pass complete short middle to Travis Kelce for 8 yards (tackle by Lavonte David),4.170,4.950
2,0:40,2,2,TAM 13,17,7,Patrick Mahomes pass complete short left to Le'Veon Bell for 2 yards (tackle by Devin White),4.950,4.840
2,0:36,1,10,TAM 11,17,7,Patrick Mahomes pass incomplete short right,4.840,4.140
2,0:29,2,10,TAM 11,17,7,Patrick Mahomes pass incomplete short right,4.140,3.130
2,0:24,3,10,TAM 11,17,7,Patrick Mahomes pass incomplete short right,3.130,2.700
2,0:18,4,10,TAM 11,20,7,Harrison Butker 29 yard field goal good,2.700,3.000
2,0:14,,,KAN 35,20,7,"Harrison Butker kicks off 46 yards, returned by Justin Watson for 6 yards (tackle by Willie Gay)",0.000,0.610
2,0:11,1,10,TAM 25,20,7,Tom Brady kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,KAN,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,20,7,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,TAM 25,20,7,Ronald Jones up the middle for 11 yards (tackle by Tyrann Mathieu and Charvarius Ward),0.610,1.330
3,14:26,1,10,TAM 36,20,7,Ronald Jones right guard for 3 yards (tackle by L'Jarius Sneed),1.330,1.200
3,13:52,2,7,TAM 39,20,7,Tom Brady pass complete short middle to Rob Gronkowski for 8 yards (tackle by Daniel Sorensen),1.200,2.060
3,13:21,1,10,TAM 47,20,7,Tom Brady pass complete deep right to Rob Gronkowski for 48 yards (tackle by Tyrann Mathieu),2.060,6.060
3,12:36,1,5,KAN 5,20,7,Leonard Fournette left guard for 1 yard (tackle by Anthony Hitchens and Derrick Nnadi),6.060,5.340
3,11:51,2,4,KAN 4,20,7,Tom Brady pass complete short right to Leonard Fournette for -4 yards (tackle by Anthony Hitchens),5.340,3.580
3,11:12,3,8,KAN 8,20,7,Tom Brady pass incomplete short middle intended for Rob Gronkowski,3.580,2.950
3,11:08,4,8,KAN 8,20,10,Ryan Succop 26 yard field goal good,2.950,3.000
3,11:04,,,TAM 35,20,10,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,11:04,1,10,KAN 25,20,10,Patrick Mahomes pass complete short left to Travis Kelce for 2 yards (tackle by Lavonte David),0.610,0.330
3,10:28,2,8,KAN 27,20,10,Patrick Mahomes pass complete deep left to Tyreek Hill for 21 yards (tackle by Antoine Winfield),0.330,2.130
3,9:48,1,10,KAN 48,20,10,"Clyde Edwards-Helaire right guard for 7 yards (tackle by Antoine Winfield and Devin White). Penalty on Travis Kelce: Offensive Holding, 10 yards (no play)",2.130,1.470
3,9:24,1,20,KAN 38,20,10,"Patrick Mahomes pass short left is intercepted by Jordan Whitehead at KC-48 and returned for 2 yards. Penalty on Ndamukong Suh: Defensive Offside, 5 yards (no play)",1.470,1.800
3,9:18,1,15,KAN 43,20,10,Patrick Mahomes pass complete short right to Tyreek Hill for 4 yards (tackle by Devin White),1.800,1.450
3,8:40,2,11,KAN 47,20,10,Clyde Edwards-Helaire right end for 10 yards (tackle by Devin White),1.450,2.080
3,8:14,3,1,TAM 43,20,10,Patrick Mahomes right end for 17 yards (tackle by Antoine Winfield),2.080,3.840
3,7:39,1,10,TAM 26,20,10,Patrick Mahomes pass complete short right to Tyreek Hill for 6 yards (tackle by Carlton Davis),3.840,4.110
3,7:04,2,4,TAM 20,26,10,"Patrick Mahomes pass complete deep right to Tyreek Hill for 20 yards, touchdown",4.110,7.000
3,7:00,,,TAM 15,27,10,Harrison Butker kicks extra point good,0.000,0.000
3,7:00,,,KAN 35,27,10,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
3,7:00,1,10,TAM 25,27,10,Tom Brady pass incomplete short right intended for Ronald Jones,0.610,0.060
3,6:54,2,10,TAM 25,27,10,Ronald Jones up the middle for 5 yards (tackle by Tershawn Wharton and Anthony Hitchens),0.060,0.040
3,6:10,3,5,TAM 30,27,10,"Tom Brady pass complete short left to Rob Gronkowski for 11 yards (tackle by Rashad Fenton). Penalty on Ali Marpet: Offensive Holding, 10 yards (no play)",0.040,-1.290
3,5:48,3,15,TAM 20,27,10,Tom Brady pass complete deep middle to Chris Godwin for 44 yards (tackle by Rashad Fenton),-1.290,3.180
3,5:03,1,10,KAN 36,27,10,Tom Brady pass deep left intended for Scott Miller is intercepted by Bashaud Breeland at KC-11 and returned for no gain,3.180,0.370
3,4:57,1,10,KAN 11,27,10,Patrick Mahomes pass incomplete deep middle intended for Mecole Hardman,-0.370,-0.780
3,4:53,2,10,KAN 11,27,10,Clyde Edwards-Helaire right end for 5 yards (tackle by Antoine Winfield),-0.780,-0.840
3,4:14,3,5,KAN 16,27,10,Patrick Mahomes pass incomplete short left intended for Sammy Watkins,-0.840,-2.390
3,4:09,4,5,KAN 16,27,10,"Tommy Townsend punts 54 yards, returned by Antonio Brown for 2 yards (tackle by Damien Wilson)",-2.390,-1.070
3,3:57,1,10,TAM 32,27,10,Tom Brady pass complete short left to Antonio Brown for 9 yards (tackle by Juan Thornhill),1.070,1.740
3,3:27,2,1,TAM 41,27,10,Ronald Jones up the middle for 34 yards (tackle by Juan Thornhill),1.740,3.910
3,2:57,1,10,KAN 25,27,10,Ronald Jones up the middle for 1 yard (tackle by Michael Danna and Derrick Nnadi),3.910,3.500
3,2:14,2,9,KAN 24,27,10,Tom Brady pass short left intended for Mike Evans is intercepted by Tyrann Mathieu at KC-13 and returned for 22 yards,3.500,-1.270
3,2:03,1,10,KAN 35,27,10,Le'Veon Bell left end for no gain (tackle by Steve McLendon),1.270,0.720
3,1:24,2,10,KAN 35,27,10,Patrick Mahomes pass complete short left to Le'Veon Bell for 8 yards (tackle by William Gholston),0.720,1.090
3,0:39,,,,,,Timeout #1 by Kansas City Chiefs,,
3,0:39,3,2,KAN 43,27,10,Le'Veon Bell left tackle for no gain (tackle by Ndamukong Suh). Penalty on Mike Remmers: Offensive Holding (Declined),1.090,-0.520
3,0:20,4,2,KAN 43,27,10,Tommy Townsend punts 32 yards out of bounds,-0.520,-0.610
3,0:13,1,10,TAM 25,27,10,Leonard Fournette up the middle for 6 yards (tackle by Daniel Sorensen and Anthony Hitchens),0.610,0.870
Quarter,Time,Down,ToGo,Location,KAN,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,TAM 31,27,10,Tom Brady pass complete short right to Cameron Brate for 14 yards (tackle by Tyrann Mathieu),0.870,1.930
4,14:37,1,10,TAM 45,27,10,Tom Brady pass complete short middle to Cameron Brate for 9 yards (tackle by Tyrann Mathieu),1.930,2.600
4,14:14,2,1,KAN 46,27,10,Tom Brady pass complete short middle to Chris Godwin for 8 yards (tackle by L'Jarius Sneed and Daniel Sorensen),2.600,3.050
4,13:41,1,10,KAN 38,27,10,Tom Brady pass incomplete short right intended for Cameron Brate,3.050,2.510
4,13:37,2,10,KAN 38,27,10,Tom Brady pass incomplete deep right intended for Mike Evans,2.510,1.820
4,13:32,3,10,KAN 38,27,10,Tom Brady pass complete short right to Chris Godwin for 7 yards (tackle by Charvarius Ward and Rashad Fenton),1.820,1.380
4,12:50,4,3,KAN 31,27,16,"Tom Brady pass complete deep right to Mike Evans for 31 yards, touchdown",1.380,7.000
4,12:44,,,KAN 15,27,17,Ryan Succop kicks extra point good,0.000,0.000
4,12:44,,,TAM 35,27,17,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
4,12:44,1,10,KAN 25,27,17,Patrick Mahomes pass complete short left to Sammy Watkins for 11 yards (tackle by Ross Cockrell and Antoine Winfield),0.610,1.330
4,12:10,1,10,KAN 36,27,17,Clyde Edwards-Helaire right guard for 5 yards (tackle by William Gholston and Steve McLendon),1.330,1.470
4,11:29,2,5,KAN 41,27,17,Patrick Mahomes pass complete short middle to Travis Kelce for 3 yards (tackle by Devin White),1.470,1.160
4,10:45,3,2,KAN 44,27,17,Patrick Mahomes pass complete short middle to Mecole Hardman for 15 yards (tackle by Antoine Winfield),1.160,2.850
4,10:03,1,10,TAM 41,27,17,Clyde Edwards-Helaire up the middle for 4 yards (tackle by Lavonte David and Jason Pierre-Paul),2.850,2.850
4,9:26,2,6,TAM 37,27,17,Patrick Mahomes sacked by Jason Pierre-Paul for -1 yards,2.850,2.020
4,8:44,3,7,TAM 38,27,17,"Patrick Mahomes pass complete short left to Travis Kelce for 18 yards (tackle by Mike Edwards). Penalty on Andrew Wylie: Offensive Holding, 10 yards (no play)",2.020,0.700
4,8:16,3,17,TAM 48,27,17,"Patrick Mahomes pass deep right is intercepted by Sean Murphy-Bunting at TB-12 and returned for no gain. Penalty on Jason Pierre-Paul: Roughing the Passer, 15 yards (no play)",0.700,3.380
4,8:08,1,10,TAM 33,27,17,"Clyde Edwards-Helaire left end for 6 yards (tackle by Devin White). Penalty on Nick Allegretti: Offensive Holding, 10 yards (no play)",3.380,2.720
4,7:46,1,20,TAM 43,27,17,Patrick Mahomes pass incomplete short left intended for Tyreek Hill,2.720,1.490
4,7:42,2,20,TAM 43,27,17,"Patrick Mahomes pass complete short middle to Travis Kelce for 12 yards (tackle by Carlton Davis and Devin White). Penalty on Eric Fisher: Offensive Holding, 10 yards (no play)",1.490,0.140
4,7:11,2,30,KAN 47,27,17,Patrick Mahomes pass complete short right to Demarcus Robinson for 3 yards (tackle by Ross Cockrell),0.140,-0.100
4,6:34,3,27,KAN 50,27,17,Patrick Mahomes pass incomplete deep middle intended for Demarcus Robinson (defended by Carlton Davis),-0.100,-0.060
4,6:28,4,27,KAN 50,27,17,Tommy Townsend punts 23 yards out of bounds,-0.060,-0.740
4,6:21,1,10,TAM 27,27,17,Tom Brady pass incomplete deep left intended for Mike Evans,0.740,0.200
4,6:15,2,10,TAM 27,27,17,Tom Brady pass complete short right to Cameron Brate for 5 yards (tackle by Juan Thornhill),0.200,0.170
4,5:54,3,5,TAM 32,27,17,Tom Brady pass complete short middle to Chris Godwin for 7 yards (tackle by Rashad Fenton),0.170,1.530
4,5:33,1,10,TAM 39,27,17,"Tom Brady pass incomplete deep right intended for Antonio Brown. Penalty on Frank Clark: Roughing the Passer, 15 yards (no play)",1.530,2.520
4,5:28,1,10,KAN 46,27,17,Tom Brady pass complete short right to Leonard Fournette for 8 yards (tackle by Rashad Fenton),2.520,3.060
4,5:10,2,2,KAN 38,27,17,Tom Brady pass complete short left to Leonard Fournette for 6 yards (tackle by Bashaud Breeland),3.060,3.450
4,4:51,1,10,KAN 32,27,17,Tom Brady pass complete short middle to Chris Godwin for 10 yards (tackle by Tyrann Mathieu),3.450,4.110
4,4:27,1,10,KAN 22,27,17,Tom Brady sacked by and Michael Danna for -3 yards and Alex Okafor for -3 yards,4.110,3.160
4,4:22,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
4,4:22,2,13,KAN 25,27,17,"Tom Brady pass complete short left to Chris Godwin for 11 yards (tackle by Rashad Fenton). Penalty on Frank Clark: Roughing the Passer, 7 yards",3.160,5.600
4,4:18,1,7,KAN 7,27,17,Tom Brady pass incomplete short middle intended for Tyler Johnson,5.600,4.760
4,4:14,2,7,KAN 7,27,23,"Tom Brady pass complete short left to Mike Evans for 7 yards, touchdown. Penalty on Bashaud Breeland: Illegal Use of Hands (Declined)",4.760,7.000
4,4:10,,,KAN 15,27,24,Ryan Succop kicks extra point good,0.000,0.000
4,4:10,,,TAM 35,27,24,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
4,4:10,1,10,KAN 25,27,24,Clyde Edwards-Helaire up the middle for 7 yards (tackle by Shaquil Barrett),0.610,1.010
4,4:04,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
4,4:04,2,3,KAN 32,27,24,Patrick Mahomes up the middle for 4 yards (tackle by Jason Pierre-Paul),1.010,1.330
4,3:21,1,10,KAN 36,27,24,Clyde Edwards-Helaire right guard for 4 yards (tackle by Devin White and Ndamukong Suh),1.330,1.330
4,3:15,,,,,,Timeout #3 by Tampa Bay Buccaneers,,
4,3:15,2,6,KAN 40,27,24,Patrick Mahomes left end for 8 yards (tackle by Devin White),1.330,2.130
4,2:25,1,10,KAN 48,27,24,Clyde Edwards-Helaire left end for 1 yard (tackle by Khalil Davis),2.130,1.720
4,2:00,2,9,KAN 49,27,24,Patrick Mahomes pass complete short right to Clyde Edwards-Helaire for 2 yards (tackle by Ross Cockrell),1.720,1.290
4,1:15,3,7,TAM 49,27,24,Patrick Mahomes pass complete short left to Tyreek Hill for 8 yards (tackle by Carlton Davis),1.290,2.850
4,0:29,1,10,TAM 41,27,24,Patrick Mahomes kneels for -1 yards,2.850,2.170
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
