Quarter,Time,Down,ToGo,Location,SEA,PIT,Detail,EPB,EPA
1,5:50,3,13,SEA 48,0,0,Russell Wilson sacked by Stephon Tuitt for -7 yards,0.700,-0.650
1,5:11,4,20,SEA 41,0,0,"Michael Dickson punts 47 yards, muffed catch by Ryan Switzer, recovered by Ryan Switzer at PIT-12, returned by Ryan Switzer for 1 yard (tackle by Nick Bellore)",-0.650,0.320
1,5:00,1,10,PIT 13,0,0,"James Conner right tackle for 8 yards (tackle by Tre Flowers). Penalty on Zach Banner: Offensive Holding, 6 yards (no play)",-0.320,-0.610
1,4:34,1,16,PIT 7,0,0,Ben Roethlisberger pass complete short right to Vance McDonald for 8 yards (tackle by K.J. Wright and Shaquill Griffin),-0.610,-0.570
1,3:50,2,8,PIT 15,0,0,Ben Roethlisberger pass complete short middle to James Conner for 7 yards (tackle by Branden Jackson),-0.570,-0.350
1,3:08,3,1,PIT 22,0,0,Benny Snell left guard for 23 yards (tackle by Bobby Wagner),-0.350,1.930
1,2:28,1,10,PIT 45,0,0,James Conner left tackle for 1 yard (tackle by Mychal Kendricks and Jadeveon Clowney),1.930,1.520
1,1:45,2,9,PIT 46,0,0,Ben Roethlisberger pass incomplete short left intended for Ryan Switzer,1.520,0.830
1,1:36,,,,,,Timeout #1 by Pittsburgh Steelers,,
1,1:36,3,9,PIT 46,0,0,Ben Roethlisberger pass incomplete deep left intended for Johnny Holton,0.830,-0.320
1,1:30,4,9,PIT 46,0,0,"Jordan Berry punts 38 yards, fair catch by Tyler Lockett at SEA-16",-0.320,0.140
1,1:24,1,10,SEA 16,0,0,Chris Carson right tackle for 16 yards (tackle by Joe Haden),-0.140,1.070
1,0:45,1,10,SEA 32,0,0,Russell Wilson pass complete deep right to Will Dissly for 43 yards (tackle by Terrell Edmunds). Penalty on Germain Ifedi: Offensive Holding (Offsetting) . Penalty on Mike Iupati: Offensive Holding (Offsetting) (no play),1.070,1.070
1,0:22,1,10,SEA 32,0,0,"Chris Carson up the middle for 1 yard (tackle by T.J. Watt). Chris Carson fumbles (forced by T.J. Watt), recovered by Mark Barron at SEA-34 and returned for 22 yards. Penalty on Sean Davis: Illegal Block Above the Waist, 10 yards",1.070,-4.110
1,0:11,1,10,SEA 22,0,0,James Conner right guard for no gain (tackle by Quinton Jefferson),4.110,3.560
Quarter,Time,Down,ToGo,Location,SEA,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,SEA 22,0,0,"Penalty on Jadeveon Clowney: Neutral Zone Infraction, 5 yards (no play)",3.560,4.290
2,15:00,2,5,SEA 17,0,0,Ben Roethlisberger pass incomplete short middle intended for Diontae Johnson,4.290,3.560
2,14:56,3,5,SEA 17,0,0,"Ben Roethlisberger pass incomplete deep right intended for Jaylen Samuels. Penalty on Mychal Kendricks: Defensive Pass Interference, 16 yards (no play)",3.560,6.970
2,14:47,1,1,SEA 1,0,6,"James Conner right guard for 1 yard, touchdown",6.970,7.000
2,14:44,,,SEA 15,0,7,Chris Boswell kicks extra point good,0.000,0.000
2,14:44,,,PIT 35,0,7,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
2,14:44,1,10,SEA 25,0,7,Russell Wilson pass complete short left to Chris Carson for 9 yards (tackle by Steven Nelson),0.610,1.280
2,14:17,2,1,SEA 34,0,7,Chris Carson up the middle for 2 yards (tackle by Terrell Edmunds and Devin Bush),1.280,1.330
2,13:40,1,10,SEA 36,0,7,Russell Wilson pass incomplete deep left intended for D.K. Metcalf,1.330,0.790
2,13:34,2,10,SEA 36,0,7,Chris Carson left guard for no gain (tackle by T.J. Watt),0.790,0.100
2,13:01,3,10,SEA 36,0,7,Russell Wilson pass complete short right to Malik Turner for 15 yards (tackle by Joe Haden),0.100,2.320
2,12:26,1,10,PIT 49,0,7,Russell Wilson pass incomplete deep left intended for Tyler Lockett (defended by Terrell Edmunds),2.320,1.780
2,12:19,2,10,PIT 49,0,7,Russell Wilson pass complete short middle to Tyler Lockett for 7 yards (tackle by Terrell Edmunds),1.780,2.020
2,11:42,,,,,,Timeout #3 by Seattle Seahawks,,
2,11:42,3,3,PIT 42,0,7,Rashaad Penny up the middle for 7 yards (tackle by Terrell Edmunds),2.020,3.250
2,11:00,1,10,PIT 35,0,7,Rashaad Penny right guard for 5 yards (tackle by Devin Bush and Mark Barron),3.250,3.380
2,10:17,2,5,PIT 30,0,7,Rashaad Penny up the middle for 4 yards (tackle by Daniel McCullers),3.380,3.200
2,9:35,3,1,PIT 26,0,7,Rashaad Penny right guard for -2 yards (tackle by Cameron Heyward and Daniel McCullers),3.200,1.680
2,8:48,4,3,PIT 28,0,7,"Jason Myers yard field goal good. Penalty on Daniel McCullers: Unnecessary Roughness, 14 yards (no play)",1.680,4.650
2,8:45,1,10,PIT 14,6,7,"Russell Wilson pass complete short right to Will Dissly for 14 yards, touchdown",4.650,7.000
2,8:40,,,PIT 15,7,7,Jason Myers kicks extra point good,0.000,0.000
2,8:40,,,SEA 35,7,7,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
2,8:40,1,10,PIT 25,7,7,James Conner right tackle for 3 yards (tackle by Branden Jackson and Al Woods),0.610,0.470
2,8:04,2,7,PIT 28,7,7,James Conner right guard for 1 yard (tackle by K.J. Wright),0.470,-0.100
2,7:22,3,6,PIT 29,7,7,Ben Roethlisberger pass incomplete short right intended for James Washington (defended by Bobby Wagner),-0.100,-1.440
2,7:19,4,6,PIT 29,7,7,"Jordan Berry punts 39 yards, fair catch by Tyler Lockett at SEA-32",-1.440,-1.070
2,7:12,1,10,SEA 32,7,7,Russell Wilson pass incomplete short left intended for D.K. Metcalf,1.070,0.530
2,7:09,2,10,SEA 32,7,7,Russell Wilson sacked by Stephon Tuitt for -5 yards. Penalty on D.J. Fluker: Offensive Holding (Declined),0.530,-0.820
2,6:40,3,15,SEA 27,7,7,Russell Wilson pass complete short middle to Malik Turner for 9 yards (tackle by Sean Davis),-0.820,-0.980
2,6:04,4,6,SEA 36,7,7,"Michael Dickson punts 47 yards, returned by Diontae Johnson for 11 yards (tackle by Marquise Blair)",-0.980,-0.810
2,5:54,1,10,PIT 28,7,7,"Ben Roethlisberger pass incomplete deep left intended for JuJu Smith-Schuster. Penalty on Bradley McDougald: Defensive Holding, 5 yards (no play)",0.810,1.140
2,5:49,1,10,PIT 33,7,7,Ben Roethlisberger pass complete short left to JuJu Smith-Schuster for 12 yards (tackle by K.J. Wright),1.140,1.930
2,5:21,1,10,PIT 45,7,7,Ben Roethlisberger pass complete short middle to James Washington for 12 yards (tackle by Shaquill Griffin),1.930,2.720
2,4:48,1,10,SEA 43,7,7,Ben Roethlisberger pass complete short left to JuJu Smith-Schuster for 15 yards (tackle by Tre Flowers),2.720,3.710
2,4:14,1,10,SEA 28,7,7,James Conner up the middle for 6 yards (tackle by K.J. Wright),3.710,3.980
2,3:36,2,4,SEA 22,7,7,Ben Roethlisberger pass incomplete deep right intended for JuJu Smith-Schuster,3.980,3.270
2,3:29,,,,,,Timeout #2 by Pittsburgh Steelers,,
2,3:29,3,4,SEA 22,7,7,"Ben Roethlisberger pass complete short right to JuJu Smith-Schuster for 3 yards (tackle by Shaquill Griffin). Penalty on Vance McDonald: Offensive Pass Interference, 10 yards (no play)",3.270,1.950
2,3:04,3,14,SEA 32,7,7,Ben Roethlisberger pass complete short left to James Conner for 9 yards (tackle by Bradley McDougald and Bobby Wagner),1.950,1.980
2,2:32,4,5,SEA 23,7,10,Chris Boswell 41 yard field goal good,1.980,3.000
2,2:28,,,PIT 35,7,10,"Chris Boswell kicks off 63 yards, returned by Rashaad Penny for 11 yards (tackle by Tyler Matakevich and Ulysees Gilbert)",0.000,-0.320
2,2:23,1,10,SEA 13,7,10,"C.J. Prosise right guard for 2 yards (tackle by Tyson Alualu and Devin Bush). Penalty on Jaron Brown: Illegal Block Above the Waist, 7 yards",-0.320,-0.570
2,2:00,1,15,SEA 8,7,10,Russell Wilson pass complete short middle to Malik Turner for 30 yards (tackle by Sean Davis),-0.570,1.470
2,1:51,1,10,SEA 38,7,10,Russell Wilson pass complete short middle to C.J. Prosise for 5 yards (tackle by Mark Barron),1.470,1.600
2,1:32,2,5,SEA 43,7,10,Russell Wilson pass complete short right to Tyler Lockett for 7 yards (tackle by Cameron Sutton),1.600,2.260
2,1:26,1,10,SEA 50,7,10,Russell Wilson pass complete short left to C.J. Prosise for 9 yards (tackle by Steven Nelson),2.260,2.930
2,1:20,2,1,PIT 41,7,10,C.J. Prosise up the middle for 5 yards (tackle by Bud Dupree and Javon Hargrave),2.930,3.180
2,0:52,1,10,PIT 36,7,10,Russell Wilson pass complete short right to C.J. Prosise for -1 yards (tackle by Cameron Sutton),3.180,2.500
2,0:34,2,11,PIT 37,7,10,Russell Wilson pass complete short left to Tyler Lockett for 3 yards (tackle by Cameron Sutton),2.500,2.210
2,0:12,3,8,PIT 34,7,10,"Russell Wilson pass incomplete deep left intended for D.K. Metcalf (defended by Steven Nelson). Penalty on D.K. Metcalf: Face Mask (15 Yards), 15 yards. Penalty on D.K. Metcalf: Offensive Pass Interference (Declined) (no play)",2.210,0.230
2,0:08,3,23,PIT 49,7,10,Russell Wilson pass complete short left to Tyler Lockett for 9 yards (tackle by Steven Nelson),0.230,0.590
2,0:03,4,14,PIT 40,7,10,Jason Myers 58 yard field goal no good,0.590,2.060
Quarter,Time,Down,ToGo,Location,SEA,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 35,7,10,"Chris Boswell kicks off 61 yards, returned by Rashaad Penny for 12 yards (tackle by Benny Snell and Jordan Dangerfield)",0.000,-0.140
3,14:53,1,10,SEA 16,7,10,Russell Wilson pass incomplete short left intended for Tyler Lockett (defended by Cameron Heyward),-0.140,-0.660
3,14:50,2,10,SEA 16,7,10,Chris Carson right guard for no gain (tackle by Bud Dupree),-0.660,-1.320
3,14:08,3,10,SEA 16,7,10,Russell Wilson pass complete short right to Tyler Lockett for 6 yards (tackle by Terrell Edmunds),-1.320,-1.900
3,13:32,4,4,SEA 22,7,10,Michael Dickson punts 59 yards out of bounds,-1.900,-0.150
3,13:23,1,10,PIT 19,7,10,James Conner right tackle for 2 yards (tackle by Al Woods),0.150,-0.060
3,12:44,2,8,PIT 21,7,10,Mason Rudolph pass incomplete short middle intended for James Conner,-0.060,-0.810
3,12:40,3,8,PIT 21,7,10,Mason Rudolph pass deep left intended for Donte Moncrief is intercepted by Bradley McDougald at PIT-40 and returned for no gain,-0.810,-2.920
3,12:35,1,10,PIT 40,7,10,Chris Carson up the middle for -2 yards (tackle by Mike Hilton),2.920,2.100
3,11:53,2,12,PIT 42,7,10,Russell Wilson pass complete short left to D.K. Metcalf for 17 yards (tackle by Steven Nelson),2.100,3.910
3,11:14,1,10,PIT 25,7,10,Chris Carson left guard for no gain (tackle by Stephon Tuitt),3.910,3.360
3,10:36,2,10,PIT 25,7,10,Russell Wilson pass incomplete deep left intended for D.K. Metcalf (defended by Steven Nelson),3.360,2.680
3,10:32,3,10,PIT 25,7,10,Russell Wilson pass complete short middle to Nick Vannett for 13 yards (tackle by Sean Davis),2.680,4.780
3,9:54,1,10,PIT 12,13,10,"Russell Wilson pass complete short left to Will Dissly for 12 yards, touchdown",4.780,7.000
3,9:49,,,PIT 15,14,10,Jason Myers kicks extra point good,0.000,0.000
3,9:49,,,SEA 35,14,10,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
3,9:49,1,10,PIT 25,14,10,Mason Rudolph pass incomplete short middle intended for Xavier Grimble,0.610,0.060
3,9:46,2,10,PIT 25,14,10,James Conner up the middle for 14 yards (tackle by Bradley McDougald),0.060,1.530
3,9:04,1,10,PIT 39,14,10,Mason Rudolph pass complete deep right to JuJu Smith-Schuster for 45 yards (tackle by Delano Hill),1.530,4.510
3,8:17,1,10,SEA 16,14,10,James Conner up the middle for no gain (tackle by Al Woods and Rasheem Green),4.510,3.900
3,7:40,2,10,SEA 16,14,10,Mason Rudolph pass complete short right to James Conner for -4 yards (tackle by Mychal Kendricks),3.900,2.740
3,6:53,3,14,SEA 20,14,10,Mason Rudolph pass complete short middle to JuJu Smith-Schuster for 5 yards (tackle by K.J. Wright and Delano Hill),2.740,2.440
3,6:25,4,9,SEA 15,14,13,Chris Boswell 33 yard field goal good,2.440,3.000
3,6:21,,,PIT 35,14,13,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
3,6:21,1,10,SEA 25,14,13,Russell Wilson pass complete short right to Chris Carson for 8 yards (tackle by Joe Haden and T.J. Watt),0.610,1.140
3,5:52,2,2,SEA 33,14,13,Russell Wilson pass complete short middle to Tyler Lockett for 7 yards (tackle by Terrell Edmunds),1.140,1.600
3,5:16,1,10,SEA 40,14,13,Chris Carson up the middle for 5 yards (tackle by Devin Bush and Bud Dupree),1.600,1.730
3,4:34,2,5,SEA 45,14,13,Russell Wilson pass complete short right to Chris Carson for 10 yards (tackle by Cameron Heyward),1.730,2.590
3,3:56,1,10,PIT 45,14,13,Russell Wilson pass complete short right to Tyler Lockett for 5 yards (tackle by Joe Haden),2.590,2.720
3,3:25,2,5,PIT 40,14,13,Rashaad Penny up the middle for 3 yards (tackle by Tyson Alualu),2.720,2.410
3,3:04,3,2,PIT 37,20,13,"Rashaad Penny right guard for 37 yards, touchdown",2.410,7.000
3,2:56,,,PIT 15,21,13,Jason Myers kicks extra point good,0.000,0.000
3,2:56,,,SEA 35,21,13,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
3,2:56,1,10,PIT 25,21,13,Mason Rudolph pass complete short right to Vance McDonald for 5 yards (tackle by Bobby Wagner and K.J. Wright),0.610,0.740
3,2:19,2,5,PIT 30,21,13,Mason Rudolph pass complete short right to JuJu Smith-Schuster for 7 yards (tackle by Shaquill Griffin),0.740,1.400
3,1:44,1,10,PIT 37,21,13,Mason Rudolph pass complete short right to Jaylen Samuels for 13 yards (tackle by Bobby Wagner),1.400,2.260
3,0:57,1,10,PIT 50,21,13,Mason Rudolph pass complete short left to Ryan Switzer for no gain (tackle by K.J. Wright),2.260,1.710
3,0:17,2,10,PIT 50,21,13,Mason Rudolph pass complete short right to Vance McDonald for 2 yards (tackle by Mychal Kendricks),1.710,1.290
Quarter,Time,Down,ToGo,Location,SEA,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,8,SEA 48,21,13,Mason Rudolph pass complete short right to Diontae Johnson for 17 yards (tackle by Shaquill Griffin),1.290,3.510
4,14:19,1,10,SEA 31,21,13,James Conner up the middle for 5 yards (tackle by Rasheem Green and Bobby Wagner),3.510,3.640
4,13:34,2,5,SEA 26,21,13,Mason Rudolph pass incomplete deep right intended for JuJu Smith-Schuster,3.640,2.940
4,13:27,3,5,SEA 26,21,13,Mason Rudolph right tackle for 7 yards (tackle by Bobby Wagner and K.J. Wright),2.940,4.310
4,12:40,1,10,SEA 19,21,13,Jaylen Samuels left end for 7 yards (tackle by Tre Flowers),4.310,4.920
4,12:08,2,3,SEA 12,21,13,Jaylen Samuels left guard for 4 yards (tackle by Jadeveon Clowney),4.920,5.370
4,11:23,1,8,SEA 8,21,19,"Mason Rudolph pass complete short middle to Vance McDonald for 8 yards, touchdown",5.370,7.000
4,11:16,,,SEA 2,21,19,"Two Point Attempt: Mason Rudolph pass incomplete intended for JuJu Smith-Schuster, conversion fails",1.000,-1.000
4,11:16,,,PIT 35,21,19,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
4,11:16,1,10,SEA 25,21,19,Russell Wilson pass complete short left to Rashaad Penny for 3 yards (tackle by Mark Barron and Steven Nelson),0.610,0.470
4,10:41,2,7,SEA 28,21,19,Russell Wilson pass complete short middle to Will Dissly for 9 yards (tackle by Terrell Edmunds and Devin Bush),0.470,1.400
4,10:02,1,10,SEA 37,21,19,"Penalty on Germain Ifedi: False Start, 5 yards (no play)",1.400,1.070
4,9:41,1,15,SEA 32,21,19,"Russell Wilson pass incomplete short right intended for Jaron Brown. Penalty on D.J. Fluker: Offensive Holding, 10 yards (no play)",1.070,0.410
4,9:35,1,25,SEA 22,21,19,Chris Carson right guard for 5 yards (tackle by Devin Bush),0.410,-0.490
4,8:54,2,20,SEA 27,21,19,"Russell Wilson pass incomplete deep middle intended for Tyler Lockett. Penalty on Terrell Edmunds: Defensive Pass Interference, 38 yards (no play)",-0.490,3.250
4,8:47,1,10,PIT 35,21,19,Chris Carson right tackle for 4 yards (tackle by Terrell Edmunds and Mike Hilton),3.250,3.240
4,8:05,2,6,PIT 31,21,19,Chris Carson up the middle for 3 yards (tackle by Terrell Edmunds and T.J. Watt),3.240,2.940
4,7:22,3,3,PIT 28,27,19,"Russell Wilson pass complete deep left to D.K. Metcalf for 28 yards, touchdown",2.940,7.000
4,7:15,,,PIT 15,28,19,Jason Myers kicks extra point good,0.000,0.000
4,7:15,,,SEA 35,28,19,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
4,7:15,1,10,PIT 25,28,19,Jaylen Samuels right tackle for 7 yards (tackle by Jamar Taylor),0.610,1.010
4,6:47,2,3,PIT 32,28,19,Mason Rudolph pass complete short left to James Washington for 11 yards (tackle by Bradley McDougald),1.010,1.800
4,6:17,1,10,PIT 43,28,19,Mason Rudolph pass incomplete short middle intended for Diontae Johnson,1.800,1.250
4,6:13,2,10,PIT 43,28,19,Mason Rudolph pass incomplete deep right intended for Diontae Johnson,1.250,0.560
4,6:06,3,10,PIT 43,28,19,Mason Rudolph pass incomplete short right intended for JuJu Smith-Schuster,0.560,-0.520
4,6:02,4,10,PIT 43,28,19,Jordan Berry punts 46 yards downed by Tyler Matakevich,-0.520,0.370
4,5:49,1,10,SEA 11,28,19,"Russell Wilson aborted snap, recovered by Devin Bush at SEA-14 and returned for 11 yards (tackle by Jaron Brown)",-0.370,-6.510
4,5:37,1,3,SEA 3,28,25,"Mason Rudolph pass complete short middle to Vance McDonald for 3 yards, touchdown",6.510,7.000
4,5:34,,,SEA 15,28,26,Chris Boswell kicks extra point good,0.000,0.000
4,5:34,,,PIT 35,28,26,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
4,5:34,1,10,SEA 25,28,26,Russell Wilson pass complete short middle to Will Dissly for 11 yards (tackle by Mike Hilton and Kameron Kelly),0.610,1.330
4,4:53,1,10,SEA 36,28,26,Russell Wilson pass complete short left to Will Dissly for 4 yards (tackle by Mike Hilton),1.330,1.330
4,4:10,2,6,SEA 40,28,26,Russell Wilson pass complete short left to Tyler Lockett for 7 yards (tackle by Steven Nelson),1.330,2.060
4,4:06,1,10,SEA 47,28,26,Rashaad Penny up the middle for 1 yard (tackle by Terrell Edmunds and Devin Bush),2.060,1.650
4,3:24,2,9,SEA 48,28,26,Russell Wilson up the middle for 10 yards (tackle by Kameron Kelly),1.650,2.790
4,2:41,1,10,PIT 42,28,26,Rashaad Penny up the middle for 3 yards (tackle by Mark Barron),2.790,2.650
4,2:21,,,,,,Timeout #1 by Pittsburgh Steelers,,
4,2:21,2,7,PIT 39,28,26,"Russell Wilson up the middle for 9 yards (tackle by Kameron Kelly). Penalty on Ethan Pocic: Offensive Holding, 10 yards (no play)",2.650,1.300
4,2:16,2,17,PIT 49,28,26,Rashaad Penny left guard for 1 yard (tackle by Olasunkanmi Adeniyi),1.300,0.760
4,2:11,,,,,,Timeout #2 by Pittsburgh Steelers,,
4,2:11,3,16,PIT 48,28,26,Russell Wilson left guard for 15 yards (tackle by Kameron Kelly),0.760,1.210
4,2:00,,,,,,Timeout #1 by Seattle Seahawks,,
4,2:00,4,1,PIT 33,28,26,Chris Carson up the middle for 2 yards,1.210,3.510
4,1:15,1,10,PIT 31,28,26,Russell Wilson kneels for -1 yards,3.510,2.830
4,1:14,,,,,,Timeout #3 by Pittsburgh Steelers,,
4,1:14,2,11,PIT 32,28,26,Russell Wilson kneels for -1 yards,2.830,2.020
4,0:32,3,12,PIT 33,28,26,Russell Wilson kneels for -1 yards,2.020,1.060
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
