0,1
Game Info,Game Info
Won Toss,Chargers
Roof,outdoors
Surface,grass
Duration,3:03
Attendance,63002
Weather,"84 degrees, relative humidity 32%, wind 9 mph, wind chill 0"
Vegas Line,San Diego Chargers -7.0
Over/Under,45.0 (under)
