Player,Pos
Philip Rivers,QB
Ryan Mathews,RB
Jacob Hester,FB
Malcom Floyd,WR
Vincent Jackson,WR
Randy McMichael,TE
Marcus McNeill,LT
Kris Dielman,LG
Nick Hardwick,C
Louis Vasquez,RG
Jeromey Clary,RT
Vaughn Martin,LDE
Antonio Garay,DT
Corey Liuget,RDE
Shaun Phillips,OLB
Travis LaBoy,OLB
Takeo Spikes,ILB
Donald Butler,ILB
Marcus Gilchrist,LCB
Antoine Cason,RCB
Steve Gregory,SS
Eric Weddle,FS
