#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:10,GNB 20,2,0:55,80,Touchdown
2,1,9:48,GNB 17,1,0:16,0,Interception
3,1,8:45,GNB 31,11,6:06,69,Touchdown
4,2,13:25,GNB 35,3,1:26,6,Blocked Punt
5,2,11:59,GNB 24,8,4:21,76,Touchdown
6,2,5:21,TAM 45,3,1:32,-3,Punt
7,2,3:01,TAM 46,3,0:29,0,Punt
8,2,0:06,,0,0:06,0,End of Half
9,3,15:00,GNB 4,3,2:00,4,Punt
10,3,11:28,GNB 20,6,3:25,38,Interception
11,3,6:21,GNB 31,5,3:02,13,Punt
12,3,1:30,GNB 38,9,3:36,62,Touchdown
13,4,11:34,GNB 20,7,4:19,30,Punt
14,4,4:14,GNB 20,3,2:09,-6,Punt
15,4,1:35,GNB 13,4,1:00,-2,Interception
16,4,0:35,GNB 43,5,0:35,22,Downs
