Quarter,Time,Down,ToGo,Location,MIN,SFO,Detail,EPB,EPA
1,2:13,1,10,MIN 37,3,0,Frank Gore left tackle for 2 yards (tackle by Ross Kolodziej),3.120,2.840
1,1:34,2,8,MIN 35,3,0,Alex Smith pass complete short right to Frank Gore for 7 yards (tackle by Antoine Winfield),2.840,3.070
1,0:47,3,1,MIN 28,3,0,Michael Robinson right end for 2 yards (tackle by Darrion Scott),3.070,3.840
1,0:19,1,10,MIN 26,3,0,Alex Smith pass incomplete intended for Eric Johnson,3.840,3.300
1,0:11,2,10,MIN 26,3,0,"Penalty on Alex Smith: Delay of Game, 5 yards (no play)",3.300,2.620
1,0:05,2,15,MIN 31,3,0,"Alex Smith pass incomplete intended for Frank Gore. Penalty on Eric Heitmann: Ineligible Downfield Pas (Declined), Penalty on Jonas Jennings: Illegal Formation (Declined)",2.620,1.950
1,0:03,3,15,MIN 31,3,0,Alex Smith pass complete deep middle to Arnaz Battle for 18 yards (tackle by Darren Sharper and E.J. Henderson),1.950,4.710
Quarter,Time,Down,ToGo,Location,MIN,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIN 13,3,0,Frank Gore left tackle for -2 yards (tackle by Kenechi Udeze),4.710,3.760
2,14:17,2,12,MIN 15,3,0,Alex Smith pass complete short left to Frank Gore for 8 yards (tackle by Fred Smoot and Spencer Johnson),3.760,4.330
2,13:34,3,4,MIN 7,3,0,Alex Smith pass incomplete intended for Arnaz Battle (defended by Dwight Smith),4.330,2.990
2,13:26,4,4,MIN 7,3,3,Joe Nedney 25 yard field goal good,2.990,3.000
2,,,,SFO 30,3,3,"Joe Nedney kicks off 59 yards, returned by Bethel Johnson for 22 yards (tackle by Maurice Hicks)",0.000,1.140
2,13:16,1,10,MIN 33,3,3,Chester Taylor left end for 6 yards (tackle by Anthony Adams),1.140,1.400
2,12:47,2,4,MIN 39,3,3,Chester Taylor left end for 2 yards (tackle by Isaac Sopoaga),1.400,0.960
2,11:56,3,2,MIN 41,3,3,Brad Johnson pass complete to Travis Taylor for 6 yards (tackle by Walt Harris),0.960,2.060
2,11:42,1,10,MIN 47,3,3,Chester Taylor middle for 5 yards (tackle by Anthony Adams and Brandon Moore),2.060,2.190
2,10:58,2,5,SFO 48,3,3,"Brad Johnson sacked by Marques Douglas for -8 yards. Bethel Johnson fumbles (forced by Marques Douglas), recovered by Shawntae Spencer at MIN-32 and returned for 11 yards (tackle by Matt Birk)",2.190,-4.170
2,10:47,1,10,MIN 21,3,3,Frank Gore right tackle for 1 yard (tackle by Ben Leber),4.170,3.760
2,10:05,2,9,MIN 20,3,3,Alex Smith pass complete short middle to Eric Johnson for 7 yards (tackle by E.J. Henderson and Ben Leber),3.760,4.240
2,9:18,3,2,MIN 13,3,3,Alex Smith pass complete short right to Eric Johnson for 1 yard (tackle by Darren Sharper and E.J. Henderson),4.240,2.780
2,8:21,4,1,MIN 12,3,6,Joe Nedney 30 yard field goal good,2.780,3.000
2,,,,SFO 30,3,6,Joe Nedney kicks onside 14 yards (onside kick successful),0.000,1.860
2,8:18,1,10,SFO 44,3,6,Frank Gore left end for 1 yard (tackle by Ben Leber),1.860,1.450
2,7:41,2,9,SFO 45,3,6,Alex Smith for 8 yards (tackle by Ben Leber),1.450,1.820
2,7:08,3,1,MIN 47,3,6,Michael Robinson middle for no gain (tackle by Kevin Williams and Dontarrious Thomas),1.820,0.130
2,6:53,4,1,MIN 47,3,6,"Andy Lee punts 47 yards, touchback",0.130,-0.280
2,6:42,1,10,MIN 20,3,6,Brad Johnson pass complete to Chester Taylor for 13 yards (tackle by Shawntae Spencer and Manny Lawson),0.280,1.140
2,6:00,1,10,MIN 33,3,6,"Brad Johnson pass incomplete intended for Bethel Johnson (defended by Keith Lewis). Penalty on Bryant McKinnie: Tripping, 10 yards (no play)",1.140,0.480
2,5:50,1,20,MIN 23,3,6,Chester Taylor left end for 10 yards (tackle by Brandon Moore and Mike Adams),0.480,0.590
2,5:17,2,10,MIN 33,3,6,Chester Taylor left tackle for 4 yards (tackle by Melvin Oliver),0.590,0.430
2,4:36,3,6,MIN 37,3,6,"Brad Johnson pass incomplete intended for Travis Taylor. Penalty on Walt Harris: Defensive Pass Interfere, 21 yards (no play)",0.430,2.790
2,4:29,1,10,SFO 42,3,6,"Chester Taylor right tackle for 7 yards (tackle by Tony Parrish). Penalty on Marcus Johnson: Offensive Holding, 10 yards (no play)",2.790,2.130
2,4:08,1,20,MIN 48,3,6,Brad Johnson pass complete short left to Chester Taylor for 2 yards (tackle by Marques Douglas and Brandon Moore),2.130,1.160
2,3:28,2,18,,3,6,Chester Taylor left end for 2 yards (tackle by Keith Lewis and Jeff Ulbrich),1.160,0.760
2,2:48,3,16,SFO 48,3,6,Brad Johnson pass complete short middle to Mewelde Moore for 4 yards (tackle by Parys Haralson),0.760,0.330
2,2:01,,,,3,6,Timeout #1 by San Francisco 49ers,0.000,0.330
2,2:01,4,12,SFO 44,3,6,Chris Kluwe punts 43 yards,0.330,0.380
2,1:52,1,10,SFO 1,3,6,Penalty on Alex Smith: False Start (no play),-0.380,-0.380
2,1:52,1,10,SFO 1,3,6,Frank Gore left guard for 1 yard (tackle by Ray Edwards and Dontarrious Thomas),-0.380,-0.710
2,1:47,,,,3,6,Timeout #1 by Minnesota Vikings,0.000,-0.710
2,1:47,2,9,SFO 2,3,6,Frank Gore left guard for 1 yard (tackle by Kevin Williams),-0.710,-1.190
2,1:42,,,,3,6,Timeout #2 by Minnesota Vikings,0.000,-1.190
2,1:42,3,8,SFO 3,3,6,Alex Smith pass complete short right to Bryan Gilmore for 7 yards (tackle by Dontarrious Thomas),-1.190,-2.490
2,1:37,4,1,SFO 10,3,6,"Andy Lee punts 48 yards, returned by Mewelde Moore for 4 yards (tackle by Maurice Hicks)",-2.490,-1.990
2,1:26,1,10,MIN 46,3,6,Brad Johnson pass complete to Jermaine Wiggins for 3 yards (tackle by T.J. Slaughter),1.990,1.860
2,1:26,2,7,MIN 49,3,6,Brad Johnson pass incomplete intended for Mewelde Moore,1.860,1.160
2,0:57,3,7,MIN 49,3,6,Brad Johnson pass incomplete intended for Troy Williamson,1.160,-0.130
2,0:51,4,7,MIN 49,3,6,"Chris Kluwe punts 35 yards, fair catch by Brandon Williams",-0.130,0.140
2,0:44,1,10,SFO 16,3,6,Frank Gore left end for 7 yards (tackle by Dontarrious Thomas),-0.140,0.420
2,0:18,,,,3,6,Timeout #2 by San Francisco 49ers,0.000,0.420
2,0:18,2,3,SFO 23,3,6,Frank Gore middle for 3 yards (tackle by Darrion Scott),0.420,0.670
Quarter,Time,Down,ToGo,Location,MIN,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 30,3,6,"Joe Nedney kicks off 68 yards, returned by Bethel Johnson for 17 yards (tackle by Bryan Gilmore). Penalty on Jason Glenn: Illegal Block Above the , 10 yards",0.000,-0.380
3,14:47,1,10,MIN 9,3,6,"Brad Johnson pass complete to Chester Taylor for 5 yards (tackle by Manny Lawson). Penalty on Melvin Oliver: Roughing the Passer, 15 yards",-0.380,0.870
3,14:33,1,10,MIN 29,3,6,"Chester Taylor middle for 3 yards (tackle by Derek Smith and Mark Roman). Penalty on Jermaine Wiggins: Offensive Holding, 10 yards (no play)",0.870,0.110
3,14:33,1,20,MIN 19,3,6,Chester Taylor middle for -1 yards (tackle by Brandon Moore),0.110,-1.260
3,13:40,2,21,MIN 18,3,6,"Brad Johnson pass complete to Tony Richardson for 8 yards (tackle by Brandon Moore). Penalty on Ronald Fields: Roughing the Passer, 15 yards",-1.260,1.660
3,13:17,1,10,MIN 41,3,6,Brad Johnson pass incomplete intended for Chester Taylor (defended by Ronald Fields),1.660,1.120
3,13:11,2,10,MIN 41,3,6,Brad Johnson pass incomplete deep right intended for Bethel Johnson,1.120,0.430
3,13:05,3,10,MIN 41,3,6,Brad Johnson pass incomplete intended for Travis Taylor,0.430,-0.650
3,12:59,4,10,MIN 41,3,6,"Chris Kluwe punts 35 yards, fair catch by Brandon Williams",-0.650,-0.540
3,12:52,1,10,SFO 24,3,6,Alex Smith pass incomplete short right intended for Antonio Bryant,0.540,0.000
3,12:46,2,10,SFO 24,3,6,Frank Gore left end for 8 yards (tackle by Pat Williams),0.000,0.370
3,12:06,3,2,SFO 32,3,6,Alex Smith sacked by Dontarrious Thomas for -10 yards,0.370,-1.900
3,11:44,4,12,SFO 22,3,6,"Andy Lee punts 44 yards, fair catch by Mewelde Moore",-1.900,-1.200
3,11:35,1,10,MIN 34,3,6,Chester Taylor middle for 3 yards (tackle by Ronald Fields),1.200,1.060
3,11:01,2,7,MIN 37,3,6,Brad Johnson pass complete short right to Tony Richardson for 14 yards (tackle by Shawntae Spencer),1.060,2.320
3,10:20,1,10,SFO 49,3,6,Chester Taylor right guard for -1 yards (tackle by Brandon Moore),2.320,1.650
3,9:51,2,11,,3,6,Chester Taylor right guard for 1 yard (tackle by T.J. Slaughter),1.650,1.090
3,9:08,3,10,SFO 49,3,6,Brad Johnson pass complete short right to Bethel Johnson for 11 yards (tackle by Shawntae Spencer),1.090,3.050
3,8:32,1,10,SFO 38,3,6,Chester Taylor left guard for no gain (tackle by Brandon Moore),3.050,2.510
3,7:55,2,10,SFO 38,3,6,Brad Johnson pass complete to Troy Williamson for 4 yards (tackle by Shawntae Spencer),2.510,2.340
3,7:28,3,6,SFO 34,3,6,Brad Johnson pass incomplete intended for Troy Williamson is intercepted by Walt Harris at SFO-26 and returned for 4 yards,2.340,-0.940
3,7:20,1,10,SFO 30,3,6,Alex Smith pass complete to Frank Gore for 12 yards (tackle by Darrion Scott and Antoine Winfield),0.940,1.730
3,6:41,1,10,SFO 42,3,6,Frank Gore left tackle for 1 yard (tackle by Dontarrious Thomas),1.730,1.320
3,6:02,2,9,SFO 43,3,6,Alex Smith pass incomplete intended for Antonio Bryant is intercepted by Antoine Winfield at MIN-38,1.320,-1.470
3,5:49,1,10,MIN 38,3,6,Chester Taylor left tackle for 1 yard (tackle by Brandon Moore),1.470,1.060
3,5:16,2,9,MIN 39,3,6,Chester Taylor left tackle for -1 yards (tackle by Anthony Adams and Isaac Sopoaga),1.060,0.230
3,4:37,3,10,MIN 38,3,6,Brad Johnson sacked by Brandon Moore and Anthony Adams for -10 yards,0.230,-1.500
3,4:15,4,20,MIN 28,3,6,"Chris Kluwe punts 42 yards, returned by Brandon Williams for 2 yards (tackle by Rod Davis). Penalty on Mark Roman: Offensive Holding (Offsetting), Penalty on Rod Davis: Personal Foul (Offsetting)",-1.500,-1.070
3,4:02,1,10,SFO 32,3,6,Frank Gore middle for 3 yards (tackle by Spencer Johnson),1.070,0.930
3,3:23,2,7,SFO 35,3,6,Alex Smith pass complete short left to Frank Gore for -2 yards (tackle by Fred Smoot),0.930,-0.030
3,2:37,3,9,SFO 33,3,6,Alex Smith sacked by Kevin Williams for -4 yards,-0.030,-1.440
3,2:12,4,13,SFO 29,3,6,"Andy Lee punts 48 yards, fair catch by Mewelde Moore",-1.440,-0.480
3,2:02,1,10,MIN 23,3,6,Brad Johnson pass complete to Jermaine Wiggins for 8 yards (tackle by Manny Lawson),0.480,1.010
3,1:27,2,2,MIN 31,3,6,Chester Taylor middle for 4 yards (tackle by Melvin Oliver and Mike Adams),1.010,1.270
3,0:50,1,10,MIN 35,3,6,"Brad Johnson pass complete to Chester Taylor for 11 yards. Penalty on Travis Taylor: Illegal Block Above the , 10 yards",1.270,1.410
3,0:36,1,9,MIN 36,3,6,Brad Johnson pass complete to Richard Owens for 2 yards (tackle by Manny Lawson),1.410,1.130
3,0:36,2,7,MIN 38,3,6,Artose Pinner for 16 yards (tackle by Tony Parrish and Shawntae Spencer),1.130,2.520
Quarter,Time,Down,ToGo,Location,MIN,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SFO 46,3,6,Artose Pinner right end for 9 yards (tackle by Shawntae Spencer and Derek Smith),2.520,3.190
4,14:24,2,1,SFO 37,3,6,Artose Pinner middle for 4 yards (tackle by Melvin Oliver),3.190,3.380
4,13:41,1,10,SFO 33,3,6,Bethel Johnson left end for 5 yards (tackle by Walt Harris),3.380,3.510
4,13:03,2,5,SFO 28,3,6,Brad Johnson pass complete short right to Chester Taylor for 1 yard (tackle by Tony Parrish),3.510,2.940
4,12:15,3,4,SFO 27,3,6,"Brad Johnson sacked by Brandon Moore and Bryant Young for -3 yards. Bethel Johnson fumbles (forced by Brandon Moore), recovered by Manny Lawson at SFO-30 (tackle by Bryant McKinnie)",2.940,-0.940
4,12:09,1,10,SFO 30,3,6,Frank Gore right tackle for 6 yards (tackle by Darrion Scott and Dontarrious Thomas),0.940,1.200
4,11:28,2,4,SFO 36,3,6,Alex Smith pass complete short left to Frank Gore for 11 yards (tackle by Dwight Smith),1.200,2.060
4,10:46,1,10,SFO 47,3,6,Frank Gore middle for -3 yards (tackle by Kenechi Udeze),2.060,1.110
4,10:00,2,13,SFO 44,3,6,Alex Smith pass complete to Michael Robinson for 5 yards (tackle by E.J. Henderson and Dontarrious Thomas),1.110,1.090
4,9:15,3,8,SFO 49,3,6,"Michael Robinson right end for 1 yard (tackle by Cedric Griffin and E.J. Henderson). Penalty on Darrion Scott: Personal Foul, 15 yards",1.090,3.250
4,8:43,1,10,MIN 35,3,6,Arnaz Battle right end for -6 yards (tackle by Darren Sharper and Spencer Johnson),3.250,1.890
4,8:16,2,16,MIN 41,3,6,Alex Smith pass complete short left to Eric Johnson for 7 yards (tackle by Fred Smoot),1.890,2.150
4,7:29,3,9,MIN 34,3,6,Alex Smith pass incomplete intended for Bryan Gilmore (defended by Kevin Williams),2.150,1.060
4,7:20,4,9,MIN 34,3,9,Joe Nedney 51 yard field goal good,1.060,3.000
4,,,,SFO 30,3,9,"Joe Nedney kicks off 69 yards, returned by Bethel Johnson for 27 yards (tackle by Michael Robinson)",0.000,0.810
4,7:09,1,10,MIN 28,3,9,Brad Johnson pass complete short middle to Chester Taylor for 5 yards (tackle by Brandon Moore),0.810,0.940
4,6:38,2,5,MIN 33,3,9,Chester Taylor left tackle for 2 yards (tackle by Brandon Moore),0.940,0.500
4,6:00,3,3,MIN 35,3,9,Brad Johnson pass incomplete intended for Travis Taylor,0.500,-1.040
4,5:53,4,3,MIN 35,3,9,"Chris Kluwe punts 43 yards, fair catch by Brandon Williams",-1.040,-0.410
4,5:45,1,10,SFO 22,3,9,Frank Gore right end for -1 yards (tackle by E.J. Henderson),0.410,-0.270
4,5:03,2,11,SFO 21,3,9,Alex Smith sacked by Darren Sharper for 0 yards,-0.270,-0.960
4,4:25,3,11,SFO 21,3,9,Alex Smith pass incomplete intended for Frank Gore,-0.960,-1.960
4,4:20,4,11,SFO 21,3,9,"Andy Lee punts 54 yards, returned by Mewelde Moore for 14 yards (tackle by Maurice Hicks)",-1.960,-1.530
4,4:09,1,10,MIN 39,3,9,Brad Johnson pass complete to Jermaine Wiggins for 7 yards (tackle by Manny Lawson),1.530,1.930
4,3:35,2,3,MIN 46,3,9,Chester Taylor middle for 4 yards (tackle by Derek Smith),1.930,2.260
4,2:59,1,10,,3,9,Chester Taylor left end for 9 yards (tackle by Mike Adams),2.260,2.930
4,2:26,2,1,SFO 41,3,9,Chester Taylor right tackle for 11 yards (tackle by Jeff Ulbrich and Tony Parrish),2.930,3.580
4,2:00,1,10,SFO 30,3,9,Brad Johnson pass incomplete intended for Travis Taylor (defended by Mike Adams),3.580,3.030
4,1:55,2,10,SFO 30,3,9,Chester Taylor left end for 3 yards (tackle by Tony Parrish),3.030,2.740
4,1:15,3,7,SFO 27,3,9,Brad Johnson pass incomplete short left intended for Troy Williamson,2.740,1.670
4,1:10,4,7,SFO 27,3,9,Brad Johnson pass incomplete deep right intended for Bethel Johnson (defended by Mark Roman),1.670,-0.740
4,1:04,1,10,SFO 27,3,9,Frank Gore middle for no gain (tackle by E.J. Henderson),0.740,0.200
4,0:58,,,,3,9,Timeout #1 by Minnesota Vikings,0.000,0.200
4,0:58,2,10,SFO 27,3,9,Frank Gore left end for 11 yards (tackle by Dwight Smith and E.J. Henderson),0.200,1.470
4,0:44,,,,3,9,Timeout #2 by Minnesota Vikings,0.000,1.470
4,0:44,1,10,SFO 38,3,9,Alex Smith kneels for -1 yards,1.470,0.790
4,0:43,,,,3,9,Timeout #3 by Minnesota Vikings,0.000,0.790
4,0:43,2,11,SFO 37,3,9,Alex Smith kneels for -3 yards,0.790,-0.290
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
