Quarter,Time,Down,ToGo,Location,TEN,PHI,Detail,EPB,EPA
1,8:21,2,10,PHI 34,0,14,LeSean McCoy left guard for 3 yards (tackle by Michael Griffin),0.660,0.370
1,7:53,3,7,PHI 37,0,14,"Mark Sanchez pass complete deep left to LeSean McCoy for 18 yards (tackle by Kamerion Wimbley). Penalty on LeSean McCoy: Offensive Pass Interference, 10 yards (no play)",0.370,-0.960
1,7:35,3,17,PHI 27,0,14,Mark Sanchez pass incomplete deep right intended for Jordan Matthews,-0.960,-1.570
1,7:28,4,17,PHI 27,0,14,"Donnie Jones punts 49 yards, returned by Dexter McCluster for no gain",-1.570,-0.540
1,7:20,1,10,TEN 24,0,14,Zach Mettenberger pass incomplete short right intended for Kendall Wright,0.540,0.000
1,7:09,2,10,TEN 24,0,14,Zach Mettenberger pass complete short right to Dexter McCluster for 4 yards (tackle by Brandon Boykin),0.000,-0.160
1,6:33,3,6,TEN 28,0,14,Zach Mettenberger pass incomplete short left intended for Justin Hunter (defended by Brandon Boykin). Penalty on Kendall Wright: Offensive Pass Interference (Declined),-0.160,-1.500
1,6:29,4,6,TEN 28,0,14,"Brett Kern punts 48 yards, returned by Darren Sproles for 12 yards (tackle by Jackie Battle)",-1.500,-1.330
1,6:18,1,10,PHI 36,0,14,Mark Sanchez pass complete short right to Zach Ertz for 8 yards (tackle by George Wilson),1.330,1.870
1,6:01,2,2,PHI 44,0,14,Mark Sanchez pass complete short left to Jordan Matthews for 17 yards (tackle by Zaviar Gooden),1.870,2.980
1,5:38,1,10,TEN 39,0,14,Mark Sanchez pass complete short right to Jordan Matthews for 4 yards (tackle by Coty Sensabaugh),2.980,2.980
1,5:19,2,6,TEN 35,0,14,Mark Sanchez pass incomplete short left intended for Riley Cooper,2.980,2.280
1,5:14,3,6,TEN 35,0,14,Mark Sanchez pass complete short right to Chris Polk for 15 yards (tackle by Wesley Woodyard),2.280,4.240
1,4:42,1,10,TEN 20,0,14,"Mark Sanchez pass incomplete short middle intended for Brad Smith. Penalty on Michael Griffin: Defensive Pass Interference, 11 yards (no play)",4.240,5.140
1,4:37,1,9,TEN 9,0,14,Mark Sanchez sacked by Jurrell Casey for -7 yards,5.140,3.340
1,4:06,2,16,TEN 16,0,14,LeSean McCoy right end for -2 yards (tackle by Jurrell Casey),3.340,2.630
1,3:34,3,18,TEN 18,0,14,Mark Sanchez pass incomplete deep middle intended for Jordan Matthews (defended by Daimion Stafford),2.630,2.250
1,3:28,4,18,TEN 18,0,17,Cody Parkey 36 yard field goal good,2.250,3.000
1,3:28,,,PHI 35,0,17,"Cody Parkey kicks off 69 yards, returned by Leon Washington for 29 yards (tackle by Chris Maragos)",0.000,-0.610
1,3:20,1,10,TEN 25,0,17,Bishop Sankey left end for 9 yards (tackle by Malcolm Jenkins),0.610,1.280
1,2:42,2,1,TEN 34,0,17,Bishop Sankey left guard for -2 yards (tackle by Trent Cole),1.280,0.300
1,1:58,3,3,TEN 32,0,17,Dexter McCluster left end for 2 yards (tackle by Nate Allen),0.300,-1.110
1,1:14,4,1,TEN 34,0,17,"Brett Kern punts 57 yards, returned by Darren Sproles for 17 yards (tackle by Avery Williamson). Penalty on Brandon Boykin: Illegal Block Above the Waist, 5 yards",-1.110,0.380
1,1:01,1,10,PHI 6,0,17,LeSean McCoy left end for 2 yards (tackle by Al Woods),-0.380,-0.630
1,0:36,2,8,PHI 8,0,17,Mark Sanchez pass incomplete deep left intended for Riley Cooper is intercepted by Brandon Ghee at PHI-30,-0.630,-3.580
1,0:30,1,10,PHI 30,0,17,Zach Mettenberger pass incomplete short right intended for Kendall Wright (defended by Bennie Logan),3.580,3.030
1,0:22,2,10,PHI 30,0,17,"Kendall Wright for 5 yards. Penalty on Delanie Walker: Offensive Holding, 10 yards (no play)",3.030,1.680
Quarter,Time,Down,ToGo,Location,TEN,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,20,PHI 40,6,17,"Zach Mettenberger pass complete deep right to Justin Hunter for 40 yards, touchdown",1.680,7.000
2,15:00,,,PHI 2,7,17,Ryan Succop kicks extra point good,0.000,0.000
2,15:00,,,TEN 35,7,17,"Ryan Succop kicks off 64 yards, returned by Chris Polk for 19 yards (tackle by Kamerion Wimbley)",0.000,-0.280
2,14:42,1,10,PHI 20,7,17,LeSean McCoy left end for 53 yards (tackle by Jason McCourty),0.280,3.780
2,14:27,1,10,TEN 27,7,17,Mark Sanchez pass complete short right to Jeremy Maclin for 4 yards (tackle by Avery Williamson),3.780,3.770
2,14:08,2,6,TEN 23,7,17,Darren Sproles left end for 1 yard (tackle by Derrick Morgan and Jurrell Casey),3.770,3.200
2,13:39,3,5,TEN 22,7,17,Mark Sanchez pass complete short left to Darren Sproles for 7 yards (tackle by Michael Griffin),3.200,4.580
2,13:18,1,10,TEN 15,7,17,LeSean McCoy left end for no gain (tackle by Avery Williamson),4.580,3.950
2,12:49,2,10,TEN 15,7,17,LeSean McCoy left tackle for 3 yards (tackle by Sammie Lee Hill),3.950,3.580
2,12:15,3,7,TEN 12,7,17,Mark Sanchez pass complete short right to Jordan Matthews for 5 yards (tackle by Michael Griffin),3.580,3.000
2,11:33,4,2,TEN 7,7,20,Cody Parkey 26 yard field goal good,3.000,3.000
2,11:33,,,PHI 35,7,20,"Cody Parkey kicks off 72 yards, returned by Bishop Sankey for 26 yards (tackle by Nolan Carroll)",0.000,-0.150
2,11:21,1,10,TEN 19,7,20,Zach Mettenberger pass complete deep left to Delanie Walker for 68 yards (tackle by Nate Allen),0.150,4.710
2,10:28,1,10,PHI 13,7,20,Bishop Sankey right end for 4 yards (tackle by Cedric Thornton),4.710,4.770
2,9:50,2,6,PHI 9,7,20,Shonn Greene right guard for 1 yard (tackle by Cedric Thornton),4.770,4.770
2,9:10,2,6,PHI 9,7,20,Timeout #1 by Tennessee Titans,4.770,4.100
2,9:10,3,5,PHI 8,7,20,"Zach Mettenberger sacked by Vinny Curry for -12 yards. Penalty on Vinny Curry: Face Mask (15 Yards), 4 yards (no play)",4.100,6.280
2,9:03,1,4,PHI 4,7,20,Shonn Greene left end for 2 yards (tackle by Cary Williams),6.280,5.720
2,8:26,2,2,PHI 2,13,20,"Shonn Greene up the middle for 2 yards, touchdown",5.720,7.000
2,8:26,,,PHI 2,14,20,Ryan Succop kicks extra point good,0.000,0.000
2,8:26,,,TEN 35,14,20,"Ryan Succop kicks off 64 yards, returned by Chris Polk for 30 yards (tackle by Justin Staples)",0.000,-1.000
2,8:16,1,10,PHI 31,14,20,LeSean McCoy right tackle for 2 yards (tackle by Al Woods),1.000,0.730
2,7:51,2,8,PHI 33,14,20,LeSean McCoy left end for 5 yards (tackle by Wesley Woodyard),0.730,0.700
2,7:26,3,3,PHI 38,14,20,Mark Sanchez pass complete short left to Jordan Matthews for 20 yards (tackle by Daimion Stafford),0.700,2.790
2,7:06,1,10,TEN 42,14,20,Darren Sproles left end for 4 yards (tackle by Daimion Stafford),2.790,2.780
2,6:31,2,6,TEN 38,14,20,Darren Sproles left guard for 2 yards (tackle by Avery Williamson),2.780,2.340
2,6:02,3,4,TEN 36,14,20,Mark Sanchez pass complete short left to Zach Ertz for 9 yards (tackle by Michael Griffin),2.340,3.780
2,5:40,1,10,TEN 27,14,20,Mark Sanchez pass complete short left to Zach Ertz for 3 yards (tackle by Michael Griffin),3.780,3.640
2,5:10,2,7,TEN 24,14,20,LeSean McCoy left end for 1 yard (tackle by Avery Williamson),3.640,3.070
2,4:49,3,6,TEN 23,14,20,Mark Sanchez pass complete deep left to Riley Cooper for 21 yards,3.070,6.740
2,4:37,1,2,TEN 2,14,26,"LeSean McCoy left guard for 2 yards, touchdown",6.740,7.000
2,4:37,,,TEN 2,14,27,Cody Parkey kicks extra point good,0.000,0.000
2,4:37,,,PHI 35,14,27,"Cody Parkey kicks off 65 yards, touchback",0.000,-0.280
2,4:35,1,10,TEN 20,14,27,Zach Mettenberger pass complete short right to Bishop Sankey for 5 yards (tackle by Mychal Kendricks),0.280,0.410
2,4:00,2,5,TEN 25,14,27,Bishop Sankey right end for 7 yards (tackle by Malcolm Jenkins),0.410,1.070
2,3:26,1,10,TEN 32,14,27,Zach Mettenberger pass complete short middle to Justin Hunter for 6 yards (tackle by Brandon Graham),1.070,1.340
2,2:50,2,4,TEN 38,14,27,Shonn Greene up the middle for 2 yards (tackle by Cedric Thornton),1.340,0.890
2,2:10,3,2,TEN 40,14,27,Zach Mettenberger pass complete short left to Delanie Walker for 21 yards (tackle by Malcolm Jenkins),0.890,2.980
2,2:00,1,10,PHI 39,14,27,Zach Mettenberger pass complete deep middle to Nate Washington for 21 yards (tackle by Casey Matthews),2.980,4.370
2,1:19,1,10,PHI 18,14,27,Bishop Sankey left end for 13 yards (tackle by Malcolm Jenkins),4.370,6.060
2,1:12,1,5,PHI 5,14,27,Bishop Sankey left end for -2 yards (tackle by Mychal Kendricks),6.060,6.060
2,1:03,1,5,PHI 5,14,27,Timeout #1 by Philadelphia Eagles,6.060,4.760
2,1:03,2,7,PHI 7,14,27,Zach Mettenberger pass complete short right to Nate Washington for 5 yards (tackle by Bradley Fletcher),4.760,4.760
2,0:58,2,7,PHI 7,14,27,Timeout #2 by Philadelphia Eagles,4.760,4.950
2,0:58,3,2,PHI 2,14,27,Zach Mettenberger pass incomplete short left intended for Justin Hunter,4.950,3.250
2,0:54,4,2,PHI 2,17,27,Ryan Succop 20 yard field goal good,3.250,3.000
2,0:54,,,TEN 35,17,27,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.280
2,0:51,1,10,PHI 20,17,27,Mark Sanchez pass incomplete deep left intended for Riley Cooper,0.280,-0.270
2,0:45,2,10,PHI 20,17,27,Mark Sanchez pass complete short right to Darren Sproles for -3 yards (tackle by Shaun Phillips),-0.270,-0.270
2,0:32,2,10,PHI 20,17,27,Timeout #2 by Tennessee Titans,-0.270,-1.510
2,0:32,3,13,PHI 17,17,27,Mark Sanchez pass complete deep middle to Jordan Matthews for 24 yards (tackle by Coty Sensabaugh),-1.510,-1.510
2,0:25,3,13,PHI 17,17,27,Timeout #3 by Philadelphia Eagles,-1.510,1.660
2,0:25,1,10,PHI 41,17,27,Mark Sanchez pass complete short left to Darren Sproles for 10 yards (tackle by Brandon Ghee),1.660,2.320
2,0:16,1,10,TEN 49,17,27,Mark Sanchez pass incomplete short right intended for Jeremy Maclin,2.320,1.780
2,0:11,2,10,TEN 49,17,27,Mark Sanchez pass complete deep right to Jeremy Maclin for 18 yards (tackle by Jason McCourty),1.780,3.510
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,0:07,1,10,TEN 31,17,27,Cody Parkey 49 yard field goal no good,3.510,-1.530
2,0:02,1,10,TEN 39,17,27,Zach Mettenberger kneels for -1 yards,1.530,0.850
Quarter,Time,Down,ToGo,Location,TEN,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 35,17,27,"Cody Parkey kicks off 68 yards, returned by Bishop Sankey for 19 yards (tackle by Chris Prosinski)",0.000,-0.140
3,14:54,1,10,TEN 16,17,27,Zach Mettenberger pass complete short middle to Bishop Sankey for 9 yards (tackle by Mychal Kendricks),-0.140,0.690
3,14:15,2,1,TEN 25,17,27,Shonn Greene right tackle for 4 yards (tackle by Mychal Kendricks),0.690,0.870
3,13:38,1,10,TEN 29,17,27,Zach Mettenberger sacked by Fletcher Cox for -6 yards,0.870,-0.480
3,12:52,2,16,TEN 23,17,27,Zach Mettenberger pass incomplete deep right intended for Kendall Wright,-0.480,-1.150
3,12:46,3,16,TEN 23,17,27,"Zach Mettenberger pass complete short left to Brian Schwenke for 6 yards (tackle by Mychal Kendricks). Brian Schwenke fumbles (forced by Mychal Kendricks), recovered by Nate Allen at TEN-36 and returned for 3 yards (tackle by Chance Warmack)",-1.150,-3.380
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
3,12:32,1,10,TEN 33,17,27,LeSean McCoy for 14 yards (tackle by Michael Griffin),3.380,4.310
3,12:12,1,10,TEN 19,17,27,"LeSean McCoy up the middle for no gain (tackle by Derrick Morgan). Penalty on Evan Mathis: Illegal Use of Hands, 10 yards (no play)",4.310,3.640
3,12:06,1,20,TEN 29,17,27,Mark Sanchez pass complete short left to Riley Cooper for 15 yards (tackle by Michael Griffin),3.640,4.530
3,11:31,2,5,TEN 14,17,33,"Mark Sanchez pass complete short right to James Casey for 14 yards, touchdown",4.530,7.000
3,11:31,,,TEN 2,17,34,Cody Parkey kicks extra point good,0.000,0.000
3,11:31,,,PHI 35,17,34,"Cody Parkey kicks off 65 yards, touchback",0.000,-0.280
3,11:27,1,10,TEN 20,17,34,"Bishop Sankey for 12 yards. Penalty on Taylor Lewan: Offensive Holding, 10 yards (no play)",0.280,-0.760
3,11:05,1,20,TEN 10,17,34,Bishop Sankey right end for 7 yards (tackle by Malcolm Jenkins),-0.760,-0.790
3,10:26,2,13,TEN 17,17,34,Zach Mettenberger pass complete short right to Nate Washington for 15 yards (tackle by Bradley Fletcher),-0.790,1.070
3,9:49,1,10,TEN 32,17,34,Bishop Sankey left end for 4 yards (tackle by Mychal Kendricks),1.070,1.070
3,9:09,2,6,TEN 36,17,34,Zach Mettenberger sacked by Trent Cole for -7 yards,1.070,1.070
3,8:20,2,6,TEN 36,17,34,Timeout #1 by Tennessee Titans,1.070,-0.560
3,8:20,3,13,TEN 29,17,34,"Zach Mettenberger sacked by Vinny Curry for -7 yards. Penalty on Michael Oher: Offensive Holding (Offsetting), Penalty on Bradley Fletcher: Defensive Holding (Offsetting) (no play)",-0.560,-0.560
3,7:59,3,13,TEN 29,17,34,"Zach Mettenberger sacked by Trent Cole for -10 yards. Penalty on Taylor Lewan: Delay of Game, 5 yards",-0.560,-2.470
3,7:26,4,28,TEN 14,17,34,"Brett Kern punts 52 yards, returned by Darren Sproles for 5 yards (tackle by Beau Brinkley)",-2.470,-1.530
3,7:26,1,10,PHI 39,17,34,Mark Sanchez pass complete short right to Jeremy Maclin for 2 yards (tackle by Derrick Morgan and Wesley Woodyard),1.530,1.260
3,6:56,2,8,PHI 41,17,34,LeSean McCoy left end for 4 yards (tackle by Wesley Woodyard),1.260,1.090
3,6:30,3,4,PHI 45,17,34,"Penalty on Jason Peters: False Start, 5 yards (no play)",1.090,0.430
3,6:17,3,9,PHI 40,17,34,Mark Sanchez pass complete short left to Riley Cooper for 13 yards (tackle by Coty Sensabaugh),0.430,2.460
3,6:03,1,10,TEN 47,17,34,LeSean McCoy for 4 yards,2.460,2.450
3,5:44,2,6,TEN 43,17,34,LeSean McCoy left end for no gain (tackle by Karl Klug and Al Woods),2.450,1.750
3,5:13,3,6,TEN 43,17,34,Mark Sanchez pass incomplete deep middle intended for Zach Ertz is intercepted by Daimion Stafford at TEN-26 and returned for 33 yards,1.750,-2.850
3,5:00,1,10,PHI 41,17,34,"Bishop Sankey right end for -6 yards (tackle by Bennie Logan). Bishop Sankey fumbles (forced by Bennie Logan), recovered by Bradley Fletcher at PHI-47 (tackle by Brian Schwenke)",2.850,-2.060
3,4:47,1,10,PHI 47,17,34,LeSean McCoy up the middle for 2 yards (tackle by Quentin Groves),2.060,1.790
3,4:30,2,8,PHI 49,17,34,Mark Sanchez pass complete short left to Brent Celek for 8 yards (tackle by Brandon Ghee),1.790,2.720
3,3:57,1,10,TEN 43,17,34,LeSean McCoy left tackle for 7 yards (tackle by Wesley Woodyard),2.720,3.120
3,3:33,2,3,TEN 36,17,34,Darren Sproles left end for 1 yard (tackle by Wesley Woodyard and Derrick Morgan),3.120,2.540
3,2:59,3,2,TEN 35,17,34,Darren Sproles right end for 13 yards (tackle by Derrick Morgan),2.540,4.110
3,2:37,1,10,TEN 22,17,34,"Darren Sproles right tackle for no gain (tackle by Quentin Groves). Penalty on TEN: Illegal Substitution, 5 yards (no play)",4.110,4.970
3,2:22,1,5,TEN 17,17,34,Mark Sanchez pass incomplete short left intended for Zach Ertz,4.970,4.290
3,2:19,2,5,TEN 17,17,34,LeSean McCoy right end for -1 yards (tackle by Derrick Morgan),4.290,3.400
3,1:45,3,6,TEN 18,17,34,Mark Sanchez pass complete short right to Jeremy Maclin for 12 yards (tackle by Wesley Woodyard),3.400,5.830
3,1:22,1,6,TEN 6,17,34,"Chris Polk right end for no gain. Penalty on Jason Peters: Offensive Holding, 10 yards (no play)",5.830,4.310
3,0:56,1,16,TEN 16,17,34,"Chris Polk right tackle for 2 yards (tackle by Derrick Morgan). Penalty on Lane Johnson: Unnecessary Roughness, 15 yards",4.310,1.790
3,0:26,2,29,TEN 29,17,34,Mark Sanchez pass complete short right to Brent Celek for 6 yards (tackle by Karl Klug),1.790,1.950
Quarter,Time,Down,ToGo,Location,TEN,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,23,TEN 23,17,34,Mark Sanchez up the middle for 6 yards (tackle by Mike Martin),1.950,2.310
4,14:18,4,17,TEN 17,17,37,Cody Parkey 35 yard field goal good,2.310,3.000
4,14:18,,,PHI 35,17,37,"Cody Parkey kicks off 70 yards, returned by Antonio Andrews for 27 yards (tackle by Brad Smith)",0.000,-0.410
4,14:08,1,10,TEN 22,17,37,Zach Mettenberger pass complete short left to Dexter McCluster for 5 yards (tackle by Cary Williams),0.410,0.540
4,13:31,2,5,TEN 27,17,37,Zach Mettenberger pass incomplete short left intended for Kendall Wright,0.540,-0.160
4,13:25,3,5,TEN 27,17,37,"Zach Mettenberger sacked by Connor Barwin for -8 yards. Zach Mettenberger fumbles (forced by Connor Barwin), recovered by Andy Levitre at TEN-12",-0.160,-2.490
4,12:35,4,20,TEN 12,17,37,"Brett Kern punts 40 yards, returned by Darren Sproles for 10 yards (tackle by Derek Hagan)",-2.490,-2.790
4,12:26,1,10,TEN 42,17,37,Mark Sanchez pass complete short middle to Brent Celek for 12 yards (tackle by Michael Griffin),2.790,3.580
4,12:05,1,10,TEN 30,17,37,Mark Sanchez pass complete short right to Jeremy Maclin for 13 yards,3.580,4.440
4,11:43,1,10,TEN 17,17,37,Mark Sanchez pass complete short left to Brent Celek for 7 yards (tackle by Avery Williamson and Michael Griffin),4.440,5.100
4,11:08,2,3,TEN 10,17,37,Mark Sanchez sacked by Derrick Morgan for -2 yards,5.100,3.880
4,10:28,3,5,TEN 12,17,37,Mark Sanchez pass incomplete short right intended for Brent Celek,3.880,2.680
4,10:22,4,5,TEN 12,17,40,Cody Parkey 30 yard field goal good,2.680,3.000
4,10:22,,,PHI 35,17,40,"Cody Parkey kicks off 64 yards, returned by Antonio Andrews for 20 yards (tackle by Chris Prosinski)",0.000,-0.340
4,10:14,1,10,TEN 21,17,40,Zach Mettenberger pass complete short middle to Kendall Wright for 28 yards (tackle by Nate Allen),0.340,2.190
4,9:35,1,10,TEN 49,17,40,Zach Mettenberger pass incomplete deep right intended for Justin Hunter,2.190,1.650
4,9:29,2,10,TEN 49,17,40,Zach Mettenberger pass complete short right to Delanie Walker for 26 yards (tackle by Nate Allen). Penalty on Cary Williams: Defensive Holding (Declined),1.650,3.910
4,9:12,1,10,PHI 25,17,40,"Zach Mettenberger pass complete deep left to Nate Washington for 25 yards. Penalty on Nate Washington: Offensive Pass Interference, 10 yards (no play)",3.910,3.250
4,9:06,1,20,PHI 35,17,40,Zach Mettenberger pass incomplete short right intended for Kendall Wright,3.250,2.010
4,9:01,2,20,PHI 35,17,40,Zach Mettenberger pass incomplete deep middle intended for Delanie Walker,2.010,1.350
4,8:56,3,20,PHI 35,17,40,"Zach Mettenberger sacked by Trent Cole for 0 yards. Penalty on Trent Cole: Defensive Offside, 5 yards (no play)",1.350,2.010
4,8:33,3,15,PHI 30,17,40,Zach Mettenberger pass complete short left to Delanie Walker for 13 yards (tackle by Mychal Kendricks),2.010,2.440
,,,,,,,"PHI challenged the runner was in bounds ruling, and the original play was overturned.",,
4,8:27,4,2,PHI 17,17,40,Zach Mettenberger pass incomplete short right intended for Delanie Walker,2.440,0.060
4,8:11,1,10,PHI 17,17,40,Mark Sanchez pass incomplete short left intended for Jeremy Maclin (defended by Jason McCourty),-0.060,-0.580
4,8:06,2,10,PHI 17,17,40,Chris Polk up the middle for -2 yards (tackle by DaQuan Jones),-0.580,-1.570
4,7:35,3,12,PHI 15,17,40,Mark Sanchez pass incomplete short right intended for Brent Celek,-1.570,-2.440
4,7:30,4,12,PHI 15,17,40,"Donnie Jones punts 44 yards, returned by Dexter McCluster for 8 yards (tackle by Trey Burton)",-2.440,-2.190
4,7:20,1,10,TEN 49,17,40,Zach Mettenberger pass complete short right to Justin Hunter for 14 yards (tackle by Brandon Boykin),2.190,3.120
4,7:03,1,10,PHI 37,17,40,Zach Mettenberger pass incomplete (defended by Connor Barwin),3.120,2.570
4,6:58,2,10,PHI 37,17,40,Zach Mettenberger pass complete short left to Delanie Walker for 27 yards,2.570,4.910
4,6:36,1,10,PHI 10,17,40,Zach Mettenberger pass complete short left to Justin Hunter for 4 yards (tackle by Nolan Carroll),4.910,4.950
4,5:59,2,6,PHI 6,17,40,Zach Mettenberger pass incomplete short right intended for Nate Washington (defended by Bradley Fletcher),4.950,4.040
4,5:51,3,6,PHI 6,17,40,Zach Mettenberger pass incomplete short right intended for Delanie Walker,4.040,2.990
4,5:48,4,6,PHI 6,23,40,"Zach Mettenberger pass complete short right to Dexter McCluster for 6 yards, touchdown",2.990,7.000
4,5:48,,,PHI 2,24,40,Ryan Succop kicks extra point good,0.000,0.000
4,5:48,,,TEN 35,24,40,"Ryan Succop kicks onside 12 yards, recovered by Zach Ertz",0.000,-2.460
4,5:42,1,10,TEN 47,24,40,Chris Polk up the middle for 1 yard (tackle by George Wilson),2.460,2.050
4,4:57,2,9,TEN 46,24,40,Chris Polk left end for 1 yard (tackle by Derrick Morgan),2.050,1.490
4,4:13,3,8,TEN 45,24,40,Mark Sanchez pass complete short left to Zach Ertz for 10 yards (tackle by Coty Sensabaugh),1.490,3.250
4,3:28,1,10,TEN 35,24,40,Chris Polk right guard for 4 yards (tackle by Jason McCourty),3.250,3.240
4,2:44,2,6,TEN 31,24,40,Chris Polk right end for 1 yard (tackle by Jurrell Casey),3.240,3.240
4,2:34,2,6,TEN 31,24,40,Timeout #2 by Tennessee Titans,3.240,2.680
4,2:34,3,5,TEN 30,24,40,Chris Polk left end for -2 yards (tackle by Derrick Morgan),2.680,2.680
4,2:31,3,5,TEN 30,24,40,Timeout #3 by Tennessee Titans,2.680,1.240
4,2:31,4,7,TEN 32,24,43,Cody Parkey 50 yard field goal good,1.240,3.000
4,2:31,,,PHI 35,24,43,"Cody Parkey kicks off 65 yards, touchback",0.000,-0.280
4,2:26,1,10,TEN 20,24,43,Zach Mettenberger pass incomplete deep right intended for Justin Hunter (defended by Bradley Fletcher),0.280,-0.270
4,2:19,2,10,TEN 20,24,43,Zach Mettenberger pass incomplete short left intended for Nate Washington,-0.270,-0.960
4,2:16,3,10,TEN 20,24,43,"Penalty on Byron Stingily: False Start, 5 yards (no play)",-0.960,-1.860
4,2:16,3,15,TEN 15,24,43,Zach Mettenberger pass complete short right to Nate Washington for 22 yards,-1.860,1.400
4,2:09,1,10,TEN 37,24,43,Zach Mettenberger pass incomplete short left intended for Justin Hunter is intercepted by Brandon Boykin at TEN-41,1.400,-2.850
4,2:04,1,10,TEN 41,24,43,Mark Sanchez kneels for -1 yards,2.850,2.170
4,2:00,2,11,TEN 42,24,43,Mark Sanchez kneels for -1 yards,2.170,1.350
4,1:18,3,12,TEN 43,24,43,Mark Sanchez kneels for no gain,1.350,0.400
4,0:35,4,12,TEN 43,24,43,"Penalty on Mark Sanchez: Delay of Game, 5 yards (no play)",0.400,0.070
4,0:35,4,17,TEN 48,24,43,"Donnie Jones punts 42 yards, returned by Michael Griffin for 5 yards (tackle by Nolan Carroll)",0.070,0.370
4,0:26,1,10,TEN 11,24,43,Zach Mettenberger kneels for -1 yards,-0.370,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
