0,1
Game Info,Game Info
Won Toss,Bengals
Roof,outdoors
Surface,grass
Duration,2:56
Attendance,77211
Weather,"52 degrees, relative humidity 58%, wind 10 mph, wind chill 0"
Vegas Line,Kansas City Chiefs -7.5
Over/Under,47.0 (under)
