Quarter,Time,Down,ToGo,Location,CIN,KAN,Detail,EPB,EPA
2,8:10,2,8,CIN 44,3,6,Jon Kitna pass incomplete intended for Chad Johnson (defended by Eric Warfield),1.460,0.760
2,8:05,3,8,CIN 44,3,6,Jon Kitna pass incomplete intended for T.J. Houshmandzadeh,0.760,-0.460
2,8:01,4,8,CIN 44,3,6,"Kyle Larson punts 56 yards, touchback",-0.460,-0.280
2,7:52,1,10,KAN 20,3,6,Trent Green pass complete to Eddie Kennison for 19 yards (tackle by Kevin Kaesviharn),0.280,1.530
2,7:11,1,10,KAN 39,3,6,Trent Green pass complete to Tony Gonzalez for 5 yards (tackle by Anthony Mitchell),1.530,1.660
2,6:51,2,5,KAN 44,3,6,Larry Johnson left end for 3 yards (tackle by Odell Thurman),1.660,1.360
2,6:12,3,2,KAN 47,3,6,Larry Johnson left tackle for 1 yard (tackle by Justin Smith),1.360,-0.190
2,5:49,4,1,KAN 48,3,6,"Larry Johnson up the middle for 4 yards. Penalty on Casey Wiegmann: Offensive Holding, 10 yards (no play)",-0.190,-0.850
2,5:33,4,11,KAN 38,3,6,"Dustin Colquitt punts 51 yards, returned by Keiwan Ratliff for 10 yards (tackle by Rich Scanlon). Penalty on Greg Brooks: Offensive Holding, 10 yards",-0.850,0.370
2,5:20,1,10,CIN 11,3,6,Rudi Johnson up the middle for 2 yards (tackle by Kawika Mitchell),-0.370,-0.630
2,4:48,2,8,CIN 13,3,6,Rudi Johnson up the middle for no gain (tackle by Sammy Knight),-0.630,-1.190
2,4:05,3,8,CIN 13,3,6,Jon Kitna pass incomplete intended for T.J. Houshmandzadeh,-1.190,-2.490
2,4:05,4,8,CIN 13,3,6,"Kyle Larson punts 61 yards, returned by Dante Hall for 6 yards (tackle by Tony Stewart)",-2.490,-1.070
2,3:49,1,10,KAN 32,3,6,Trent Green pass complete to Larry Johnson for 8 yards (tackle by Odell Thurman),1.070,1.610
2,3:23,2,2,KAN 40,3,6,Larry Johnson up the middle for 2 yards (tackle by Justin Smith),1.610,1.730
2,3:23,1,10,KAN 42,3,6,Trent Green pass incomplete intended for Eddie Kennison,1.730,1.190
2,2:34,2,10,KAN 42,3,6,Larry Johnson up the middle for 9 yards (tackle by Odell Thurman),1.190,1.690
2,2:01,3,1,CIN 49,3,12,"Larry Johnson up the middle for 49 yards, touchdown",1.690,7.000
2,,,,CIN 2,3,13,Lawrence Tynes kicks extra point good,0.000,0.000
2,,,,KAN 30,3,13,"Lawrence Tynes kicks off 62 yards, returned by Tab Perry for 38 yards (tackle by Ronnie Cruz)",0.000,1.990
2,1:46,1,10,CIN 46,3,13,Jon Kitna pass incomplete intended for Matt Schobel is intercepted by Sammy Knight at KAN-47 and returned for 12 yards,1.990,-2.850
2,1:37,1,10,CIN 41,3,13,Trent Green pass complete to Tony Gonzalez for 27 yards (tackle by Kevin Kaesviharn),2.850,4.650
2,1:24,,,,3,13,Timeout #1 by Kansas City Chiefs,0.000,4.650
2,1:24,1,10,CIN 14,3,19,"Larry Johnson right end for 14 yards, touchdown",4.650,7.000
2,,,,CIN 2,3,20,Lawrence Tynes kicks extra point good,0.000,0.000
2,,,,KAN 30,3,20,"Lawrence Tynes kicks off 58 yards, returned by Tab Perry for 27 yards (tackle by Boomer Grigsby)",0.000,1.530
2,1:05,1,10,CIN 39,3,20,Jon Kitna pass complete to T.J. Houshmandzadeh for 5 yards (tackle by Benny Sapp),1.530,1.660
2,0:44,2,5,CIN 44,3,20,Jon Kitna pass complete to Chris Perry for -1 yards (tackle by Derrick Johnson),1.660,0.830
2,0:15,3,6,CIN 43,3,20,Jon Kitna sacked by Benny Sapp for -6 yards,0.830,-0.910
2,0:06,,,,3,20,Timeout #2 by Kansas City Chiefs,0.000,-0.910
2,0:06,4,12,CIN 37,3,20,"Penalty on Brad St. Louis: False Start, 5 yards (no play)",-0.910,-1.240
2,0:06,4,17,CIN 32,3,20,"Kyle Larson punts 46 yards, returned by Dante Hall for 2 yards (tackle by Tony Stewart)",-1.240,1.070
Quarter,Time,Down,ToGo,Location,CIN,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 30,3,20,Shayne Graham kicks off 30 yards,0.000,1.600
3,15:00,1,10,KAN 40,3,20,Trent Green pass incomplete intended for Tony Gonzalez (defended by Brian Simmons),1.600,1.050
3,14:55,2,10,KAN 40,3,20,Trent Green pass complete to Eddie Kennison for 18 yards (tackle by Justin Smith),1.050,2.790
3,14:29,1,10,CIN 42,3,20,Larry Johnson right end for 13 yards (tackle by Anthony Mitchell and Brian Simmons),2.790,3.640
3,13:47,1,10,CIN 29,3,20,Trent Green pass complete to Tony Gonzalez for 9 yards (tackle by Odell Thurman),3.640,4.320
3,13:21,2,1,CIN 20,3,20,Larry Johnson up the middle for no gain (tackle by Shaun Smith),4.320,3.600
3,12:48,3,1,CIN 20,3,26,"Larry Johnson left end for 20 yards, touchdown",3.600,7.000
3,,,,CIN 2,3,27,Lawrence Tynes kicks extra point good,0.000,0.000
3,,,,KAN 30,3,27,"Lawrence Tynes kicks off 58 yards, returned by Tab Perry for 26 yards (tackle by Chris Horn)",0.000,1.470
3,12:34,1,10,CIN 38,3,27,Rudi Johnson left end for no gain (tackle by Jared Allen),1.470,0.920
3,11:57,2,10,CIN 38,3,27,"Jon Kitna pass complete to Chris Henry for 3 yards (tackle by Greg Wesley). Penalty on Reggie Kelly: Illegal Formation, 5 yards (no play)",0.920,0.250
3,11:25,,,,3,27,Timeout #1 by Cincinnati Bengals,0.000,0.250
3,11:25,2,15,CIN 33,3,27,Rudi Johnson up the middle for 7 yards (tackle by Jared Allen),0.250,0.500
3,10:44,3,8,CIN 40,3,27,Jon Kitna pass complete to Chris Perry for 3 yards (tackle by Benny Sapp),0.500,-0.520
3,10:06,4,5,CIN 43,3,27,"Kyle Larson punts 52 yards, returned by Dante Hall for 9 yards (tackle by Caleb Miller)",-0.520,0.280
3,9:53,1,10,KAN 14,3,27,"Trent Green pass complete to Dante Hall for 10 yards (tackle by Odell Thurman). Penalty on Tony Gonzalez: Offensive Holding, 10 yards",-0.280,-0.280
3,9:34,1,10,KAN 14,3,27,Larry Johnson left tackle for 4 yards (tackle by Shaun Smith),-0.280,-0.210
3,8:57,2,6,KAN 18,3,27,Trent Green pass complete to Eddie Kennison for 10 yards (tackle by Caleb Miller),-0.210,0.810
3,8:15,1,10,KAN 28,3,27,"Trent Green pass incomplete. Penalty on Trent Green: Intentional Grounding, 10 yards",0.810,-1.190
3,8:10,2,20,KAN 18,3,27,Larry Johnson left end for 2 yards (tackle by Matthias Askew),-1.190,-1.480
3,7:59,3,18,KAN 20,3,27,Trent Green sacked by David Pollack for -5 yards,-1.480,-2.440
3,7:59,4,23,KAN 15,3,27,"Dustin Colquitt punts 48 yards, fair catch by Keiwan Ratliff",-2.440,-1.400
3,7:13,1,10,CIN 37,3,27,"Jon Kitna pass incomplete intended for Tony Stewart is intercepted by Patrick Surtain at KAN-48 and returned for 4 yards. Penalty on Jared Allen: Unnecessary Roughness, 15 yards",1.400,-1.400
3,7:06,1,10,KAN 37,3,27,Trent Green pass complete to Eddie Kennison for 55 yards (tackle by Anthony Mitchell),1.400,5.370
3,6:44,1,8,CIN 8,3,27,Larry Johnson up the middle for 3 yards (tackle by David Pollack),5.370,5.150
3,6:07,2,5,CIN 5,3,27,"Penalty on Casey Wiegmann: False Start, 5 yards (no play)",5.150,4.190
3,5:29,2,10,CIN 10,3,27,Trent Green sacked by David Pollack for -4 yards,4.190,3.000
3,4:57,3,14,CIN 14,3,27,Trent Green pass complete to Tony Gonzalez for 9 yards (tackle by Caleb Miller),3.000,3.010
3,4:57,4,5,CIN 5,3,30,Lawrence Tynes 23 yard field goal good,3.010,3.000
3,,,,KAN 30,3,30,"Lawrence Tynes kicks off 51 yards, muffed catch by Matt Schobel, recovered by Matt Schobel and returned for no gain",0.000,0.480
3,4:08,1,10,CIN 23,3,30,Jon Kitna pass complete to Tab Perry for -3 yards (tackle by Benny Sapp),0.480,-0.470
3,3:25,2,13,CIN 20,3,30,Chris Perry right tackle for 4 yards (tackle by Jimmy Wilkerson and Patrick Surtain),-0.470,-0.630
3,2:47,3,9,CIN 24,3,30,Jon Kitna pass complete to T.J. Houshmandzadeh for 16 yards (tackle by Greg Wesley),-0.630,1.600
3,2:17,1,10,CIN 40,3,30,Jon Kitna pass complete to Chris Perry for 7 yards (tackle by Kawika Mitchell and Kendrell Bell),1.600,2.000
3,1:54,2,3,CIN 47,3,30,Chris Perry left end for 1 yard (tackle by Junior Siavii and Kendrell Bell),2.000,1.420
3,1:30,3,2,CIN 48,3,30,Jon Kitna up the middle for 3 yards (tackle by Patrick Surtain),1.420,2.320
3,1:03,1,10,KAN 49,3,30,Jon Kitna pass complete to Chad Johnson for 8 yards (tackle by Eric Warfield),2.320,2.860
3,0:36,2,2,KAN 41,3,30,Chris Perry up the middle for 1 yard (tackle by Jimmy Wilkerson),2.860,2.280
Quarter,Time,Down,ToGo,Location,CIN,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,KAN 40,3,30,Jon Kitna pass incomplete intended for Chris Perry,2.280,0.590
4,14:54,,,,3,30,Timeout #1 by Kansas City Chiefs,0.000,0.590
4,14:54,4,1,KAN 40,3,30,Chris Perry up the middle for 2 yards (tackle by Sammy Knight and John Browning),0.590,3.050
4,14:26,1,10,KAN 38,3,30,Jon Kitna pass complete to Tony Stewart for 10 yards (tackle by Greg Wesley),3.050,3.710
4,14:01,1,10,KAN 28,3,30,Chris Perry up the middle for 3 yards (tackle by Kawika Mitchell and Kendrell Bell),3.710,3.570
4,13:42,2,7,KAN 25,3,30,Tab Perry left end for no gain (tackle by Eric Warfield),3.570,2.870
4,13:14,3,7,KAN 25,3,30,Jon Kitna pass complete to Matt Schobel for 2 yards (tackle by Derrick Johnson),2.870,1.980
4,12:25,4,5,KAN 23,3,30,Jon Kitna pass incomplete intended for T.J. Houshmandzadeh (defended by Patrick Surtain),1.980,-0.480
4,12:18,1,10,KAN 23,3,30,Trent Green pass complete to Dante Hall for 11 yards (tackle by Keiwan Ratliff),0.480,1.200
4,11:40,1,10,KAN 34,3,30,Trent Green pass incomplete intended for Samie Parker,1.200,0.660
4,11:37,2,10,KAN 34,3,30,Larry Johnson up the middle for 4 yards (tackle by Ifeanyi Ohalete),0.660,0.500
4,10:57,3,6,KAN 38,3,30,Trent Green pass complete to Dante Hall for 24 yards (tackle by Ifeanyi Ohalete),0.500,3.050
4,10:13,1,10,CIN 38,3,30,"Larry Johnson left tackle for 5 yards. Penalty on Duane Clemons: Tripping, 10 yards",3.050,4.040
4,9:51,1,10,CIN 23,3,30,Trent Green pass complete to Samie Parker for 16 yards (tackle by Keiwan Ratliff),4.040,5.600
4,9:08,1,7,CIN 7,3,30,Larry Johnson right tackle for 5 yards (tackle by David Pollack and Matthias Askew),5.600,5.720
4,8:29,2,2,CIN 2,3,30,"Larry Johnson right tackle for no gain (tackle by Matthias Askew). Larry Johnson fumbles (forced by Matthias Askew), recovered by Caleb Miller at CIN-2 (tackle by Larry Johnson)",5.720,0.380
4,8:20,1,10,CIN 2,3,30,Chris Perry up the middle for -1 yards (tackle by John Browning and Jimmy Wilkerson),-0.380,-0.850
4,7:40,2,11,CIN 1,3,30,Chris Perry right tackle for 3 yards (tackle by Patrick Surtain),-0.850,-1.190
4,7:02,3,8,CIN 4,3,30,Jon Kitna pass complete to Matt Schobel for 10 yards (tackle by Kawika Mitchell),-1.190,-0.280
4,6:30,1,10,CIN 14,3,30,Jon Kitna pass complete to Tony Stewart for 6 yards (tackle by Derrick Johnson and Kawika Mitchell),-0.280,0.150
4,6:10,2,4,CIN 20,3,30,Jon Kitna pass incomplete intended for Chris Henry (defended by Eric Warfield),0.150,-0.680
,,,,,,,"CIN challenged the ruling, and the original play was overturned.",,
4,6:05,3,4,CIN 20,3,30,Jon Kitna pass incomplete intended for Chris Henry (defended by Benny Sapp),-0.680,-2.030
4,6:05,4,4,CIN 20,3,30,"Kyle Larson pass complete to Matt Schobel for 20 yards (tackle by Marc Boerigter). Penalty on Tony Stewart: Ineligible Downfield Pas, 5 yards (no play)",-2.030,-2.440
4,5:52,4,9,CIN 15,3,30,"Kyle Larson punts 51 yards, returned by Eddie Kennison for 17 yards (tackle by Ifeanyi Ohalete)",-2.440,-2.320
4,5:38,1,10,CIN 49,3,30,Trent Green pass complete to Tony Gonzalez for 9 yards (tackle by David Pollack),2.320,3.000
4,5:09,2,1,CIN 40,3,30,Larry Johnson left end for 8 yards (tackle by Patrick Body),3.000,3.450
4,4:22,1,10,CIN 32,3,30,Trent Green pass complete to Tony Richardson for 22 yards (tackle by Caleb Miller),3.450,4.910
4,3:35,1,10,CIN 10,3,30,Dee Brown up the middle for 2 yards (tackle by Duane Clemons),4.910,4.570
4,2:55,2,8,CIN 8,3,36,"Trent Green pass complete to Dee Brown for 8 yards, touchdown",4.570,7.000
4,,,,CIN 2,3,37,Lawrence Tynes kicks extra point good,0.000,0.000
4,,,,KAN 30,3,37,"Lawrence Tynes kicks off 71 yards, returned by Tab Perry for 16 yards (tackle by William Bartee)",0.000,-0.220
4,2:40,1,10,CIN 15,3,37,Jon Kitna pass incomplete intended for Chris Henry,-0.220,-0.710
4,2:36,2,10,CIN 15,3,37,Nick Luchey up the middle for no gain (tackle by John Browning),-0.710,-1.370
4,2:00,3,10,CIN 15,3,37,Jon Kitna pass incomplete intended for Kevin Walter,-1.370,-2.440
4,1:55,4,10,CIN 15,3,37,"Kyle Larson punts 49 yards, fair catch by Eddie Kennison",-2.440,-1.330
4,1:46,1,10,KAN 36,3,37,Trent Green kneels for -1 yards,1.330,0.660
4,1:09,2,11,KAN 35,3,37,Trent Green kneels for -1 yards,0.660,-0.160
4,0:33,3,12,KAN 34,3,37,Trent Green kneels for -1 yards,-0.160,-1.180
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
