Quarter,Time,Down,ToGo,Location,CIN,KAN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Bengals won the coin toss, Bengals to receive the opening kickoff.",,
1,15:00,,,KAN 30,0,0,"Lawrence Tynes kicks off 62 yards, returned by Tab Perry for 25 yards (tackle by Gary Stills)",0.000,1.140
1,14:54,1,10,CIN 33,0,0,Chad Johnson left end for 6 yards (tackle by Jared Allen),1.140,1.400
1,14:14,2,4,CIN 39,0,0,Rudi Johnson up the middle for 3 yards (tackle by Derrick Johnson and Jimmy Wilkerson),1.400,1.090
1,13:34,3,1,CIN 42,0,0,Rudi Johnson up the middle for 2 yards (tackle by Ryan Sims),1.090,1.860
1,12:44,,,,0,0,Timeout #1 by Cincinnati Bengals,0.000,1.860
1,12:44,1,10,CIN 44,0,0,Carson Palmer pass incomplete intended for Chad Johnson (defended by Kawika Mitchell),1.860,1.320
1,12:40,2,10,CIN 44,0,0,Rudi Johnson up the middle for 4 yards (tackle by Jared Allen),1.320,1.160
1,12:00,3,6,CIN 48,0,0,Carson Palmer pass complete to T.J. Houshmandzadeh for 8 yards (tackle by Benny Sapp),1.160,2.650
1,11:27,1,10,KAN 44,0,0,Carson Palmer pass incomplete intended for Chris Henry,2.650,2.110
1,11:21,2,10,KAN 44,0,0,Carson Palmer pass complete to Rudi Johnson for -1 yards (tackle by Jimmy Wilkerson),2.110,1.290
1,10:41,3,11,KAN 45,0,0,Carson Palmer pass incomplete intended for T.J. Houshmandzadeh (defended by Eric Warfield),1.290,0.270
1,10:29,4,11,KAN 45,0,0,"Kyle Larson punts 31 yards, fair catch by Dante Hall",0.270,0.280
1,10:21,1,10,KAN 14,0,0,Larry Johnson left end for 5 yards (tackle by Brian Simmons),-0.280,-0.040
1,9:42,2,5,KAN 19,0,0,Trent Green pass complete to Dante Hall for 4 yards (tackle by Kevin Kaesviharn),-0.040,-0.320
1,9:04,3,1,KAN 23,0,0,Larry Johnson left end for 5 yards (tackle by Robert Geathers),-0.320,0.810
1,8:27,1,10,KAN 28,0,0,"Trent Green for no gain. Trent Green fumbles, recovered by Larry Johnson at KAN-22. Penalty on Justin Smith: Unnecessary Roughness, 15 yards",0.810,1.400
1,8:04,1,10,KAN 37,0,0,Trent Green pass complete to Dee Brown for 6 yards (tackle by Brian Simmons),1.400,1.670
1,7:25,2,4,KAN 43,0,0,Larry Johnson left end for 11 yards,1.670,2.520
1,6:58,1,10,CIN 46,0,0,Trent Green pass complete to Eddie Kennison for 23 yards (tackle by Landon Johnson),2.520,4.040
1,6:15,1,10,CIN 23,0,0,Trent Green pass incomplete intended for Eddie Kennison,4.040,3.500
1,6:08,2,10,CIN 23,0,0,Larry Johnson up the middle for no gain (tackle by Robert Geathers and Matthias Askew),3.500,2.810
1,5:28,3,10,CIN 23,0,0,Trent Green up the middle for 2 yards (tackle by Odell Thurman),2.810,2.060
1,4:57,4,8,CIN 21,0,3,Lawrence Tynes 39 yard field goal good,2.060,3.000
1,,,,KAN 30,0,3,"Lawrence Tynes kicks off 68 yards, returned by Tab Perry for 19 yards (tackle by Jimmy Wilkerson). Penalty on Ronnie Cruz: Face Mask (5 Yards), 5 yards",0.000,0.670
1,4:34,1,10,CIN 26,0,3,Carson Palmer pass complete to Chad Johnson for 32 yards (tackle by Eric Warfield),0.670,2.790
1,4:02,1,10,KAN 42,0,3,Carson Palmer pass complete to Chad Johnson for 10 yards (tackle by Patrick Surtain),2.790,3.450
1,3:31,1,10,KAN 32,0,3,Rudi Johnson up the middle for -1 yards (tackle by Jimmy Wilkerson and Kawika Mitchell),3.450,2.770
1,2:53,2,11,KAN 33,0,3,Carson Palmer pass complete to Chad Johnson for 5 yards (tackle by Eric Warfield),2.770,2.740
1,2:05,,,,0,3,Timeout #2 by Cincinnati Bengals,0.000,2.740
1,2:05,3,6,KAN 28,0,3,Chris Perry up the middle for -3 yards (tackle by Derrick Johnson),2.740,1.320
1,2:05,4,9,KAN 31,3,3,Shayne Graham 49 yard field goal good,1.320,3.000
1,,,,CIN 30,3,3,"Shayne Graham kicks off 62 yards, returned by Dante Hall for 22 yards",,
1,1:08,1,10,KAN 30,3,3,Trent Green pass incomplete intended for Dante Hall,0.940,0.390
1,1:06,2,10,KAN 30,3,3,Larry Johnson up the middle for 27 yards (tackle by Keiwan Ratliff). Penalty on David Pollack: Defensive Offside (Declined),0.390,2.720
1,0:46,1,10,CIN 43,3,3,Larry Johnson left end for 3 yards (tackle by Shaun Smith),2.720,2.580
1,0:08,2,7,CIN 40,3,3,Trent Green pass complete to Eddie Kennison for 15 yards (tackle by Tory James),2.580,3.910
Quarter,Time,Down,ToGo,Location,CIN,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CIN 25,3,3,Larry Johnson up the middle for 5 yards (tackle by Landon Johnson),3.910,4.040
2,14:25,2,5,CIN 20,3,3,"Penalty on Brian Waters: False Start, 5 yards (no play)",4.040,3.360
2,14:01,2,10,CIN 25,3,3,"Penalty on Eddie Kennison: False Start, 5 yards (no play)",3.360,2.690
2,13:37,2,15,CIN 30,3,3,Trent Green pass complete to Eddie Kennison for 11 yards (tackle by Tory James and Landon Johnson),2.690,3.490
2,13:00,3,4,CIN 19,3,3,Trent Green pass complete to Dante Hall for 12 yards (tackle by Keiwan Ratliff and Ifeanyi Ohalete),3.490,5.600
2,12:17,1,7,CIN 7,3,3,Larry Johnson right end for -1 yards (tackle by Landon Johnson),5.600,4.570
2,11:35,2,8,CIN 8,3,3,"Larry Johnson right end for 4 yards (tackle by Brian Simmons and Justin Smith). Penalty on Casey Wiegmann: Unnecessary Roughness, 15 yards",4.570,2.490
2,11:12,3,19,CIN 19,3,3,Trent Green pass complete to Larry Johnson for 13 yards (tackle by Kevin Kaesviharn),2.490,2.990
2,11:12,4,6,CIN 6,3,6,Lawrence Tynes 24 yard field goal good,2.990,3.000
2,,,,KAN 30,3,6,"Lawrence Tynes kicks off 56 yards, returned by Tab Perry for 16 yards (tackle by Rich Scanlon)",0.000,0.940
2,10:20,1,10,CIN 30,3,6,Rudi Johnson left end for -1 yards (tackle by Kawika Mitchell),0.940,0.260
2,9:41,2,11,CIN 29,3,6,Jon Kitna pass complete to Tab Perry for 3 yards (tackle by Derrick Johnson),0.260,-0.030
2,9:04,3,8,CIN 32,3,6,Jon Kitna pass complete to Matt Schobel for 10 yards (tackle by Sammy Knight),-0.030,1.730
2,8:37,1,10,CIN 42,3,6,Rudi Johnson up the middle for 2 yards (tackle by Jared Allen),1.730,1.460
