Quarter,Time,Down,ToGo,Location,BAL,SDG,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Ravens won the coin toss, Ravens to receive the opening kickoff.",,
1,15:00,,,SDG 30,0,0,"Nate Kaeding kicks off 60 yards, returned by Yamon Figurs for 16 yards (tackle by Eric Weddle)",0.000,0.670
1,14:54,1,10,BAL 26,0,0,Willis McGahee right tackle for 3 yards (tackle by Matt Wilhelm and Jamal Williams),0.670,0.540
1,14:54,2,7,BAL 29,0,0,Kyle Boller pass complete short left to Derrick Mason for 5 yards (tackle by Shaun Phillips),0.540,0.500
1,14:54,3,2,BAL 34,0,0,Kyle Boller pass incomplete short left intended for Derrick Mason,0.500,-1.110
1,14:54,4,2,BAL 34,0,0,Sam Koch punts 45 yards,-1.110,-0.340
1,13:27,1,10,SDG 21,0,0,LaDainian Tomlinson left tackle for 1 yard (tackle by Jarret Johnson),0.340,-0.070
1,13:00,2,9,SDG 22,0,0,LaDainian Tomlinson left end for no gain (tackle by Jarret Johnson),-0.070,-0.760
1,12:19,3,9,SDG 22,0,0,Philip Rivers pass complete short right to Legedu Naanee for 8 yards (tackle by Corey Ivy),-0.760,-1.370
1,11:41,4,1,SDG 30,0,0,"Mike Scifres punts 70 yards, touchback",-1.370,-0.280
1,11:31,1,10,BAL 20,0,0,Kyle Boller pass incomplete short right intended for Derrick Mason (defended by Drayton Florence),0.280,-0.270
1,11:27,2,10,BAL 20,0,0,Willis McGahee up the middle for -4 yards (tackle by Shawne Merriman),-0.270,-1.690
1,10:46,3,14,BAL 16,0,0,"Kyle Boller up the middle for 7 yards (tackle by Marlon McCree). Penalty on Shawne Merriman: Defensive Offside, 5 yards (no play)",-1.690,-0.820
1,10:15,3,9,BAL 21,0,0,Kyle Boller pass complete deep middle to Derrick Mason for 19 yards (tackle by Eric Weddle),-0.820,1.600
1,9:35,1,10,BAL 40,0,0,Willis McGahee right tackle for 8 yards (tackle by Jamal Williams and Matt Wilhelm),1.600,2.130
1,9:02,2,2,BAL 48,0,0,Willis McGahee right end for 3 yards (tackle by Quentin Jammer),2.130,2.320
1,8:24,1,10,SDG 49,0,0,"Kyle Boller pass incomplete deep right intended for Devard Darling. Penalty on Quentin Jammer: Defensive Pass Interference, 15 yards (no play)",2.320,3.310
1,8:16,1,10,SDG 34,0,0,Musa Smith up the middle for -2 yards (tackle by Stephen Cooper),3.310,2.500
1,7:40,2,12,SDG 36,0,0,Kyle Boller pass incomplete short left intended for Derrick Mason,2.500,1.820
1,7:36,,,,0,0,Timeout #1 by Baltimore Ravens,0.000,1.820
1,7:36,3,12,SDG 36,0,0,Kyle Boller pass incomplete short right intended for Derrick Mason,1.820,0.880
1,7:36,4,12,SDG 36,0,0,Penalty on BAL: Delay of Game (Declined),0.880,0.880
1,7:36,4,12,SDG 36,0,0,"Sam Koch punts 15 yards, returned by Kassim Osgood for no gain",0.880,-0.340
1,7:22,1,10,SDG 21,0,0,Philip Rivers pass complete short left to Chris Chambers for 7 yards (tackle by Samari Rolle),0.340,0.750
1,7:00,2,3,SDG 28,0,0,LaDainian Tomlinson right end for 2 yards (tackle by Ray Lewis),0.750,0.300
1,6:26,3,1,SDG 30,0,0,Philip Rivers pass complete short right to LaDainian Tomlinson for 3 yards (tackle by Terrell Suggs),0.300,1.140
1,5:57,1,10,SDG 33,0,0,Philip Rivers pass complete short left to Vincent Jackson for 7 yards,1.140,1.540
1,5:31,2,3,SDG 40,0,0,Philip Rivers pass incomplete short right intended for Chris Chambers,1.540,0.830
1,5:23,3,3,SDG 40,0,0,Philip Rivers pass incomplete short middle intended for Antonio Gates (defended by Ray Lewis),0.830,-0.720
1,5:21,4,3,SDG 40,0,0,Mike Scifres punts 49 yards,-0.720,0.370
1,5:08,1,10,BAL 11,0,0,Kyle Boller pass incomplete deep middle intended for Derrick Mason (defended by Quentin Jammer),-0.370,-0.780
1,5:02,2,10,BAL 11,0,0,Willis McGahee up the middle for -2 yards (tackle by Jamal Williams and Shawne Merriman),-0.780,-1.650
1,4:15,3,12,BAL 9,0,0,"Penalty on Antonio Cromartie: Illegal Contact, 5 yards (no play)",-1.650,-0.280
1,4:14,1,10,BAL 14,0,0,Willis McGahee right end for 6 yards (tackle by Igor Olshansky),-0.280,0.150
1,3:37,2,4,BAL 20,0,0,Willis McGahee left end for 1 yard (tackle by Igor Olshansky and Shaun Phillips),0.150,-0.560
1,2:55,3,3,BAL 21,0,0,Kyle Boller pass incomplete short right intended for Quinn Sypniewski (defended by Eric Weddle),-0.560,-1.960
1,2:52,4,3,BAL 21,0,0,"Sam Koch punts 41 yards, returned by Darren Sproles for 7 yards (tackle by Gary Stills)",-1.960,-1.930
1,2:42,1,10,SDG 45,0,0,Philip Rivers pass complete short right to LaDainian Tomlinson for 7 yards (tackle by Dawan Landry),1.930,2.330
1,2:20,2,3,BAL 48,0,0,"LaDainian Tomlinson left tackle for 1 yard (tackle by Dawan Landry). Penalty on Kelly Gregg: Defensive Holding, 5 yards",2.330,2.790
1,1:57,1,10,BAL 42,0,0,Philip Rivers pass complete short right to Chris Chambers for 2 yards (tackle by Dawan Landry),2.790,2.510
