Quarter,Time,Down,ToGo,Location,BAL,SDG,Detail,EPB,EPA
1,1:20,2,8,BAL 40,0,0,Philip Rivers pass complete short right to Vincent Jackson for 9 yards (tackle by Corey Ivy),2.510,3.510
1,0:55,1,10,BAL 31,0,0,LaDainian Tomlinson left tackle for no gain (tackle by Ray Lewis),3.510,2.970
1,0:16,2,10,BAL 31,0,0,Philip Rivers pass complete short right to LaDainian Tomlinson for 15 yards (tackle by Dwan Edwards),2.970,4.510
Quarter,Time,Down,ToGo,Location,BAL,SDG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,BAL 16,0,0,LaDainian Tomlinson up the middle for 4 yards (tackle by Bart Scott and Kelly Gregg),4.510,4.570
2,14:22,2,6,BAL 12,0,0,Philip Rivers pass complete short right to LaDainian Tomlinson for 5 yards (tackle by Jarret Johnson),4.570,4.850
2,13:52,,,,0,0,Timeout #1 by San Diego Chargers,0.000,4.850
2,13:50,3,1,BAL 7,0,0,LaDainian Tomlinson up the middle for -1 yards (tackle by Terrell Suggs and Haloti Ngata),4.850,2.990
2,13:14,4,2,BAL 8,0,3,Nate Kaeding 27 yard field goal good,2.990,3.000
2,,,,SDG 30,0,3,"Nate Kaeding kicks off 64 yards, returned by Yamon Figurs for 57 yards (tackle by Clinton Hart)",0.000,3.120
2,12:53,1,10,SDG 37,0,3,Willis McGahee right end for 4 yards (tackle by Matt Wilhelm),3.120,3.110
2,12:30,2,6,SDG 33,0,3,Willis McGahee up the middle for 7 yards (tackle by Clinton Hart),3.110,3.840
2,12:01,1,10,SDG 26,0,3,Willis McGahee right tackle for no gain (tackle by Shawne Merriman),3.840,3.300
2,11:24,2,10,SDG 26,0,3,Kyle Boller pass complete short left to Quinn Sypniewski for 2 yards (tackle by Drayton Florence),3.300,2.870
2,10:39,3,8,SDG 24,0,3,Kyle Boller pass complete deep right to Derrick Mason for 23 yards (tackle by Clinton Hart),2.870,6.970
2,10:07,1,1,SDG 1,6,3,"Willis McGahee up the middle for 1 yard, touchdown",6.970,7.000
2,,,,SDG 2,7,3,Matt Stover kicks extra point good,0.000,0.000
2,,,,BAL 30,7,3,Matt Stover kicks off 63 yards,0.000,1.600
2,9:59,1,10,SDG 40,7,3,Philip Rivers pass complete short left to Antonio Gates for 5 yards (tackle by Jarret Johnson),1.600,1.730
2,9:22,2,5,SDG 45,7,3,LaDainian Tomlinson for -4 yards (tackle by Bart Scott),1.730,0.500
2,8:47,3,9,SDG 41,7,3,Philip Rivers pass complete short right to Vincent Jackson for 13 yards (tackle by Derrick Martin),0.500,2.520
2,8:21,1,10,BAL 46,7,3,Philip Rivers pass incomplete deep right intended for Antonio Gates,2.520,1.980
2,8:15,2,10,BAL 46,7,3,Philip Rivers pass complete short left to Antonio Gates for 11 yards (tackle by Dawan Landry),1.980,3.250
2,7:27,1,10,BAL 35,7,3,Philip Rivers pass incomplete short right intended for LaDainian Tomlinson,3.250,2.700
2,7:23,2,10,BAL 35,7,9,"Philip Rivers pass complete deep middle to Antonio Gates for 35 yards, touchdown",2.700,7.000
2,,,,BAL 2,7,9,Nate Kaeding kicks extra point no good,0.000,-1.000
2,,,,SDG 30,7,9,"Nate Kaeding kicks off 62 yards, returned by Yamon Figurs for 23 yards (tackle by Kassim Osgood)",0.000,1.000
2,7:10,1,10,BAL 31,7,9,Kyle Boller pass complete short left to Derrick Mason for 11 yards (tackle by Shawne Merriman),1.000,1.730
2,6:38,1,10,BAL 42,7,9,Willis McGahee right end for 2 yards (tackle by Antonio Cromartie),1.730,1.460
2,6:00,2,8,BAL 44,7,9,"Kyle Boller sacked by Shawne Merriman for -14 yards. Kyle Boller fumbles (forced by Shawne Merriman), recovered by Marques Harris at BAL-30 and returned for 1 yards (tackle by Jonathan Ogden)",1.460,-3.640
2,5:52,1,10,BAL 29,7,9,LaDainian Tomlinson right end for 2 yards (tackle by Corey Ivy),3.640,3.370
2,5:22,2,8,BAL 27,7,9,Philip Rivers pass incomplete short middle intended for LaDainian Tomlinson,3.370,2.680
2,5:18,3,8,BAL 27,7,9,Philip Rivers pass incomplete,2.680,1.670
2,5:11,4,8,BAL 27,7,12,Nate Kaeding 46 yard field goal good,1.670,3.000
2,,,,SDG 30,7,12,"Nate Kaeding kicks off 70 yards, touchback",0.000,0.280
2,5:09,1,10,BAL 20,7,12,Kyle Boller pass complete short left to Lee Vickers for -1 yards (tackle by Shaun Phillips),0.280,-0.460
2,5:09,2,11,BAL 19,7,12,Kyle Boller pass incomplete short right intended for Devard Darling,-0.460,-1.140
2,4:35,3,11,BAL 19,7,12,Kyle Boller sacked by Jacques Cesaire for -8 yards,-1.140,-2.490
2,3:59,4,19,BAL 11,7,12,"Sam Koch punts 45 yards, returned by Darren Sproles for 7 yards (tackle by Derrick Martin)",-2.490,-2.320
2,3:47,1,10,BAL 49,7,12,Philip Rivers pass complete short left to Antonio Gates for 14 yards,2.320,3.250
,,,,,,,"BAL challenged the runner was in bounds ruling, and the play was upheld.",,
2,3:10,1,10,BAL 35,7,12,LaDainian Tomlinson up the middle for 3 yards (tackle by Justin Bannan),3.250,3.110
2,2:39,2,7,BAL 32,7,12,Philip Rivers pass complete short left to Chris Chambers for 6 yards (tackle by Samari Rolle),3.110,3.200
2,2:00,3,1,BAL 26,7,12,Philip Rivers up the middle for 2 yards (tackle by Haloti Ngata and Bart Scott),3.200,3.970
2,1:26,1,10,BAL 24,7,12,Philip Rivers pass incomplete short left intended for Chris Chambers,3.970,3.430
2,1:22,2,10,BAL 24,7,12,Philip Rivers pass complete short right to Antonio Gates for 15 yards (tackle by Derrick Martin),3.430,5.140
2,0:41,1,9,BAL 9,7,12,Philip Rivers pass incomplete short left intended for Vincent Jackson,5.140,4.380
2,0:35,2,9,BAL 9,7,12,Philip Rivers pass complete short left to LaDainian Tomlinson for 4 yards (tackle by Ed Reed),4.380,4.260
2,0:30,3,5,BAL 5,7,18,"Philip Rivers pass complete short left to Chris Chambers for 5 yards, touchdown",4.260,7.000
2,,,,BAL 2,7,19,Nate Kaeding kicks extra point good,0.000,0.000
2,,,,SDG 30,7,19,--,0.000,3.310
2,0:22,1,10,BAL 34,7,19,Philip Rivers pass complete to LaDainian Tomlinson for 11 yards (tackle by Bart Scott),3.310,4.040
2,0:14,1,10,BAL 23,7,19,Philip Rivers pass complete to Brandon Manumaleuna for no gain,4.040,3.500
2,0:07,,,,7,19,Timeout #2 by San Diego Chargers,0.000,3.500
2,0:03,2,10,BAL 23,7,22,Nate Kaeding 41 yard field goal good,3.500,3.000
2,,,,SDG 30,7,22,"Nate Kaeding kicks off 44 yards, returned by Yamon Figurs for 15 yards (tackle by Marques Harris)",0.000,0.940
Quarter,Time,Down,ToGo,Location,BAL,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 30,7,22,"Matt Stover kicks off 69 yards, returned by Darren Sproles for 27 yards (tackle by Gary Stills)",0.000,0.810
3,14:55,1,10,SDG 28,7,22,LaDainian Tomlinson left tackle for 5 yards (tackle by Terrell Suggs),0.810,0.940
3,14:21,2,5,SDG 33,7,22,LaDainian Tomlinson up the middle for 4 yards (tackle by Haloti Ngata and Kelly Gregg),0.940,0.760
3,13:48,3,1,SDG 37,7,22,LaDainian Tomlinson left end for 36 yards (tackle by Ed Reed),0.760,3.780
3,12:59,1,10,BAL 27,7,22,Michael Turner right tackle for 1 yard (tackle by Kelly Gregg and Ray Lewis),3.780,3.370
3,12:19,2,9,BAL 26,7,22,Michael Turner left end for 1 yard (tackle by Terrell Suggs and Samari Rolle),3.370,2.810
3,11:36,3,8,BAL 25,7,28,"Philip Rivers pass complete deep left to Antonio Gates for 25 yards, touchdown",2.810,7.000
3,,,,BAL 2,7,29,Nate Kaeding kicks extra point good,0.000,0.000
3,,,,SDG 30,7,29,"Nate Kaeding kicks off 65 yards, returned by Yamon Figurs for 26 yards (tackle by Jyles Tucker)",0.000,1.000
3,11:24,1,10,BAL 31,7,29,Willis McGahee left tackle for 6 yards (tackle by Igor Olshansky and Jamal Williams),1.000,1.270
3,10:47,2,4,BAL 37,7,29,Willis McGahee up the middle for 13 yards (tackle by Shaun Phillips and Marlon McCree),1.270,2.260
3,10:13,1,10,,7,29,Willis McGahee right tackle for 3 yards (tackle by Jamal Williams and Shawne Merriman),2.260,2.120
3,9:35,2,7,SDG 47,7,29,Musa Smith right tackle for 2 yards (tackle by Igor Olshansky),2.120,1.690
3,8:56,3,5,SDG 45,7,29,Kyle Boller pass complete short right to Mark Clayton for 8 yards (tackle by Quentin Jammer),1.690,3.120
3,8:19,1,10,SDG 37,7,29,Kyle Boller pass complete short middle to Musa Smith for 2 yards (tackle by Marlon McCree),3.120,2.840
3,7:37,2,8,SDG 35,7,29,Kyle Boller pass incomplete short right intended for Le'Ron McClain,2.840,2.150
3,7:30,3,8,SDG 35,7,29,Kyle Boller pass complete short left to Musa Smith for 11 yards (tackle by Marlon McCree),2.150,3.970
3,6:50,1,10,SDG 24,7,29,Willis McGahee up the middle for 4 yards (tackle by Brandon McKinney and Stephen Cooper),3.970,3.970
3,6:12,2,6,SDG 20,7,29,Kyle Boller pass complete short right to Derrick Mason for 7 yards (tackle by Drayton Florence),3.970,4.710
3,5:46,1,10,SDG 13,13,29,"Kyle Boller pass complete short right to Le'Ron McClain for 13 yards, touchdown",4.710,7.000
3,,,,SDG 2,14,29,Matt Stover kicks extra point good,0.000,0.000
3,,,,BAL 30,14,29,"Matt Stover kicks off 71 yards, returned by Darren Sproles for 32 yards (tackle by Antwan Barnes)",0.000,1.000
3,5:33,1,10,SDG 31,14,29,LaDainian Tomlinson up the middle for 2 yards (tackle by Haloti Ngata),1.000,0.730
3,4:58,2,8,SDG 33,14,29,Philip Rivers pass incomplete,0.730,0.040
3,4:52,3,8,SDG 33,14,29,Philip Rivers pass complete short right to Vincent Jackson for 5 yards (tackle by Derrick Martin),0.040,-0.850
3,4:15,4,3,SDG 38,14,29,"Mike Scifres punts 41 yards, fair catch by Yamon Figurs",-0.850,-0.340
3,4:07,1,10,BAL 21,14,29,"Kyle Boller pass incomplete short left intended for Derrick Mason. Penalty on Clinton Hart: Roughing the Passer, 15 yards (no play)",0.340,1.330
3,4:02,1,10,BAL 36,14,29,"Kyle Boller sacked by Igor Olshansky for -5 yards. Kyle Boller fumbles (forced by Igor Olshansky), recovered by Mike Flynn at BAL-30",1.330,-0.020
3,3:18,2,16,BAL 30,14,29,Kyle Boller pass complete short right to Willis McGahee for 1 yard (tackle by Ryon Bingham). Penalty on Marshall Yanda: Ineligible Downfield Pass (Declined),-0.020,-0.560
3,2:52,3,15,BAL 31,14,29,Kyle Boller pass complete to Derrick Mason for 19 yards (tackle by Eric Weddle),-0.560,2.260
3,2:22,1,10,,14,29,Willis McGahee right tackle for 4 yards (tackle by Quentin Jammer),2.260,2.250
3,1:41,2,6,SDG 46,14,29,Musa Smith up the middle for -3 yards (tackle by Stephen Cooper),2.250,1.160
3,1:01,3,9,SDG 49,14,29,Kyle Boller pass complete to Mark Clayton for 7 yards (tackle by Clinton Hart),1.160,0.460
3,0:19,,,,14,29,Timeout #1 by Baltimore Ravens,0.000,0.460
3,0:19,4,2,SDG 42,14,29,"Kyle Boller pass incomplete short left intended for Mark Clayton. Penalty on Quinn Sypniewski: Offensive Pass Interference, 10 yards (no play)",0.460,-0.190
Quarter,Time,Down,ToGo,Location,BAL,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,12,BAL 48,14,29,"Sam Koch punts 40 yards, fair catch by Darren Sproles",-0.190,0.350
4,14:52,1,10,SDG 12,14,29,LaDainian Tomlinson left tackle for 1 yard (tackle by Jarret Johnson and Ray Lewis),-0.350,-0.700
4,14:14,2,9,SDG 13,14,29,Philip Rivers pass complete short left to Vincent Jackson for 31 yards (tackle by Ray Lewis),-0.700,1.860
4,13:24,1,10,SDG 44,14,29,Philip Rivers pass incomplete,1.860,1.320
4,13:16,2,10,SDG 44,14,29,"LaDainian Tomlinson up the middle for 1 yard (tackle by Terrell Suggs and Kelly Gregg). Penalty on Ray Lewis: Personal Foul, 15 yards",1.320,2.920
4,12:48,1,10,BAL 40,14,29,LaDainian Tomlinson up the middle for 5 yards (tackle by Dwan Edwards and Ray Lewis),2.920,3.050
4,12:11,2,5,BAL 35,14,29,LaDainian Tomlinson left tackle for 4 yards (tackle by Ray Lewis),3.050,2.870
4,11:30,3,1,BAL 31,14,29,Philip Rivers up the middle for 1 yard (tackle by Justin Bannan),2.870,3.580
4,10:46,1,10,BAL 30,14,29,LaDainian Tomlinson left tackle for 2 yards (tackle by Samari Rolle and Jarret Johnson),3.580,3.300
4,10:05,2,8,BAL 28,14,29,LaDainian Tomlinson right tackle for 3 yards (tackle by Jarret Johnson),3.300,3.010
4,9:22,3,5,BAL 25,14,29,Philip Rivers pass complete short left to Chris Chambers for 2 yards (tackle by Samari Rolle),3.010,2.030
4,8:45,4,3,BAL 23,14,32,Nate Kaeding 41 yard field goal good,2.030,3.000
4,,,,SDG 30,14,32,"Nate Kaeding kicks off 70 yards, returned by Yamon Figurs for 15 yards (tackle by Marlon McCree)",0.000,-0.220
4,8:02,1,10,BAL 15,14,32,Kyle Boller sacked by Shaun Phillips and Ryon Bingham for -10 yards,-0.220,-1.510
4,8:01,2,20,BAL 5,14,32,Kyle Boller pass complete short left to Willis McGahee for 1 yard (tackle by Shawne Merriman),-1.510,-2.470
4,7:25,3,19,BAL 6,14,32,Kyle Boller pass incomplete deep right intended for Mark Clayton,-2.470,-2.490
4,7:18,4,19,BAL 6,14,32,"Sam Koch punts 36 yards, returned by Darren Sproles for 3 yards (tackle by Derrick Martin)",-2.490,-2.980
4,7:07,1,10,BAL 39,14,32,LaDainian Tomlinson right tackle for 2 yards (tackle by Terrell Suggs),2.980,2.710
4,6:23,2,8,BAL 37,14,32,LaDainian Tomlinson right end for no gain (tackle by Bart Scott and Dawan Landry),2.710,2.020
4,5:40,3,8,BAL 37,14,32,LaDainian Tomlinson up the middle for 5 yards (tackle by Haloti Ngata),2.020,1.290
4,4:54,,,,14,32,Timeout #1 by San Diego Chargers,0.000,1.290
4,4:54,4,3,BAL 32,14,32,Philip Rivers pass complete short right to Craig Davis for 4 yards (tackle by Corey Ivy),1.290,3.710
,,,,,,,"BAL challenged the ruling, and the play was upheld.",,
4,4:06,1,10,BAL 28,14,32,"LaDainian Tomlinson up the middle for no gain (tackle by Jarret Johnson). Penalty on Kris Dielman: Offensive Holding, 10 yards (no play)",3.710,3.050
4,4:06,1,20,BAL 38,14,32,"LaDainian Tomlinson right tackle for no gain (tackle by Jarret Johnson and Corey Ivy). Penalty on Jeromey Clary: Offensive Holding, 10 yards (no play)",3.050,2.390
4,4:00,1,30,BAL 48,14,32,LaDainian Tomlinson up the middle for -1 yards (tackle by Terrell Suggs),2.390,0.330
4,3:54,,,,14,32,Timeout #3 by Baltimore Ravens,0.000,0.330
4,3:53,2,31,BAL 49,14,32,Darren Sproles left tackle for no gain (tackle by Haloti Ngata),0.330,-0.300
4,3:09,3,31,BAL 49,14,32,Darren Sproles up the middle for 1 yard (tackle by Kelly Gregg),-0.300,0.070
4,2:24,,,,14,32,Timeout #2 by San Diego Chargers,0.000,0.070
4,2:24,4,30,BAL 48,14,32,Mike Scifres punts 32 yards,0.070,0.140
4,2:16,1,10,BAL 16,14,32,Kyle Boller pass complete short left to Devard Darling for 11 yards (tackle by Drayton Florence),-0.140,0.740
4,2:00,1,10,BAL 27,14,32,Kyle Boller pass complete short middle to Devard Darling for 13 yards (tackle by Drayton Florence),0.740,1.600
4,1:36,1,10,BAL 40,14,32,Kyle Boller pass complete short middle to Derrick Mason for 15 yards (tackle by Stephen Cooper),1.600,2.590
4,1:13,1,10,SDG 45,14,32,Kyle Boller pass complete short middle to Musa Smith for 8 yards (tackle by Quentin Jammer),2.590,3.120
4,0:49,2,2,SDG 37,14,32,Kyle Boller pass complete short middle to Musa Smith for 7 yards (tackle by Stephen Cooper),3.120,3.580
4,0:25,1,10,SDG 30,14,32,Kyle Boller pass incomplete short right intended for Derrick Mason (defended by Brandon McKinney),3.580,3.030
4,0:20,2,10,SDG 30,14,32,Kyle Boller pass complete short left to Mike Anderson for 9 yards (tackle by Matt Wilhelm),3.030,3.530
4,0:01,3,1,SDG 21,14,32,Kyle Boller spiked the ball,3.530,2.210
4,0:01,4,1,SDG 21,14,32,Kyle Boller pass incomplete deep left intended for Devard Darling,2.210,0.340
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
