Quarter,Time,Down,ToGo,Location,NWE,DEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Patriots won the coin toss and deferred, Broncos to receive the opening kickoff.",,
1,15:00,,,NWE 30,0,0,"Stephen Gostkowski kicks off 70 yards, touchback",0.000,0.280
1,15:00,1,10,DEN 20,0,0,Knowshon Moreno middle for 12 yards (tackle by Gary Guyton),0.280,1.070
1,14:25,1,10,DEN 32,0,0,Kyle Orton pass complete short left to Brandon Marshall for 2 yards (tackle by Leigh Bodden),1.070,0.800
1,13:49,2,8,DEN 34,0,0,Kyle Orton pass complete short right to Brandon Marshall for 13 yards (tackle by Brandon Meriweather),0.800,2.060
1,13:25,1,10,DEN 47,0,0,Knowshon Moreno middle for 5 yards (tackle by Brandon Meriweather),2.060,2.190
1,12:51,2,5,NWE 48,0,0,Kyle Orton pass complete short left to Tony Scheffler for 14 yards (tackle by Leigh Bodden),2.190,3.310
1,12:12,1,10,NWE 34,0,0,Knowshon Moreno right guard for 5 yards (tackle by Ty Warren),3.310,3.450
1,11:44,,,,0,0,Timeout #1 by New England Patriots,0.000,3.450
1,11:44,2,5,NWE 29,0,0,Knowshon Moreno right guard for -1 yards (tackle by Brandon Meriweather and Vince Wilfork),3.450,2.610
1,11:11,3,6,NWE 30,0,0,Kyle Orton pass incomplete short middle intended for Brandon Stokley (defended by Brandon McGowan),2.610,1.430
1,11:05,4,6,NWE 30,0,0,Matt Prater 48 yard field goal no good,1.430,-1.470
1,11:00,1,10,NWE 38,0,0,Sammy Morris right tackle for 5 yards (tackle by Kenny Peterson),1.470,1.600
1,10:21,2,5,NWE 43,0,0,Sammy Morris middle for 1 yard (tackle by Jack Williams),1.600,1.020
1,9:40,3,4,NWE 44,0,0,Tom Brady pass complete short right to Julian Edelman for 6 yards (tackle by Brian Dawkins),1.020,2.260
1,9:04,1,10,,0,0,Tom Brady pass complete short right to Sammy Morris for 35 yards (tackle by Renaldo Hill and Brian Dawkins),2.260,4.580
1,8:20,1,10,DEN 15,0,0,Sammy Morris right end for no gain (tackle by Andra Davis),4.580,3.950
1,7:36,2,10,DEN 15,0,0,Sammy Morris right guard for 7 yards (tackle by Brian Dawkins and Renaldo Hill),3.950,4.450
1,6:51,3,3,DEN 8,6,0,"Tom Brady pass complete short middle to Wes Welker for 8 yards, touchdown",4.450,7.000
1,,,,DEN 2,7,0,Stephen Gostkowski kicks extra point good,0.000,0.000
1,,,,NWE 30,7,0,"Stephen Gostkowski kicks off 76 yards, returned by Kenny McKinley for 25 yards (tackle by Matt Slater)",0.000,0.150
1,6:39,1,10,DEN 19,7,0,Knowshon Moreno left tackle for 3 yards (tackle by Brandon McGowan),0.150,0.070
1,6:07,2,7,DEN 22,7,0,Knowshon Moreno right guard for 13 yards (tackle by Gary Guyton),0.070,1.270
1,5:33,1,10,DEN 35,7,0,"Kyle Orton pass complete short middle to Knowshon Moreno for 7 yards (tackle by Jerod Mayo). Knowshon Moreno fumbles (forced by Jerod Mayo), recovered by Brandon McGowan at DEN-43 (tackle by Jabar Gaffney)",1.270,-2.720
,,,,,,,"DEN challenged the fumble ruling, and the play was upheld.",,
1,5:18,1,10,DEN 43,7,0,Sammy Morris right tackle for 10 yards (tackle by D.J. Williams),2.720,3.380
1,4:40,1,10,DEN 33,7,0,Sammy Morris right tackle for -2 yards (tackle by Brian Dawkins and Kenny Peterson),3.380,2.570
1,4:07,2,12,DEN 35,7,0,Tom Brady pass incomplete short left intended for Wes Welker (defended by Jack Williams),2.570,1.880
1,4:02,3,12,DEN 35,7,0,Tom Brady pass incomplete deep left intended for Randy Moss,1.880,0.970
1,3:56,4,12,DEN 35,10,0,Stephen Gostkowski 53 yard field goal good,0.970,3.000
1,,,,NWE 30,10,0,"Stephen Gostkowski kicks off 70 yards, touchback",0.000,0.280
1,3:51,1,10,DEN 20,10,0,Kyle Orton pass complete short right to Eddie Royal for 8 yards (tackle by Brandon Meriweather),0.280,0.810
1,3:35,2,2,DEN 28,10,0,Knowshon Moreno middle for no gain (tackle by Vince Wilfork),0.810,0.100
1,2:57,,,,10,0,Timeout #2 by Denver Broncos,0.000,0.000
1,2:57,,,,10,0,Timeout #2 by New England Patriots,0.000,0.100
1,2:57,3,2,DEN 28,10,0,Kyle Orton pass complete short middle to Brandon Marshall for 1 yard (tackle by Jerod Mayo),0.100,-1.440
1,2:29,4,1,DEN 29,10,0,"Brett Kern punts 64 yards, returned by Julian Edelman for 16 yards (tackle by Darcel McBath)",-1.440,-0.480
1,2:17,1,10,NWE 23,10,0,Tom Brady pass complete short middle to Julian Edelman for 6 yards (tackle by Robert Ayers),0.480,0.740
1,1:44,2,4,NWE 29,10,0,Sammy Morris middle for 3 yards (tackle by Ronald Fields),0.740,0.430
1,1:08,3,1,NWE 32,10,0,Sammy Morris right end for no gain (tackle by D.J. Williams),0.430,-1.240
1,0:23,4,1,NWE 32,10,0,"Chris Hanson punts 49 yards, returned by Eddie Royal for 11 yards (tackle by Bret Lockett). Eddie Royal fumbles, recovered by Jack Williams at DEN-30 and returned for 8 yards (tackle by Pierre Woods)",-1.240,-1.470
1,0:07,1,10,DEN 38,10,0,Kyle Orton pass complete short middle to Jabar Gaffney for 18 yards (tackle by Brandon McGowan and Leigh Bodden),1.470,2.650
Quarter,Time,Down,ToGo,Location,NWE,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NWE 44,10,0,Knowshon Moreno middle for no gain (tackle by Ty Warren),2.650,2.110
2,14:25,2,10,NWE 44,10,0,Kyle Orton pass complete short left to Jabar Gaffney for 4 yards (tackle by Leigh Bodden),2.110,1.950
2,13:44,3,6,NWE 40,10,0,Kyle Orton pass incomplete short left intended for Tony Scheffler,1.950,0.590
2,13:40,4,6,NWE 40,10,0,"Brett Kern punts 40 yards, touchback",0.590,-0.280
2,13:31,1,10,NWE 20,10,0,Tom Brady pass complete short left to Wes Welker for 6 yards (tackle by Jack Williams),0.280,0.540
2,12:58,2,4,NWE 26,10,0,Tom Brady pass complete short middle to Julian Edelman for 3 yards (tackle by D.J. Williams),0.540,0.230
2,12:23,3,1,NWE 29,10,0,Laurence Maroney right tackle for 2 yards (tackle by Ryan McBean),0.230,1.000
2,11:49,1,10,NWE 31,10,0,Laurence Maroney right guard for 10 yards (tackle by D.J. Williams and Ronald Fields),1.000,1.660
2,11:09,1,10,NWE 41,10,0,Sammy Morris middle for 3 yards (tackle by D.J. Williams),1.660,1.530
2,10:32,2,7,NWE 44,10,0,Tom Brady pass complete short left to Wes Welker for 15 yards (tackle by D.J. Williams). Penalty on DEN: Defensive 12 On-field (Declined),1.530,2.850
2,10:11,1,10,DEN 41,10,0,Tom Brady pass incomplete short left intended for Chris Baker,2.850,2.310
2,10:04,2,10,DEN 41,10,0,Tom Brady pass incomplete short right intended for Chris Baker (defended by Andra Davis),2.310,1.620
,,,,,,,"DEN challenged the pass completion ruling, and the original play was overturned.",,
2,10:01,3,10,DEN 41,10,0,"Kevin Faulk middle for 3 yards (tackle by Wesley Woodyard and D.J. Williams). Penalty on Logan Mankins: Unnecessary Roughness, 15 yards",1.620,-0.260
2,9:42,4,22,NWE 47,10,0,"Chris Hanson punts 43 yards, fair catch by Eddie Royal",-0.260,0.380
2,9:34,1,10,DEN 10,10,0,Kyle Orton sacked by Rob Ninkovich for -3 yards,-0.380,-1.000
2,9:03,2,13,DEN 7,10,0,Kyle Orton pass complete short right to Brandon Marshall for 11 yards (tackle by Jerod Mayo),-1.000,-0.480
2,8:23,3,2,DEN 18,10,0,Kyle Orton pass complete short left to Eddie Royal for 10 yards (tackle by Leigh Bodden),-0.480,0.810
2,7:46,,,,10,0,Timeout #3 by New England Patriots,0.000,0.810
2,7:46,1,10,DEN 28,10,0,"Kyle Orton pass complete short left to Eddie Royal for 13 yards (tackle by Leigh Bodden and Brandon McGowan). Penalty on Ty Warren: Roughing the Passer, 15 yards",0.810,2.650
2,7:13,1,10,NWE 44,10,0,Kyle Orton pass incomplete short middle intended for Brandon Marshall (defended by Rob Ninkovich),2.650,2.110
2,7:05,2,10,NWE 44,10,0,Knowshon Moreno middle for 11 yards (tackle by Brandon McGowan),2.110,3.380
2,6:32,1,10,NWE 33,10,0,Kyle Orton pass complete short left to Eddie Royal for 15 yards (tackle by Leigh Bodden),3.380,4.370
2,5:48,1,10,NWE 18,10,0,Knowshon Moreno right guard for 3 yards (tackle by Ty Warren),4.370,4.250
2,5:12,2,7,NWE 15,10,0,Kyle Orton pass complete short right to Brandon Marshall for 4 yards (tackle by Shawn Springs),4.250,4.260
2,4:36,3,3,NWE 11,10,6,"Kyle Orton pass complete short right to Brandon Marshall for 11 yards, touchdown",4.260,7.000
2,,,,NWE 2,10,7,Matt Prater kicks extra point good,0.000,0.000
2,,,,DEN 30,10,7,"Matt Prater kicks off 67 yards, returned by Julian Edelman for 23 yards (tackle by Darcel McBath)",0.000,0.670
2,4:23,1,10,NWE 26,10,7,Tom Brady pass complete short right to Kevin Faulk for 7 yards (tackle by Champ Bailey),0.670,1.070
2,3:46,2,3,NWE 33,10,7,Tom Brady pass complete short middle to Wes Welker for 12 yards (tackle by Mario Haggan),1.070,1.930
2,3:07,1,10,NWE 45,10,7,Tom Brady pass incomplete short left intended for Wes Welker,1.930,1.380
2,3:01,2,10,NWE 45,10,7,Laurence Maroney middle for 1 yard (tackle by Andra Davis and Ronald Fields),1.380,0.830
2,2:16,3,9,NWE 46,10,7,Tom Brady pass complete short left to Wes Welker for 17 yards (tackle by Andre' Goodman),0.830,3.120
2,2:00,1,10,DEN 37,10,7,Tom Brady pass complete short middle to Kevin Faulk for 16 yards (tackle by Jack Williams),3.120,4.170
2,1:31,1,10,DEN 21,10,7,Tom Brady pass complete short middle to Wes Welker for 11 yards (tackle by Jack Williams),4.170,4.910
2,1:05,1,10,DEN 10,10,7,Kevin Faulk right tackle for no gain (tackle by Vonnie Holliday),4.910,4.190
2,0:39,2,10,DEN 10,10,7,Tom Brady pass complete short middle to Kevin Faulk for 3 yards (tackle by Jack Williams),4.190,3.810
2,0:09,3,7,DEN 7,16,7,"Tom Brady pass complete short middle to Ben Watson for 7 yards, touchdown",3.810,7.000
2,,,,DEN 2,17,7,Stephen Gostkowski kicks extra point good,0.000,0.000
2,,,,NWE 30,17,7,"Stephen Gostkowski kicks off 36 yards, returned by Russ Hochstein for 6 yards (tackle by Patrick Chung)",0.000,1.600
2,0:02,1,10,DEN 40,17,7,Kyle Orton pass incomplete deep right intended for Brandon Marshall is intercepted by Randy Moss at NWE-3,1.600,0.000
Quarter,Time,Down,ToGo,Location,NWE,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 30,17,7,"Matt Prater kicks off 67 yards, returned by Julian Edelman for 23 yards (tackle by Richard Quinn)",0.000,0.670
3,14:54,1,10,NWE 26,17,7,Tom Brady pass incomplete deep right intended for Wes Welker,0.670,0.130
3,14:48,2,10,NWE 26,17,7,Tom Brady pass complete short middle to Ben Watson for 6 yards (tackle by Andra Davis),0.130,0.230
3,14:08,3,4,NWE 32,17,7,Tom Brady pass incomplete short right intended for Randy Moss,0.230,-1.240
3,14:02,4,4,NWE 32,17,7,"Chris Hanson punts 40 yards, fair catch by Eddie Royal",-1.240,-0.810
3,13:54,1,10,DEN 28,17,7,Knowshon Moreno right guard for 2 yards (tackle by Ty Warren),0.810,0.530
3,13:22,2,8,DEN 30,17,7,Kyle Orton pass complete short left to Tony Scheffler for 12 yards (tackle by Leigh Bodden),0.530,1.730
3,12:49,1,10,DEN 42,17,7,Kyle Orton pass complete short middle to Knowshon Moreno for 5 yards (tackle by Gary Guyton),1.730,1.860
3,12:20,2,5,DEN 47,17,7,"Knowshon Moreno middle for 8 yards (tackle by Jerod Mayo and Brandon McGowan). Penalty on NWE: Defensive 12 On-field (Offsetting), Penalty on Chris Kuper: Offensive Holding (Offsetting) (no play)",1.860,1.860
3,11:59,2,5,DEN 47,17,7,Kyle Orton pass complete short middle to Daniel Graham for 10 yards (tackle by Shawn Springs),1.860,2.720
3,11:15,1,10,NWE 43,17,7,Brandon Marshall left end for 6 yards (tackle by Jonathan Wilhite),2.720,2.990
3,10:44,2,4,NWE 37,17,7,"Kyle Orton pass incomplete short left intended for Tony Scheffler (defended by Brandon McGowan). Penalty on Daniel Graham: Offensive Holding (Offsetting), Penalty on Brandon McGowan: Defensive Holding (Offsetting) (no play)",2.990,2.990
3,10:39,2,4,NWE 37,17,7,"Knowshon Moreno middle for 1 yard (tackle by Mike Wright). Penalty on Ben Hamilton: Offensive Holding, 10 yards (no play)",2.990,1.640
3,10:19,2,14,NWE 47,17,7,Kyle Orton pass incomplete short middle intended for Eddie Royal (defended by Leigh Bodden),1.640,0.960
3,10:14,3,14,NWE 47,17,7,Kyle Orton pass complete short middle to Jabar Gaffney for 14 yards (tackle by Shawn Springs),0.960,3.380
3,9:30,1,10,NWE 33,17,7,Kyle Orton pass complete short right to Daniel Graham for 18 yards (tackle by Brandon Meriweather),3.380,4.580
3,8:56,1,10,NWE 15,17,7,Knowshon Moreno middle for 2 yards (tackle by Vince Wilfork),4.580,4.280
3,8:23,2,8,NWE 13,17,7,Kyle Orton pass complete short right to Eddie Royal for 7 yards (tackle by Shawn Springs),4.280,4.900
3,8:08,3,1,NWE 6,17,7,Knowshon Moreno left guard for no gain (tackle by Vince Wilfork),4.900,3.020
3,7:25,4,1,NWE 6,17,10,Matt Prater 24 yard field goal good,3.020,3.000
3,,,,DEN 30,17,10,"Matt Prater kicks off 68 yards, returned by Julian Edelman for 32 yards (tackle by Wesley Woodyard)",0.000,1.200
3,7:12,1,10,NWE 34,17,10,Laurence Maroney right tackle for 5 yards (tackle by D.J. Williams),1.200,1.330
3,6:36,2,5,NWE 39,17,10,Tom Brady pass complete deep middle to Randy Moss for 36 yards (tackle by Jack Williams and Wesley Woodyard). Penalty on Brian Dawkins: Illegal Contact (Declined),1.330,3.910
3,6:09,1,10,DEN 25,17,10,Laurence Maroney right end for 3 yards (tackle by Elvis Dumervil),3.910,3.770
3,5:30,2,7,DEN 22,17,10,Tom Brady pass incomplete short left intended for Sammy Morris (defended by Jack Williams),3.770,3.070
3,5:25,3,7,DEN 22,17,10,Tom Brady pass incomplete short right intended for Wes Welker (defended by Brian Dawkins),3.070,1.990
3,5:20,4,7,DEN 22,17,10,Stephen Gostkowski 40 yard field goal no good,1.990,-0.940
3,5:15,1,10,DEN 30,17,10,Kyle Orton pass incomplete short left intended for Jabar Gaffney (defended by Leigh Bodden),0.940,0.390
3,5:12,2,10,DEN 30,17,10,Kyle Orton pass complete short middle to Daniel Graham for 6 yards (tackle by Jerod Mayo),0.390,0.500
3,4:29,3,4,DEN 36,17,10,Kyle Orton pass complete short left to Jabar Gaffney for 6 yards (tackle by Leigh Bodden),0.500,1.730
3,3:51,1,10,DEN 42,17,10,Kyle Orton pass complete short right to Tony Scheffler for 12 yards (tackle by Darius Butler),1.730,2.520
3,3:27,1,10,NWE 46,17,10,LaMont Jordan left guard for 4 yards (tackle by Jerod Mayo and Adalius Thomas),2.520,2.520
3,2:50,2,6,NWE 42,17,10,LaMont Jordan right guard for 3 yards (tackle by Mike Wright),2.520,2.210
3,2:07,3,3,NWE 39,17,10,Knowshon Moreno left tackle for -3 yards (tackle by Tully Banta-Cain),2.210,0.460
3,1:33,4,6,NWE 42,17,10,Brett Kern punts 38 yards,0.460,0.380
3,1:23,1,10,NWE 4,17,10,Tom Brady pass incomplete deep left intended for Randy Moss,-0.380,-0.780
3,1:18,2,10,NWE 4,17,10,Tom Brady pass complete short right to Wes Welker for 6 yards (tackle by Brian Dawkins),-0.780,-0.720
3,0:36,3,4,NWE 10,17,10,Tom Brady pass incomplete short middle intended for Wes Welker,-0.720,-2.490
3,0:31,4,4,NWE 10,17,10,"Chris Hanson punts 40 yards, returned by Eddie Royal for 2 yards. Penalty on Darrell Reid: Running Into the Kicker, 5 yards (no play)",-2.490,-0.220
3,0:22,1,10,NWE 15,17,10,Sammy Morris left tackle for no gain (tackle by Andre' Goodman),-0.220,-0.710
Quarter,Time,Down,ToGo,Location,NWE,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,NWE 15,17,10,Tom Brady pass complete short middle to Wes Welker for 11 yards (tackle by D.J. Williams),-0.710,0.670
4,14:35,1,10,NWE 26,17,10,Kevin Faulk left guard for 4 yards (tackle by D.J. Williams),0.670,0.670
4,13:59,2,6,NWE 30,17,10,Sammy Morris right tackle for 3 yards (tackle by Vonnie Holliday),0.670,0.370
4,13:13,3,3,NWE 33,17,10,Kevin Faulk left tackle for 1 yard (tackle by Robert Ayers),0.370,-1.110
4,12:33,4,2,NWE 34,17,10,"Penalty on Richard Quinn: Neutral Zone Infraction, 5 yards (no play)",-1.110,1.530
4,12:20,1,10,NWE 39,17,10,Sammy Morris middle for 6 yards (tackle by Kenny Peterson),1.530,1.800
4,11:46,2,4,NWE 45,17,10,Sammy Morris left guard for 5 yards (tackle by Wesley Woodyard),1.800,2.260
4,11:07,1,10,,17,10,Sammy Morris middle for 3 yards (tackle by Brian Dawkins),2.260,2.120
4,10:25,2,7,DEN 47,17,10,Tom Brady pass incomplete deep middle intended for Michael Matthews (defended by Brian Dawkins),2.120,1.420
4,10:17,,,,17,10,Timeout #1 by New England Patriots,0.000,1.420
4,10:17,3,7,DEN 47,17,10,Tom Brady pass incomplete short right intended for Wes Welker (defended by Champ Bailey),1.420,0.130
4,10:10,4,7,DEN 47,17,10,Chris Hanson punts 45 yards,0.130,0.380
4,9:59,1,10,DEN 2,17,10,Kyle Orton pass incomplete short left intended for Knowshon Moreno,-0.380,-0.780
4,9:55,2,10,DEN 2,17,10,Kyle Orton pass complete short middle to Jabar Gaffney for 14 yards (tackle by Brandon Meriweather),-0.780,-0.140
4,9:14,1,10,DEN 16,17,10,Knowshon Moreno right tackle for 4 yards (tackle by Gary Guyton),-0.140,0.010
4,8:41,2,6,DEN 20,17,10,Kyle Orton pass complete short right to Eddie Royal for 11 yards (tackle by Shawn Springs),0.010,1.000
4,8:04,1,10,DEN 31,17,10,Kyle Orton pass incomplete short right intended for Eddie Royal,1.000,0.460
4,7:59,2,10,DEN 31,17,10,Kyle Orton pass complete short right to Knowshon Moreno for 27 yards (tackle by Brandon McGowan and Shawn Springs),0.460,2.790
4,7:16,1,10,NWE 42,17,10,Kyle Orton pass complete short left to Eddie Royal for 7 yards (tackle by Leigh Bodden),2.790,3.190
4,6:43,2,3,NWE 35,17,10,Kyle Orton pass incomplete short left intended for Eddie Royal (defended by Tully Banta-Cain),3.190,2.480
4,6:39,3,3,NWE 35,17,10,Kyle Orton pass complete short left to Eddie Royal for 6 yards (tackle by Leigh Bodden),2.480,3.640
4,6:06,1,10,NWE 29,17,10,Knowshon Moreno middle for 7 yards (tackle by Brandon McGowan),3.640,4.050
4,5:32,2,3,NWE 22,17,10,"Kyle Orton pass incomplete deep left intended for Eddie Royal (defended by Leigh Bodden). Penalty on Brandon Meriweather: Taunting, 11 yards",4.050,4.840
