Quarter,Time,Down,ToGo,Location,CHI,MIN,Detail,EPB,EPA
1,5:39,3,13,CHI 27,0,0,Teddy Bridgewater pass complete short middle to Jarius Wright for 8 yards (tackle by Ryan Mundy),2.350,2.240
1,5:03,4,5,CHI 19,0,3,Blair Walsh 37 yard field goal good,2.240,3.000
1,5:03,,,MIN 35,0,3,"Blair Walsh kicks off 62 yards, returned by Marc Mariani for 11 yards (tackle by Adam Thielen)",0.000,0.280
1,4:55,1,10,CHI 14,0,3,Jay Cutler pass complete short right to Martellus Bennett for 2 yards (tackle by Captain Munnerlyn),-0.280,-0.510
1,4:14,2,8,CHI 16,0,3,Matt Forte right tackle for 4 yards (tackle by Andrew Sendejo),-0.510,-0.680
1,3:36,3,4,CHI 20,0,3,Jay Cutler pass complete short left to Josh Morgan for 13 yards (tackle by Andrew Sendejo),-0.680,1.140
1,3:05,1,10,CHI 33,0,3,Jay Cutler pass incomplete short left intended for Marquess Wilson,1.140,0.590
1,3:00,2,10,CHI 33,0,3,Jay Cutler pass complete short right to Marquess Wilson for 4 yards (tackle by Gerald Hodges),0.590,0.430
1,2:16,3,6,CHI 37,0,3,Jay Cutler pass complete short middle to Martellus Bennett for 8 yards (tackle by Captain Munnerlyn),0.430,1.930
1,1:35,1,10,CHI 45,0,3,Jay Cutler pass complete short left to Matt Forte for 2 yards (tackle by Gerald Hodges),1.930,1.650
1,0:55,2,8,CHI 47,0,3,Matt Forte up the middle for 3 yards (tackle by Gerald Hodges and Shamar Stephen),1.650,1.360
1,0:16,3,5,,0,3,Jay Cutler pass incomplete short right intended for Martellus Bennett,1.360,-0.060
1,0:09,4,5,,0,3,Pat O'Donnell punts 42 yards,-0.060,0.380
Quarter,Time,Down,ToGo,Location,CHI,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIN 8,0,3,Joe Banyard right guard for no gain (tackle by Ryan Mundy),-0.380,-0.780
2,14:20,2,10,MIN 8,0,3,Joe Banyard right end for 6 yards (tackle by Christian Jones),-0.780,-0.720
2,13:41,3,4,MIN 14,0,3,Teddy Bridgewater pass complete short right to Rhett Ellison for 5 yards (tackle by Ryan Mundy),-0.720,0.150
2,13:10,1,10,MIN 19,0,3,Joe Banyard up the middle for 7 yards (tackle by Stephen Paea and Ryan Mundy),0.150,0.610
2,12:35,2,3,MIN 26,0,3,Charles Johnson right end for -11 yards (tackle by Shea McClellin),0.610,-1.760
2,11:50,3,14,MIN 15,0,3,Teddy Bridgewater pass incomplete short left intended for Joe Banyard. Penalty on John Sullivan: Offensive Holding (Declined),-1.760,-2.440
2,11:40,4,14,MIN 15,0,3,"Jeff Locke punts 41 yards, fair catch by Marc Mariani",-2.440,-1.860
2,11:34,1,10,CHI 44,0,3,Matt Forte right guard for 4 yards (tackle by Jasper Brinkley),1.860,1.860
2,10:58,2,6,CHI 48,0,3,Jay Cutler pass complete short right to Matt Forte for 4 yards (tackle by Audie Cole),1.860,1.690
2,10:15,3,2,MIN 48,0,3,Matt Forte left tackle for 1 yard (tackle by Shamar Stephen),1.690,0.130
2,9:15,4,1,MIN 47,0,3,Jay Cutler up the middle for 2 yards (tackle by Shamar Stephen and Andrew Sendejo),0.130,2.590
2,8:40,1,10,MIN 45,0,3,Jay Cutler pass complete short left to Martellus Bennett for 9 yards (tackle by Everson Griffen and Harrison Smith),2.590,3.260
2,7:56,2,1,MIN 36,0,3,Matt Forte right guard for 5 yards (tackle by Gerald Hodges),3.260,3.510
2,7:56,1,10,MIN 31,0,3,"Penalty on Ryan Groy: False Start, 5 yards (no play)",3.510,3.180
2,6:56,1,15,MIN 36,0,3,Jay Cutler sacked by Linval Joseph and Gerald Hodges for -4 yards,3.180,1.750
2,6:15,2,19,MIN 40,0,3,Jay Cutler pass complete short right to Martellus Bennett for 2 yards (tackle by Captain Munnerlyn),1.750,1.360
2,5:28,3,17,MIN 38,0,3,Jay Cutler pass incomplete short middle intended for Matt Forte,1.360,0.720
2,5:23,4,17,MIN 38,0,3,"Pat O'Donnell punts 38 yards, touchback",0.720,-0.280
2,5:16,1,10,MIN 20,0,3,"Penalty on Kyle Rudolph: False Start, 5 yards (no play)",0.280,-0.310
2,5:16,1,15,MIN 15,0,3,Teddy Bridgewater pass complete short left to Matt Asiata for 10 yards (tackle by Jonathan Bostic),-0.310,0.410
2,4:43,2,5,MIN 25,0,3,Teddy Bridgewater pass incomplete short middle intended for Charles Johnson,0.410,-0.300
2,4:37,3,5,MIN 25,0,3,Teddy Bridgewater pass complete short left to Jarius Wright for 4 yards (tackle by Ryan Mundy and Jonathan Bostic),-0.300,-1.440
2,3:58,4,1,MIN 29,0,3,"Jeff Locke punts 43 yards, returned by Sherrick McManis for no gain",-1.440,-0.810
2,3:48,1,10,CHI 28,0,3,Jay Cutler pass complete short left to Matt Forte for 1 yard (tackle by Audie Cole),0.810,0.400
2,3:09,2,9,CHI 29,0,3,Jay Cutler pass complete short middle to Martellus Bennett for 15 yards (tackle by Harrison Smith),0.400,1.860
2,2:26,1,10,CHI 44,0,3,Jay Cutler pass complete short middle to Dante Rosario for 3 yards (tackle by Audie Cole),1.860,1.720
2,2:00,2,7,CHI 47,0,3,Matt Forte right end for -1 yards (tackle by Sharrif Floyd),1.720,1.720
2,1:52,2,7,CHI 47,0,3,Timeout #1 by Minnesota Vikings,1.720,0.890
2,1:52,3,8,CHI 46,0,3,Jay Cutler pass complete short middle to Alshon Jeffery for 19 yards (tackle by Andrew Sendejo),0.890,3.250
2,1:26,1,10,MIN 35,0,3,Matt Forte up the middle for 5 yards (tackle by Sharrif Floyd and Audie Cole),3.250,3.380
2,1:07,2,5,MIN 30,0,3,Jay Cutler pass incomplete short right intended for Alshon Jeffery (defended by Brian Robison),3.380,2.680
2,1:03,3,5,MIN 30,0,3,Jay Cutler pass incomplete short left intended for Dante Rosario,2.680,1.450
2,1:00,4,5,MIN 30,3,3,Jay Feely 48 yard field goal good,1.450,3.000
2,1:00,,,CHI 35,3,3,"Jay Feely kicks off 48 yards, returned by Matt Asiata for 15 yards (tackle by Danny McCray)",0.000,-1.070
2,0:51,1,10,MIN 32,3,3,Teddy Bridgewater pass complete short right to Rhett Ellison for 8 yards (tackle by Christian Jones),1.070,1.610
2,0:29,2,2,MIN 40,3,3,Teddy Bridgewater pass complete short middle to Rhett Ellison for 10 yards (tackle by Jonathan Bostic and Ryan Mundy),1.610,1.610
2,0:25,2,2,MIN 40,3,3,Timeout #2 by Minnesota Vikings,1.610,2.260
2,0:25,1,10,,3,3,Teddy Bridgewater sacked by Jay Ratliff for -8 yards,2.260,2.260
2,0:15,1,10,,3,3,Timeout #3 by Minnesota Vikings,2.260,0.630
2,0:15,2,18,MIN 42,3,3,Teddy Bridgewater pass complete short left to Joe Banyard for 11 yards (tackle by Christian Jones),0.630,1.420
Quarter,Time,Down,ToGo,Location,CHI,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 35,3,3,"Jay Feely kicks off 38 yards, returned by Joe Banyard for 8 yards (tackle by Demontre Hurst)",0.000,1.270
3,14:57,1,10,MIN 35,3,3,Teddy Bridgewater pass incomplete short middle intended for Greg Jennings,1.270,0.720
3,14:53,2,10,MIN 35,3,3,Teddy Bridgewater pass incomplete short left intended for Cordarrelle Patterson is intercepted by Kyle Fuller at MIN-40 and returned for 31 yards,0.720,-5.140
,,,,,,,"Replay Assistant challenged the runner was down by contact ruling, and the original play was overturned.",,
3,14:45,1,9,MIN 9,3,3,Matt Forte up the middle for 2 yards (tackle by Sharrif Floyd and Andrew Sendejo),5.140,4.760
3,14:01,2,7,MIN 7,3,3,Jay Cutler pass complete short right to Martellus Bennett for no gain,4.760,3.810
3,13:15,3,7,MIN 7,3,3,Jay Cutler pass incomplete short left intended for Alshon Jeffery,3.810,2.970
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the original play was overturned.",,
3,13:09,4,7,MIN 7,6,3,Jay Feely 25 yard field goal good,2.970,3.000
3,13:09,,,CHI 35,6,3,"Jay Feely kicks off 65 yards, touchback",0.000,-0.280
3,13:05,1,10,MIN 20,6,3,Matt Asiata up the middle for 6 yards (tackle by Ryan Mundy),0.280,0.540
3,12:38,2,4,MIN 26,6,3,Matt Asiata left tackle for 7 yards (tackle by Jonathan Bostic and David Bass),0.540,1.140
3,12:07,1,10,MIN 33,6,3,Matt Asiata up the middle for 1 yard (tackle by Ego Ferguson),1.140,0.730
3,11:39,2,9,MIN 34,6,3,Teddy Bridgewater pass incomplete short left intended for Matt Asiata,0.730,0.040
3,11:34,3,9,MIN 34,6,3,Teddy Bridgewater pass complete short middle to Adam Thielen for 22 yards (tackle by Brock Vereen and Tim Jennings),0.040,2.650
3,11:00,1,10,CHI 44,6,9,"Teddy Bridgewater pass complete deep right to Adam Thielen for 44 yards, touchdown. Penalty on Kyle Fuller: Unsportsmanlike Conduct, 15 yards",2.650,7.000
3,11:00,,,CHI 2,6,10,Blair Walsh kicks extra point good,0.000,0.000
3,11:00,,,CHI 44,6,10,--,0.000,-0.040
3,10:48,1,10,CHI 18,6,10,Matt Forte left end for 3 yards (tackle by Jasper Brinkley and Everson Griffen),0.040,0.010
3,10:07,2,7,CHI 21,6,10,Jay Cutler pass complete deep left to Dante Rosario for 22 yards (tackle by Audie Cole),0.010,1.800
3,9:36,1,10,CHI 43,6,10,Josh Morgan left end for 9 yards (tackle by Gerald Hodges),1.800,2.470
3,8:57,2,1,MIN 48,6,10,Jay Cutler pass complete short left to Alshon Jeffery for 15 yards (tackle by Xavier Rhodes),2.470,3.380
3,8:20,1,10,MIN 33,6,10,Matt Forte right end for -3 yards (tackle by Harrison Smith and Gerald Hodges),3.380,2.430
3,7:38,2,13,MIN 36,6,10,Jay Cutler pass complete short right to Matt Forte for -3 yards (tackle by Everson Griffen),2.430,1.350
3,6:54,3,16,MIN 39,6,10,Jay Cutler pass complete short right to Marquess Wilson for 14 yards (tackle by Xavier Rhodes),1.350,1.930
3,6:11,4,2,MIN 25,6,10,Jay Feely 43 yard field goal no good,1.930,-1.140
3,6:06,1,10,MIN 33,6,10,Matt Asiata right guard for 7 yards (tackle by Christian Jones),1.140,1.540
3,5:32,2,3,MIN 40,6,10,Matt Asiata right guard for 4 yards (tackle by Jay Ratliff and Cornelius Washington),1.540,1.860
3,5:00,1,10,MIN 44,6,10,Teddy Bridgewater pass complete short right to Matt Asiata for 7 yards (tackle by Jonathan Bostic),1.860,2.260
3,4:25,2,3,CHI 49,6,10,Matt Asiata up the middle for no gain (tackle by Jared Allen),2.260,1.550
3,3:52,3,3,CHI 49,6,10,Teddy Bridgewater pass complete short left to Greg Jennings for 6 yards (tackle by Demontre Hurst),1.550,2.720
3,3:22,1,10,CHI 43,6,10,Joe Banyard left tackle for 2 yards (tackle by Ryan Mundy),2.720,2.450
3,2:52,2,8,CHI 41,6,10,Teddy Bridgewater sacked by Christian Jones for -3 yards,2.450,1.360
3,2:10,3,11,CHI 44,6,10,Teddy Bridgewater pass complete short left to Charles Johnson for 4 yards (tackle by Demontre Hurst),1.360,0.590
3,1:31,4,7,CHI 40,6,10,"Jeff Locke punts 28 yards, fair catch by Marc Mariani",0.590,0.350
3,1:24,1,10,CHI 12,6,10,Jay Cutler sacked by Corey Wootton for -3 yards,-0.350,-1.000
3,0:39,2,13,CHI 9,6,10,Jay Cutler up the middle for 15 yards (tackle by Gerald Hodges),-1.000,0.540
Quarter,Time,Down,ToGo,Location,CHI,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CHI 24,6,10,Jay Cutler pass incomplete deep middle intended for Martellus Bennett,0.540,0.000
4,14:55,2,10,CHI 24,6,10,Matt Forte up the middle for 4 yards (tackle by Audie Cole),0.000,-0.160
4,14:15,3,6,CHI 28,6,10,Jay Cutler pass incomplete short left intended for Alshon Jeffery (defended by Xavier Rhodes),-0.160,-1.500
4,14:10,4,6,CHI 28,6,10,"Pat O'Donnell punts 56 yards, returned by Marcus Sherels for 31 yards (tackle by Pat O'Donnell)",-1.500,-2.060
4,13:58,1,10,MIN 47,6,10,Teddy Bridgewater pass complete deep right to Greg Jennings for 20 yards (tackle by Ryan Mundy),2.060,3.380
4,13:26,1,10,CHI 33,6,10,Teddy Bridgewater up the middle for 2 yards (tackle by Jared Allen and Jay Ratliff),3.380,3.110
4,12:46,2,8,CHI 31,6,10,Joe Banyard up the middle for 3 yards (tackle by Stephen Paea),3.110,2.870
4,12:09,3,4,CHI 28,6,10,Teddy Bridgewater pass complete short right to Adam Thielen for 2 yards (tackle by Christian Jones),2.870,1.860
4,11:33,4,2,CHI 26,6,13,Blair Walsh 44 yard field goal good,1.860,3.000
4,11:33,,,MIN 35,6,13,"Blair Walsh kicks off 67 yards, returned by Marc Mariani for 67 yards (tackle by Adam Thielen)",0.000,-3.250
4,11:19,1,10,MIN 35,6,13,"Jay Cutler pass incomplete short middle intended for Matt Forte is intercepted by Audie Cole at MIN-38. Penalty on Corey Wootton: Defensive Offside, 5 yards (no play)",3.250,3.980
4,11:12,1,5,MIN 30,6,13,Matt Forte up the middle for 2 yards (tackle by Audie Cole and Andrew Sendejo),3.980,3.650
4,10:34,2,3,MIN 28,6,13,Jay Cutler pass incomplete short right intended for Josh Morgan,3.650,2.940
4,10:31,3,3,MIN 28,6,13,Jay Cutler pass incomplete short right intended for Matt Forte (defended by Audie Cole),2.940,2.940
4,10:25,3,3,MIN 28,6,13,Timeout #1 by Minnesota Vikings,2.940,1.680
4,10:25,4,3,MIN 28,6,13,Jay Cutler pass complete short middle to Martellus Bennett for 15 yards (tackle by Harrison Smith and Andrew Sendejo),1.680,4.710
4,9:45,1,10,MIN 13,6,13,Matt Forte up the middle for 1 yard (tackle by Everson Griffen and Gerald Hodges),4.710,4.220
4,9:08,2,9,MIN 12,6,13,Jay Cutler pass incomplete short middle intended for Matt Forte (defended by Sharrif Floyd),4.220,3.280
4,9:02,3,9,MIN 12,6,13,"Penalty on Jay Cutler: Delay of Game, 5 yards (no play)",3.280,2.880
4,9:02,3,14,MIN 17,6,13,Jay Cutler pass incomplete deep left intended for Martellus Bennett,2.880,2.310
4,8:54,4,14,MIN 17,9,13,Jay Feely 35 yard field goal good,2.310,3.000
4,,,,CHI 35,,,"Jay Feely kicks off 49 yards, returned by Matt Asiata for 16 yards",,
4,8:48,1,10,MIN 32,9,13,Matt Asiata right end for 6 yards (tackle by David Bass),1.070,1.340
4,8:04,2,4,MIN 38,9,13,Teddy Bridgewater sacked by David Bass for -8 yards,1.340,-0.430
4,7:27,3,12,MIN 30,9,13,Teddy Bridgewater pass complete short left to Greg Jennings for 19 yards (tackle by Brock Vereen),-0.430,2.190
4,6:42,1,10,MIN 49,9,13,Matt Asiata right end for 7 yards (tackle by Shea McClellin),2.190,2.590
4,6:01,2,3,CHI 44,9,13,Matt Asiata left tackle for 2 yards (tackle by Jay Ratliff and Ego Ferguson),2.590,2.150
4,5:17,3,1,CHI 42,9,13,Matt Asiata right guard for 16 yards (tackle by Jonathan Bostic),2.150,3.840
4,4:36,1,10,CHI 26,9,13,Matt Asiata up the middle for 4 yards (tackle by Jay Ratliff and Christian Jones),3.840,3.840
4,4:30,1,10,CHI 26,9,13,Timeout #1 by Chicago Bears,3.840,3.840
4,4:30,2,6,CHI 22,9,13,Joe Banyard up the middle for 2 yards (tackle by Cornelius Washington and Ryan Mundy),3.840,3.840
4,4:26,2,6,CHI 22,9,13,Timeout #2 by Chicago Bears,3.840,3.400
4,4:26,3,4,CHI 20,9,13,Teddy Bridgewater right end for 8 yards (tackle by Cornelius Washington),3.400,4.780
4,4:19,1,10,CHI 12,9,13,Matt Asiata right tackle for 6 yards (tackle by Tim Jennings and Jonathan Bostic),4.780,4.780
4,4:13,1,10,CHI 12,9,13,Timeout #3 by Chicago Bears,4.780,5.210
4,4:13,2,4,CHI 6,9,13,Matt Asiata left end for 3 yards (tackle by Kyle Fuller and Brock Vereen),5.210,5.210
4,3:23,2,4,CHI 6,9,13,Timeout #2 by Minnesota Vikings,5.210,5.060
4,3:23,3,1,CHI 3,9,13,Matt Asiata up the middle for no gain,5.060,3.060
4,2:59,4,1,CHI 3,9,13,Matt Asiata up the middle for no gain (tackle by Jonathan Bostic),3.060,0.380
4,2:53,1,10,CHI 3,9,13,Jay Cutler up the middle for 22 yards,-0.380,0.610
4,2:30,1,10,CHI 25,9,13,"Penalty on Alshon Jeffery: False Start, 5 yards (no play)",0.610,0.280
4,2:28,1,15,CHI 20,9,13,"Jay Cutler pass complete short right to Josh Morgan for 14 yards. Penalty on Josh Morgan: Illegal Touch Pass, 5 yards (no play)",0.280,-0.410
4,2:20,1,20,CHI 15,9,13,Jay Cutler pass incomplete short left intended for Matt Forte,-0.410,-1.430
4,2:16,2,20,CHI 15,9,13,Jay Cutler pass complete short middle to Matt Forte for 6 yards (tackle by Gerald Hodges),-1.430,-1.150
4,2:00,3,14,CHI 21,9,13,"Penalty on Jermon Bushrod: False Start, 5 yards (no play)",-1.150,-2.140
4,2:00,3,19,CHI 16,9,13,Jay Cutler pass complete short middle to Matt Forte for 10 yards (tackle by Audie Cole),-2.140,-2.140
4,1:43,3,19,CHI 16,9,13,Timeout #3 by Minnesota Vikings,-2.140,-1.630
4,1:43,4,9,CHI 26,9,13,Jay Cutler pass complete short right to Martellus Bennett for 8 yards (tackle by Andrew Sendejo),-1.630,-3.380
4,1:35,1,10,CHI 33,9,13,Teddy Bridgewater kneels for -2 yards,3.380,2.570
4,0:57,2,12,CHI 35,9,13,Teddy Bridgewater kneels for -2 yards,2.570,1.620
4,0:32,3,14,CHI 37,9,13,Teddy Bridgewater kneels for -2 yards,1.620,0.660
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
