Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Marlon Mack,IND,21,89,0,6,51,2.4,38,1.8,0,
Parris Campbell,IND,3,27,0,1,19,6.3,8,2.7,1,3.0
Jacoby Brissett,IND,2,4,0,0,4,2.0,0,0.0,1,2.0
Nyheim Hines,IND,1,7,0,1,2,2.0,5,5.0,0,
Brian Hoyer,IND,1,6,0,0,1,1.0,5,5.0,0,
Jordan Wilkins,IND,1,6,0,,1,1.0,5,5.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Trey Edmunds,PIT,12,73,0,2,43,3.6,30,2.5,0,
Jaylen Samuels,PIT,8,10,0,0,-4,-0.5,14,1.8,0,
Mason Rudolph,PIT,3,5,0,1,5,1.7,0,0.0,0,
Tony Brooks-James,PIT,1,0,0,,0,0.0,0,0.0,0,
Diontae Johnson,PIT,1,2,0,,0,0.0,2,2.0,0,
