Quarter,Time,Down,ToGo,Location,IND,NWE,Detail,EPB,EPA
1,3:21,1,10,IND 24,0,0,Deon Jackson right guard for 3 yards (tackle by Adrian Phillips and Ja'Whaun Bentley),0.540,0.400
1,2:48,2,7,IND 27,0,0,Deon Jackson up the middle for 2 yards (tackle by Jahlani Tavai and Ja'Whaun Bentley),0.400,-0.030
1,2:08,3,5,IND 29,0,0,Sam Ehlinger sacked by Ja'Whaun Bentley for -5 yards,-0.030,-1.770
1,1:24,4,10,IND 24,0,0,"Matt Haack punts 49 yards, fair catch by Marcus Jones at NE-27",-1.770,-0.740
1,1:16,1,10,NWE 27,0,0,Mac Jones pass complete short right to Jonnu Smith for 24 yards (tackle by Shaquille Leonard),0.740,2.320
1,0:37,1,10,IND 49,0,0,Rhamondre Stevenson right end for 11 yards (tackle by Rodney Thomas),2.320,3.050
Quarter,Time,Down,ToGo,Location,IND,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,IND 38,0,0,Kendrick Bourne right end for 1 yard (tackle by Rodney McLeod),3.050,2.640
2,14:16,2,9,IND 37,0,0,Mac Jones pass complete short middle to Jakobi Meyers for 6 yards (tackle by Zaire Franklin),2.640,2.740
2,13:40,3,3,IND 31,0,0,Mac Jones pass incomplete deep right intended for Rhamondre Stevenson,2.740,1.380
2,13:35,4,3,IND 31,0,3,Nick Folk 49 yard field goal good,1.380,3.000
2,13:30,,,NWE 35,0,3,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
2,13:30,1,10,IND 25,0,3,Deon Jackson up the middle for 2 yards (tackle by Davon Godchaux),0.610,0.330
2,12:51,2,8,IND 27,0,3,Deon Jackson left tackle for 1 yard (tackle by Jabrill Peppers and Raekwon McMillan),0.330,-0.230
2,12:06,3,7,IND 28,0,3,Sam Ehlinger pass incomplete deep left intended for Michael Pittman,-0.230,-1.500
2,12:03,4,7,IND 28,0,3,"Matt Haack punts 38 yards, returned by Marcus Jones for 23 yards (tackle by Dallis Flowers and Nick Cross)",-1.500,-2.720
2,11:50,1,10,IND 43,0,3,Mac Jones pass complete short right to Hunter Henry for 3 yards (tackle by Bobby Okereke),2.720,2.580
2,11:23,2,7,IND 40,0,3,Mac Jones pass complete short right to Hunter Henry for 6 yards (tackle by Stephon Gilmore),2.580,2.680
2,10:54,3,1,IND 34,0,3,Rhamondre Stevenson up the middle for 2 yards (tackle by Kwity Paye),2.680,3.450
2,10:31,1,10,IND 32,0,3,"Rhamondre Stevenson left guard for no gain (tackle by Zaire Franklin). Penalty on Isaiah Wynn: Offensive Holding, 10 yards (accepted) (no play)",3.450,2.790
2,10:03,1,20,IND 42,0,3,Rhamondre Stevenson up the middle for 16 yards (tackle by Julian Blackmon),2.790,3.710
2,9:35,2,4,IND 26,0,3,Rhamondre Stevenson left guard for 2 yards (tackle by DeForest Buckner),3.710,3.270
2,9:00,3,2,IND 24,0,3,Mac Jones pass incomplete short left intended for Rhamondre Stevenson,3.270,1.990
2,8:55,4,2,IND 24,0,6,Nick Folk 43 yard field goal good,1.990,3.000
2,8:50,,,NWE 35,0,6,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
2,8:50,1,10,IND 25,0,6,Sam Ehlinger pass incomplete short left intended for Deon Jackson,0.610,0.060
2,8:45,2,10,IND 25,0,6,Deon Jackson up the middle for 2 yards (tackle by Ja'Whaun Bentley and Anfernee Jennings),0.060,-0.360
2,8:03,3,8,IND 27,0,6,"Sam Ehlinger pass complete short left to Michael Pittman for no gain (tackle by Kyle Dugger). Penalty on Braden Smith: Illegal Use of Hands / Offense, 10 yards (accepted) (no play)",-0.360,-1.930
2,7:41,3,18,IND 17,0,6,Sam Ehlinger pass complete short left to Jordan Wilkins for 9 yards (tackle by Myles Bryant and Kyle Dugger),-1.930,-1.630
2,7:04,4,10,IND 26,0,6,Matt Haack punts blocked by Jonathan Jones (tackle by Matt Haack),-1.630,0.000
2,6:58,1,3,IND 2,0,6,J.J. Taylor up the middle for -1 yards (tackle by Zaire Franklin),0.000,5.530
2,6:18,2,3,IND 3,0,12,"Mac Jones pass complete short left to Rhamondre Stevenson for 3 yards, touchdown",5.530,7.000
2,6:12,,,IND 15,0,13,Nick Folk kicks extra point good,0.000,0.000
2,6:12,,,NWE 35,0,13,"Jake Bailey kicks off 66 yards, returned by Isaiah Rodgers for 24 yards (tackle by Kyle Dugger)",0.000,0.480
2,6:05,1,10,IND 23,0,13,Jordan Wilkins right tackle for 4 yards (tackle by Lawrence Guy),0.480,0.470
2,5:29,2,6,IND 27,0,13,Sam Ehlinger pass complete short left to Parris Campbell for 11 yards (tackle by Devin McCourty and Adrian Phillips),0.470,1.470
2,4:51,1,10,IND 38,0,13,Deon Jackson left tackle for 1 yard (tackle by Deatrich Wise and Lawrence Guy),1.470,1.060
2,4:10,2,9,IND 39,0,13,Sam Ehlinger pass incomplete short middle intended for Michael Pittman (defended by Jalen Mills),1.060,0.370
2,4:05,3,9,IND 39,0,13,Sam Ehlinger sacked by Josh Uche for -8 yards,0.370,-1.310
2,3:22,4,17,IND 31,0,13,"Matt Haack punts 45 yards, fair catch by Marcus Jones at NE-24",-1.310,-0.540
2,3:18,1,10,NWE 24,0,13,Mac Jones pass complete short left to Rhamondre Stevenson for 2 yards (tackle by Stephon Gilmore),0.540,0.270
2,2:42,2,8,NWE 26,0,13,Rhamondre Stevenson left end for 10 yards (tackle by Rodney McLeod),0.270,1.330
2,2:10,1,10,NWE 36,0,13,Rhamondre Stevenson up the middle for 2 yards (tackle by Grover Stewart),1.330,1.060
2,2:00,2,8,NWE 38,0,13,Mac Jones pass incomplete short middle intended for Tyquan Thornton,1.060,0.370
2,1:57,3,8,NWE 38,0,13,"Penalty on Kwity Paye: Neutral Zone Infraction, 5 yards (accepted) (no play)",0.370,1.030
2,1:57,3,3,NWE 43,0,13,"Mac Jones sacked by and DeForest Buckner for -5 yards and Zaire Franklin for -5 yards. Penalty on Trent Brown: Offensive Holding, 10 yards (declined)",1.030,-0.850
2,1:45,4,8,NWE 38,0,13,"Jake Bailey punts 40 yards, returned by Keke Coutee for 8 yards (tackle by Mack Wilson)",-0.850,-0.940
2,1:34,1,10,IND 30,0,13,Sam Ehlinger scrambles up the middle for 5 yards (tackle by Ja'Whaun Bentley),0.940,1.070
2,1:11,2,5,IND 35,0,13,Sam Ehlinger scrambles for 9 yards (tackle by Myles Bryant),1.070,1.860
2,1:01,1,10,IND 44,0,13,"Penalty on Daniel Ekuale: Encroachment, 5 yards (accepted) (no play)",1.860,2.590
2,1:01,1,5,IND 49,0,13,Sam Ehlinger pass incomplete short right,2.590,1.990
2,0:53,,,,,,Timeout #1 by New England Patriots,,
2,0:53,2,5,IND 49,0,13,Sam Ehlinger pass complete short left to Deon Jackson for 5 yards (tackle by Adrian Phillips),1.990,2.520
2,0:44,,,,,,Timeout #1 by Indianapolis Colts,,
2,0:44,1,10,NWE 46,0,13,Sam Ehlinger pass complete short right to Alec Pierce for 23 yards (tackle by Devin McCourty),2.520,4.040
2,0:36,1,10,NWE 23,0,13,Sam Ehlinger pass complete short middle to Parris Campbell for 4 yards (tackle by Myles Bryant),4.040,4.050
2,0:30,2,6,NWE 19,0,13,"Sam Ehlinger pass complete to Parris Campbell for -3 yards (tackle by Kyle Dugger) Replay Assistant challenged the pass completion ruling, and the original play was overturned. Sam Ehlinger pass incomplete short left intended for Parris Campbell",4.050,3.340
2,0:27,3,6,NWE 19,0,13,Sam Ehlinger sacked by Josh Uche for -2 yards,3.340,2.060
2,0:21,4,8,NWE 21,0,13,Chase McLaughlin 39 yard field goal no good,2.060,-0.870
2,0:18,1,10,NWE 29,0,13,Mac Jones kneels for -2 yards,0.870,0.060
Quarter,Time,Down,ToGo,Location,IND,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 35,0,13,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,IND 25,0,13,Deon Jackson left tackle for 2 yards (tackle by Jahlani Tavai and Deatrich Wise),0.610,0.330
3,14:20,2,8,IND 27,0,13,Sam Ehlinger pass incomplete deep left intended for Parris Campbell,0.330,-0.360
3,14:15,3,8,IND 27,0,13,Sam Ehlinger sacked by Josh Uche for -1 yards,-0.360,-1.630
3,13:34,4,9,IND 26,0,13,Matt Haack punts 40 yards downed by Dallis Flowers,-1.630,-1.200
3,13:24,1,10,NWE 34,0,13,J.J. Taylor right tackle for -3 yards (tackle by Grover Stewart),1.200,0.250
3,12:46,2,13,NWE 31,0,13,"Mac Jones pass complete short left to Jakobi Meyers for 8 yards. Jakobi Meyers fumbles (forced by Bobby Okereke), recovered by Bobby Okereke at NE-39 (tackle by Bobby Okereke)",0.250,-2.920
3,12:40,1,10,NWE 40,0,13,Sam Ehlinger pass complete short middle to Michael Pittman for 7 yards (tackle by Adrian Phillips),2.920,3.320
3,12:05,2,3,NWE 33,0,13,Deon Jackson up the middle for 5 yards (tackle by Davon Godchaux and Lawrence Guy),3.320,3.710
3,11:25,1,10,NWE 28,0,13,Sam Ehlinger pass complete short right to Deon Jackson for 8 yards (tackle by Kyle Dugger),3.710,4.250
3,10:56,2,2,NWE 20,0,13,Jordan Wilkins right guard for 4 yards (tackle by Adrian Phillips and Matt Judon),4.250,4.510
3,10:10,1,10,NWE 16,0,13,Parris Campbell left tackle for 1 yard (tackle by Ja'Whaun Bentley),4.510,4.050
3,9:31,2,9,NWE 15,0,13,Sam Ehlinger pass complete short right to Jordan Wilkins for 2 yards (tackle by Adrian Phillips and Matt Judon),4.050,3.540
3,8:47,3,7,NWE 13,0,13,Sam Ehlinger sacked by Matt Judon for -9 yards,3.540,1.990
3,8:04,4,16,NWE 22,3,13,Chase McLaughlin 40 yard field goal good,1.990,3.000
3,8:00,,,IND 35,3,13,"Chase McLaughlin kicks off 64 yards, returned by Marcus Jones for 32 yards (tackle by Rodney McLeod and Julian Blackmon)",0.000,1.140
3,7:53,1,10,NWE 33,3,13,Mac Jones pass complete short right to Tyquan Thornton for 5 yards (tackle by Kenny Moore),1.140,1.270
3,7:15,2,5,NWE 38,3,13,Rhamondre Stevenson right guard for 6 yards (tackle by Rodney Thomas),1.270,1.860
3,6:39,1,10,NWE 44,3,13,Mac Jones pass complete short right to Jonnu Smith for 2 yards (tackle by Zaire Franklin),1.860,1.590
3,6:01,2,8,NWE 46,3,13,Mac Jones pass complete short middle to Jakobi Meyers for 6 yards (tackle by Rodney Thomas),1.590,1.690
3,5:25,3,2,IND 48,3,13,Mac Jones pass complete deep right to Jakobi Meyers for 17 yards (tackle by Rodney Thomas),1.690,3.510
3,4:55,1,10,IND 31,3,13,Rhamondre Stevenson left guard for 6 yards (tackle by DeForest Buckner and Kenny Moore),3.510,3.780
3,4:34,2,4,IND 25,3,13,Mac Jones pass incomplete deep left intended for Tyquan Thornton,3.780,3.070
3,4:28,3,4,IND 25,3,13,Mac Jones pass incomplete short left intended for Rhamondre Stevenson,3.070,1.880
3,4:22,4,4,IND 25,3,16,Nick Folk 43 yard field goal good,1.880,3.000
3,4:17,,,NWE 35,3,16,"Jake Bailey kicks off 63 yards, returned by Isaiah Rodgers for 22 yards (tackle by Pierre Strong)",0.000,0.540
3,4:11,1,10,IND 24,3,16,Sam Ehlinger pass complete short right to Jelani Woods for 2 yards (tackle by Devin McCourty),0.540,0.270
3,3:39,2,8,IND 26,3,16,Sam Ehlinger pass complete short middle to Mo Alie-Cox for 5 yards (tackle by Jahlani Tavai),0.270,0.170
3,2:58,3,4,IND 31,3,16,Sam Ehlinger pass incomplete deep right intended for Jelani Woods (defended by Devin McCourty),0.170,-1.310
3,2:54,4,3,IND 31,3,16,"Matt Haack punts 54 yards, returned by Marcus Jones for 7 yards (tackle by Luke Rhodes)",-1.310,-0.410
3,2:43,1,10,NWE 22,3,16,Mac Jones pass incomplete short right,0.410,-0.130
3,2:39,2,10,NWE 22,3,16,J.J. Taylor right guard for 3 yards (tackle by Shaquille Leonard),-0.130,-0.430
3,2:01,3,7,NWE 25,3,16,Mac Jones pass incomplete short left intended for Jakobi Meyers,-0.430,-1.700
3,1:51,4,7,NWE 25,3,16,Jake Bailey punts 39 yards out of bounds,-1.700,-1.330
3,1:45,1,10,IND 36,3,16,Sam Ehlinger pass complete short middle to Michael Pittman for 5 yards (tackle by Jonathan Jones),1.330,1.470
3,1:02,2,5,IND 41,3,16,Sam Ehlinger scrambles right end for 4 yards (tackle by Jabrill Peppers),1.470,1.290
3,0:26,3,1,IND 45,3,16,Kylen Granson up the middle for no gain (tackle by Jabrill Peppers),1.290,-0.390
Quarter,Time,Down,ToGo,Location,IND,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,1,IND 45,3,16,Deon Jackson for no gain (tackle by Matt Judon),-0.390,-2.590
4,14:55,1,10,IND 45,3,16,Mac Jones pass incomplete deep left intended for Tyquan Thornton,2.590,2.040
4,14:52,2,10,IND 45,3,16,Mac Jones pass complete short middle to Kendrick Bourne for 1 yard (tackle by Kwity Paye),2.040,1.490
4,14:18,3,9,IND 44,3,16,Mac Jones pass complete deep middle to Hunter Henry for 30 yards (tackle by Rodney McLeod and Julian Blackmon),1.490,4.650
4,13:45,1,10,IND 14,3,16,Rhamondre Stevenson left tackle for 2 yards (tackle by DeForest Buckner),4.650,4.330
4,13:12,2,8,IND 12,3,16,Mac Jones pass complete short left to Rhamondre Stevenson for 5 yards (tackle by DeForest Buckner),4.330,4.500
4,12:32,3,3,IND 7,3,16,Mac Jones pass complete short left to Jakobi Meyers for 5 yards (tackle by Stephon Gilmore and Kenny Moore),4.500,6.740
4,12:08,1,2,IND 2,3,16,Rhamondre Stevenson left guard for -3 yards (tackle by Zaire Franklin),6.740,5.150
4,11:33,2,5,IND 5,3,16,Rhamondre Stevenson up the middle for no gain (tackle by Kwity Paye),5.150,4.260
4,10:57,3,5,IND 5,3,16,Mac Jones sacked by Julian Blackmon for no gain,4.260,3.010
4,10:13,4,5,IND 5,3,16,"Penalty on Joe Cardona: False Start, 5 yards (accepted) (no play)",3.010,2.760
4,10:13,4,10,IND 10,3,19,Nick Folk 28 yard field goal good,2.760,3.000
4,10:10,,,NWE 35,3,19,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
4,10:10,1,10,IND 25,3,19,Sam Ehlinger pass incomplete short left intended for Jordan Wilkins (defended by Jack Jones),0.610,0.060
4,10:05,2,10,IND 25,3,19,Sam Ehlinger sacked by and Jahlani Tavai for -15 yards and Deatrich Wise for -15 yards,0.060,-3.180
4,9:17,3,25,IND 10,3,19,Sam Ehlinger pass complete short left to Michael Pittman for 10 yards (tackle by Josh Uche and Mack Wilson),-3.180,-2.030
4,8:40,4,15,IND 20,3,19,"Matt Haack punts 52 yards, returned by Marcus Jones for 4 yards (tackle by E.J. Speed)",-2.030,-1.070
4,8:30,1,10,NWE 32,3,19,J.J. Taylor left tackle for -2 yards (tackle by Grover Stewart),1.070,0.260
4,7:58,2,12,NWE 30,3,19,J.J. Taylor left guard for 5 yards (tackle by Kenny Moore),0.260,0.230
4,7:25,3,7,NWE 35,3,19,Mac Jones pass complete short left to Hunter Henry for 11 yards (tackle by Shaquille Leonard and Rodney McLeod),0.230,1.990
4,6:52,1,10,NWE 46,3,19,"Mac Jones pass complete short right to Kendrick Bourne for no gain. Kendrick Bourne fumbles (forced by Isaiah Rodgers), recovered by J.J. Taylor at NE-46 (tackle by Isaiah Rodgers)",1.990,1.450
4,6:07,2,10,NWE 46,3,19,Mac Jones pass complete short left to Jonnu Smith for -5 yards (tackle by Rodney McLeod),1.450,0.100
4,5:25,3,15,NWE 41,3,19,Rhamondre Stevenson left end for 8 yards (tackle by Zaire Franklin),0.100,-0.130
4,5:19,,,,,,Timeout #1 by Indianapolis Colts,,
4,5:19,4,7,NWE 49,3,19,"Jake Bailey punts 44 yards, returned by Keke Coutee for 4 yards (tackle by Brenden Schooler and Matthew Slater)",-0.130,0.370
4,5:09,1,10,IND 11,3,19,Sam Ehlinger pass complete short right to Jordan Wilkins for 4 yards (tackle by Jack Jones and Jabrill Peppers),-0.370,-0.430
4,4:43,2,6,IND 15,3,19,Sam Ehlinger sacked by Raekwon McMillan for -9 yards,-0.430,-2.010
4,4:07,3,15,IND 6,3,25,"Sam Ehlinger pass short left intended for Kylen Granson is intercepted by Jonathan Jones at IND-17 and returned for 17 yards, touchdown",-2.010,-7.000
4,3:59,,,IND 15,3,26,Nick Folk kicks extra point good,0.000,0.000
4,3:59,,,NWE 35,3,26,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
4,3:59,1,10,IND 25,3,26,Sam Ehlinger pass complete short left to Jordan Wilkins for no gain (tackle by Ja'Whaun Bentley and Josh Uche),0.610,0.060
4,3:33,2,10,IND 25,3,26,Sam Ehlinger scrambles left tackle for 19 yards (tackle by Devin McCourty),0.060,1.860
4,3:24,1,10,IND 44,3,26,Sam Ehlinger pass complete short left to Mo Alie-Cox for 8 yards (tackle by Marcus Jones and Jabrill Peppers),1.860,2.400
4,2:55,2,2,NWE 48,3,26,Sam Ehlinger pass incomplete short right intended for Phillip Lindsay (defended by Anfernee Jennings),2.400,1.690
4,2:49,3,2,NWE 48,3,26,Sam Ehlinger pass incomplete short middle intended for Michael Pittman (defended by Devin McCourty),1.690,0.070
4,2:46,4,2,NWE 48,3,26,Sam Ehlinger pass incomplete deep right intended for Parris Campbell (defended by Myles Bryant),0.070,-2.130
4,2:40,,,,,,Timeout #1 by New England Patriots,,
4,2:40,1,10,NWE 48,3,26,J.J. Taylor up the middle for 3 yards (tackle by Bobby Okereke and Grover Stewart),2.130,1.990
4,2:00,2,7,IND 49,3,26,J.J. Taylor up the middle for no gain (tackle by Kwity Paye),1.990,1.290
4,1:18,3,7,IND 49,3,26,J.J. Taylor right tackle for 2 yards (tackle by Stephon Gilmore and Kwity Paye),1.290,0.130
4,0:35,4,5,IND 47,3,26,Jake Bailey punts 7 yards out of bounds,0.130,-1.600
4,0:29,,,,,,Timeout #2 by New England Patriots,,
4,0:29,1,10,IND 40,3,26,Jordan Wilkins up the middle for 5 yards (tackle by Josh Uche),1.600,1.730
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
