Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Deon Jackson,IND,11,23,0,1,18,1.6,5,0.5,0,
Sam Ehlinger,IND,5,39,0,2,38,7.6,1,0.2,0,
Jordan Wilkins,IND,3,13,0,1,10,3.3,3,1.0,0,
Parris Campbell,IND,1,1,0,0,1,1.0,0,0.0,0,
Kylen Granson,IND,1,0,0,,0,0.0,0,0.0,0,
Phillip Lindsay,IND,1,2,0,,1,1.0,1,1.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Rhamondre Stevenson,NWE,15,60,0,4,39,2.6,21,1.4,2,7.5
J.J. Taylor,NWE,10,9,0,,4,0.4,5,0.5,1,10.0
Kendrick Bourne,NWE,1,1,0,,1,1.0,0,0.0,0,
Mac Jones,NWE,1,-2,0,0,-2,-2.0,0,0.0,0,
Jakobi Meyers,NWE,1,2,0,1,1,1.0,1,1.0,0,
