Quarter,Time,Down,ToGo,Location,KAN,MIN,Detail,EPB,EPA
2,12:38,1,10,KAN 37,0,7,Daunte Culpepper pass incomplete intended for Randy Moss,3.120,2.570
2,12:32,2,10,KAN 37,0,7,Onterrio Smith up the middle for 6 yards (tackle by Shawn Barber),2.570,2.680
2,11:48,3,4,KAN 31,0,7,Daunte Culpepper pass complete to Moe Williams for 10 yards (tackle by Greg Wesley),2.680,4.170
2,11:04,1,10,KAN 21,0,13,"Daunte Culpepper pass complete to Randy Moss for 21 yards, touchdown",4.170,7.000
2,,,,KAN 2,0,14,Aaron Elling kicks extra point good,0.000,0.000
2,,,,MIN 30,0,14,"Aaron Elling kicks off 67 yards, returned by Dante Hall for 20 yards (tackle by Rushen Jones)",0.000,0.480
2,10:51,1,10,KAN 23,0,14,Trent Green pass incomplete intended for Tony Gonzalez (defended by Corey Chavous),0.480,-0.070
2,10:46,2,10,KAN 23,0,14,Trent Green pass complete to Tony Gonzalez for 11 yards (tackle by Ken Irvin),-0.070,1.200
2,10:23,1,10,KAN 34,0,14,Priest Holmes left guard for 1 yard (tackle by Greg Biekert),1.200,0.790
2,9:46,2,9,KAN 35,0,14,Trent Green pass incomplete intended for Johnnie Morton,0.790,0.100
2,9:42,3,9,KAN 35,0,14,Trent Green pass incomplete intended for Eddie Kennison,0.100,-1.040
2,9:36,4,9,KAN 35,0,14,"Jason Baker punts 45 yards, returned by Keenan Howry for -2 yards (tackle by William Bartee)",-1.040,-0.040
2,9:26,1,10,MIN 18,0,14,Michael Bennett left tackle for 5 yards (tackle by Kawika Mitchell),0.040,0.280
2,8:50,2,5,MIN 23,0,14,Michael Bennett right guard for 2 yards (tackle by Vonnie Holliday),0.280,-0.270
2,8:09,3,3,MIN 25,0,14,Daunte Culpepper left tackle for 5 yards (tackle by Gary Stills),-0.270,0.940
2,7:27,1,10,MIN 30,0,14,Onterrio Smith up the middle for 7 yards (tackle by Vonnie Holliday),0.940,1.340
2,6:47,2,3,MIN 37,0,14,Daunte Culpepper pass complete to Onterrio Smith for 9 yards (tackle by Scott Fujita),1.340,1.990
2,6:04,1,10,MIN 46,0,14,Daunte Culpepper pass incomplete intended for Kelly Campbell,1.990,1.450
2,5:56,2,10,MIN 46,0,14,Onterrio Smith left end for 47 yards (tackle by Greg Wesley),1.450,5.600
2,5:06,1,7,KAN 7,0,14,Onterrio Smith up the middle for no gain (tackle by Kawika Mitchell),5.600,4.760
2,4:32,2,7,KAN 7,0,14,Daunte Culpepper left end for 3 yards (tackle by Greg Wesley),4.760,4.490
2,3:49,3,4,KAN 4,0,20,"Daunte Culpepper pass complete to Jim Kleinsasser for 4 yards, touchdown",4.490,7.000
2,,,,KAN 2,0,21,Aaron Elling kicks extra point good,0.000,0.000
2,,,,MIN 30,0,21,"Aaron Elling kicks off 68 yards, returned by Dante Hall for 21 yards (tackle by Rushen Jones)",0.000,0.480
2,3:36,1,10,KAN 23,0,21,Priest Holmes up the middle for 2 yards (tackle by E.J. Henderson and Kevin Williams),0.480,0.200
2,3:13,2,8,KAN 25,0,21,Trent Green pass incomplete intended for Priest Holmes,0.200,-0.490
2,3:08,3,8,KAN 25,0,21,Trent Green pass incomplete intended for Johnnie Morton (defended by Ken Irvin),-0.490,-1.700
2,3:03,4,8,KAN 25,0,21,"Jason Baker punts 44 yards, returned by Keenan Howry for no gain",-1.700,-1.000
2,2:53,1,10,MIN 31,0,21,Daunte Culpepper pass complete to Onterrio Smith for 11 yards (tackle by John Browning),1.000,1.730
2,2:13,1,10,MIN 42,0,21,Onterrio Smith right tackle for 6 yards (tackle by Greg Wesley),1.730,2.000
2,2:00,2,4,MIN 48,0,21,Daunte Culpepper pass complete to Onterrio Smith for 2 yards (tackle by Vonnie Holliday),2.000,1.550
2,1:21,3,2,MIN 50,0,21,Moe Williams up the middle for 18 yards (tackle by William Bartee),1.550,3.450
2,1:12,,,,0,21,Timeout #1 by Minnesota Vikings,0.000,3.450
2,1:12,1,10,KAN 32,0,21,Daunte Culpepper sacked by Montique Sharpe for -7 yards,3.450,1.960
2,1:01,2,17,KAN 39,0,21,Moe Williams up the middle for 3 yards (tackle by William Bartee),1.960,1.690
2,0:26,3,14,KAN 36,0,21,Daunte Culpepper pass complete to Moe Williams for 8 yards (tackle by William Bartee),1.690,1.610
2,0:03,,,,0,21,Timeout #2 by Minnesota Vikings,0.000,0.000
2,0:03,,,,0,21,Timeout #2 by Kansas City Chiefs,0.000,1.610
2,0:03,4,6,KAN 28,0,24,Aaron Elling 46 yard field goal good,1.610,3.000
Quarter,Time,Down,ToGo,Location,KAN,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 30,0,24,"Aaron Elling kicks off 62 yards, returned by Dante Hall for 13 yards (tackle by Charles Stackhouse)",0.000,0.340
3,14:54,1,10,KAN 21,0,24,Trent Green pass incomplete intended for Eddie Kennison (defended by Ken Irvin),0.340,-0.200
3,14:49,2,10,KAN 21,0,24,Trent Green pass incomplete intended for Tony Gonzalez,-0.200,-0.890
3,14:44,3,10,KAN 21,0,24,Trent Green pass complete to Priest Holmes for 7 yards (tackle by Brian Williams),-0.890,-1.500
3,14:03,4,3,KAN 28,0,24,"Jason Baker punts 36 yards, returned by Keenan Howry for 4 yards (tackle by Fred Jones)",-1.500,-1.600
3,13:51,1,10,MIN 40,0,24,Daunte Culpepper pass complete to Jim Kleinsasser for 9 yards (tackle by Jerome Woods),1.600,2.270
3,13:12,2,1,MIN 49,0,24,Daunte Culpepper pass complete to Nate Burleson for 16 yards (tackle by Greg Wesley),2.270,3.250
3,12:52,1,10,KAN 35,0,24,Onterrio Smith left tackle for 15 yards (tackle by Jerome Woods),3.250,4.240
3,12:12,1,10,KAN 20,0,24,Randy Moss pass incomplete intended for Nate Burleson,4.240,3.690
3,12:06,2,10,KAN 20,0,24,Daunte Culpepper pass complete to Randy Moss for 19 yards (tackle by Greg Wesley),3.690,6.970
,,,,,,,"KAN challenged the ruling, and the original play was overturned.",,
3,11:47,1,1,KAN 1,0,30,"Onterrio Smith up the middle for 1 yard, touchdown",6.970,7.000
3,,,,KAN 2,0,31,Aaron Elling kicks extra point good,0.000,0.000
3,,,,MIN 30,0,31,"Aaron Elling kicks off 69 yards, returned by Dante Hall for 28 yards (tackle by Eric Kelly). Penalty on Larry Ned: Offside on Free Kick, 5 yards (no play)",0.000,0.000
3,,,,MIN 25,0,31,"Aaron Elling kicks off 71 yards, returned by Dante Hall for 21 yards (tackle by Nick Rogers)",0.000,0.610
3,11:31,1,10,KAN 25,0,31,Priest Holmes right end for -1 yards (tackle by Chuck Wiley),0.610,-0.070
3,10:55,2,11,KAN 24,0,31,Trent Green pass incomplete intended for Tony Gonzalez,-0.070,-0.760
3,10:51,3,11,KAN 24,0,31,Trent Green pass complete to Eddie Kennison for 15 yards (tackle by Corey Chavous),-0.760,1.530
3,10:20,1,10,KAN 39,0,31,Trent Green pass incomplete intended for Eddie Kennison,1.530,0.990
3,10:13,2,10,KAN 39,0,31,Trent Green pass complete to Priest Holmes for 14 yards (tackle by E.J. Henderson),0.990,2.460
3,9:36,1,10,MIN 47,0,31,Priest Holmes up the middle for -1 yards (tackle by Kevin Williams),2.460,1.780
3,8:59,2,11,MIN 48,0,31,Trent Green pass complete to Priest Holmes for 8 yards (tackle by Greg Biekert),1.780,2.150
3,8:22,3,3,MIN 40,0,31,"Trent Green pass complete to Derrick Blaylock for 4 yards (tackle by E.J. Henderson). Derrick Blaylock fumbles (forced by E.J. Henderson), ball out of bounds at MIN-32",2.150,3.180
3,7:58,1,10,MIN 36,0,31,Priest Holmes right end for 11 yards (tackle by Brian Russell),3.180,3.910
3,7:22,1,10,MIN 25,0,31,Priest Holmes right tackle for 4 yards (tackle by Billy Lyon),3.910,3.900
3,6:47,2,6,MIN 21,0,31,Trent Green pass incomplete intended for Tony Gonzalez (defended by Corey Chavous),3.900,3.200
3,6:41,3,6,MIN 21,0,31,Trent Green pass complete to Priest Holmes for 17 yards (tackle by Brian Russell),3.200,6.280
3,6:02,1,4,MIN 4,0,31,Priest Holmes right end for 2 yards (tackle by Greg Biekert),6.280,5.720
3,5:20,2,2,MIN 2,6,31,"Priest Holmes left guard for 2 yards, touchdown",5.720,7.000
3,,,,MIN 2,7,31,Morten Andersen kicks extra point good,0.000,0.000
3,,,,KAN 30,7,31,"Jason Baker kicks off 65 yards, returned by Kelly Campbell for 23 yards (tackle by Omar Easy)",0.000,0.810
3,5:09,1,10,MIN 28,7,31,Onterrio Smith right tackle for no gain (tackle by Scott Fujita),0.810,0.260
3,4:33,2,10,MIN 28,7,31,Daunte Culpepper pass incomplete intended for Nate Burleson is intercepted by Greg Wesley at MIN-39 and returned for -1 yards (tackle by Jim Kleinsasser),0.260,-2.920
3,4:22,1,10,MIN 40,7,31,Trent Green pass incomplete intended for Priest Holmes (defended by Lance Johnstone),2.920,2.370
3,4:17,2,10,MIN 40,7,31,Trent Green pass incomplete intended for Eddie Kennison,2.370,1.680
3,4:12,3,10,MIN 40,7,31,Trent Green pass incomplete intended for Priest Holmes,1.680,0.590
3,4:08,4,10,MIN 40,7,31,Trent Green pass complete to Johnnie Morton for 13 yards (tackle by Ken Irvin),0.590,3.780
3,3:45,1,10,MIN 27,7,31,Tony Richardson left end for 3 yards (tackle by Billy Lyon),3.780,3.640
3,3:00,2,7,MIN 24,7,31,Trent Green pass incomplete intended for Tony Gonzalez is intercepted by Brian Russell and returned for 50 yards (tackle by John Tait),3.640,-2.190
3,2:43,1,10,MIN 49,7,31,Daunte Culpepper pass incomplete intended for Randy Moss,2.190,1.650
3,2:35,2,10,MIN 49,7,31,Onterrio Smith right guard for 3 yards (tackle by John Browning),1.650,1.360
3,1:53,3,7,KAN 48,7,31,"Daunte Culpepper sacked by Greg Wesley for -7 yards. Daunte Culpepper fumbles (forced by Greg Wesley), recovered by Daunte Culpepper at MIN-45",1.360,-0.390
3,1:23,4,14,MIN 45,7,31,"Leo Araguz punts 43 yards, returned by Eddie Kennison for 9 yards (tackle by Brody Liddiard)",-0.390,-0.340
3,1:16,1,10,KAN 21,7,31,"Priest Holmes up the middle for -4 yards. Penalty on Fred Robbins: Face Mask (15 Yards), 15 yards",0.340,1.070
3,0:56,1,10,KAN 32,7,31,Trent Green pass complete to Eddie Kennison for 13 yards (tackle by Mike Nattiel),1.070,1.930
3,0:19,1,10,KAN 45,7,31,Trent Green pass incomplete intended for Johnnie Morton (defended by Denard Walker),1.930,1.380
3,0:09,2,10,KAN 45,7,31,"Trent Green pass incomplete intended for Johnnie Morton. Penalty on Eric Kelly: Defensive Pass Interference, 7 yards (no play)",1.380,2.390
3,0:06,1,10,MIN 48,7,31,Priest Holmes right tackle for 9 yards (tackle by Kevin Williams),2.390,3.060
Quarter,Time,Down,ToGo,Location,KAN,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,1,MIN 39,7,31,Trent Green pass complete to Priest Holmes for 4 yards (tackle by Mike Nattiel),3.060,3.250
4,14:41,1,10,MIN 35,7,31,Trent Green pass complete to Tony Gonzalez for 27 yards (tackle by Corey Chavous),3.250,5.370
4,14:17,1,8,MIN 8,7,31,Priest Holmes right end for 4 yards (tackle by Billy Lyon),5.370,5.340
4,13:37,2,4,MIN 4,13,31,"Priest Holmes left guard for 4 yards, touchdown",5.340,7.000
4,,,,,13,31,"Two Point Attempt: Trent Green pass incomplete intended for Eddie Kennison, conversion fails",1.000,-1.000
4,,,,KAN 30,13,31,"Jason Baker kicks off 70 yards, returned by Kelly Campbell for 19 yards (tackle by Quinton Caver)",0.000,0.150
4,13:28,1,10,MIN 19,13,31,Onterrio Smith right guard for 6 yards (tackle by Scott Fujita),0.150,0.480
4,12:49,2,4,MIN 25,13,31,"Onterrio Smith right guard for 2 yards (tackle by Greg Wesley). Penalty on David Dixon: Offensive Holding, 10 yards (no play)",0.480,-1.000
4,12:25,2,14,MIN 15,13,31,Daunte Culpepper pass complete to Randy Moss for 5 yards (tackle by Shawn Barber),-1.000,-0.940
4,11:39,3,9,MIN 20,13,31,Daunte Culpepper pass incomplete intended for Kelly Campbell (defended by Eric Warfield),-0.940,-2.030
4,11:26,4,9,MIN 20,13,31,"Leo Araguz punts 35 yards, returned by Eddie Kennison for 46 yards (tackle by Mike Nattiel)",-2.030,-5.140
4,11:12,1,9,MIN 9,13,31,Priest Holmes right end for 4 yards (tackle by Corey Chavous),5.140,5.150
4,10:33,2,5,MIN 5,13,31,Priest Holmes left end for 4 yards (tackle by Brian Williams),5.150,5.170
4,10:08,3,1,MIN 1,19,31,"Priest Holmes up the middle for 1 yard, touchdown",5.170,7.000
4,,,,MIN 2,20,31,Morten Andersen kicks extra point good,0.000,0.000
4,,,,KAN 30,20,31,"Jason Baker kicks off 61 yards, returned by Keenan Howry for 31 yards (tackle by Julian Battle). Penalty on Fred Jones: Unnecessary Roughness, 15 yards",0.000,2.590
4,9:58,1,10,KAN 45,20,31,Onterrio Smith left end for 6 yards (tackle by Shawn Barber),2.590,2.850
4,9:16,2,4,KAN 39,20,31,Onterrio Smith up the middle for 10 yards (tackle by Eric Hicks),2.850,3.640
4,8:32,1,10,KAN 29,20,31,Onterrio Smith left guard for 3 yards (tackle by Ryan Sims),3.640,3.510
4,7:47,2,7,KAN 26,20,31,Daunte Culpepper pass complete to Onterrio Smith for 15 yards (tackle by Greg Wesley),3.510,4.840
4,7:06,1,10,KAN 11,20,37,"Onterrio Smith right tackle for 11 yards, touchdown",4.840,7.000
4,,,,KAN 2,20,38,Aaron Elling kicks extra point good,0.000,0.000
4,,,,MIN 30,20,38,"Aaron Elling kicks off 64 yards, returned by LaShaun Ward for 15 yards (tackle by Rushen Jones). LaShaun Ward fumbles (forced by Rushen Jones), recovered by E.J. Henderson at KAN-17 (tackle by Jimmy Wilkerson). Penalty on Omar Easy: Offensive Holding (Declined)",0.000,-4.440
4,6:46,1,10,KAN 17,20,38,Daunte Culpepper pass incomplete intended for D'Wayne Bates,4.440,3.850
4,6:42,2,10,KAN 17,20,38,Onterrio Smith left end for 7 yards (tackle by Eddie Freeman),3.850,4.340
4,6:05,3,3,KAN 10,20,44,"Onterrio Smith left guard for 10 yards, touchdown",4.340,7.000
4,,,,KAN 2,20,45,Aaron Elling kicks extra point good,0.000,0.000
4,,,,MIN 30,20,45,Aaron Elling kicks off 68 yards,0.000,1.600
4,6:00,1,10,KAN 40,20,45,Johnnie Morton for 39 yards (tackle by Denard Walker),1.600,4.170
4,5:23,1,10,MIN 21,20,45,Trent Green pass incomplete intended for Tony Gonzalez,4.170,3.630
4,5:17,2,10,MIN 21,20,45,Tony Richardson left end for 1 yard (tackle by Greg Biekert),3.630,3.070
4,4:39,3,9,MIN 20,20,45,Trent Green pass incomplete intended for Tony Gonzalez,3.070,2.120
4,4:33,4,9,MIN 20,20,45,Trent Green pass incomplete intended for Johnnie Morton (defended by Mike Nattiel),2.120,-0.340
4,4:28,1,10,MIN 21,20,45,Onterrio Smith left end for -2 yards (tackle by William Bartee),0.340,-0.530
4,3:50,2,12,MIN 19,20,45,Onterrio Smith left guard for 1 yard (tackle by Greg Wesley),-0.530,-1.020
4,3:40,,,,20,45,Timeout #1 by Kansas City Chiefs,0.000,-1.020
4,3:40,3,11,MIN 20,20,45,Moe Williams left tackle for 3 yards (tackle by Ryan Sims),-1.020,-1.830
4,3:30,,,,20,45,Timeout #2 by Kansas City Chiefs,0.000,-1.830
4,3:29,4,8,MIN 23,20,45,"Leo Araguz punts 40 yards, returned by Eddie Kennison for 15 yards (tackle by Charles Stackhouse)",-1.830,-2.390
4,3:19,1,10,MIN 48,20,45,Trent Green pass complete to Tony Gonzalez for 9 yards (tackle by Corey Chavous),2.390,3.060
4,2:46,2,1,MIN 39,20,45,Trent Green pass complete to Eddie Kennison for 17 yards (tackle by Eric Kelly),3.060,4.110
4,2:39,1,10,MIN 22,20,45,Trent Green pass incomplete intended for Johnnie Morton is intercepted by Brian Russell at MIN-0 and returned for 16 yards,4.110,0.140
4,2:28,1,10,MIN 16,20,45,Moe Williams up the middle for 4 yards (tackle by Jerome Woods),-0.140,0.010
4,2:00,2,6,MIN 20,20,45,Moe Williams up the middle for 6 yards (tackle by Jerome Woods),0.010,0.670
4,1:14,1,10,MIN 26,20,45,Gus Frerotte kneels for -1 yards,0.670,-0.010
4,0:32,2,11,MIN 25,20,45,Gus Frerotte kneels for -1 yards,-0.010,-0.820
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
