#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,NWE 23,9,5:01,77,Touchdown
2,1,7:48,NWE 27,3,1:14,2,Punt
3,1,6:30,NWE 16,5,2:57,17,Punt
4,1,1:38,NWE 41,3,1:45,4,Punt
5,2,13:49,,12,6:48,50,Touchdown
6,2,1:52,NWE 27,3,0:32,0,Interception
7,2,0:31,NWE 4,1,0:31,-1,End of Half
8,3,14:21,NWE 45,6,3:21,35,Interception
9,3,6:50,NWE 29,10,4:43,71,Touchdown
10,3,0:57,NWE 9,4,2:30,37,Punt
11,4,8:56,NWE 35,8,4:57,65,Touchdown
12,4,2:07,NWE 20,3,0:22,1,Interception
13,4,1:23,NWE 24,2,0:25,-9,Interception
