Quarter,Time,Down,ToGo,Location,BAL,DEN,Detail,EPB,EPA
2,13:11,1,10,BAL 47,3,3,Kyle Boller pass complete to Todd Heap for 17 yards (tackle by Domonique Foxworth),2.060,3.180
2,12:30,1,10,DEN 36,3,3,Chester Taylor left tackle for 1 yard (tackle by John Engelberger and George Foster),3.180,2.770
2,11:50,2,9,DEN 35,3,3,Kyle Boller pass incomplete intended for Todd Heap,2.770,2.080
2,11:45,3,9,DEN 35,3,3,Kyle Boller pass incomplete intended for Derrick Mason (defended by Champ Bailey),2.080,0.970
2,11:40,4,9,DEN 35,3,3,"Dave Zastudil punts 35 yards, touchback",0.970,-0.280
2,11:33,1,10,DEN 20,3,3,Jake Plummer pass complete to Tatum Bell for 14 yards (tackle by Adalius Thomas),0.280,1.200
2,10:49,1,10,DEN 34,3,3,Mike Anderson right guard for 3 yards (tackle by Jarret Johnson and Bart Scott),1.200,1.060
2,10:08,2,7,DEN 37,3,3,Jake Plummer pass incomplete intended for Rod Smith (defended by Adalius Thomas),1.060,0.370
2,10:05,3,7,DEN 37,3,3,Jake Plummer pass complete to Rod Smith for 15 yards (tackle by Chad Williams),0.370,2.390
2,9:23,1,10,BAL 48,3,3,Mike Anderson left guard for 4 yards (tackle by Dwan Edwards),2.390,2.390
2,8:48,2,6,BAL 44,3,3,Tatum Bell left tackle for 2 yards (tackle by Kelly Gregg),2.390,1.950
2,8:06,3,4,BAL 42,3,3,Jake Plummer pass incomplete intended for Jeb Putzier (defended by Chris McAlister),1.950,0.460
2,8:00,4,4,BAL 42,3,3,"Todd Sauerbrun punts 30 yards, fair catch by B.J. Sams",0.460,0.320
2,7:55,1,10,BAL 13,3,3,--,-0.320,-0.570
2,7:55,1,15,BAL 8,3,3,Chester Taylor right guard for 1 yard (tackle by Courtney Brown and Ian Gold),-0.570,-1.070
2,7:22,2,14,BAL 9,3,3,Chester Taylor right guard for 5 yards (tackle by Al Wilson),-1.070,-1.300
2,6:39,,,,3,3,Timeout #1 by Baltimore Ravens,0.000,-1.300
2,6:39,3,9,BAL 14,3,3,Kyle Boller pass incomplete intended for Jamel White,-1.300,-2.470
2,6:33,4,9,BAL 14,3,3,"Dave Zastudil punts 53 yards, returned by Charlie Adams for 14 yards (tackle by Matt Katula)",-2.470,-2.060
2,6:21,1,10,DEN 47,3,3,Tatum Bell right end for 8 yards (tackle by Tommy Polley),2.060,2.600
2,5:53,2,2,BAL 45,3,3,Tatum Bell left end for 1 yard (tackle by Adalius Thomas),2.600,2.020
2,5:19,3,1,BAL 44,3,3,Mike Anderson up the middle for 2 yards (tackle by Bart Scott and Aubrayo Franklin),2.020,2.790
2,4:37,1,10,BAL 42,3,3,Mike Anderson left guard for 6 yards (tackle by Ma'ake Kemoeatu),2.790,3.050
2,3:59,2,4,BAL 36,3,3,"Penalty on George Foster: False Start, 5 yards (no play)",3.050,2.380
2,3:36,2,9,BAL 41,3,3,Jake Plummer sacked by Adalius Thomas for -13 yards,2.380,-0.030
2,3:00,3,22,DEN 46,3,3,Jake Plummer pass incomplete intended for Jeb Putzier (defended by Dennis Haley),-0.030,-0.320
2,2:51,4,22,DEN 46,3,3,Todd Sauerbrun punts 27 yards,-0.320,-0.810
2,2:42,1,10,BAL 28,3,3,Kyle Boller pass complete to Daniel Wilcox for 7 yards (tackle by Nick Ferguson),0.810,1.210
2,2:11,2,3,BAL 35,3,3,Chester Taylor left guard for 5 yards (tackle by Al Wilson),1.210,1.600
2,2:00,1,10,BAL 40,3,3,Kyle Boller pass complete to Todd Heap for 22 yards (tackle by Nick Ferguson),1.600,3.050
2,1:38,,,,3,3,Timeout #2 by Baltimore Ravens,0.000,3.050
2,1:38,1,10,DEN 38,3,3,Kyle Boller pass complete to Mark Clayton for 8 yards (tackle by Curome Cox),3.050,3.590
2,1:15,2,2,DEN 30,3,3,Kyle Boller pass incomplete intended for Derrick Mason,3.590,2.870
2,1:08,3,2,DEN 30,3,3,Kyle Boller pass complete to Mark Clayton for 6 yards (tackle by Domonique Foxworth),2.870,3.970
2,1:04,1,10,DEN 24,3,3,Kyle Boller pass incomplete intended for Mark Clayton,3.970,3.430
2,1:02,2,10,DEN 24,3,3,Kyle Boller pass incomplete intended for Derrick Mason,3.430,2.740
2,0:58,3,10,DEN 24,3,3,Kyle Boller pass incomplete intended for Todd Heap is intercepted by Nick Ferguson at DEN-0,2.740,-0.280
2,0:48,1,10,DEN 20,3,3,Jake Plummer pass complete to Stephen Alexander for 15 yards (tackle by Adalius Thomas),0.280,1.270
2,0:35,,,,3,3,Timeout #1 by Denver Broncos,0.000,1.270
2,0:35,1,10,DEN 35,3,3,Jake Plummer pass incomplete intended for Charlie Adams,1.270,0.720
2,0:32,2,10,DEN 35,3,3,Jake Plummer pass complete to Charlie Adams for 16 yards (tackle by Chad Williams),0.720,2.320
2,0:23,,,,3,3,Timeout #2 by Denver Broncos,0.000,2.320
2,0:23,1,10,BAL 49,3,3,Jake Plummer pass complete to Rod Smith for 4 yards (tackle by Deion Sanders),2.320,2.320
2,0:17,,,,3,3,Timeout #3 by Denver Broncos,0.000,2.320
2,0:17,2,6,BAL 45,3,3,Jake Plummer pass complete to Charlie Adams for 15 yards (tackle by Chris McAlister),2.320,3.580
2,0:03,1,10,BAL 30,3,3,Jake Plummer spiked the ball,3.580,3.030
2,0:02,2,10,BAL 30,3,6,Jason Elam 48 yard field goal good,3.030,3.000
Quarter,Time,Down,ToGo,Location,BAL,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 30,3,6,"Aaron Elling kicks off 70 yards, returned by Charlie Adams for 25 yards (tackle by Dennis Haley)",0.000,0.610
3,14:55,1,10,DEN 25,3,6,"Penalty on Matt Lepsis: False Start, 5 yards (no play)",0.610,0.280
3,14:55,1,15,DEN 20,3,6,Jake Plummer pass complete to Kyle Johnson for 21 yards,0.280,1.660
3,14:23,1,10,DEN 41,3,6,Jake Plummer pass complete to Rod Smith for 6 yards (tackle by Adalius Thomas),1.660,1.930
3,13:57,2,4,DEN 47,3,6,Mike Anderson left tackle for 1 yard (tackle by Kelly Gregg and Adalius Thomas),1.930,1.360
3,13:11,3,3,DEN 48,3,6,Jake Plummer pass complete to Jeb Putzier for 8 yards (tackle by Ed Reed),1.360,2.650
3,12:30,1,10,BAL 44,3,6,Jake Plummer pass incomplete intended for Jeb Putzier (defended by Ed Reed),2.650,2.110
3,12:24,2,10,BAL 44,3,6,Tatum Bell right tackle for 8 yards (tackle by Chris McAlister),2.110,2.480
3,11:49,3,2,BAL 36,3,6,Tatum Bell left tackle for 1 yard (tackle by Dwan Edwards),2.480,1.000
3,11:08,4,1,BAL 35,3,6,Jake Plummer pass incomplete intended for Kyle Johnson,1.000,-1.270
3,11:03,1,10,BAL 35,3,6,Mark Clayton right end for 10 yards (tackle by Champ Bailey),1.270,1.930
3,10:35,1,10,BAL 45,3,6,Kyle Boller pass complete to Todd Heap for 4 yards (tackle by Ian Gold and D.J. Williams),1.930,1.920
3,10:00,2,6,BAL 49,3,6,"Chester Taylor left tackle for -7 yards (tackle by John Lynch). Chester Taylor fumbles (forced by John Lynch), recovered by Ian Gold at BAL-42 (tackle by Kyle Boller)",1.920,-2.790
3,9:54,1,10,BAL 42,3,6,Jake Plummer pass incomplete intended for Rod Smith,2.790,2.240
3,9:46,2,10,BAL 42,3,6,Jake Plummer pass complete to Todd Devoe for 9 yards (tackle by Adalius Thomas),2.240,2.740
3,9:08,3,1,BAL 33,3,6,Ron Dayne right tackle for 2 yards (tackle by Terrell Suggs and Tommy Polley),2.740,3.510
3,8:30,1,10,BAL 31,3,6,Ron Dayne up the middle for 2 yards (tackle by Ma'ake Kemoeatu),3.510,3.240
3,7:54,2,8,BAL 29,3,6,Jake Plummer pass complete to Ashley Lelie for 18 yards,3.240,4.840
3,7:25,1,10,BAL 11,3,6,Tatum Bell right tackle for 2 yards (tackle by Aubrayo Franklin),4.840,4.510
3,6:44,2,8,BAL 9,3,6,Jake Plummer pass complete to Tatum Bell for 2 yards (tackle by Chris McAlister),4.510,3.980
3,6:16,,,,3,6,Timeout #1 by Denver Broncos,0.000,3.980
3,6:16,3,6,BAL 7,3,12,"Jake Plummer pass complete to Kyle Johnson for 7 yards, touchdown",3.980,7.000
3,,,,BAL 2,3,12,Jason Elam kicks extra point no good,0.000,-1.000
3,,,,DEN 30,3,12,"Todd Sauerbrun kicks off 70 yards, returned by B.J. Sams for 30 yards (tackle by Domonique Foxworth). Penalty on Domonique Foxworth: Face Mask (15 Yards), 15 yards",0.000,1.930
3,6:03,1,10,BAL 45,3,12,Kyle Boller pass complete to Todd Heap for 14 yards (tackle by Nick Ferguson and Domonique Foxworth),1.930,2.850
3,5:27,1,10,DEN 41,3,12,Kyle Boller sacked by Ebenezer Ekuban for 0 yards,2.850,2.310
3,4:57,2,10,DEN 41,3,12,Chester Taylor up the middle for 11 yards (tackle by Ian Gold),2.310,3.580
3,4:16,1,10,DEN 30,3,12,Chester Taylor up the middle for 4 yards (tackle by Gerard Warren and D.J. Williams),3.580,3.570
3,3:36,2,6,DEN 26,3,12,Kyle Boller pass complete to Derrick Mason for 5 yards (tackle by Ian Gold),3.570,3.530
3,3:04,3,1,DEN 21,3,12,Kyle Boller up the middle for 2 yards (tackle by Gerard Warren),3.530,4.310
3,2:19,1,10,DEN 19,3,12,Kyle Boller pass incomplete intended for Todd Heap,4.310,3.750
3,2:13,2,10,DEN 19,3,12,Chester Taylor left guard for 14 yards (tackle by Domonique Foxworth),3.750,6.060
3,1:34,1,5,DEN 5,3,12,"Chester Taylor right tackle for 2 yards (tackle by Champ Bailey and Al Wilson). Penalty on Jason Brown: Offensive Holding, 10 yards (no play)",6.060,4.370
3,1:06,1,15,DEN 15,3,12,Kyle Boller pass incomplete intended for Darnell Dinkins,4.370,3.460
3,0:59,2,15,DEN 15,3,12,Kyle Boller pass incomplete intended for Todd Heap is intercepted by Champ Bailey at DEN-6 and returned for 10 yards,3.460,0.140
3,0:50,1,10,DEN 16,3,12,Tatum Bell right tackle for 2 yards (tackle by Kelly Gregg),-0.140,-0.350
3,0:15,2,8,DEN 18,3,12,Jake Plummer pass incomplete intended for Tatum Bell,-0.350,-1.070
3,0:10,3,8,DEN 18,3,12,Jake Plummer pass incomplete intended for Ashley Lelie,-1.070,-2.240
3,0:04,4,8,DEN 18,3,12,Todd Sauerbrun punts 34 yards,-2.240,-2.190
Quarter,Time,Down,ToGo,Location,BAL,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,BAL 49,3,12,Kyle Boller pass complete to Mark Clayton for 15 yards (tackle by Domonique Foxworth),2.190,3.180
4,14:27,1,10,DEN 36,3,12,Kyle Boller pass complete to Mark Clayton for 7 yards (tackle by Domonique Foxworth),3.180,3.580
4,13:54,2,3,DEN 29,3,12,"Kyle Boller pass complete to Todd Heap for 8 yards (tackle by Ian Gold and Champ Bailey). Todd Heap fumbles (forced by Ian Gold), recovered by Todd Heap at DEN-21",3.580,4.170
4,13:15,1,10,DEN 21,3,12,Kyle Boller pass complete to Chester Taylor for 2 yards (tackle by Champ Bailey and Michael Myers),4.170,3.900
4,12:35,2,8,DEN 19,3,12,Chester Taylor left tackle for 4 yards (tackle by Michael Myers),3.900,3.810
4,11:52,3,4,DEN 15,3,12,Kyle Boller pass complete to Derrick Mason for 10 yards (tackle by Champ Bailey),3.810,6.060
4,11:17,1,5,DEN 5,3,12,Chester Taylor up the middle for 3 yards (tackle by Nick Ferguson),6.060,5.720
4,10:44,2,2,DEN 2,3,12,Chester Taylor left tackle for 1 yard (tackle by Demetrin Veal),5.720,5.170
4,9:59,3,1,DEN 1,3,12,Kyle Boller pass incomplete intended for Todd Heap,5.170,3.550
4,9:54,4,1,DEN 1,3,12,Chester Taylor right tackle for -4 yards (tackle by Courtney Brown and Ian Gold),3.550,0.380
4,9:49,1,10,DEN 5,3,12,Ron Dayne up the middle for 1 yard (tackle by Ma'ake Kemoeatu),-0.380,-0.710
4,9:09,2,9,DEN 6,3,12,Jake Plummer pass complete to Rod Smith for 21 yards (tackle by Chris McAlister and Ed Reed),-0.710,0.740
4,8:27,1,10,DEN 27,3,12,Tatum Bell right tackle for 1 yard (tackle by Ma'ake Kemoeatu),0.740,0.330
4,7:46,2,9,DEN 28,3,12,Jake Plummer pass incomplete intended for Jeb Putzier,0.330,-0.360
4,7:42,3,9,DEN 28,3,12,Tatum Bell right tackle for 18 yards (tackle by Chad Williams),-0.360,1.990
4,6:58,1,10,DEN 46,3,12,Ron Dayne right tackle for 2 yards (tackle by Kelly Gregg),1.990,1.720
4,6:16,2,8,DEN 48,3,12,"Jake Plummer pass complete to Ron Dayne for 7 yards (tackle by Samari Rolle and Tommy Polley). Ron Dayne fumbles (forced by Samari Rolle), recovered by Terrell Suggs at BAL-45 (tackle by Ron Dayne)",1.720,-1.930
,,,,,,,"DEN challenged the ruling, and the play was upheld.",,
4,6:08,1,10,BAL 45,3,12,"Kyle Boller sacked for 0 yards. Kyle Boller fumbles, recovered by Demetrin Veal at BAL-46 (tackle by Mark Clayton)",1.930,-2.520
4,5:57,1,10,BAL 46,3,12,Tatum Bell right tackle for 4 yards (tackle by Dwan Edwards),2.520,2.520
4,5:14,2,6,BAL 42,3,12,Tatum Bell left tackle for 4 yards (tackle by Ma'ake Kemoeatu),2.520,2.350
4,4:30,,,,3,12,Timeout #3 by Denver Broncos,0.000,2.350
4,4:30,3,2,BAL 38,3,12,Jake Plummer sacked by Aubrayo Franklin for -1 yards,2.350,0.660
4,4:22,,,,3,12,Timeout #1 by Baltimore Ravens,0.000,0.660
4,4:22,4,3,BAL 39,3,12,Todd Sauerbrun punts 32 yards,0.660,0.380
4,4:11,1,10,BAL 7,3,12,Kyle Boller pass complete to Mark Clayton for 13 yards (tackle by Al Wilson),-0.380,0.280
4,3:45,1,10,BAL 20,3,12,Kyle Boller right end for 1 yard (tackle by Trevor Pryce),0.280,-0.130
4,3:13,2,9,BAL 21,3,12,Kyle Boller pass complete to Chester Taylor for 8 yards (tackle by Gerard Warren),-0.130,0.230
4,2:41,3,1,BAL 29,3,12,Kyle Boller pass incomplete intended for Mark Clayton (defended by Curome Cox),0.230,-1.440
4,2:37,4,1,BAL 29,3,12,"Kyle Boller up the middle for no gain (tackle by Al Wilson). Penalty on Al Wilson: Defensive Offside, 6 yards (no play)",-1.440,1.270
4,2:33,1,10,BAL 35,3,12,Kyle Boller pass incomplete intended for Mark Clayton (defended by Patrick Chukwurah),1.270,0.720
4,2:29,2,10,BAL 35,3,12,Kyle Boller pass complete to Derrick Mason for 20 yards (tackle by Nick Ferguson),0.720,2.590
4,2:04,1,10,DEN 45,3,12,Kyle Boller pass complete to Derrick Mason for 6 yards (tackle by Champ Bailey),2.590,2.850
4,1:59,2,4,DEN 39,9,12,"Kyle Boller pass complete to Mark Clayton for 39 yards, touchdown",2.850,7.000
,,,,,,,"Replay Assistant challenged the ruling, and the original play was overturned.",,
4,,,,DEN 2,10,12,Matt Stover kicks extra point good,0.000,0.000
4,,,,BAL 30,10,12,"Aaron Elling kicks off 69 yards, returned by Mike Anderson for 18 yards (tackle by Roderick Green)",0.000,0.150
4,1:47,1,10,DEN 19,10,12,Mike Anderson right guard for 2 yards (tackle by Tommy Polley and Bart Scott),0.150,-0.060
4,1:42,,,,10,12,Timeout #2 by Baltimore Ravens,0.000,-0.060
4,1:42,2,8,DEN 21,10,12,Ashley Lelie left end for 8 yards (tackle by Chris McAlister),-0.060,0.870
4,1:29,,,,10,12,Timeout #3 by Baltimore Ravens,0.000,0.870
4,1:29,1,10,DEN 29,10,12,Jake Plummer kneels for -1 yards,0.870,0.190
4,0:48,2,11,DEN 28,10,12,Jake Plummer kneels for -1 yards,0.190,-0.630
4,0:15,3,12,DEN 27,10,12,Jake Plummer kneels for -1 yards,-0.630,-1.630
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
